,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,4,7
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,115,312,427
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,13,20
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,20,31
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,6,7
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,8,11
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,5,6
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,9,15
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,2,6
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,7,22
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,1,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,10,19
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,134,328,462
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,0,1
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,8,10
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,5,7
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,9,17
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,26,37
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,19,28
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,8,7,15
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,5,9
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,6,11
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,3,3
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,9,13,22
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,5,9
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,4,7
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,28,35,63
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,11,23,34
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,3,6
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,10,17
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,9,13
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,8,13
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,27,29,56
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,5,4,9
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,2,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,21,31,52
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,0,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,2,4,6
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,14,14
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,15,31,46
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,3,10
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,6,16,22
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,14,51,65
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,0,1
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,0,1,1
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,4,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,3,8,11
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,46,71,117
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,4,9,13
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,7,1,8
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,30,63,93
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,1,3,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-08-01,10,18,28
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,16,14,30
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,13,17,30
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,18,21
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,3,4
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,2,2
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,6,9
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,2,6
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,7,20,27
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,8,8
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,1,2
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,13,4,17
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,2,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,1,3
BELEN DE ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,68,64,132
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,10,21,31
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,6,6
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,0,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,9,10
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,2,4
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,5,8
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,7,15,22
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,14,17
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,38,85,123
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,7,8
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,6,11
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,4,6
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,5,9
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,13,19,32
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,3,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,10,13
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,29,34,63
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,11,16,27
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,11,16
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,228,415,643
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,6,9
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,1,3
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,2,4
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,0,6
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,2,3
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,4,6
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,17,11,28
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,9,12
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,5,8
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,0,1
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,8,9
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,6,7
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,12,18,30
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,13,18
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,10,11,21
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,3,5
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,1,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,17,27,44
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,79,154,233
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,6,8
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,7,9
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,10,11,21
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,7,8,15
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,4,10
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,12,7,19
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,7,12,19
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,10,16
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,18,14,32
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,7,8,15
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,16,37,53
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,8,13
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,3,4
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,1,2
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,11,17
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,8,8
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,1,5
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,7,10
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,9,12,21
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,11,8,19
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,8,15,23
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,6,9
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1024,599,1623
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,3,4
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,9,14
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,8,7,15
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,2,6
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,6,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,5,11,16
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,1,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,0,1
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,3,9,12
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,3,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,8,17,25
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,28,34
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,4,4
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,4,5
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,13,13
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,128,337,465
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,4,8
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,19,15,34
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,48,41,89
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,1,3
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,1,2
PELECHUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,0,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,4,5
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,1,2
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,26,29,55
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,3,5
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,63,44,107
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,4,6,10
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,9,20,29
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,33,40,73
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,8,6,14
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,9,7,16
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,24,22,46
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,9,7,16
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,6,12,18
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,5,7
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,2,1,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2011-09-01,18,29,47
