,group,variable,month,DIABETES MELLITUS I - II CANTIDAD,DIABETES MELLITUS I - II CANTIDAD,TOTALES
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,3,7,10
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,3,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,5,15,20
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,3,3,6
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,5,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,18,9,27
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,1,2
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,7,11,18
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,2,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,3,5
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,8,9
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,1,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,5,21,26
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,10,10
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,13,40,53
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,1,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,5,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,8,8
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,2,3
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,2,2
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,3,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,515,841,1356
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,8,10
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,3,5
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,376,497,873
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,26,18,44
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,34,39,73
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,1,2
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,6,8
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
TOLATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,34,66,100
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,40,25,65
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,2,4
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,18,29,47
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,3,2,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,11,21,32
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,16,29,45
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,9,30,39
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,2,4,6
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,13,39,52
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,5,3,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,17,13,30
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,35,53,88
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,4,6,10
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2011-12-01,0,1,1
