,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,13,13
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,25,25
INGAVI (HUMAITA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,70,70
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,116,116
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,2420,2420
LAGUNILLAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,5,5
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,192,192
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,5,5
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,16,16
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,33,33
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,49,49
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,41,41
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,8,8
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,65,65
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,439,439
MOROCHATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,9,9
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,941,941
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,20,20
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,125,125
PALOS BLANCOS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,1,1
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,25,25
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,55,55
POCONA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,35,35
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,16,16
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,60,60
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
POSTRER VALLE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,221,221
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,5,5
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,13,13
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,8,8
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,8,8
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,52,52
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,307,307
PUNA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,17,17
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,170,170
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,10,10
QUIME,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,645,645
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,44,44
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,59,59
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,428,428
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,19,19
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
SALINAS DE GARCI MENDOZA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,5,5
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,7,7
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,23,23
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,9,9
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,21,21
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,63,63
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,27,27
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,108,108
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,35,35
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,26,26
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,21,21
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,83,83
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,65,65
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,61,61
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,24,24
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,38,38
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
SAN RAMON BENI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,53,53
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,2942,2942
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,31,31
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,21,21
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,18,18
SICAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,56,56
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,3,3
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,855,855
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,13,13
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,16,16
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,12,12
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,325,325
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,24,24
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
TINGUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,4,4
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,24,24
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,21,21
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,9,9
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,11,11
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,5,5
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,46,46
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,13,13
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,56,56
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,49,49
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,17,17
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,8,8
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,22,22
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,59,59
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,96,96
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,20,20
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,114,114
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,6,6
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,357,357
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,14,14
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,161,161
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,9,9
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,145,145
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,43,43
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,34,34
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,13,13
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-11-01,0,15,15
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,58,58
AIQUILE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,39,39
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
ANCORAIMES,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
APOLO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,18,18
ASCENCION DE GUARAYOS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,91,91
ATOCHA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,22,22
BELEN DE ANDAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,104,104
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,31,31
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,16,16
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,39,39
"CAIZA ""D""",vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,24,24
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,40,40
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,158,158
CAPINOTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,24,24
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,36,36
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,16,16
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,5,5
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,93,93
CHARAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,56,56
CHIMORE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,26,26
CHIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,40,40
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
CHUQUIHUTA AYLLU JUCUMANI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,11,11
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,125,125
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,411,411
COIPASA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
COLPA BELGICA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,12,12
COLQUECHACA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,30,30
CORO CORO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
COROICO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,41,41
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,97,97
CUEVO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
CULPINA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,33,33
DESAGUADERO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1107,1107
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,27,27
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,188,188
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,21,21
ENTRE RIOS CBBA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,5,5
ESCOMA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
FERNANDEZ ALONSO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,6,6
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,40,40
GRAL. J.J. PEREZ (CHARAZANI),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
GUAQUI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,105,105
GUTIERREZ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,17,17
HUACARETA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
HUACAYA (VILLA DE HUACAYA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
HUACHACALLA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,90,90
HUARINA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
HUAYLLAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
ICLA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
INCAHUASI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,58,58
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,167,167
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1606,1606
LAS CARRERAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,171,171
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,31,31
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,39,39
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,41,41
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,44,44
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,392,392
NACEBE (SANTA ROSA DEL ABUNA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,6,6
ORURO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,557,557
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,26,26
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
PAILON,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,99,99
PALOS BLANCOS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
PAMPA GRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,22,22
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,55,55
PAZÑA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
POCOATA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
POROMA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,196,196
PUCARANI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,44,44
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,269,269
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,96,96
QUILLACOLLO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
REYES,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,501,501
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,36,36
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,37,37
SACABA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,401,401
SACACA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,16,16
SAIPINA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,11,11
SALINAS DE GARCI MENDOZA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
SAMAIPATA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
SAN ANTONIO DE LOMERIO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,16,16
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,51,51
SAN BUENA VENTURA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,14,14
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,64,64
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,20,20
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,105,105
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,31,31
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,100,100
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,22,22
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,75,75
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,28,28
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,40,40
SAN MATIAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,17,17
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,24,24
SAN PEDRO DE BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
SAN RAFAEL,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,20,20
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,35,35
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2546,2546
SANTA ROSA DEL SARA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,25,25
SENA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,32,32
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,48,48
SOPACHUY,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,1,1
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,564,564
TACOBAMBA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,33,33
TAPACARI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,4,4
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,13,13
TARATA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,301,301
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,13,13
TEOPONTE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,7,7
TIAWANACU,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,17,17
TINGUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
TIPUANI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,17,17
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,15,15
TOCO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
TOMAVE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,6,6
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,58,58
TOTORA(ORR),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,105,105
TUPIZA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,31,31
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,2,2
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
VACAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,43,43
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,17,17
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,22,22
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,107,107
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,22,22
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,321,321
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,9,9
VILLAZON,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,69,69
VITICHI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,3,3
WARNES,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,202,202
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,97,97
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,120,120
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,10,10
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2013-12-01,0,8,8
