,group,variable,month,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN RAFAEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,15,15
SANTA ANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,4,67,71
SANTA CRUZ DE LA SIERRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,231,1565,1796
SANTA ROSA DEL SARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,2,35,37
SENA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,25,25
SHINAOTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,22,21,43
SIPE SIPE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,21,22
SOPACHUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,15,32,47
SORACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,4,4
SUCRE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,100,774,874
TACOBAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,16,16
TAPACARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,2,7,9
TARABUCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,21,61,82
TARATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,2,3
TARIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,43,228,271
TARVITA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,4,31,35
TEOPONTE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,6,6
TIAWANACU,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,2,2
TIPUANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,5,24,29
TOCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,4,5
TOLATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,17,18
TOLEDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,14,15
TOMINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,18,18
TOTORA(CBBA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,3,69,72
TOTORA(ORR),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,6,6
TRINIDAD,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,220,281,501
TUPIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,34,34
UNCIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,9,10
URIONDO (A. CONCEPCION),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,5,5
URUBICHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,5,22,27
VALLEGRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,6,35,41
VIACHA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,14,93,107
VILLA CHARCAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,8,45,53
VILLA MONTES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,47,48
VILLA NUEVA (LOMA ALTA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,1,11,12
VILLA SERRANO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,17,17
VILLA TUNARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,12,670,682
VILLA VACA GUZMAN (MUYUPAMPA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,22,22
VILLAZON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,18,196,214
VITICHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,14,14
WARNES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,26,210,236
YACUIBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,27,149,176
YAMPARAEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,10,10
YAPACANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,25,29,54
YOTALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,2,16,18
YUNCHARA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,2,15,17
ZUDAÑEZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-08-01,0,16,16
ACHACACHI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,7,53,60
AIQUILE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,13,17
ALCALA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,6,26,32
ANCORAIMES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,11,11
APOLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,21,24
ARBIETO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,1,2
ARQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,7,8
ASCENCION DE GUARAYOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,95,220,315
AYOPAYA (V. DE INDEPENDENCIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,18,19
AZURDUY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,7,8
BELLA FLOR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,7,8
BERMEJO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,86,86
BETANZOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,45,46
BOLPEBRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,16,21,37
BUENA VISTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,9,9
CABEZAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,43,44
"CAIZA ""D""",vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,13,14
CAMARGO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,36,36
CAMATAQUI (C. VILLA ABECIA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,10,13
CAMIRI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,28,23,51
CARACOLLO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,39,41
CARANAVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,31,96,127
CARAPARI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,18,20
CARMEN RIVERO TORREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,18,18
CHALLAPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,1,3
CHIMORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,52,52
CHIPAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,9,9
CHUMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,2,2
CLIZA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,85,89
COBIJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,6,333,339
COCHABAMBA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,60,940,1000
COLOMI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,2,4
COMARAPA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,1,4
CONCEPCION,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,4,8
CORO CORO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,11,12
COROICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,61,62
COTOCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,81,85
CUATRO CAÑADAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,30,50,80
CUEVO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,5,5
CULPINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,24,24
DESAGUADERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,8,10
EL ALTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,423,2136,2559
EL PUENTE(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,42,106,148
EL PUENTE(TJA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,13,13
EL TORNO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,39,199,238
EL VILLAR,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,15,18
ENTRE RIOS TRJ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,11,14
ESCOMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,12,12
EUREKA (SANTOS MERCADO),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,2,3
FERNANDEZ ALONSO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,35,36
FILADELFIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,5,24,29
GENERAL SAAVEDRA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,62,65
GRAL. J.J. PEREZ (CHARAZANI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,5,34,39
GUANAY,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,9,1,10
GUAYARAMERIN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,147,227,374
GUTIERREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,7,7
HUACARETA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,15,35,50
HUACAYA (VILLA DE HUACAYA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,5,5
HUANUNI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,75,75
HUARINA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,10,10
HUAYLLAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,9,10
ICLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,12,12
INCAHUASI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,20,20
INGAVI (HUMAITA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,10,10
INQUISIVI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,1,1
JESUS DE MACHACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,4,4
LA ASUNTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,42,46
LA GUARDIA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,7,156,163
LA PAZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,784,798,1582
LAS CARRERAS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,10,14
LLALLAGUA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,13,5,18
MACHACAMARCA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,12,12
MACHARETI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,5,24,29
MAIRANA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,25,25
MINEROS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,74,74
MIZQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,10,12
MOJOCOYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,14,14
MONTEAGUDO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,14,101,115
MONTERO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,326,768,1094
NACEBE (SANTA ROSA DEL ABUNA),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,2,2
ORURO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,19,576,595
PADCAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,18,19
PADILLA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,20,20
PAILON,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,16,16
PAMPA GRANDE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,19,19
PATACAMAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,38,0,38
POCOATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,6,6
POCONA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,2,2
POROMA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,34,34
PORTACHUELO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,5,6
POTOSI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,22,283,305
PRESTO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,17,17
PUCARANI,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,19,19
PUERTO GONZALO MORENO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,35,56,91
PUERTO QUIJARRO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,14,41,55
PUERTO RICO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,43,46
PUERTO SUAREZ,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,8,9
PUERTO VILLARROEL,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,20,54,74
PUNA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,2,19,21
PUNATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,153,157
QUIME,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,8,25,33
REYES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,17,17
RIBERALTA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,15,765,780
ROBORE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,44,45
RURRENABAQUE,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,9,9
SABAYA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,2,2
SACABA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,20,594,614
SACACA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,2,2
SAMAIPATA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,13,13
SAN ANDRES,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,0,1
SAN ANTONIO DE LOMERIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,10,10
SAN BENITO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,1,25,26
SAN BORJA,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,6,31,37
SAN CARLOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,13,64,77
SAN IGNACIO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,31,34
SAN IGNACIO DE VELASCO,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,15,72,87
SAN JAVIER(BNI),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,3,18,21
SAN JAVIER(STC),vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,0,21,21
SAN JOSE DE CHIQUITOS,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,23,92,115
SAN JULIAN,vih,personas con pre-consejeria realizadas para acceso a la prueba rapida,2013-09-01,4,31,35
