,group,variable,month,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS ANTES DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
TINGUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,18,2,18,2,20
TIPUANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,25,0,25,0,25
TIQUIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,129,0,129,0,129
TIRAQUE (CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,29,3,29,3,32
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,1,0,1,0,1
TOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,8,0,8,0,8
TOLATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,14,0,14,0,14
TOLEDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,5,1,5,1,6
TOMAVE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,6,5,6,5,11
TOMINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,8,1,8,1,9
TORO TORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,10,1,10,1,11
TOTORA(CBBA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,32,1,32,1,33
TOTORA(ORR),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,3,0,3,0,3
TRIGAL,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,2,0,2,0,2
TRINIDAD,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,221,2,221,2,223
TUPIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,104,4,104,4,108
TURCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,1,0,1,0,1
UMALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,3,1,3,1,4
UNCIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,23,2,23,2,25
URIONDO (A. CONCEPCION),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,15,0,15,0,15
URUBICHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,10,0,10,0,10
UYUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,33,1,33,1,34
VACAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,3,0,3,0,3
VALLEGRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,31,0,31,0,31
VIACHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,89,1,89,1,90
VILA VILA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,1,1,1,1,2
VILLA CHARCAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,18,2,18,2,20
VILLA MONTES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,86,0,86,0,86
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,5,0,5,0,5
VILLA RIVERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,8,1,8,1,9
VILLA SERRANO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,17,3,17,3,20
VILLA TUNARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,206,0,206,0,206
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,17,0,17,0,17
VILLAZON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,78,2,78,2,80
VINTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,91,1,91,1,92
VITICHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,17,1,17,1,18
WALDO BALLIVIAN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,1,0,1,0,1
WARNES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,156,3,156,3,159
YACO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,1,5,1,5,6
YACUIBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,143,2,143,2,145
YAMPARAEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,7,0,7,0,7
YANACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,4,0,4,0,4
YAPACANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,336,0,336,0,336
YOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,10,0,10,0,10
YOTALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,8,0,8,0,8
YUNCHARA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,5,2,5,2,7
ZUDAÑEZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-07-01,17,0,17,0,17
ACACIO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
ACHACACHI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,57,9,57,9,66
ACHOCALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,8,0,8,0,8
AIQUILE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,43,0,43,0,43
ALALAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
ALCALA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,1,2,1,3
ALTO BENI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,17,2,17,2,19
ANCORAIMES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,19,2,19,2,21
ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,2,1,2,3
ANTEQUERA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,0,2,0,2
ANZALDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,13,1,13,1,14
APOLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,2,16,2,18
ARAMPAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,2,1,2,3
ARANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,18,2,18,2,20
ARBIETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,17,2,17,2,19
ARQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,23,2,23,2,25
ASCENCION DE GUARAYOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,93,0,93,0,93
ATOCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,45,0,45,0,45
AUCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,3,2,3,2,5
AYATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,14,1,14,1,15
AYO AYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,10,0,10,0,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,39,2,39,2,41
AZURDUY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,19,5,19,5,24
BATALLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,20,0,20,0,20
BAURES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,0,6,0,6
BELEN DE ANDAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,0,1,0,1,1
BELEN DE URMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,0,2,0,2
BELLA FLOR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,1,2,1,3
BERMEJO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,98,0,98,0,98
BETANZOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,34,5,34,5,39
BOLIVAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,0,7,0,7
BOLPEBRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,0,2,0,2
BOYUIBE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,0,7,0,7
BUENA VISTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,25,6,25,6,31
CABEZAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,48,0,48,0,48
CAIROMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,0,16,0,16
"CAIZA ""D""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,9,0,9,0,9
CAJUATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,2,16,2,18
CALACOTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,0,2,0,2,2
CALAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,10,1,10,1,11
CAMARGO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,36,3,36,3,39
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,8,0,8,0,8
CAMIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,118,2,118,2,120
CAPINOTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,36,2,36,2,38
CAQUIAVIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,2,6,2,8
CARACOLLO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,44,2,44,2,46
CARANAVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,97,3,97,3,100
CARAPARI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,12,2,12,2,14
CARIPUYO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,9,3,9,3,12
CARMEN RIVERO TORREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,0,7,0,7
CATACORA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
CHACARILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,1,1,1,2
CHALLAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,54,8,54,8,62
CHAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,1,6,1,7
CHARAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,31,1,31,1,32
CHARAÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,1,1,1,2
CHAYANTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,27,4,27,4,31
CHIMORE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,52,3,52,3,55
CHIPAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,38,0,38,0,38
CHUMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,3,16,3,19
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,4,7,4,11
CKOCHAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,14,1,14,1,15
CLIZA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,34,2,34,2,36
COBIJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,143,0,143,0,143
COCAPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,12,9,12,9,21
COCHABAMBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1744,7,1744,7,1751
COIPASA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,1,1,1,2
COLCAPIRHUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,154,0,154,0,154
"COLCHA ""K""",consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,12,0,12,0,12
COLLANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
COLOMI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,22,0,22,0,22
COLPA BELGICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,1,11,1,12
COLQUECHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,27,8,27,8,35
COLQUENCHA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,0,16,0,16
COLQUIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,16,16,16,16,32
COMANCHE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,0,1,0,1,1
COMARAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,48,0,48,0,48
COMBAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,0,2,0,2,2
CONCEPCION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,64,0,64,0,64
COPACABANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,13,4,13,4,17
CORIPATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,30,2,30,2,32
CORO CORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,2,11,2,13
COROICO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,24,0,24,0,24
CORQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,8,0,8,0,8
COTAGAITA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,32,5,32,5,37
COTOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,131,2,131,2,133
CUATRO CAÑADAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,44,4,44,4,48
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
CUEVO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,9,0,9,0,9
CULPINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,26,5,26,5,31
CURAHUARA DE CARANGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,3,11,3,14
CURVA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,3,0,3,0,3
DESAGUADERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,0,7,0,7
EL ALTO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1680,11,1680,11,1691
EL CHORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,3,1,3,4
EL PUENTE(STC),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,36,4,36,4,40
EL PUENTE(TJA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,13,0,13,0,13
EL TORNO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,191,0,191,0,191
EL VILLAR,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,0,5,0,5
ENTRE RIOS TRJ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,40,3,40,3,43
ENTRE RIOS CBBA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,81,0,81,0,81
ESCOMA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,12,1,12,1,13
EUCALIPTUS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,3,1,3,4
EXALTACION,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,32,0,32,0,32
FILADELFIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,5,5,5,10
GENERAL SAAVEDRA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,38,0,38,0,38
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,5,11,5,16
GUANAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,24,1,24,1,25
GUAQUI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,0,11,0,11
GUAYARAMERIN,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,87,6,87,6,93
GUTIERREZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,22,3,22,3,25
HUACARETA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,19,5,19,5,24
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,5,5,5,10
HUANUNI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,57,0,57,0,57
HUARACAJE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,3,0,3,0,3
HUARINA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
HUAYLLAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,0,2,0,2
HUMANATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,1,4,1,5
ICHOCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,0,7,0,7,7
ICLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,12,4,12,4,16
INCAHUASI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,20,8,20,8,28
INGAVI (HUMAITA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,1,4,1,5
INQUISIVI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,10,11,10,11,21
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,19,0,19,0,19
IXIAMAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,17,1,17,1,18
JESUS DE MACHACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,13,0,13,0,13
LA ASUNTA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,78,0,78,0,78
LA GUARDIA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,189,0,189,0,189
LA PAZ,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1491,1,1491,1,1492
LAGUNILLAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,1,6,1,7
LAJA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,18,0,18,0,18
LAS CARRERAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,1,5,1,6
LICOMA PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,3,0,3,0,3
LLALLAGUA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,94,3,94,3,97
LLICA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,1,4,1,5
LORETO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,0,6,0,6
LURIBAY,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,10,4,10,4,14
MACHACAMARCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
MACHARETI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,21,3,21,3,24
MAGDALENA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,23,2,23,2,25
MAIRANA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,32,0,32,0,32
MALLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
MAPIRI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,23,1,23,1,24
MECAPACA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,1,6,1,7
MINEROS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,67,0,67,0,67
MIZQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,39,4,39,4,43
MOCOMOCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,0,6,0,6
MOJOCOYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,0,11,0,11
MONTEAGUDO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,72,7,72,7,79
MONTERO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,294,0,294,0,294
MORO MORO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,3,1,3,1,4
MOROCHATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,15,4,15,4,19
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,1,0,1,0,1
NAZACARA DE PACAJES,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,7,1,7,1,8
OCURI,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,24,6,24,6,30
OKINAWA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,29,0,29,0,29
OMEREQUE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,11,0,11,0,11
ORURO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,674,0,674,0,674
PADCAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,27,2,27,2,29
PADILLA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,32,4,32,4,36
PAILON,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,82,3,82,3,85
PALCA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,25,1,25,1,26
PALOS BLANCOS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,55,0,55,0,55
PAMPA AULLAGAS,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
PAMPA GRANDE,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,21,0,21,0,21
PAPEL PAMPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,5,1,5,1,6
PASORAPA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,4,0,4,0,4
PATACAMAYA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,48,1,48,1,49
PAZÑA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,6,0,6,0,6
PELECHUCO,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,8,3,8,3,11
POCOATA,consultas prenatales,nuevas antes del 5to mes de embarazo,2010-08-01,21,10,21,10,31
