,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES,TOTALES,TOTALES
MOCOMOCO,consultas prenatales,repetidas,2010-08-01,33,2,33,2,35
MOJINETE,consultas prenatales,repetidas,2010-08-01,3,1,3,1,4
MOJOCOYA,consultas prenatales,repetidas,2010-08-01,39,7,39,7,46
MONTEAGUDO,consultas prenatales,repetidas,2010-08-01,251,11,251,11,262
MONTERO,consultas prenatales,repetidas,2010-08-01,997,0,997,0,997
MORO MORO,consultas prenatales,repetidas,2010-08-01,12,0,12,0,12
MOROCHATA,consultas prenatales,repetidas,2010-08-01,49,22,49,22,71
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2010-08-01,13,0,13,0,13
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2010-08-01,9,3,9,3,12
OCURI,consultas prenatales,repetidas,2010-08-01,73,33,73,33,106
OKINAWA,consultas prenatales,repetidas,2010-08-01,101,0,101,0,101
OMEREQUE,consultas prenatales,repetidas,2010-08-01,33,0,33,0,33
ORURO,consultas prenatales,repetidas,2010-08-01,2543,0,2543,0,2543
PADCAYA,consultas prenatales,repetidas,2010-08-01,104,5,104,5,109
PADILLA,consultas prenatales,repetidas,2010-08-01,63,24,63,24,87
PAILON,consultas prenatales,repetidas,2010-08-01,151,1,151,1,152
PALCA,consultas prenatales,repetidas,2010-08-01,29,1,29,1,30
PALOS BLANCOS,consultas prenatales,repetidas,2010-08-01,209,2,209,2,211
PAMPA AULLAGAS,consultas prenatales,repetidas,2010-08-01,13,2,13,2,15
PAMPA GRANDE,consultas prenatales,repetidas,2010-08-01,56,0,56,0,56
PAPEL PAMPA,consultas prenatales,repetidas,2010-08-01,10,1,10,1,11
PASORAPA,consultas prenatales,repetidas,2010-08-01,14,6,14,6,20
PATACAMAYA,consultas prenatales,repetidas,2010-08-01,198,0,198,0,198
PAZÑA,consultas prenatales,repetidas,2010-08-01,41,4,41,4,45
PELECHUCO,consultas prenatales,repetidas,2010-08-01,7,11,7,11,18
POCOATA,consultas prenatales,repetidas,2010-08-01,59,41,59,41,100
POCONA,consultas prenatales,repetidas,2010-08-01,47,4,47,4,51
POJO (CBBA),consultas prenatales,repetidas,2010-08-01,90,0,90,0,90
POOPO,consultas prenatales,repetidas,2010-08-01,31,0,31,0,31
PORCO,consultas prenatales,repetidas,2010-08-01,87,0,87,0,87
POROMA,consultas prenatales,repetidas,2010-08-01,58,46,58,46,104
PORONGO,consultas prenatales,repetidas,2010-08-01,48,3,48,3,51
PORTACHUELO,consultas prenatales,repetidas,2010-08-01,261,0,261,0,261
PORVENIR,consultas prenatales,repetidas,2010-08-01,45,0,45,0,45
POSTRER VALLE,consultas prenatales,repetidas,2010-08-01,9,5,9,5,14
POTOSI,consultas prenatales,repetidas,2010-08-01,1292,15,1292,15,1307
PRESTO,consultas prenatales,repetidas,2010-08-01,25,30,25,30,55
PUCARA,consultas prenatales,repetidas,2010-08-01,6,9,6,9,15
PUCARANI,consultas prenatales,repetidas,2010-08-01,155,0,155,0,155
PUERTO ACOSTA,consultas prenatales,repetidas,2010-08-01,21,0,21,0,21
PUERTO CARABUCO,consultas prenatales,repetidas,2010-08-01,32,7,32,7,39
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2010-08-01,29,5,29,5,34
PUERTO PEREZ,consultas prenatales,repetidas,2010-08-01,10,3,10,3,13
PUERTO QUIJARRO,consultas prenatales,repetidas,2010-08-01,54,0,54,0,54
PUERTO RICO,consultas prenatales,repetidas,2010-08-01,37,7,37,7,44
PUERTO SILES,consultas prenatales,repetidas,2010-08-01,1,5,1,5,6
PUERTO SUAREZ,consultas prenatales,repetidas,2010-08-01,109,1,109,1,110
PUERTO VILLARROEL,consultas prenatales,repetidas,2010-08-01,535,0,535,0,535
PUNA,consultas prenatales,repetidas,2010-08-01,97,12,97,12,109
PUNATA,consultas prenatales,repetidas,2010-08-01,267,0,267,0,267
QUIABAYA,consultas prenatales,repetidas,2010-08-01,8,0,8,0,8
QUILLACOLLO,consultas prenatales,repetidas,2010-08-01,645,26,645,26,671
QUIME,consultas prenatales,repetidas,2010-08-01,53,0,53,0,53
QUIRUSILLAS,consultas prenatales,repetidas,2010-08-01,6,1,6,1,7
RAVELO,consultas prenatales,repetidas,2010-08-01,50,21,50,21,71
REYES,consultas prenatales,repetidas,2010-08-01,83,16,83,16,99
RIBERALTA,consultas prenatales,repetidas,2010-08-01,1143,29,1143,29,1172
ROBORE,consultas prenatales,repetidas,2010-08-01,94,0,94,0,94
RURRENABAQUE,consultas prenatales,repetidas,2010-08-01,110,9,110,9,119
SABAYA,consultas prenatales,repetidas,2010-08-01,13,1,13,1,14
SACABA,consultas prenatales,repetidas,2010-08-01,1143,7,1143,7,1150
SACABAMBA,consultas prenatales,repetidas,2010-08-01,13,0,13,0,13
SACACA,consultas prenatales,repetidas,2010-08-01,118,17,118,17,135
SAIPINA,consultas prenatales,repetidas,2010-08-01,51,0,51,0,51
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2010-08-01,24,19,24,19,43
SAMAIPATA,consultas prenatales,repetidas,2010-08-01,57,0,57,0,57
SAN AGUSTIN,consultas prenatales,repetidas,2010-08-01,7,0,7,0,7
SAN ANDRES,consultas prenatales,repetidas,2010-08-01,37,6,37,6,43
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2010-08-01,8,8,8,8,16
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2010-08-01,12,0,12,0,12
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2010-08-01,28,3,28,3,31
SAN BENITO,consultas prenatales,repetidas,2010-08-01,94,1,94,1,95
SAN BORJA,consultas prenatales,repetidas,2010-08-01,262,17,262,17,279
SAN BUENA VENTURA,consultas prenatales,repetidas,2010-08-01,117,0,117,0,117
SAN CARLOS,consultas prenatales,repetidas,2010-08-01,172,0,172,0,172
SAN IGNACIO,consultas prenatales,repetidas,2010-08-01,192,1,192,1,193
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2010-08-01,503,54,503,54,557
SAN JAVIER(BNI),consultas prenatales,repetidas,2010-08-01,10,0,10,0,10
SAN JAVIER(STC),consultas prenatales,repetidas,2010-08-01,145,0,145,0,145
SAN JOAQUIN,consultas prenatales,repetidas,2010-08-01,29,35,29,35,64
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2010-08-01,111,0,111,0,111
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2010-08-01,75,1,75,1,76
SAN JULIAN,consultas prenatales,repetidas,2010-08-01,264,12,264,12,276
SAN LORENZO(PND),consultas prenatales,repetidas,2010-08-01,19,1,19,1,20
SAN LORENZO(TJA),consultas prenatales,repetidas,2010-08-01,119,10,119,10,129
SAN LUCAS,consultas prenatales,repetidas,2010-08-01,219,93,219,93,312
SAN MATIAS,consultas prenatales,repetidas,2010-08-01,96,1,96,1,97
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2010-08-01,81,13,81,13,94
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2010-08-01,12,0,12,0,12
SAN PEDRO,consultas prenatales,repetidas,2010-08-01,116,0,116,0,116
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2010-08-01,98,33,98,33,131
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2010-08-01,13,8,13,8,21
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2010-08-01,13,1,13,1,14
SAN PEDRO(PND),consultas prenatales,repetidas,2010-08-01,3,1,3,1,4
SAN RAFAEL,consultas prenatales,repetidas,2010-08-01,40,2,40,2,42
SAN RAMON BENI,consultas prenatales,repetidas,2010-08-01,38,0,38,0,38
SAN RAMON SCZ,consultas prenatales,repetidas,2010-08-01,85,0,85,0,85
SANTA ANA,consultas prenatales,repetidas,2010-08-01,164,0,164,0,164
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2010-08-01,9897,23,9897,23,9920
SANTA ROSA,consultas prenatales,repetidas,2010-08-01,58,7,58,7,65
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2010-08-01,116,0,116,0,116
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2010-08-01,10,6,10,6,16
SANTIAGO DE HUARI,consultas prenatales,repetidas,2010-08-01,37,7,37,7,44
SANTIAGO DE HUATA,consultas prenatales,repetidas,2010-08-01,17,3,17,3,20
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2010-08-01,20,0,20,0,20
SANTIVAÑES,consultas prenatales,repetidas,2010-08-01,35,0,35,0,35
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2010-08-01,13,3,13,3,16
SAPAHAQUI,consultas prenatales,repetidas,2010-08-01,20,1,20,1,21
SENA,consultas prenatales,repetidas,2010-08-01,19,1,19,1,20
SHINAOTA,consultas prenatales,repetidas,2010-08-01,249,0,249,0,249
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2010-08-01,76,0,76,0,76
SICAYA,consultas prenatales,repetidas,2010-08-01,12,0,12,0,12
SIPE SIPE,consultas prenatales,repetidas,2010-08-01,277,12,277,12,289
SOPACHUY,consultas prenatales,repetidas,2010-08-01,43,9,43,9,52
SORACACHI,consultas prenatales,repetidas,2010-08-01,53,12,53,12,65
SORATA,consultas prenatales,repetidas,2010-08-01,90,17,90,17,107
SUCRE,consultas prenatales,repetidas,2010-08-01,3365,25,3365,25,3390
TACACHI,consultas prenatales,repetidas,2010-08-01,1,0,1,0,1
TACACOMA,consultas prenatales,repetidas,2010-08-01,25,10,25,10,35
TACOBAMBA,consultas prenatales,repetidas,2010-08-01,22,5,22,5,27
TACOPAYA,consultas prenatales,repetidas,2010-08-01,55,8,55,8,63
TAHUA,consultas prenatales,repetidas,2010-08-01,3,0,3,0,3
TAPACARI,consultas prenatales,repetidas,2010-08-01,133,29,133,29,162
TARABUCO,consultas prenatales,repetidas,2010-08-01,118,26,118,26,144
TARACO,consultas prenatales,repetidas,2010-08-01,3,0,3,0,3
TARATA,consultas prenatales,repetidas,2010-08-01,68,0,68,0,68
TARIJA,consultas prenatales,repetidas,2010-08-01,2121,3,2121,3,2124
TARVITA,consultas prenatales,repetidas,2010-08-01,81,37,81,37,118
TEOPONTE,consultas prenatales,repetidas,2010-08-01,17,14,17,14,31
TIAWANACU,consultas prenatales,repetidas,2010-08-01,47,11,47,11,58
TINGUIPAYA,consultas prenatales,repetidas,2010-08-01,60,11,60,11,71
TIPUANI,consultas prenatales,repetidas,2010-08-01,74,0,74,0,74
TIQUIPAYA,consultas prenatales,repetidas,2010-08-01,504,2,504,2,506
TIRAQUE (CBBA),consultas prenatales,repetidas,2010-08-01,127,4,127,4,131
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2010-08-01,7,1,7,1,8
TOCO,consultas prenatales,repetidas,2010-08-01,34,0,34,0,34
TODOS SANTOS,consultas prenatales,repetidas,2010-08-01,2,0,2,0,2
TOLATA,consultas prenatales,repetidas,2010-08-01,47,2,47,2,49
TOLEDO,consultas prenatales,repetidas,2010-08-01,22,4,22,4,26
TOMAVE,consultas prenatales,repetidas,2010-08-01,42,20,42,20,62
TOMINA,consultas prenatales,repetidas,2010-08-01,70,2,70,2,72
TORO TORO,consultas prenatales,repetidas,2010-08-01,22,8,22,8,30
TOTORA(CBBA),consultas prenatales,repetidas,2010-08-01,149,3,149,3,152
TOTORA(ORR),consultas prenatales,repetidas,2010-08-01,12,3,12,3,15
TRIGAL,consultas prenatales,repetidas,2010-08-01,8,1,8,1,9
TRINIDAD,consultas prenatales,repetidas,2010-08-01,974,31,974,31,1005
TUPIZA,consultas prenatales,repetidas,2010-08-01,349,27,349,27,376
TURCO,consultas prenatales,repetidas,2010-08-01,14,1,14,1,15
UMALA,consultas prenatales,repetidas,2010-08-01,9,7,9,7,16
UNCIA,consultas prenatales,repetidas,2010-08-01,89,19,89,19,108
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2010-08-01,91,7,91,7,98
URUBICHA,consultas prenatales,repetidas,2010-08-01,50,0,50,0,50
UYUNI,consultas prenatales,repetidas,2010-08-01,171,3,171,3,174
VACAS,consultas prenatales,repetidas,2010-08-01,33,1,33,1,34
VALLEGRANDE,consultas prenatales,repetidas,2010-08-01,100,5,100,5,105
VIACHA,consultas prenatales,repetidas,2010-08-01,360,6,360,6,366
VILA VILA,consultas prenatales,repetidas,2010-08-01,18,3,18,3,21
VILLA CHARCAS,consultas prenatales,repetidas,2010-08-01,68,27,68,27,95
VILLA MONTES,consultas prenatales,repetidas,2010-08-01,261,12,261,12,273
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2010-08-01,21,4,21,4,25
VILLA RIVERO,consultas prenatales,repetidas,2010-08-01,53,2,53,2,55
VILLA SERRANO,consultas prenatales,repetidas,2010-08-01,90,18,90,18,108
VILLA TUNARI,consultas prenatales,repetidas,2010-08-01,642,9,642,9,651
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2010-08-01,63,33,63,33,96
VILLAZON,consultas prenatales,repetidas,2010-08-01,389,18,389,18,407
VINTO,consultas prenatales,repetidas,2010-08-01,314,0,314,0,314
VITICHI,consultas prenatales,repetidas,2010-08-01,38,20,38,20,58
WALDO BALLIVIAN,consultas prenatales,repetidas,2010-08-01,9,1,9,1,10
WARNES,consultas prenatales,repetidas,2010-08-01,580,6,580,6,586
YACO,consultas prenatales,repetidas,2010-08-01,22,6,22,6,28
YACUIBA,consultas prenatales,repetidas,2010-08-01,596,4,596,4,600
YAMPARAEZ,consultas prenatales,repetidas,2010-08-01,41,4,41,4,45
YANACACHI,consultas prenatales,repetidas,2010-08-01,33,0,33,0,33
YAPACANI,consultas prenatales,repetidas,2010-08-01,522,2,522,2,524
YOCALLA,consultas prenatales,repetidas,2010-08-01,22,1,22,1,23
YOTALA,consultas prenatales,repetidas,2010-08-01,59,3,59,3,62
YUNCHARA,consultas prenatales,repetidas,2010-08-01,18,11,18,11,29
ZUDAÑEZ,consultas prenatales,repetidas,2010-08-01,37,7,37,7,44
ACACIO,consultas prenatales,repetidas,2010-09-01,31,4,31,4,35
ACHACACHI,consultas prenatales,repetidas,2010-09-01,253,22,253,22,275
ACHOCALLA,consultas prenatales,repetidas,2010-09-01,49,2,49,2,51
AIQUILE,consultas prenatales,repetidas,2010-09-01,188,0,188,0,188
ALALAY,consultas prenatales,repetidas,2010-09-01,7,3,7,3,10
ALCALA,consultas prenatales,repetidas,2010-09-01,15,2,15,2,17
ALTO BENI,consultas prenatales,repetidas,2010-09-01,39,4,39,4,43
ANCORAIMES,consultas prenatales,repetidas,2010-09-01,27,5,27,5,32
ANDAMARCA,consultas prenatales,repetidas,2010-09-01,7,4,7,4,11
ANTEQUERA,consultas prenatales,repetidas,2010-09-01,5,11,5,11,16
ANZALDO,consultas prenatales,repetidas,2010-09-01,27,9,27,9,36
APOLO,consultas prenatales,repetidas,2010-09-01,88,2,88,2,90
ARAMPAMPA,consultas prenatales,repetidas,2010-09-01,13,5,13,5,18
ARANI,consultas prenatales,repetidas,2010-09-01,92,4,92,4,96
ARBIETO,consultas prenatales,repetidas,2010-09-01,63,20,63,20,83
ARQUE,consultas prenatales,repetidas,2010-09-01,52,3,52,3,55
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2010-09-01,304,2,304,2,306
ATOCHA,consultas prenatales,repetidas,2010-09-01,51,2,51,2,53
AUCAPATA,consultas prenatales,repetidas,2010-09-01,5,1,5,1,6
AYATA,consultas prenatales,repetidas,2010-09-01,10,2,10,2,12
AYO AYO,consultas prenatales,repetidas,2010-09-01,29,0,29,0,29
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2010-09-01,113,10,113,10,123
AZURDUY,consultas prenatales,repetidas,2010-09-01,68,26,68,26,94
BATALLAS,consultas prenatales,repetidas,2010-09-01,62,2,62,2,64
BAURES,consultas prenatales,repetidas,2010-09-01,29,0,29,0,29
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2010-09-01,3,3,3,3,6
BELEN DE URMIRI,consultas prenatales,repetidas,2010-09-01,2,2,2,2,4
BELLA FLOR,consultas prenatales,repetidas,2010-09-01,4,6,4,6,10
BERMEJO,consultas prenatales,repetidas,2010-09-01,379,0,379,0,379
BETANZOS,consultas prenatales,repetidas,2010-09-01,159,37,159,37,196
BOLIVAR,consultas prenatales,repetidas,2010-09-01,36,7,36,7,43
BOLPEBRA,consultas prenatales,repetidas,2010-09-01,7,3,7,3,10
BOYUIBE,consultas prenatales,repetidas,2010-09-01,19,4,19,4,23
BUENA VISTA,consultas prenatales,repetidas,2010-09-01,70,1,70,1,71
CABEZAS,consultas prenatales,repetidas,2010-09-01,142,0,142,0,142
CAIROMA,consultas prenatales,repetidas,2010-09-01,51,8,51,8,59
"CAIZA ""D""",consultas prenatales,repetidas,2010-09-01,55,1,55,1,56
CAJUATA,consultas prenatales,repetidas,2010-09-01,54,7,54,7,61
CALACOTO,consultas prenatales,repetidas,2010-09-01,3,6,3,6,9
CALAMARCA,consultas prenatales,repetidas,2010-09-01,41,5,41,5,46
CAMARGO,consultas prenatales,repetidas,2010-09-01,129,8,129,8,137
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2010-09-01,14,5,14,5,19
CAMIRI,consultas prenatales,repetidas,2010-09-01,335,5,335,5,340
CAPINOTA,consultas prenatales,repetidas,2010-09-01,182,1,182,1,183
CAQUIAVIRI,consultas prenatales,repetidas,2010-09-01,20,4,20,4,24
CARACOLLO,consultas prenatales,repetidas,2010-09-01,74,9,74,9,83
CARANAVI,consultas prenatales,repetidas,2010-09-01,446,11,446,11,457
CARAPARI,consultas prenatales,repetidas,2010-09-01,79,3,79,3,82
CARIPUYO,consultas prenatales,repetidas,2010-09-01,35,10,35,10,45
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2010-09-01,20,0,20,0,20
CATACORA,consultas prenatales,repetidas,2010-09-01,0,2,0,2,2
CHACARILLA,consultas prenatales,repetidas,2010-09-01,2,1,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2010-09-01,231,23,231,23,254
CHAQUI,consultas prenatales,repetidas,2010-09-01,24,3,24,3,27
CHARAGUA,consultas prenatales,repetidas,2010-09-01,180,10,180,10,190
CHARAÑA,consultas prenatales,repetidas,2010-09-01,12,5,12,5,17
CHAYANTA,consultas prenatales,repetidas,2010-09-01,38,28,38,28,66
CHIMORE,consultas prenatales,repetidas,2010-09-01,113,4,113,4,117
CHIPAYA,consultas prenatales,repetidas,2010-09-01,8,0,8,0,8
CHOQUE COTA,consultas prenatales,repetidas,2010-09-01,4,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2010-09-01,133,1,133,1,134
CHUMA,consultas prenatales,repetidas,2010-09-01,26,3,26,3,29
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2010-09-01,24,11,24,11,35
CKOCHAS,consultas prenatales,repetidas,2010-09-01,46,14,46,14,60
CLIZA,consultas prenatales,repetidas,2010-09-01,216,0,216,0,216
COBIJA,consultas prenatales,repetidas,2010-09-01,679,0,679,0,679
COCAPATA,consultas prenatales,repetidas,2010-09-01,20,42,20,42,62
COCHABAMBA,consultas prenatales,repetidas,2010-09-01,6757,44,6757,44,6801
COIPASA,consultas prenatales,repetidas,2010-09-01,5,0,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2010-09-01,729,3,729,3,732
"COLCHA ""K""",consultas prenatales,repetidas,2010-09-01,24,11,24,11,35
COLLANA,consultas prenatales,repetidas,2010-09-01,7,0,7,0,7
COLOMI,consultas prenatales,repetidas,2010-09-01,118,0,118,0,118
COLPA BELGICA,consultas prenatales,repetidas,2010-09-01,42,0,42,0,42
COLQUECHACA,consultas prenatales,repetidas,2010-09-01,115,64,115,64,179
COLQUENCHA,consultas prenatales,repetidas,2010-09-01,55,0,55,0,55
COLQUIRI,consultas prenatales,repetidas,2010-09-01,43,53,43,53,96
COMANCHE,consultas prenatales,repetidas,2010-09-01,14,0,14,0,14
COMARAPA,consultas prenatales,repetidas,2010-09-01,202,2,202,2,204
COMBAYA,consultas prenatales,repetidas,2010-09-01,4,5,4,5,9
CONCEPCION,consultas prenatales,repetidas,2010-09-01,119,3,119,3,122
COPACABANA,consultas prenatales,repetidas,2010-09-01,76,3,76,3,79
CORIPATA,consultas prenatales,repetidas,2010-09-01,82,0,82,0,82
CORO CORO,consultas prenatales,repetidas,2010-09-01,35,20,35,20,55
COROICO,consultas prenatales,repetidas,2010-09-01,138,0,138,0,138
CORQUE,consultas prenatales,repetidas,2010-09-01,20,7,20,7,27
COTAGAITA,consultas prenatales,repetidas,2010-09-01,108,20,108,20,128
COTOCA,consultas prenatales,repetidas,2010-09-01,436,3,436,3,439
CUATRO CAÑADAS,consultas prenatales,repetidas,2010-09-01,113,3,113,3,116
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2010-09-01,5,1,5,1,6
CUEVO,consultas prenatales,repetidas,2010-09-01,17,0,17,0,17
CULPINA,consultas prenatales,repetidas,2010-09-01,72,24,72,24,96
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2010-09-01,22,0,22,0,22
CURVA,consultas prenatales,repetidas,2010-09-01,5,0,5,0,5
DESAGUADERO,consultas prenatales,repetidas,2010-09-01,34,0,34,0,34
EL ALTO,consultas prenatales,repetidas,2010-09-01,6707,12,6707,12,6719
EL CHORO,consultas prenatales,repetidas,2010-09-01,10,4,10,4,14
EL PUENTE(STC),consultas prenatales,repetidas,2010-09-01,120,1,120,1,121
EL PUENTE(TJA),consultas prenatales,repetidas,2010-09-01,76,1,76,1,77
EL TORNO,consultas prenatales,repetidas,2010-09-01,426,4,426,4,430
EL VILLAR,consultas prenatales,repetidas,2010-09-01,23,2,23,2,25
ENTRE RIOS TRJ,consultas prenatales,repetidas,2010-09-01,135,14,135,14,149
ENTRE RIOS CBBA,consultas prenatales,repetidas,2010-09-01,209,0,209,0,209
ESCOMA,consultas prenatales,repetidas,2010-09-01,34,0,34,0,34
EUCALIPTUS,consultas prenatales,repetidas,2010-09-01,29,0,29,0,29
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2010-09-01,7,1,7,1,8
EXALTACION,consultas prenatales,repetidas,2010-09-01,12,1,12,1,13
FERNANDEZ ALONSO,consultas prenatales,repetidas,2010-09-01,95,0,95,0,95
FILADELFIA,consultas prenatales,repetidas,2010-09-01,23,4,23,4,27
GENERAL SAAVEDRA,consultas prenatales,repetidas,2010-09-01,104,2,104,2,106
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2010-09-01,21,4,21,4,25
GUANAY,consultas prenatales,repetidas,2010-09-01,74,4,74,4,78
GUAQUI,consultas prenatales,repetidas,2010-09-01,9,4,9,4,13
GUAYARAMERIN,consultas prenatales,repetidas,2010-09-01,409,23,409,23,432
GUTIERREZ,consultas prenatales,repetidas,2010-09-01,83,6,83,6,89
HUACARETA,consultas prenatales,repetidas,2010-09-01,53,11,53,11,64
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2010-09-01,7,12,7,12,19
HUACHACALLA,consultas prenatales,repetidas,2010-09-01,2,0,2,0,2
HUANUNI,consultas prenatales,repetidas,2010-09-01,211,0,211,0,211
HUARACAJE,consultas prenatales,repetidas,2010-09-01,15,0,15,0,15
HUARINA,consultas prenatales,repetidas,2010-09-01,16,2,16,2,18
HUAYLLAMARCA,consultas prenatales,repetidas,2010-09-01,9,2,9,2,11
HUMANATA,consultas prenatales,repetidas,2010-09-01,19,4,19,4,23
ICHOCA,consultas prenatales,repetidas,2010-09-01,3,5,3,5,8
ICLA,consultas prenatales,repetidas,2010-09-01,44,15,44,15,59
INCAHUASI,consultas prenatales,repetidas,2010-09-01,54,35,54,35,89
INGAVI (HUMAITA),consultas prenatales,repetidas,2010-09-01,12,0,12,0,12
INQUISIVI,consultas prenatales,repetidas,2010-09-01,26,3,26,3,29
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2010-09-01,60,2,60,2,62
IXIAMAS,consultas prenatales,repetidas,2010-09-01,49,0,49,0,49
JESUS DE MACHACA,consultas prenatales,repetidas,2010-09-01,65,4,65,4,69
LA ASUNTA,consultas prenatales,repetidas,2010-09-01,197,0,197,0,197
LA GUARDIA,consultas prenatales,repetidas,2010-09-01,530,0,530,0,530
LA PAZ,consultas prenatales,repetidas,2010-09-01,8202,156,8202,156,8358
