,group,variable,month,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,NUEVAS A PARTIR DEL 5TO MES DE EMBARAZO CANTIDAD,TOTALES,TOTALES,TOTALES
CORO CORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,5,6,5,11
COROICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,22,1,22,1,23
CORQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,1,1,1,2
COTAGAITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,19,6,19,6,25
COTOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,54,0,54,0,54
CUATRO CAÑADAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,3,12,3,15
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
CUEVO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
CULPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,1,8,1,9
CURAHUARA DE CARANGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,1,1,1,2
CURVA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
DESAGUADERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,0,7,0,7
EL ALTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1374,5,1374,5,1379
EL CHORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
EL PUENTE(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
EL PUENTE(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
EL TORNO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,27,0,27,0,27
ENTRE RIOS TRJ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,4,12,4,16
ENTRE RIOS CBBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,36,0,36,0,36
ESCOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,13,0,13,0,13
EUCALIPTUS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
EXALTACION,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,11,0,11,0,11
FILADELFIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,7,3,7,10
GENERAL SAAVEDRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,15,1,15,1,16
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,3,7,3,10
GUANAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,0,8,0,8
GUAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
GUAYARAMERIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,40,13,40,13,53
GUTIERREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,1,10,1,11
HUACARETA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,1,1,1,2
HUANUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,31,0,31,0,31
HUARACAJE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
HUARINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,1,4,1,5
HUAYLLAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
HUMANATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,1,7,1,8
ICHOCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,1,1,1,2
ICLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,1,4,1,5
INCAHUASI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,1,2,1,3
INGAVI (HUMAITA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,3,1,3,4
INQUISIVI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,6,8,6,14
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,0,7,0,7
IXIAMAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,0,8,0,8
JESUS DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,1,7,1,8
LA ASUNTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,47,0,47,0,47
LA GUARDIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,42,1,42,1,43
LA PAZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1291,1,1291,1,1292
LAGUNILLAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
LAJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,0,12,0,12
LAS CARRERAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
LLALLAGUA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,38,10,38,10,48
LLICA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
LORETO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
LURIBAY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,4,8,4,12
MACHACAMARCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,0,6,0,6
MACHARETI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,2,4,2,6
MAGDALENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,0,6,0,6
MAIRANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
MAPIRI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,0,10,0,10
MECAPACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,3,7,3,10
MINEROS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,18,2,18,2,20
MIZQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,33,0,33,0,33
MOCOMOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,2,9,2,11
MOJINETE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
MOJOCOYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,1,6,1,7
MONTEAGUDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,3,9,3,12
MONTERO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,128,3,128,3,131
MORO MORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
MOROCHATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,4,10,4,14
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
NAZACARA DE PACAJES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
OCURI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,16,7,16,7,23
OKINAWA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,0,6,0,6
OMEREQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
ORURO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,492,0,492,0,492
PADCAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,2,6,2,8
PADILLA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,0,8,0,8
PAILON,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,31,2,31,2,33
PALCA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,0,6,0,6
PALOS BLANCOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,19,0,19,0,19
PAMPA AULLAGAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
PAMPA GRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
PAPEL PAMPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,3,2,3,5
PASORAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
PATACAMAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,33,1,33,1,34
PAZÑA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
PELECHUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,4,3,4,7
POCOATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,14,9,14,9,23
POCONA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,1,7,1,8
POJO (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,0,10,0,10
POOPO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
PORCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
POROMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,1,8,1,9
PORONGO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,2,2,2,4
PORTACHUELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,24,0,24,0,24
PORVENIR,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
POSTRER VALLE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,2,0,2,2
POTOSI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,373,2,373,2,375
PRESTO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,3,5,3,8
PUCARANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,20,0,20,0,20
PUERTO ACOSTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,1,6,1,7
PUERTO CARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,5,5,5,10
PUERTO GONZALO MORENO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
PUERTO PEREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,21,0,21,0,21
PUERTO RICO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
PUERTO SILES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
PUERTO SUAREZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,0,7,0,7
PUERTO VILLARROEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,92,0,92,0,92
PUNA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,2,10,2,12
PUNATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,18,0,18,0,18
QUIABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,2,2,2,4
QUILLACOLLO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,125,4,125,4,129
QUIME,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,0,12,0,12
RAVELO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,12,12,12,24
REYES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,9,0,9,9
RIBERALTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,166,8,166,8,174
ROBORE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
RURRENABAQUE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,15,3,15,3,18
SABAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SACABA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,169,1,169,1,170
SACABAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,2,3,2,5
SACACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,23,6,23,6,29
SAIPINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,1,1,1,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,2,5,2,7
SAMAIPATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
SAN AGUSTIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
SAN ANDRES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,0,6,0,6
SAN ANDRES DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,1,6,1,7
SAN BENITO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,1,8,1,9
SAN BORJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,35,16,35,16,51
SAN BUENA VENTURA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
SAN CARLOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
SAN IGNACIO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,33,1,33,1,34
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,62,1,62,1,63
SAN JAVIER(BNI),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SAN JAVIER(STC),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,12,0,12,0,12
SAN JOAQUIN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,19,0,19,0,19
SAN JUAN DE YAPACANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,18,0,18,0,18
SAN JULIAN,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,27,1,27,1,28
SAN LORENZO(PND),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,2,8,2,10
SAN LORENZO(TJA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,13,0,13,0,13
SAN LUCAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,5,8,5,13
SAN MATIAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,11,0,11,0,11
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
SAN PABLO DE LIPEZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,3,1,3,4
SAN PEDRO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,0,9,0,9
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,24,16,24,16,40
SAN PEDRO DE CURAHUARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,1,3,1,4
SAN PEDRO DE QUEMES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SAN RAFAEL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
SAN RAMON BENI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,14,0,14,0,14
SAN RAMON SCZ,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,0,10,0,10
SANTA ANA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,29,0,29,0,29
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2723,24,2723,24,2747
SANTA ROSA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
SANTA ROSA DEL SARA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,0,8,0,8
SANTIAGO DE CALLAPA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,4,1,4,5
SANTIAGO DE HUARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
SANTIAGO DE HUATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,1,3,1,4
SANTIAGO DE MACHACA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SANTIVAÑES,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
SAPAHAQUI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
SENA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,1,5,1,6
SHINAOTA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,27,0,27,0,27
SICA SICA (VILLA AROMA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,22,1,22,1,23
SICAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,0,4,0,4
SIPE SIPE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,53,3,53,3,56
SOPACHUY,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,1,2,1,3
SORACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,11,1,11,1,12
SORATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,5,9,5,14
SUCRE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,232,0,232,0,232
TACACHI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
TACACOMA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,3,1,3,4
TACOBAMBA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,4,7,4,11
TACOPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,5,10,5,15
TAPACARI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,26,8,26,8,34
TARABUCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,2,8,2,10
TARACO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,1,2,1,3
TARATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,8,0,8,0,8
TARIJA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,229,1,229,1,230
TARVITA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
TEOPONTE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,3,1,3,4
TIAWANACU,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,9,3,9,3,12
TINGUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,13,2,13,2,15
TIPUANI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
TIQUIPAYA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,76,0,76,0,76
TIRAQUE (CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,24,2,24,2,26
TOCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,0,7,0,7
TOLATA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,1,0,1,0,1
TOLEDO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,1,2,1,3
TOMAVE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,7,2,7,9
TOMINA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
TORO TORO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,4,4,4,8
TOTORA(CBBA),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,7,2,7,2,9
TOTORA(ORR),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,2,3,2,5
TRIGAL,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
TRINIDAD,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,143,7,143,7,150
TUPIZA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,37,6,37,6,43
TURCO,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,3,0,3,0,3
UMALA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,4,6,4,6,10
UNCIA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,10,3,10,3,13
URIONDO (A. CONCEPCION),consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,6,1,6,1,7
URUBICHA,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,5,0,5,0,5
UYUNI,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,28,1,28,1,29
VACAS,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,2,0,2,0,2
VALLEGRANDE,consultas prenatales,nuevas a partir del 5to mes de embarazo,2010-08-01,11,2,11,2,13
