,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES,TOTALES,TOTALES
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,24,0,24,0,24
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
CHOQUE COTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,0,11,0,11
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,5,3,5,8
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,4,16,4,20
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,33,0,33,0,33
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,110,0,110,0,110
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,13,11,13,24
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1146,13,1146,13,1159
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,67,0,67,0,67
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,3,7,3,10
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,19,0,19,0,19
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,0,9,0,9
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,8,18,8,26
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,19,20,19,39
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,1,6,1,7
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,35,0,35,0,35
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,1,2,1,3
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,30,0,30,0,30
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,0,18,0,18
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,4,9,4,13
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,1,18,1,19
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,2,5,2,7
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,24,9,24,9,33
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,85,0,85,0,85
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,0,15,0,15
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,1,2,1,3
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,43,7,43,7,50
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,0,3,0,3
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,0,11,0,11
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1047,8,1047,8,1055
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,8,2,8,10
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,0,18,0,18
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,43,4,43,4,47
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,1,7,1,8
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,23,3,23,3,26
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,41,0,41,0,41
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,0,5,0,5
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,28,0,28,0,28
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,2,1,2,3
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,2,20,2,22
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,4,3,4,7
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,26,0,26,0,26
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,1,4,1,5
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,73,9,73,9,82
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,22,0,22,0,22
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,12,1,12,1,13
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,1,3,1,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,45,0,45,0,45
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,2,1,2,3
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,0,3,0,3
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,4,11,4,15
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,11,16,11,27
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,1,6,1,7
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,0,5,0,5
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,24,1,24,1,25
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,48,0,48,0,48
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,85,0,85,0,85
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1098,1,1098,1,1099
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,1,4,1,5
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,17,0,17,0,17
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,1,1,1,2
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,60,1,60,1,61
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,2,10,2,12
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,0,18,0,18
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,0,18,0,18
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,21,2,21,2,23
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,12,2,12,2,14
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,25,0,25,0,25
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,25,0,25,0,25
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,12,2,12,2,14
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,2,6,2,8
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,39,2,39,2,41
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,165,0,165,0,165
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,0,3,0,3
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,13,7,13,7,20
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,0,4,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,1,2,1,3
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,10,16,10,26
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,0,9,0,9
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,0,5,0,5
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,552,0,552,0,552
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,1,20,1,21
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,28,5,28,5,33
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,19,0,19,0,19
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,13,1,13,1,14
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,39,1,39,1,40
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,0,5,0,5
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,0,4,0,4
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,1,5,1,6
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,1,3,1,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,47,0,47,0,47
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,1,1,1,2
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,7,16,7,23
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,1,15,1,16
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,13,0,13,0,13
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,0,11,0,11
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,0,15,0,15
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,8,20,8,28
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,17,0,17,0,17
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,59,0,59,0,59
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,0,11,0,11
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,0,3,0,3
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,261,3,261,3,264
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,8,5,8,13
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,4,0,4,4
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,21,0,21,0,21
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,0,5,0,5
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,3,7,3,10
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,3,11,3,14
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,3,2,3,5
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,29,0,29,0,29
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,1,15,1,16
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,2,0,2,2
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,30,1,30,1,31
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,100,0,100,0,100
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,6,20,6,26
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,56,0,56,0,56
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,119,8,119,8,127
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,3,9,3,12
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,14,10,14,24
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,239,8,239,8,247
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,24,0,24,0,24
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,38,3,38,3,41
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,250,3,250,3,253
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,27,2,27,2,29
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,6,3,6,9
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,0,16,0,16
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,1,9,1,10
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,2,3,2,5
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,1,4,1,5
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,1,9,1,10
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,58,2,58,2,60
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,17,0,17,0,17
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,0,20,0,20
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,54,1,54,1,55
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,102,15,102,15,117
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,28,0,28,0,28
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,3,10,3,13
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,0,15,0,15
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,22,1,22,1,23
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,72,2,72,2,74
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,4,18,4,22
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,57,27,57,27,84
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,0,15,0,15
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,17,0,17,0,17
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,0,4,0,4
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,26,0,26,0,26
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,29,8,29,8,37
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,2,1,2,3
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,1,0,1,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,1,5,1,6
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,0,11,0,11
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,18,0,18,0,18
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,30,0,30,0,30
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1468,5,1468,5,1473
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,2,11,2,13
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,21,0,21,0,21
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,10,0,10,0,10
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,1,3,1,4
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,1,4,1,5
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,1,3,1,4
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,43,0,43,0,43
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,15,0,15,0,15
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,6,0,6,0,6
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,103,0,103,0,103
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,1,11,1,12
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,2,7,2,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,5,20,5,25
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,777,9,777,9,786
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,3,3,3,3,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,16,0,16,0,16
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,28,6,28,6,34
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,31,5,31,5,36
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,0,7,0,7
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,354,3,354,3,357
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,20,8,20,8,28
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,5,8,5,13
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,11,4,11,4,15
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,22,3,22,3,25
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,0,9,0,9
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,63,1,63,1,64
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,22,0,22,0,22
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,0,2,0,2
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,7,0,7,0,7
TODOS SANTOS,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,1,0,1,0,1
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,8,0,8,0,8
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,5,2,5,2,7
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,9,3,9,3,12
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,24,0,24,0,24
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,0,2,0,2,2
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,76,1,76,1,77
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,2,1,2,1,3
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,164,19,164,19,183
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,62,6,62,6,68
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2010-08-01,4,0,4,0,4
