municipality,group,variable,month,10.2. Nº de CAI de establecimiento,TOTAL
OKINAWA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
ORURO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
PADCAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PAILON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PALCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
PALOS BLANCOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PATACAMAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
PAZÑA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
POCONA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,8,8
POJO (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PORCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
POROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
PORONGO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
POTOSI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
PUCARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PUCARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,8,8
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
PUNA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
QUILLACOLLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
QUIME,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
RIBERALTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
SACABA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
SACABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
SAN BENITO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN BORJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SAN CARLOS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN JULIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,22,22
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,9,9
SAN LUCAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SAN PEDRO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,6,6
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN RAMON BENI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,9,9
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,42,42
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
SENA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
SHINAOTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
SIPE SIPE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
SOPACHUY,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,7,7
SORATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
SUCRE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
TACACOMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TAPACARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
TARACO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TARATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TARIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
TARVITA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TEOPONTE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TIAWANACU,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
TOCO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TOLATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
TRIGAL,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,3,3
TUPIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,4,4
UMALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
URUBICHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
UYUNI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
VIACHA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,6,6
VILLA MONTES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
VILLAZON,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
VINTO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
VITICHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,2,2
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,7,7
YACUIBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,20,20
YOTALA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,5,5
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-08-01,8,8
ACHACACHI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,6,6
ACHOCALLA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,5,5
ANZALDO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
APOLO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
ARANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
ARBIETO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
AUCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,3,3
AYATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,3,3
AYO AYO,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
CABEZAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,3,3
CAIROMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CALAMARCA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,5,5
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CARANGAS,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CHARAGUA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,4,4
CHIMORE,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
CLIZA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,4,4
COBIJA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
COCAPATA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,6,6
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,1,1
COLLANA,actividades del establecimiento y con la comunidad,     no de cai de establecimiento,2014-09-01,2,2
