municipality,group,variable,month,10.9. Nº. De actividades educativas en Salud,TOTAL
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
SAMAIPATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
SAN AGUSTIN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
SAN ANDRES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
SAN BENITO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,18,18
SAN BORJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,13,13
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
SAN CARLOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
SAN IGNACIO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,75,75
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
SAN JAVIER(STC),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,21,21
SAN JULIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,55,55
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
SAN LUCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,49,49
SAN MATIAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,52,52
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
SAN PEDRO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
SAN PEDRO DE QUEMES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
SAN RAFAEL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
SAN RAMON SCZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
SANTA ANA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,762,762
SANTA ROSA DEL SARA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
SANTIAGO DE CALLAPA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,11,11
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,25,25
SANTIAGO DE MACHACA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
SANTIVAÑES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
SANTUARIO DE QUILLACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,39,39
SAPAHAQUI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
SHINAOTA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,17,17
SICAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
SIPE SIPE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
SOPACHUY,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
SORACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,38,38
SORATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,27,27
SUCRE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,70,70
TACACHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
TACOBAMBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
TACOPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,10,10
TAHUA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
TAPACARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,42,42
TARABUCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,50,50
TARACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
TARATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
TARIJA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,499,499
TARVITA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,55,55
TEOPONTE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
TINGUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,6,6
TIPUANI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
TIQUIPAYA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,92,92
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,5,5
TOCO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
TODOS SANTOS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,20,20
TOLATA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
TOLEDO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,34,34
TOMAVE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
TOMINA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,20,20
TORO TORO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,36,36
TOTORA(CBBA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,9,9
TOTORA(ORR),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,31,31
TRIGAL,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
TRINIDAD,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,72,72
TUPIZA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
UMALA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
UNCIA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,16,16
URUBICHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,15,15
UYUNI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
VACAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,13,13
VALLEGRANDE,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,29,29
VIACHA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,37,37
VILLA CHARCAS,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,27,27
VILLA MONTES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,3,3
VILLA RIVERO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,7,7
VILLA SERRANO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,20,20
VILLA TUNARI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,42,42
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,4,4
VILLAZON,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,39,39
VINTO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,8,8
VITICHI,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,19,19
WALDO BALLIVIAN,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,1,1
WARNES,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,20,20
YACO,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,2,2
YACUIBA,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,765,765
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no. de actividades educativas en salud,2014-07-01,23,23
