municipality,group,variable,month,10.5. N° de beneficiarias (madres) nuevas del bono Juana Azurduy,TOTAL
CORIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,16.0,16.0
CORO CORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
CORQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
COTAGAITA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,20.0,20.0
COTOCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,68.0,68.0
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,29.0,29.0
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,1.0,1.0
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,6.0,6.0
DESAGUADERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,6.0,6.0
EL ALTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,850.0,850.0
EL CHORO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
EL PUENTE(STC),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,20.0,20.0
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,11.0,11.0
EL TORNO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,96.0,96.0
EL VILLAR,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
ENTRE RIOS TRJ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,20.0,20.0
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,21.0,21.0
ESCOMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
EUCALIPTUS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,10.0,10.0
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,20.0,20.0
FILADELFIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
GENERAL SAAVEDRA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,13.0,13.0
GRAL. J.J. PEREZ (CHARAZANI),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,11.0,11.0
GUAQUI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
GUAYARAMERIN,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,93.0,93.0
GUTIERREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,16.0,16.0
HUACARETA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,7.0,7.0
HUACAYA (VILLA DE HUACAYA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
HUANUNI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,13.0,13.0
HUARINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
HUATAJATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,1.0,1.0
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
ICLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
INCAHUASI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,11.0,11.0
INGAVI (HUMAITA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
INQUISIVI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,44.0,44.0
IXIAMAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,1.0,1.0
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
LA ASUNTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,30.0,30.0
LA GUARDIA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,123.0,123.0
LA PAZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,560.0,560.0
LAGUNILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,12.0,12.0
LAJA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,15.0,15.0
LLALLAGUA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,32.0,32.0
LORETO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
LURIBAY,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
MACHARETI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
MAGDALENA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,15.0,15.0
MALLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,1.0,1.0
MAPIRI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,37.0,37.0
MECAPACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
MINEROS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,32.0,32.0
MIZQUE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,9.0,9.0
MOCOMOCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
MOJOCOYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
MONTEAGUDO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,31.0,31.0
MONTERO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,193.0,193.0
MOROCHATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,19.0,19.0
OCURI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
OKINAWA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
ORURO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,351.0,351.0
PADILLA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,6.0,6.0
PAILON,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,27.0,27.0
PALCA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,7.0,7.0
PAMPA AULLAGAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
PAMPA GRANDE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,11.0,11.0
PAPEL PAMPA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,3.0,3.0
PATACAMAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,23.0,23.0
PELECHUCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
POCOATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
POCONA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,6.0,6.0
POJO (CBBA),actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,14.0,14.0
POOPO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,5.0,5.0
PORCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,11.0,11.0
POROMA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,7.0,7.0
PORTACHUELO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,32.0,32.0
PORVENIR,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,15.0,15.0
POTOSI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,239.0,239.0
PRESTO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,12.0,12.0
PUCARANI,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,10.0,10.0
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,10.0,10.0
PUERTO PEREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,7.0,7.0
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,12.0,12.0
PUERTO RICO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,13.0,13.0
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,29.0,29.0
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,59.0,59.0
PUNA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,13.0,13.0
PUNATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,43.0,43.0
QUILLACOLLO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,141.0,141.0
QUIME,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
QUIRUSILLAS,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
RAVELO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,17.0,17.0
REYES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,23.0,23.0
RIBERALTA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,18.0,18.0
ROBORE,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,33.0,33.0
SABAYA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,3.0,3.0
SACABA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,169.0,169.0
SACABAMBA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
SAIPINA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,9.0,9.0
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,17.0,17.0
SAMAIPATA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
SAN ANDRES,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,2.0,2.0
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,4.0,4.0
SAN ANTONIO DE LOMERIO,actividades del establecimiento y con la comunidad,     n de beneficiarias (madres) nuevas del bono juana azurduy,2014-06-01,8.0,8.0
