municipality,group,variable,month,10.1. Nº de actividades realizadas con participación de la comunidad,TOTAL
YAMPARAEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,23,23
YAPACANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,3,3
YOCALLA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,5,5
YOTALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,38,38
YUNCHARA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,44,44
ZUDAÑEZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-06-01,46,46
ACACIO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,10,10
ACHACACHI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,19,19
AIQUILE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,42,42
ALALAY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,16,16
ALCALA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,21,21
ANCORAIMES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,9,9
ANTEQUERA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,4,4
ANZALDO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
APOLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,15,15
ARAMPAMPA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,34,34
ARANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,9,9
ARBIETO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,18,18
ARQUE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,29,29
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,22,22
ATOCHA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,4,4
AUCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
AYATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,9,9
AYO AYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
AZURDUY,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,33,33
BAURES,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,4,4
BELEN DE URMIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,2,2
BELLA FLOR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
BERMEJO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,42,42
BETANZOS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,93,93
BOLIVAR,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,32,32
BOLPEBRA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,2,2
BOYUIBE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,6,6
BUENA VISTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
CABEZAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,13,13
"CAIZA ""D""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,19,19
CALAMARCA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,11,11
CAMARGO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,39,39
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,20,20
CAMIRI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,9,9
CAPINOTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,21,21
CARACOLLO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,45,45
CARANAVI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,2,2
CARAPARI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,16,16
CARIPUYO,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,39,39
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,11,11
CATACORA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
CHALLAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,40,40
CHAQUI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,21,21
CHARAGUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,13,13
CHAYANTA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,3,3
CHIMORE,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,8,8
CHIPAYA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,6,6
CHUA COCANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,1,1
CHUMA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,23,23
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,5,5
CKOCHAS,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,10,10
CLIZA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,26,26
COCAPATA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,23,23
COCHABAMBA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,86,86
COIPASA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,1,1
COLCAPIRHUA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,1,1
"COLCHA ""K""",actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,11,11
COLOMI,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,12,12
COLQUECHACA,actividades del establecimiento y con la comunidad,     no de actividades realizadas con participacion de la comunidad,2014-07-01,54,54
