,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,8,10
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
ICLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,2,3
INGAVI (HUMAITA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,0,5
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,0,5
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,67,21,88
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,6,6
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,2,4
LORETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,3,3
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
MOJINETE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,28,6,34
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,41,0,41
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,1,2
PATACAMAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,6,6
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,13,13
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,31,0,31
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,0,5
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,12,12
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,33,85,118
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,3,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,5,8
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,22,2,24
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,3,3
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,5,8
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,1,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,12,26,38
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,5,7
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,6,3,9
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,2,5
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,183,97,280
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
SENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,6,11
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,22,2,24
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,1,2,3
TARATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,14,0,14
TARVITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,13,4,17
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,3,3
TOCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,46,1,47
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,6,3,9
UNCIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,4,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,2,2
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,5,0,5
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,0,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
VILLA RIVERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,6,3,9
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,3,6,9
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,78,2,80
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,7,5,12
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,5,5
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2013-12-01,0,1,1
