,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,11,12,11,12,23
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,15,10,15,10,25
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,1,2,1,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,16,4,16,20
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,1,4,1,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,7,3,7,10
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,17,32,17,32,49
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,78,32,78,32,110
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,2,2,2,4
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,8,2,8,10
RAVELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,29,13,29,42
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,10,12,10,22
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,7,19,7,19,26
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,8,24,8,24,32
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,2,2,2,4
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,2,2,2,4
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,9,4,9,13
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,8,2,8,10
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,14,9,14,23
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,7,5,7,12
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,21,30,21,30,51
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,6,6,6,12
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,22,38,22,38,60
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,5,2,5,7
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,126,208,126,208,334
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,17,41,17,41,58
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,1,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,37,70,37,70,107
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,22,13,22,35
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,4,1,4,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,7,4,7,4,11
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,4,1,4,5
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,31,26,31,26,57
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,647,354,647,354,1001
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,2,1,2,3
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,4,3,4,7
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,1,2,1,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,0,1,0,1
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,7,5,7,12
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,55,56,55,56,111
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,40,36,40,36,76
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,145,276,145,276,421
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,3,3,3,6
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,2,0,2,2
TAHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,0,2,0,2
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,13,19,13,19,32
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,21,48,21,48,69
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,8,2,8,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,16,27,16,27,43
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,14,19,14,19,33
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,12,2,12,14
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,4,2,4,6
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,0,4,0,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,14,21,14,21,35
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,1,1,1,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,132,232,132,232,364
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,12,33,12,33,45
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,3,2,3,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,6,21,6,21,27
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,4,0,4,4
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,23,32,23,32,55
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,0,1,0,1,1
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,10,3,10,13
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,1,2,1,3
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,6,2,6,8
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,8,5,8,13
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,10,10,10,10,20
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,2,5,2,5,7
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,34,28,34,28,62
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,4,4,4,8
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,5,14,5,14,19
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,1,3,1,3,4
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,52,85,52,85,137
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,4,4,4,4,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,3,3,3,3,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,50,33,50,33,83
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-08-01,9,20,9,20,29
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,18,16,18,16,34
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,5,6,5,6,11
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,39,39,39,39,78
ALALAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,17,3,17,20
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,10,3,10,13
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,2,0,2,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,9,7,9,16
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,3,0,3,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,6,14,6,14,20
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,81,100,81,100,181
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,6,7,6,7,13
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,0,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,6,15,6,15,21
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,1,2,1,3
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,5,4,5,4,9
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,5,7,5,12
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,14,16,14,16,30
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,15,42,15,42,57
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,9,7,9,7,16
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,0,2,0,2
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,2,2,2,4
CATACORA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,4,3,4,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,5,7,5,12
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,1,2,1,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,10,7,10,17
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,6,3,6,9
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,0,2,0,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,4,4,4,4,8
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,12,27,12,27,39
COCAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,252,460,252,460,712
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,19,18,19,18,37
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,9,13,9,13,22
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,7,3,7,10
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,5,0,5,0,5
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,2,0,2,2
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,8,3,8,11
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,18,23,18,23,41
COMBAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,4,2,4,6
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,3,3,3,6
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,1,1,1,2
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,4,10,4,10,14
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,17,19,17,19,36
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,2,1,2,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,6,5,6,5,11
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,0,1,0,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,9,9,9,9,18
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,2,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,83,150,83,150,233
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,2,2,2,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,34,61,34,61,95
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,6,11,6,11,17
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,4,2,4,6
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,4,2,4,2,6
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,10,23,10,23,33
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,6,3,6,9
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,8,2,8,10
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,2,7,2,9
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,5,3,5,8
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,3,0,3,3
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,4,9,4,9,13
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,13,0,13,13
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,0,3,0,3
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,5,2,5,7
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,8,19,8,19,27
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,9,16,9,16,25
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,10,15,10,15,25
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,4,12,4,12,16
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,5,2,5,2,7
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,270,763,270,763,1033
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,3,0,3,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,17,7,17,24
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,7,1,7,8
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,2,0,2,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,4,1,4,5
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,1,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,12,3,12,15
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,5,3,5,8
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,13,15,13,15,28
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,7,13,7,13,20
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,49,87,49,87,136
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,0,1,0,1
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,5,3,5,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,137,333,137,333,470
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,0,1,0,1,1
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,70,83,70,83,153
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,13,13,13,13,26
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,22,31,22,31,53
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,2,8,2,8,10
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,1,6,1,6,7
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2010-09-01,3,0,3,0,3
