,group,variable,month,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,2,1,2,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,6,2,6,8
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,2,0,2,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,12,17,12,17,29
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,10,11,10,11,21
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,6,24,6,24,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,13,17,13,17,30
NUEVO MANOA (NUEVA ESPERANZA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,318,439,318,439,757
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,11,41,11,41,52
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,2,2,2,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,3,7,3,7,10
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,2,2,2,4
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,62,69,62,69,131
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,18,24,18,24,42
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,2,0,2,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,2,1,2,3
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,0,2,0,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,13,16,13,16,29
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,15,20,15,20,35
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,9,33,9,33,42
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,10,14,10,14,24
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,8,2,8,10
REYES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,65,77,65,77,142
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,3,12,3,12,15
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,27,29,27,29,56
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,8,4,8,4,12
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,11,12,11,12,23
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,2,1,2,3
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,10,13,10,13,23
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,7,12,7,12,19
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,5,14,5,14,19
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,3,26,3,26,29
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,7,1,7,1,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,3,5,3,5,8
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,27,48,27,48,75
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,9,4,9,13
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,19,2,19,21
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,9,16,9,16,25
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,10,1,10,11
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,5,4,5,9
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,9,14,9,14,23
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,7,6,7,6,13
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,4,4,4,8
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1901,561,1901,561,2462
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,2,2,2,4
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,8,1,8,9
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,6,4,6,10
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,137,310,137,310,447
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,6,9,6,9,15
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,43,33,43,33,76
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,5,8,5,8,13
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,0,4,0,4
TINGUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,5,4,5,9
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,3,1,3,4
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,212,473,212,473,685
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,21,23,21,23,44
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,32,0,32,0,32
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,23,25,23,25,48
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,5,4,5,9
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,24,29,24,29,53
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,20,39,20,39,59
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,2,1,2,3
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,1,1,1,2
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,11,14,11,14,25
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,9,1,9,10
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,9,6,9,6,15
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,4,4,4,4,8
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,48,41,48,41,89
YACO,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,2,1,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,54,71,54,71,125
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,2,0,2,2
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,0,1,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,17,6,17,6,23
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,1,0,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-07-01,13,25,13,25,38
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,7,10,7,10,17
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,11,12,11,12,23
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,0,2,0,2,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,2,0,2,0,2
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,3,1,3,1,4
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,1,0,1,0,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,4,6,4,6,10
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",hipertension arterial sistemica en mayores de 5 anos,2010-08-01,1,0,1,0,1
