,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
SAIPINA,consultas prenatales,repetidas,2013-08-01,60,2,62
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2013-08-01,44,19,63
SAMAIPATA,consultas prenatales,repetidas,2013-08-01,66,1,67
SAN AGUSTIN,consultas prenatales,repetidas,2013-08-01,7,0,7
SAN ANDRES,consultas prenatales,repetidas,2013-08-01,22,1,23
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2013-08-01,17,6,23
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2013-08-01,7,1,8
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2013-08-01,16,9,25
SAN BENITO,consultas prenatales,repetidas,2013-08-01,86,2,88
SAN BORJA,consultas prenatales,repetidas,2013-08-01,200,10,210
SAN BUENA VENTURA,consultas prenatales,repetidas,2013-08-01,94,1,95
SAN CARLOS,consultas prenatales,repetidas,2013-08-01,176,0,176
SAN IGNACIO,consultas prenatales,repetidas,2013-08-01,173,1,174
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2013-08-01,351,13,364
SAN JAVIER(BNI),consultas prenatales,repetidas,2013-08-01,11,2,13
SAN JAVIER(STC),consultas prenatales,repetidas,2013-08-01,59,0,59
SAN JOAQUIN,consultas prenatales,repetidas,2013-08-01,17,0,17
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2013-08-01,66,0,66
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2013-08-01,50,1,51
SAN JULIAN,consultas prenatales,repetidas,2013-08-01,333,7,340
SAN LORENZO(PND),consultas prenatales,repetidas,2013-08-01,26,8,34
SAN LORENZO(TJA),consultas prenatales,repetidas,2013-08-01,116,3,119
SAN LUCAS,consultas prenatales,repetidas,2013-08-01,136,75,211
SAN MATIAS,consultas prenatales,repetidas,2013-08-01,93,4,97
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2013-08-01,84,0,84
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2013-08-01,13,0,13
SAN PEDRO,consultas prenatales,repetidas,2013-08-01,114,1,115
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2013-08-01,97,21,118
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2013-08-01,12,5,17
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2013-08-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2013-08-01,28,1,29
SAN PEDRO(PND),consultas prenatales,repetidas,2013-08-01,2,4,6
SAN RAFAEL,consultas prenatales,repetidas,2013-08-01,39,1,40
SAN RAMON BENI,consultas prenatales,repetidas,2013-08-01,19,0,19
SAN RAMON SCZ,consultas prenatales,repetidas,2013-08-01,83,0,83
SANTA ANA,consultas prenatales,repetidas,2013-08-01,225,0,225
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2013-08-01,9421,0,9421
SANTA ROSA,consultas prenatales,repetidas,2013-08-01,48,0,48
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2013-08-01,96,0,96
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2013-08-01,1,5,6
SANTIAGO DE HUARI,consultas prenatales,repetidas,2013-08-01,39,3,42
SANTIAGO DE HUATA,consultas prenatales,repetidas,2013-08-01,21,5,26
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2013-08-01,11,1,12
SANTIVAÑES,consultas prenatales,repetidas,2013-08-01,33,0,33
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2013-08-01,9,2,11
SAPAHAQUI,consultas prenatales,repetidas,2013-08-01,26,7,33
SENA,consultas prenatales,repetidas,2013-08-01,27,1,28
SHINAOTA,consultas prenatales,repetidas,2013-08-01,338,2,340
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2013-08-01,69,0,69
SICAYA,consultas prenatales,repetidas,2013-08-01,15,0,15
SIPE SIPE,consultas prenatales,repetidas,2013-08-01,465,1,466
SOPACHUY,consultas prenatales,repetidas,2013-08-01,37,8,45
SORACACHI,consultas prenatales,repetidas,2013-08-01,27,15,42
SORATA,consultas prenatales,repetidas,2013-08-01,80,11,91
SUCRE,consultas prenatales,repetidas,2013-08-01,3383,17,3400
TACACHI,consultas prenatales,repetidas,2013-08-01,4,0,4
TACACOMA,consultas prenatales,repetidas,2013-08-01,18,3,21
TACOBAMBA,consultas prenatales,repetidas,2013-08-01,29,10,39
TACOPAYA,consultas prenatales,repetidas,2013-08-01,30,3,33
TAHUA,consultas prenatales,repetidas,2013-08-01,2,0,2
TAPACARI,consultas prenatales,repetidas,2013-08-01,93,18,111
TARABUCO,consultas prenatales,repetidas,2013-08-01,88,25,113
TARACO,consultas prenatales,repetidas,2013-08-01,13,3,16
TARATA,consultas prenatales,repetidas,2013-08-01,84,3,87
TARIJA,consultas prenatales,repetidas,2013-08-01,2118,6,2124
TARVITA,consultas prenatales,repetidas,2013-08-01,72,17,89
TEOPONTE,consultas prenatales,repetidas,2013-08-01,71,2,73
TIAWANACU,consultas prenatales,repetidas,2013-08-01,55,4,59
TINGUIPAYA,consultas prenatales,repetidas,2013-08-01,80,9,89
TIPUANI,consultas prenatales,repetidas,2013-08-01,98,0,98
TIQUIPAYA,consultas prenatales,repetidas,2013-08-01,526,1,527
TIRAQUE (CBBA),consultas prenatales,repetidas,2013-08-01,114,3,117
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2013-08-01,4,0,4
TOCO,consultas prenatales,repetidas,2013-08-01,37,1,38
TOLATA,consultas prenatales,repetidas,2013-08-01,51,0,51
TOLEDO,consultas prenatales,repetidas,2013-08-01,13,2,15
TOMAVE,consultas prenatales,repetidas,2013-08-01,41,25,66
TOMINA,consultas prenatales,repetidas,2013-08-01,67,0,67
TORO TORO,consultas prenatales,repetidas,2013-08-01,40,11,51
TOTORA(CBBA),consultas prenatales,repetidas,2013-08-01,138,4,142
TOTORA(ORR),consultas prenatales,repetidas,2013-08-01,17,4,21
TRIGAL,consultas prenatales,repetidas,2013-08-01,8,0,8
TRINIDAD,consultas prenatales,repetidas,2013-08-01,909,1,910
TUPIZA,consultas prenatales,repetidas,2013-08-01,393,17,410
TURCO,consultas prenatales,repetidas,2013-08-01,9,0,9
UMALA,consultas prenatales,repetidas,2013-08-01,14,9,23
UNCIA,consultas prenatales,repetidas,2013-08-01,140,7,147
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2013-08-01,111,2,113
URUBICHA,consultas prenatales,repetidas,2013-08-01,47,0,47
UYUNI,consultas prenatales,repetidas,2013-08-01,231,8,239
VACAS,consultas prenatales,repetidas,2013-08-01,49,2,51
VALLEGRANDE,consultas prenatales,repetidas,2013-08-01,100,0,100
VIACHA,consultas prenatales,repetidas,2013-08-01,318,35,353
VILA VILA,consultas prenatales,repetidas,2013-08-01,14,0,14
VILLA CHARCAS,consultas prenatales,repetidas,2013-08-01,103,21,124
VILLA MONTES,consultas prenatales,repetidas,2013-08-01,357,13,370
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2013-08-01,25,3,28
VILLA RIVERO,consultas prenatales,repetidas,2013-08-01,71,2,73
VILLA SERRANO,consultas prenatales,repetidas,2013-08-01,40,11,51
VILLA TUNARI,consultas prenatales,repetidas,2013-08-01,641,3,644
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2013-08-01,52,14,66
VILLAZON,consultas prenatales,repetidas,2013-08-01,392,17,409
VINTO,consultas prenatales,repetidas,2013-08-01,313,0,313
VITICHI,consultas prenatales,repetidas,2013-08-01,51,12,63
WALDO BALLIVIAN,consultas prenatales,repetidas,2013-08-01,8,0,8
WARNES,consultas prenatales,repetidas,2013-08-01,513,3,516
YACO,consultas prenatales,repetidas,2013-08-01,11,3,14
YACUIBA,consultas prenatales,repetidas,2013-08-01,498,5,503
YAMPARAEZ,consultas prenatales,repetidas,2013-08-01,35,7,42
YANACACHI,consultas prenatales,repetidas,2013-08-01,27,0,27
YAPACANI,consultas prenatales,repetidas,2013-08-01,395,3,398
YOCALLA,consultas prenatales,repetidas,2013-08-01,34,2,36
YOTALA,consultas prenatales,repetidas,2013-08-01,51,4,55
YUNCHARA,consultas prenatales,repetidas,2013-08-01,7,21,28
ZUDAÑEZ,consultas prenatales,repetidas,2013-08-01,39,6,45
ACACIO,consultas prenatales,repetidas,2013-09-01,32,1,33
ACHACACHI,consultas prenatales,repetidas,2013-09-01,169,2,171
ACHOCALLA,consultas prenatales,repetidas,2013-09-01,50,15,65
AIQUILE,consultas prenatales,repetidas,2013-09-01,179,2,181
ALALAY,consultas prenatales,repetidas,2013-09-01,0,6,6
ALCALA,consultas prenatales,repetidas,2013-09-01,19,0,19
ALTO BENI,consultas prenatales,repetidas,2013-09-01,48,4,52
ANCORAIMES,consultas prenatales,repetidas,2013-09-01,47,16,63
ANDAMARCA,consultas prenatales,repetidas,2013-09-01,7,3,10
ANTEQUERA,consultas prenatales,repetidas,2013-09-01,14,2,16
ANZALDO,consultas prenatales,repetidas,2013-09-01,24,10,34
APOLO,consultas prenatales,repetidas,2013-09-01,89,19,108
ARAMPAMPA,consultas prenatales,repetidas,2013-09-01,13,2,15
ARANI,consultas prenatales,repetidas,2013-09-01,98,0,98
ARBIETO,consultas prenatales,repetidas,2013-09-01,70,7,77
ARQUE,consultas prenatales,repetidas,2013-09-01,59,2,61
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2013-09-01,132,5,137
ATOCHA,consultas prenatales,repetidas,2013-09-01,80,3,83
AUCAPATA,consultas prenatales,repetidas,2013-09-01,17,5,22
AYATA,consultas prenatales,repetidas,2013-09-01,25,3,28
AYO AYO,consultas prenatales,repetidas,2013-09-01,43,0,43
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2013-09-01,136,9,145
AZURDUY,consultas prenatales,repetidas,2013-09-01,46,27,73
BATALLAS,consultas prenatales,repetidas,2013-09-01,88,4,92
BAURES,consultas prenatales,repetidas,2013-09-01,34,0,34
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2013-09-01,5,4,9
BELEN DE URMIRI,consultas prenatales,repetidas,2013-09-01,1,1,2
BELLA FLOR,consultas prenatales,repetidas,2013-09-01,7,2,9
BERMEJO,consultas prenatales,repetidas,2013-09-01,356,1,357
BETANZOS,consultas prenatales,repetidas,2013-09-01,153,28,181
BOLIVAR,consultas prenatales,repetidas,2013-09-01,17,5,22
BOLPEBRA,consultas prenatales,repetidas,2013-09-01,8,7,15
BOYUIBE,consultas prenatales,repetidas,2013-09-01,24,0,24
BUENA VISTA,consultas prenatales,repetidas,2013-09-01,47,0,47
CABEZAS,consultas prenatales,repetidas,2013-09-01,165,0,165
CAIROMA,consultas prenatales,repetidas,2013-09-01,43,1,44
"CAIZA ""D""",consultas prenatales,repetidas,2013-09-01,56,4,60
CAJUATA,consultas prenatales,repetidas,2013-09-01,49,2,51
CALACOTO,consultas prenatales,repetidas,2013-09-01,8,3,11
CALAMARCA,consultas prenatales,repetidas,2013-09-01,60,1,61
CAMARGO,consultas prenatales,repetidas,2013-09-01,114,8,122
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2013-09-01,12,8,20
CAMIRI,consultas prenatales,repetidas,2013-09-01,295,0,295
CAPINOTA,consultas prenatales,repetidas,2013-09-01,198,2,200
CAQUIAVIRI,consultas prenatales,repetidas,2013-09-01,28,6,34
CARACOLLO,consultas prenatales,repetidas,2013-09-01,116,8,124
CARANAVI,consultas prenatales,repetidas,2013-09-01,353,7,360
CARAPARI,consultas prenatales,repetidas,2013-09-01,79,2,81
CARIPUYO,consultas prenatales,repetidas,2013-09-01,29,16,45
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2013-09-01,29,2,31
CATACORA,consultas prenatales,repetidas,2013-09-01,2,0,2
CHACARILLA,consultas prenatales,repetidas,2013-09-01,1,1,2
CHALLAPATA,consultas prenatales,repetidas,2013-09-01,236,16,252
CHAQUI,consultas prenatales,repetidas,2013-09-01,20,2,22
CHARAGUA,consultas prenatales,repetidas,2013-09-01,162,5,167
CHARAÑA,consultas prenatales,repetidas,2013-09-01,9,2,11
CHAYANTA,consultas prenatales,repetidas,2013-09-01,55,11,66
CHIMORE,consultas prenatales,repetidas,2013-09-01,145,6,151
CHIPAYA,consultas prenatales,repetidas,2013-09-01,15,0,15
CHOQUE COTA,consultas prenatales,repetidas,2013-09-01,5,1,6
CHUA COCANI,consultas prenatales,repetidas,2013-09-01,12,2,14
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2013-09-01,159,0,159
CHUMA,consultas prenatales,repetidas,2013-09-01,25,9,34
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2013-09-01,42,3,45
CKOCHAS,consultas prenatales,repetidas,2013-09-01,75,11,86
CLIZA,consultas prenatales,repetidas,2013-09-01,206,2,208
COBIJA,consultas prenatales,repetidas,2013-09-01,534,0,534
COCAPATA,consultas prenatales,repetidas,2013-09-01,52,44,96
COCHABAMBA,consultas prenatales,repetidas,2013-09-01,6149,4,6153
COIPASA,consultas prenatales,repetidas,2013-09-01,5,0,5
COLCAPIRHUA,consultas prenatales,repetidas,2013-09-01,493,1,494
"COLCHA ""K""",consultas prenatales,repetidas,2013-09-01,65,7,72
COLLANA,consultas prenatales,repetidas,2013-09-01,7,4,11
COLOMI,consultas prenatales,repetidas,2013-09-01,112,0,112
COLPA BELGICA,consultas prenatales,repetidas,2013-09-01,33,0,33
COLQUECHACA,consultas prenatales,repetidas,2013-09-01,115,34,149
COLQUENCHA,consultas prenatales,repetidas,2013-09-01,72,1,73
COLQUIRI,consultas prenatales,repetidas,2013-09-01,35,30,65
COMANCHE,consultas prenatales,repetidas,2013-09-01,7,0,7
COMARAPA,consultas prenatales,repetidas,2013-09-01,158,1,159
COMBAYA,consultas prenatales,repetidas,2013-09-01,8,8,16
CONCEPCION,consultas prenatales,repetidas,2013-09-01,135,1,136
COPACABANA,consultas prenatales,repetidas,2013-09-01,62,3,65
CORIPATA,consultas prenatales,repetidas,2013-09-01,91,0,91
CORO CORO,consultas prenatales,repetidas,2013-09-01,17,2,19
COROICO,consultas prenatales,repetidas,2013-09-01,20,1,21
CORQUE,consultas prenatales,repetidas,2013-09-01,27,4,31
COTAGAITA,consultas prenatales,repetidas,2013-09-01,124,13,137
COTOCA,consultas prenatales,repetidas,2013-09-01,354,0,354
CUATRO CAÑADAS,consultas prenatales,repetidas,2013-09-01,112,0,112
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2013-09-01,3,0,3
CUEVO,consultas prenatales,repetidas,2013-09-01,9,0,9
CULPINA,consultas prenatales,repetidas,2013-09-01,92,22,114
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2013-09-01,28,0,28
CURVA,consultas prenatales,repetidas,2013-09-01,13,0,13
DESAGUADERO,consultas prenatales,repetidas,2013-09-01,33,0,33
EL ALTO,consultas prenatales,repetidas,2013-09-01,6326,83,6409
EL CHORO,consultas prenatales,repetidas,2013-09-01,13,11,24
EL PUENTE(STC),consultas prenatales,repetidas,2013-09-01,64,1,65
EL PUENTE(TJA),consultas prenatales,repetidas,2013-09-01,53,5,58
EL TORNO,consultas prenatales,repetidas,2013-09-01,392,0,392
EL VILLAR,consultas prenatales,repetidas,2013-09-01,21,0,21
ENTRE RIOS TRJ,consultas prenatales,repetidas,2013-09-01,141,15,156
ENTRE RIOS CBBA,consultas prenatales,repetidas,2013-09-01,284,0,284
ESCOMA,consultas prenatales,repetidas,2013-09-01,25,0,25
EUCALIPTUS,consultas prenatales,repetidas,2013-09-01,15,0,15
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2013-09-01,5,0,5
EXALTACION,consultas prenatales,repetidas,2013-09-01,1,0,1
FERNANDEZ ALONSO,consultas prenatales,repetidas,2013-09-01,81,0,81
FILADELFIA,consultas prenatales,repetidas,2013-09-01,26,0,26
GENERAL SAAVEDRA,consultas prenatales,repetidas,2013-09-01,123,0,123
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2013-09-01,29,12,41
GUANAY,consultas prenatales,repetidas,2013-09-01,98,6,104
GUAQUI,consultas prenatales,repetidas,2013-09-01,23,4,27
GUAYARAMERIN,consultas prenatales,repetidas,2013-09-01,361,28,389
GUTIERREZ,consultas prenatales,repetidas,2013-09-01,57,0,57
HUACARETA,consultas prenatales,repetidas,2013-09-01,42,12,54
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2013-09-01,9,9,18
HUACHACALLA,consultas prenatales,repetidas,2013-09-01,6,0,6
HUANUNI,consultas prenatales,repetidas,2013-09-01,175,0,175
HUARACAJE,consultas prenatales,repetidas,2013-09-01,21,0,21
HUARINA,consultas prenatales,repetidas,2013-09-01,29,0,29
HUATAJATA,consultas prenatales,repetidas,2013-09-01,28,0,28
HUAYLLAMARCA,consultas prenatales,repetidas,2013-09-01,19,0,19
HUMANATA,consultas prenatales,repetidas,2013-09-01,8,1,9
ICHOCA,consultas prenatales,repetidas,2013-09-01,6,10,16
ICLA,consultas prenatales,repetidas,2013-09-01,39,16,55
INCAHUASI,consultas prenatales,repetidas,2013-09-01,51,27,78
INGAVI (HUMAITA),consultas prenatales,repetidas,2013-09-01,0,11,11
INQUISIVI,consultas prenatales,repetidas,2013-09-01,23,12,35
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2013-09-01,62,4,66
IXIAMAS,consultas prenatales,repetidas,2013-09-01,52,2,54
JESUS DE MACHACA,consultas prenatales,repetidas,2013-09-01,104,1,105
LA ASUNTA,consultas prenatales,repetidas,2013-09-01,357,3,360
LA GUARDIA,consultas prenatales,repetidas,2013-09-01,576,0,576
LA PAZ,consultas prenatales,repetidas,2013-09-01,7442,57,7499
LAGUNILLAS,consultas prenatales,repetidas,2013-09-01,39,2,41
LAJA,consultas prenatales,repetidas,2013-09-01,76,0,76
LAS CARRERAS,consultas prenatales,repetidas,2013-09-01,15,2,17
LICOMA PAMPA,consultas prenatales,repetidas,2013-09-01,8,0,8
LLALLAGUA,consultas prenatales,repetidas,2013-09-01,406,7,413
LLICA,consultas prenatales,repetidas,2013-09-01,23,2,25
LORETO,consultas prenatales,repetidas,2013-09-01,6,0,6
LURIBAY,consultas prenatales,repetidas,2013-09-01,20,0,20
MACHACAMARCA,consultas prenatales,repetidas,2013-09-01,15,2,17
MACHARETI,consultas prenatales,repetidas,2013-09-01,65,1,66
MAGDALENA,consultas prenatales,repetidas,2013-09-01,105,3,108
MAIRANA,consultas prenatales,repetidas,2013-09-01,93,0,93
MALLA,consultas prenatales,repetidas,2013-09-01,7,1,8
MAPIRI,consultas prenatales,repetidas,2013-09-01,160,0,160
MECAPACA,consultas prenatales,repetidas,2013-09-01,25,7,32
MINEROS,consultas prenatales,repetidas,2013-09-01,140,0,140
MIZQUE,consultas prenatales,repetidas,2013-09-01,159,7,166
MOCOMOCO,consultas prenatales,repetidas,2013-09-01,34,8,42
MOJINETE,consultas prenatales,repetidas,2013-09-01,2,1,3
MOJOCOYA,consultas prenatales,repetidas,2013-09-01,47,7,54
MONTEAGUDO,consultas prenatales,repetidas,2013-09-01,234,10,244
MONTERO,consultas prenatales,repetidas,2013-09-01,1053,3,1056
MORO MORO,consultas prenatales,repetidas,2013-09-01,8,3,11
MOROCHATA,consultas prenatales,repetidas,2013-09-01,30,14,44
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2013-09-01,10,0,10
NAZACARA DE PACAJES,consultas prenatales,repetidas,2013-09-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2013-09-01,19,4,23
OCURI,consultas prenatales,repetidas,2013-09-01,70,22,92
OKINAWA,consultas prenatales,repetidas,2013-09-01,99,0,99
OMEREQUE,consultas prenatales,repetidas,2013-09-01,30,2,32
ORURO,consultas prenatales,repetidas,2013-09-01,2826,0,2826
PADCAYA,consultas prenatales,repetidas,2013-09-01,96,4,100
PADILLA,consultas prenatales,repetidas,2013-09-01,67,6,73
PAILON,consultas prenatales,repetidas,2013-09-01,128,8,136
PALCA,consultas prenatales,repetidas,2013-09-01,45,2,47
PALOS BLANCOS,consultas prenatales,repetidas,2013-09-01,220,4,224
PAMPA AULLAGAS,consultas prenatales,repetidas,2013-09-01,12,1,13
PAMPA GRANDE,consultas prenatales,repetidas,2013-09-01,49,0,49
PAPEL PAMPA,consultas prenatales,repetidas,2013-09-01,15,6,21
PASORAPA,consultas prenatales,repetidas,2013-09-01,10,2,12
PATACAMAYA,consultas prenatales,repetidas,2013-09-01,200,1,201
PAZÑA,consultas prenatales,repetidas,2013-09-01,19,7,26
PELECHUCO,consultas prenatales,repetidas,2013-09-01,19,2,21
POCOATA,consultas prenatales,repetidas,2013-09-01,75,69,144
POCONA,consultas prenatales,repetidas,2013-09-01,63,1,64
POJO (CBBA),consultas prenatales,repetidas,2013-09-01,62,1,63
POOPO,consultas prenatales,repetidas,2013-09-01,35,2,37
PORCO,consultas prenatales,repetidas,2013-09-01,66,3,69
POROMA,consultas prenatales,repetidas,2013-09-01,66,25,91
PORONGO,consultas prenatales,repetidas,2013-09-01,52,0,52
PORTACHUELO,consultas prenatales,repetidas,2013-09-01,240,0,240
PORVENIR,consultas prenatales,repetidas,2013-09-01,49,0,49
POSTRER VALLE,consultas prenatales,repetidas,2013-09-01,6,1,7
POTOSI,consultas prenatales,repetidas,2013-09-01,1912,0,1912
PRESTO,consultas prenatales,repetidas,2013-09-01,21,19,40
PUCARA,consultas prenatales,repetidas,2013-09-01,8,1,9
PUCARANI,consultas prenatales,repetidas,2013-09-01,124,7,131
PUERTO ACOSTA,consultas prenatales,repetidas,2013-09-01,30,9,39
PUERTO CARABUCO,consultas prenatales,repetidas,2013-09-01,41,4,45
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2013-09-01,38,3,41
PUERTO PEREZ,consultas prenatales,repetidas,2013-09-01,16,6,22
PUERTO QUIJARRO,consultas prenatales,repetidas,2013-09-01,54,0,54
PUERTO RICO,consultas prenatales,repetidas,2013-09-01,53,5,58
PUERTO SILES,consultas prenatales,repetidas,2013-09-01,1,0,1
PUERTO SUAREZ,consultas prenatales,repetidas,2013-09-01,154,1,155
PUERTO VILLARROEL,consultas prenatales,repetidas,2013-09-01,533,2,535
PUNA,consultas prenatales,repetidas,2013-09-01,90,19,109
PUNATA,consultas prenatales,repetidas,2013-09-01,287,0,287
QUIABAYA,consultas prenatales,repetidas,2013-09-01,26,0,26
QUILLACOLLO,consultas prenatales,repetidas,2013-09-01,1007,0,1007
QUIME,consultas prenatales,repetidas,2013-09-01,46,0,46
QUIRUSILLAS,consultas prenatales,repetidas,2013-09-01,12,0,12
RAVELO,consultas prenatales,repetidas,2013-09-01,31,37,68
REYES,consultas prenatales,repetidas,2013-09-01,80,38,118
RIBERALTA,consultas prenatales,repetidas,2013-09-01,1109,65,1174
ROBORE,consultas prenatales,repetidas,2013-09-01,62,0,62
RURRENABAQUE,consultas prenatales,repetidas,2013-09-01,172,0,172
SABAYA,consultas prenatales,repetidas,2013-09-01,13,0,13
SACABA,consultas prenatales,repetidas,2013-09-01,1073,0,1073
SACABAMBA,consultas prenatales,repetidas,2013-09-01,27,1,28
