,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-07-01,9,0,9
WARNES,consultas prenatales,repetidas,2012-07-01,702,0,702
YACO,consultas prenatales,repetidas,2012-07-01,20,19,39
YACUIBA,consultas prenatales,repetidas,2012-07-01,688,3,691
YAMPARAEZ,consultas prenatales,repetidas,2012-07-01,38,6,44
YANACACHI,consultas prenatales,repetidas,2012-07-01,34,0,34
YAPACANI,consultas prenatales,repetidas,2012-07-01,417,3,420
YOCALLA,consultas prenatales,repetidas,2012-07-01,22,5,27
YOTALA,consultas prenatales,repetidas,2012-07-01,45,6,51
YUNCHARA,consultas prenatales,repetidas,2012-07-01,12,36,48
ZUDAÑEZ,consultas prenatales,repetidas,2012-07-01,45,11,56
ACACIO,consultas prenatales,repetidas,2012-08-01,27,4,31
ACHACACHI,consultas prenatales,repetidas,2012-08-01,209,12,221
ACHOCALLA,consultas prenatales,repetidas,2012-08-01,50,7,57
AIQUILE,consultas prenatales,repetidas,2012-08-01,230,12,242
ALALAY,consultas prenatales,repetidas,2012-08-01,7,4,11
ALCALA,consultas prenatales,repetidas,2012-08-01,23,2,25
ALTO BENI,consultas prenatales,repetidas,2012-08-01,38,0,38
ANCORAIMES,consultas prenatales,repetidas,2012-08-01,37,1,38
ANDAMARCA,consultas prenatales,repetidas,2012-08-01,8,3,11
ANTEQUERA,consultas prenatales,repetidas,2012-08-01,26,2,28
ANZALDO,consultas prenatales,repetidas,2012-08-01,4,18,22
APOLO,consultas prenatales,repetidas,2012-08-01,94,24,118
ARAMPAMPA,consultas prenatales,repetidas,2012-08-01,37,3,40
ARANI,consultas prenatales,repetidas,2012-08-01,84,1,85
ARBIETO,consultas prenatales,repetidas,2012-08-01,68,8,76
ARQUE,consultas prenatales,repetidas,2012-08-01,36,1,37
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2012-08-01,161,3,164
ATOCHA,consultas prenatales,repetidas,2012-08-01,75,0,75
AUCAPATA,consultas prenatales,repetidas,2012-08-01,10,3,13
AYATA,consultas prenatales,repetidas,2012-08-01,21,7,28
AYO AYO,consultas prenatales,repetidas,2012-08-01,42,0,42
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2012-08-01,115,23,138
AZURDUY,consultas prenatales,repetidas,2012-08-01,37,14,51
BATALLAS,consultas prenatales,repetidas,2012-08-01,63,17,80
BAURES,consultas prenatales,repetidas,2012-08-01,27,0,27
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2012-08-01,8,1,9
BELEN DE URMIRI,consultas prenatales,repetidas,2012-08-01,2,5,7
BELLA FLOR,consultas prenatales,repetidas,2012-08-01,2,4,6
BERMEJO,consultas prenatales,repetidas,2012-08-01,335,5,340
BETANZOS,consultas prenatales,repetidas,2012-08-01,146,18,164
BOLIVAR,consultas prenatales,repetidas,2012-08-01,20,2,22
BOLPEBRA,consultas prenatales,repetidas,2012-08-01,6,0,6
BOYUIBE,consultas prenatales,repetidas,2012-08-01,23,2,25
BUENA VISTA,consultas prenatales,repetidas,2012-08-01,54,0,54
CABEZAS,consultas prenatales,repetidas,2012-08-01,147,3,150
CAIROMA,consultas prenatales,repetidas,2012-08-01,25,4,29
"CAIZA ""D""",consultas prenatales,repetidas,2012-08-01,53,7,60
CAJUATA,consultas prenatales,repetidas,2012-08-01,47,2,49
CALACOTO,consultas prenatales,repetidas,2012-08-01,9,5,14
CALAMARCA,consultas prenatales,repetidas,2012-08-01,54,6,60
CAMARGO,consultas prenatales,repetidas,2012-08-01,97,13,110
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2012-08-01,16,3,19
CAMIRI,consultas prenatales,repetidas,2012-08-01,293,4,297
CAPINOTA,consultas prenatales,repetidas,2012-08-01,148,0,148
CAQUIAVIRI,consultas prenatales,repetidas,2012-08-01,24,12,36
CARACOLLO,consultas prenatales,repetidas,2012-08-01,96,6,102
CARANAVI,consultas prenatales,repetidas,2012-08-01,349,12,361
CARANGAS,consultas prenatales,repetidas,2012-08-01,0,2,2
CARAPARI,consultas prenatales,repetidas,2012-08-01,93,2,95
CARIPUYO,consultas prenatales,repetidas,2012-08-01,18,30,48
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2012-08-01,16,0,16
CATACORA,consultas prenatales,repetidas,2012-08-01,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2012-08-01,208,28,236
CHAQUI,consultas prenatales,repetidas,2012-08-01,44,2,46
CHARAGUA,consultas prenatales,repetidas,2012-08-01,160,1,161
CHARAÑA,consultas prenatales,repetidas,2012-08-01,4,2,6
CHAYANTA,consultas prenatales,repetidas,2012-08-01,50,17,67
CHIMORE,consultas prenatales,repetidas,2012-08-01,137,8,145
CHIPAYA,consultas prenatales,repetidas,2012-08-01,6,0,6
CHOQUE COTA,consultas prenatales,repetidas,2012-08-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2012-08-01,118,0,118
CHUMA,consultas prenatales,repetidas,2012-08-01,26,1,27
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2012-08-01,28,1,29
CKOCHAS,consultas prenatales,repetidas,2012-08-01,70,11,81
CLIZA,consultas prenatales,repetidas,2012-08-01,221,1,222
COBIJA,consultas prenatales,repetidas,2012-08-01,708,3,711
COCAPATA,consultas prenatales,repetidas,2012-08-01,43,52,95
COCHABAMBA,consultas prenatales,repetidas,2012-08-01,6663,1,6664
COIPASA,consultas prenatales,repetidas,2012-08-01,4,0,4
COLCAPIRHUA,consultas prenatales,repetidas,2012-08-01,506,0,506
"COLCHA ""K""",consultas prenatales,repetidas,2012-08-01,68,4,72
COLLANA,consultas prenatales,repetidas,2012-08-01,9,0,9
COLOMI,consultas prenatales,repetidas,2012-08-01,115,0,115
COLPA BELGICA,consultas prenatales,repetidas,2012-08-01,28,0,28
COLQUECHACA,consultas prenatales,repetidas,2012-08-01,128,44,172
COLQUENCHA,consultas prenatales,repetidas,2012-08-01,43,1,44
COLQUIRI,consultas prenatales,repetidas,2012-08-01,46,38,84
COMANCHE,consultas prenatales,repetidas,2012-08-01,4,1,5
COMARAPA,consultas prenatales,repetidas,2012-08-01,169,1,170
COMBAYA,consultas prenatales,repetidas,2012-08-01,1,10,11
CONCEPCION,consultas prenatales,repetidas,2012-08-01,114,0,114
COPACABANA,consultas prenatales,repetidas,2012-08-01,67,3,70
CORIPATA,consultas prenatales,repetidas,2012-08-01,99,0,99
CORO CORO,consultas prenatales,repetidas,2012-08-01,29,11,40
COROICO,consultas prenatales,repetidas,2012-08-01,134,5,139
CORQUE,consultas prenatales,repetidas,2012-08-01,19,5,24
COTAGAITA,consultas prenatales,repetidas,2012-08-01,119,11,130
COTOCA,consultas prenatales,repetidas,2012-08-01,439,0,439
CUATRO CAÑADAS,consultas prenatales,repetidas,2012-08-01,170,0,170
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2012-08-01,3,0,3
CUEVO,consultas prenatales,repetidas,2012-08-01,14,6,20
CULPINA,consultas prenatales,repetidas,2012-08-01,150,4,154
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2012-08-01,19,0,19
CURVA,consultas prenatales,repetidas,2012-08-01,8,0,8
DESAGUADERO,consultas prenatales,repetidas,2012-08-01,27,0,27
EL ALTO,consultas prenatales,repetidas,2012-08-01,6369,12,6381
EL CHORO,consultas prenatales,repetidas,2012-08-01,11,6,17
EL PUENTE(STC),consultas prenatales,repetidas,2012-08-01,85,0,85
EL PUENTE(TJA),consultas prenatales,repetidas,2012-08-01,61,7,68
EL TORNO,consultas prenatales,repetidas,2012-08-01,245,1,246
EL VILLAR,consultas prenatales,repetidas,2012-08-01,20,3,23
ENTRE RIOS TRJ,consultas prenatales,repetidas,2012-08-01,151,6,157
ENTRE RIOS CBBA,consultas prenatales,repetidas,2012-08-01,198,1,199
ESCARA,consultas prenatales,repetidas,2012-08-01,2,0,2
ESCOMA,consultas prenatales,repetidas,2012-08-01,28,1,29
EUCALIPTUS,consultas prenatales,repetidas,2012-08-01,25,0,25
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2012-08-01,4,1,5
EXALTACION,consultas prenatales,repetidas,2012-08-01,2,3,5
FERNANDEZ ALONSO,consultas prenatales,repetidas,2012-08-01,73,0,73
FILADELFIA,consultas prenatales,repetidas,2012-08-01,24,5,29
GENERAL SAAVEDRA,consultas prenatales,repetidas,2012-08-01,78,0,78
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2012-08-01,42,4,46
GUANAY,consultas prenatales,repetidas,2012-08-01,78,6,84
GUAQUI,consultas prenatales,repetidas,2012-08-01,27,5,32
GUAYARAMERIN,consultas prenatales,repetidas,2012-08-01,426,0,426
GUTIERREZ,consultas prenatales,repetidas,2012-08-01,76,20,96
HUACARETA,consultas prenatales,repetidas,2012-08-01,61,1,62
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2012-08-01,19,8,27
HUACHACALLA,consultas prenatales,repetidas,2012-08-01,3,0,3
HUANUNI,consultas prenatales,repetidas,2012-08-01,311,0,311
HUARACAJE,consultas prenatales,repetidas,2012-08-01,18,0,18
HUARINA,consultas prenatales,repetidas,2012-08-01,20,3,23
HUAYLLAMARCA,consultas prenatales,repetidas,2012-08-01,10,0,10
HUMANATA,consultas prenatales,repetidas,2012-08-01,11,8,19
ICHOCA,consultas prenatales,repetidas,2012-08-01,0,8,8
ICLA,consultas prenatales,repetidas,2012-08-01,39,19,58
INCAHUASI,consultas prenatales,repetidas,2012-08-01,46,40,86
INGAVI (HUMAITA),consultas prenatales,repetidas,2012-08-01,5,0,5
INQUISIVI,consultas prenatales,repetidas,2012-08-01,41,17,58
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2012-08-01,69,1,70
IXIAMAS,consultas prenatales,repetidas,2012-08-01,50,1,51
JESUS DE MACHACA,consultas prenatales,repetidas,2012-08-01,83,0,83
LA ASUNTA,consultas prenatales,repetidas,2012-08-01,1879,6,1885
LA GUARDIA,consultas prenatales,repetidas,2012-08-01,528,0,528
LA PAZ,consultas prenatales,repetidas,2012-08-01,7017,1,7018
LAGUNILLAS,consultas prenatales,repetidas,2012-08-01,27,4,31
LAJA,consultas prenatales,repetidas,2012-08-01,81,4,85
LAS CARRERAS,consultas prenatales,repetidas,2012-08-01,23,3,26
LICOMA PAMPA,consultas prenatales,repetidas,2012-08-01,10,0,10
LLALLAGUA,consultas prenatales,repetidas,2012-08-01,320,11,331
LLICA,consultas prenatales,repetidas,2012-08-01,20,0,20
LORETO,consultas prenatales,repetidas,2012-08-01,8,0,8
LURIBAY,consultas prenatales,repetidas,2012-08-01,23,2,25
MACHACAMARCA,consultas prenatales,repetidas,2012-08-01,31,3,34
MACHARETI,consultas prenatales,repetidas,2012-08-01,43,7,50
MAGDALENA,consultas prenatales,repetidas,2012-08-01,55,4,59
MAIRANA,consultas prenatales,repetidas,2012-08-01,78,0,78
MALLA,consultas prenatales,repetidas,2012-08-01,1,1,2
MAPIRI,consultas prenatales,repetidas,2012-08-01,120,0,120
MECAPACA,consultas prenatales,repetidas,2012-08-01,33,6,39
MINEROS,consultas prenatales,repetidas,2012-08-01,115,0,115
MIZQUE,consultas prenatales,repetidas,2012-08-01,135,13,148
MOCOMOCO,consultas prenatales,repetidas,2012-08-01,35,8,43
MOJINETE,consultas prenatales,repetidas,2012-08-01,2,2,4
MOJOCOYA,consultas prenatales,repetidas,2012-08-01,35,7,42
MONTEAGUDO,consultas prenatales,repetidas,2012-08-01,263,6,269
MONTERO,consultas prenatales,repetidas,2012-08-01,957,1,958
MORO MORO,consultas prenatales,repetidas,2012-08-01,17,3,20
MOROCHATA,consultas prenatales,repetidas,2012-08-01,28,24,52
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2012-08-01,15,0,15
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2012-08-01,11,5,16
OCURI,consultas prenatales,repetidas,2012-08-01,56,42,98
OKINAWA,consultas prenatales,repetidas,2012-08-01,100,0,100
OMEREQUE,consultas prenatales,repetidas,2012-08-01,26,3,29
ORURO,consultas prenatales,repetidas,2012-08-01,2801,10,2811
PADCAYA,consultas prenatales,repetidas,2012-08-01,98,7,105
PADILLA,consultas prenatales,repetidas,2012-08-01,83,7,90
PAILON,consultas prenatales,repetidas,2012-08-01,61,5,66
PALCA,consultas prenatales,repetidas,2012-08-01,48,5,53
PALOS BLANCOS,consultas prenatales,repetidas,2012-08-01,197,9,206
PAMPA AULLAGAS,consultas prenatales,repetidas,2012-08-01,16,0,16
PAMPA GRANDE,consultas prenatales,repetidas,2012-08-01,67,0,67
PAPEL PAMPA,consultas prenatales,repetidas,2012-08-01,13,12,25
PASORAPA,consultas prenatales,repetidas,2012-08-01,11,1,12
PATACAMAYA,consultas prenatales,repetidas,2012-08-01,179,1,180
PAZÑA,consultas prenatales,repetidas,2012-08-01,29,5,34
PELECHUCO,consultas prenatales,repetidas,2012-08-01,35,0,35
POCOATA,consultas prenatales,repetidas,2012-08-01,105,22,127
POCONA,consultas prenatales,repetidas,2012-08-01,58,5,63
POJO (CBBA),consultas prenatales,repetidas,2012-08-01,64,0,64
POOPO,consultas prenatales,repetidas,2012-08-01,31,0,31
PORCO,consultas prenatales,repetidas,2012-08-01,93,1,94
POROMA,consultas prenatales,repetidas,2012-08-01,87,39,126
PORONGO,consultas prenatales,repetidas,2012-08-01,39,2,41
PORTACHUELO,consultas prenatales,repetidas,2012-08-01,233,0,233
PORVENIR,consultas prenatales,repetidas,2012-08-01,35,0,35
POSTRER VALLE,consultas prenatales,repetidas,2012-08-01,6,2,8
POTOSI,consultas prenatales,repetidas,2012-08-01,1573,0,1573
PRESTO,consultas prenatales,repetidas,2012-08-01,31,27,58
PUCARA,consultas prenatales,repetidas,2012-08-01,6,4,10
PUCARANI,consultas prenatales,repetidas,2012-08-01,132,7,139
PUERTO ACOSTA,consultas prenatales,repetidas,2012-08-01,29,11,40
PUERTO CARABUCO,consultas prenatales,repetidas,2012-08-01,33,8,41
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2012-08-01,26,3,29
PUERTO PEREZ,consultas prenatales,repetidas,2012-08-01,17,9,26
PUERTO QUIJARRO,consultas prenatales,repetidas,2012-08-01,132,0,132
PUERTO RICO,consultas prenatales,repetidas,2012-08-01,42,8,50
PUERTO SILES,consultas prenatales,repetidas,2012-08-01,1,0,1
PUERTO SUAREZ,consultas prenatales,repetidas,2012-08-01,116,0,116
PUERTO VILLARROEL,consultas prenatales,repetidas,2012-08-01,530,0,530
PUNA,consultas prenatales,repetidas,2012-08-01,120,14,134
PUNATA,consultas prenatales,repetidas,2012-08-01,229,0,229
QUIABAYA,consultas prenatales,repetidas,2012-08-01,20,0,20
QUILLACOLLO,consultas prenatales,repetidas,2012-08-01,591,21,612
QUIME,consultas prenatales,repetidas,2012-08-01,71,0,71
QUIRUSILLAS,consultas prenatales,repetidas,2012-08-01,4,0,4
RAVELO,consultas prenatales,repetidas,2012-08-01,57,21,78
REYES,consultas prenatales,repetidas,2012-08-01,80,10,90
RIBERALTA,consultas prenatales,repetidas,2012-08-01,1002,58,1060
ROBORE,consultas prenatales,repetidas,2012-08-01,75,0,75
RURRENABAQUE,consultas prenatales,repetidas,2012-08-01,137,0,137
SABAYA,consultas prenatales,repetidas,2012-08-01,17,0,17
SACABA,consultas prenatales,repetidas,2012-08-01,1075,0,1075
SACABAMBA,consultas prenatales,repetidas,2012-08-01,26,0,26
SACACA,consultas prenatales,repetidas,2012-08-01,103,23,126
SAIPINA,consultas prenatales,repetidas,2012-08-01,45,0,45
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2012-08-01,33,13,46
SAMAIPATA,consultas prenatales,repetidas,2012-08-01,55,2,57
SAN AGUSTIN,consultas prenatales,repetidas,2012-08-01,7,2,9
SAN ANDRES,consultas prenatales,repetidas,2012-08-01,47,2,49
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2012-08-01,10,8,18
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2012-08-01,2,2,4
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2012-08-01,6,26,32
SAN BENITO,consultas prenatales,repetidas,2012-08-01,78,0,78
SAN BORJA,consultas prenatales,repetidas,2012-08-01,299,8,307
SAN BUENA VENTURA,consultas prenatales,repetidas,2012-08-01,102,2,104
SAN CARLOS,consultas prenatales,repetidas,2012-08-01,181,0,181
SAN IGNACIO,consultas prenatales,repetidas,2012-08-01,132,0,132
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2012-08-01,449,36,485
SAN JAVIER(BNI),consultas prenatales,repetidas,2012-08-01,5,0,5
SAN JAVIER(STC),consultas prenatales,repetidas,2012-08-01,140,0,140
SAN JOAQUIN,consultas prenatales,repetidas,2012-08-01,34,0,34
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2012-08-01,90,0,90
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2012-08-01,61,0,61
SAN JULIAN,consultas prenatales,repetidas,2012-08-01,253,13,266
SAN LORENZO(PND),consultas prenatales,repetidas,2012-08-01,22,16,38
SAN LORENZO(TJA),consultas prenatales,repetidas,2012-08-01,115,7,122
SAN LUCAS,consultas prenatales,repetidas,2012-08-01,205,92,297
SAN MATIAS,consultas prenatales,repetidas,2012-08-01,70,0,70
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2012-08-01,77,5,82
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2012-08-01,19,2,21
SAN PEDRO,consultas prenatales,repetidas,2012-08-01,91,4,95
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2012-08-01,80,22,102
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2012-08-01,12,3,15
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2012-08-01,2,0,2
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2012-08-01,14,0,14
SAN PEDRO(PND),consultas prenatales,repetidas,2012-08-01,0,2,2
SAN RAFAEL,consultas prenatales,repetidas,2012-08-01,59,6,65
SAN RAMON BENI,consultas prenatales,repetidas,2012-08-01,23,0,23
SAN RAMON SCZ,consultas prenatales,repetidas,2012-08-01,78,0,78
SANTA ANA,consultas prenatales,repetidas,2012-08-01,202,0,202
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2012-08-01,8813,0,8813
SANTA ROSA,consultas prenatales,repetidas,2012-08-01,53,5,58
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2012-08-01,104,0,104
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2012-08-01,5,13,18
SANTIAGO DE HUARI,consultas prenatales,repetidas,2012-08-01,48,1,49
SANTIAGO DE HUATA,consultas prenatales,repetidas,2012-08-01,26,4,30
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2012-08-01,12,2,14
SANTIVAÑES,consultas prenatales,repetidas,2012-08-01,31,0,31
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2012-08-01,10,0,10
SAPAHAQUI,consultas prenatales,repetidas,2012-08-01,14,8,22
SENA,consultas prenatales,repetidas,2012-08-01,21,0,21
SHINAOTA,consultas prenatales,repetidas,2012-08-01,350,0,350
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2012-08-01,75,4,79
SICAYA,consultas prenatales,repetidas,2012-08-01,11,0,11
SIPE SIPE,consultas prenatales,repetidas,2012-08-01,403,0,403
SOPACHUY,consultas prenatales,repetidas,2012-08-01,42,5,47
SORACACHI,consultas prenatales,repetidas,2012-08-01,48,12,60
SORATA,consultas prenatales,repetidas,2012-08-01,63,10,73
SUCRE,consultas prenatales,repetidas,2012-08-01,2920,14,2934
TACACHI,consultas prenatales,repetidas,2012-08-01,1,1,2
TACACOMA,consultas prenatales,repetidas,2012-08-01,65,5,70
TACOBAMBA,consultas prenatales,repetidas,2012-08-01,17,11,28
TACOPAYA,consultas prenatales,repetidas,2012-08-01,34,6,40
TAHUA,consultas prenatales,repetidas,2012-08-01,5,2,7
TAPACARI,consultas prenatales,repetidas,2012-08-01,91,26,117
TARABUCO,consultas prenatales,repetidas,2012-08-01,79,34,113
TARACO,consultas prenatales,repetidas,2012-08-01,11,3,14
TARATA,consultas prenatales,repetidas,2012-08-01,58,1,59
TARIJA,consultas prenatales,repetidas,2012-08-01,1779,1,1780
TARVITA,consultas prenatales,repetidas,2012-08-01,77,24,101
TEOPONTE,consultas prenatales,repetidas,2012-08-01,58,10,68
TIAWANACU,consultas prenatales,repetidas,2012-08-01,39,0,39
TINGUIPAYA,consultas prenatales,repetidas,2012-08-01,66,8,74
TIPUANI,consultas prenatales,repetidas,2012-08-01,80,0,80
TIQUIPAYA,consultas prenatales,repetidas,2012-08-01,575,12,587
TIRAQUE (CBBA),consultas prenatales,repetidas,2012-08-01,118,11,129
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2012-08-01,6,0,6
TOCO,consultas prenatales,repetidas,2012-08-01,36,2,38
TOLATA,consultas prenatales,repetidas,2012-08-01,31,0,31
TOLEDO,consultas prenatales,repetidas,2012-08-01,20,6,26
TOMAVE,consultas prenatales,repetidas,2012-08-01,44,27,71
TOMINA,consultas prenatales,repetidas,2012-08-01,50,1,51
TORO TORO,consultas prenatales,repetidas,2012-08-01,33,11,44
TOTORA(CBBA),consultas prenatales,repetidas,2012-08-01,87,5,92
TOTORA(ORR),consultas prenatales,repetidas,2012-08-01,14,2,16
TRIGAL,consultas prenatales,repetidas,2012-08-01,7,1,8
TRINIDAD,consultas prenatales,repetidas,2012-08-01,1097,0,1097
TUPIZA,consultas prenatales,repetidas,2012-08-01,273,22,295
TURCO,consultas prenatales,repetidas,2012-08-01,17,1,18
UMALA,consultas prenatales,repetidas,2012-08-01,19,11,30
UNCIA,consultas prenatales,repetidas,2012-08-01,90,12,102
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2012-08-01,48,35,83
URUBICHA,consultas prenatales,repetidas,2012-08-01,35,0,35
UYUNI,consultas prenatales,repetidas,2012-08-01,249,8,257
VACAS,consultas prenatales,repetidas,2012-08-01,57,7,64
VALLEGRANDE,consultas prenatales,repetidas,2012-08-01,98,0,98
VIACHA,consultas prenatales,repetidas,2012-08-01,306,7,313
VILA VILA,consultas prenatales,repetidas,2012-08-01,20,2,22
VILLA CHARCAS,consultas prenatales,repetidas,2012-08-01,92,29,121
VILLA MONTES,consultas prenatales,repetidas,2012-08-01,282,10,292
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2012-08-01,10,2,12
VILLA RIVERO,consultas prenatales,repetidas,2012-08-01,60,1,61
VILLA SERRANO,consultas prenatales,repetidas,2012-08-01,49,17,66
VILLA TUNARI,consultas prenatales,repetidas,2012-08-01,580,2,582
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2012-08-01,61,13,74
VILLAZON,consultas prenatales,repetidas,2012-08-01,323,7,330
VINTO,consultas prenatales,repetidas,2012-08-01,279,0,279
VITICHI,consultas prenatales,repetidas,2012-08-01,43,10,53
WALDO BALLIVIAN,consultas prenatales,repetidas,2012-08-01,11,0,11
WARNES,consultas prenatales,repetidas,2012-08-01,625,0,625
YACO,consultas prenatales,repetidas,2012-08-01,25,17,42
