,group,variable,month,BCG,BCG,TOTALES
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-08-01,25,16,41
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,2,4
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-08-01,25,0,25
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,17,23
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,18,19
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,17,18
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-08-01,26,4,30
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-08-01,165,5,170
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,12,30,42
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1429,193,1622
COIPASA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-08-01,97,1,98
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-08-01,14,6,20
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-08-01,29,11,40
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2011-08-01,10,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,49,64
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,13,13
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,42,53
COMANCHE,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,3,3
COMARAPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,43,5,48
COMBAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,2,3
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2011-08-01,39,8,47
COPACABANA,vacunaciones en menores de 1 ano,bcg,2011-08-01,22,3,25
CORIPATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,12,28
CORO CORO,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,4,7
COROICO,vacunaciones en menores de 1 ano,bcg,2011-08-01,32,4,36
CORQUE,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,7,12
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,20,28
COTOCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,112,1,113
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,19,18,37
CUEVO,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,3,4
CULPINA,vacunaciones en menores de 1 ano,bcg,2011-08-01,24,14,38
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,4,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,3,9
EL ALTO,vacunaciones en menores de 1 ano,bcg,2011-08-01,1722,53,1775
EL CHORO,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,5,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2011-08-01,14,0,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2011-08-01,6,10,16
EL TORNO,vacunaciones en menores de 1 ano,bcg,2011-08-01,74,1,75
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,1,7
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,10,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,bcg,2011-08-01,42,11,53
ESCOMA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,4,12
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,5,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2011-08-01,20,7,27
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,15,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2011-08-01,22,10,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2011-08-01,6,13,19
GUANAY,vacunaciones en menores de 1 ano,bcg,2011-08-01,13,10,23
GUAQUI,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,6,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2011-08-01,125,6,131
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,13,28
HUACARETA,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,4,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2011-08-01,0,4,4
HUANUNI,vacunaciones en menores de 1 ano,bcg,2011-08-01,40,2,42
HUARINA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,6,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,6,9
HUMANATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,3,4
ICHOCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,9,9
ICLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,16,23
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2011-08-01,23,17,40
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,12,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2011-08-01,5,8,13
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,4,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,9,18
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,68,8,76
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2011-08-01,106,3,109
LA PAZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,1790,2,1792
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,2,4
LAJA,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,11,22
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,7,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2011-08-01,30,87,117
LLICA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,0,5
LORETO,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,15,23
LURIBAY,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,9,14
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,1,6
MACHARETI,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2011-08-01,18,15,33
MAIRANA,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,0,14
MALLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,1,2
MAPIRI,vacunaciones en menores de 1 ano,bcg,2011-08-01,23,4,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,8,15
MINEROS,vacunaciones en menores de 1 ano,bcg,2011-08-01,27,6,33
MIZQUE,vacunaciones en menores de 1 ano,bcg,2011-08-01,36,14,50
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,20,29
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,2,8
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2011-08-01,46,11,57
MONTERO,vacunaciones en menores de 1 ano,bcg,2011-08-01,325,1,326
MORO MORO,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,10,28,38
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2011-08-01,0,1,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2011-08-01,0,4,4
OCURI,vacunaciones en menores de 1 ano,bcg,2011-08-01,18,23,41
OKINAWA,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,3,17
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,6,12
ORURO,vacunaciones en menores de 1 ano,bcg,2011-08-01,604,7,611
PADCAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,4,20
PADILLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,25,2,27
PAILON,vacunaciones en menores de 1 ano,bcg,2011-08-01,36,11,47
PALCA,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,15,18
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,40,11,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,3,5
PASORAPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,47,4,51
PAZÑA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,8,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,13,18
POCOATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,43,45
POCONA,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,18,25
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2011-08-01,25,6,31
POOPO,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,2,8
PORCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,26,3,29
POROMA,vacunaciones en menores de 1 ano,bcg,2011-08-01,20,28,48
PORONGO,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,12,12
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2011-08-01,38,5,43
PORVENIR,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,10,13
POTOSI,vacunaciones en menores de 1 ano,bcg,2011-08-01,499,20,519
PRESTO,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,12,12
PUCARA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,0,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,18,27,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,8,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,19,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,1,5
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,8,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2011-08-01,20,10,30
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2011-08-01,15,6,21
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,2,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,38,2,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2011-08-01,122,15,137
PUNA,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,28,35
PUNATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,107,0,107
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,0,9
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2011-08-01,250,2,252
QUIME,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,12,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2011-08-01,19,18,37
REYES,vacunaciones en menores de 1 ano,bcg,2011-08-01,20,16,36
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,313,14,327
ROBORE,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,31,36
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2011-08-01,42,11,53
SABAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,2,4
SACABA,vacunaciones en menores de 1 ano,bcg,2011-08-01,265,5,270
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,3,9
SACACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,17,21,38
SAIPINA,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,11,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,9,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,7,21
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,4,9
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,5,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,3,11
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,2,9
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2011-08-01,92,47,139
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2011-08-01,24,14,38
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,47,4,51
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2011-08-01,39,7,46
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,143,4,147
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,bcg,2011-08-01,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2011-08-01,35,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,9,14
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,32,0,32
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,2,9
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2011-08-01,89,10,99
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2011-08-01,4,7,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2011-08-01,12,3,15
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,34,35,69
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,29,14,43
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,9,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,10,1,11
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2011-08-01,23,4,27
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,25,49,74
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,1,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,7,9
SAN PEDRO(PND),vacunaciones en menores de 1 ano,bcg,2011-08-01,2,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,4,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,5,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,0,14
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2011-08-01,52,5,57
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2011-08-01,3442,78,3520
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,8,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,7,23
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,10,11
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,6,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,7,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,5,8
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,11,13
SENA,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,9,13
SHINAOTA,vacunaciones en menores de 1 ano,bcg,2011-08-01,67,0,67
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2011-08-01,26,12,38
SICAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,5,8
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2011-08-01,51,2,53
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,4,12
SORACACHI,vacunaciones en menores de 1 ano,bcg,2011-08-01,3,19,22
SORATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,24,21,45
SUCRE,vacunaciones en menores de 1 ano,bcg,2011-08-01,566,30,596
TACACOMA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,11,19
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2011-08-01,9,19,28
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,5,10
TAHUA,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,bcg,2011-08-01,27,26,53
TARABUCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,20,8,28
TARACO,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,3,7
TARATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,6,13
TARIJA,vacunaciones en menores de 1 ano,bcg,2011-08-01,448,0,448
TARVITA,vacunaciones en menores de 1 ano,bcg,2011-08-01,16,10,26
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2011-08-01,12,9,21
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,18,23
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,19,20,39
TIPUANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,3,8
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2011-08-01,123,5,128
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2011-08-01,40,17,57
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2011-08-01,2,2,4
TOCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,4,9
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2011-08-01,0,1,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,0,5
TOLEDO,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,3,5
TOMAVE,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,19,21
TOMINA,vacunaciones en menores de 1 ano,bcg,2011-08-01,13,4,17
TORO TORO,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,20,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2011-08-01,17,5,22
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2011-08-01,1,4,5
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2011-08-01,332,16,348
TUPIZA,vacunaciones en menores de 1 ano,bcg,2011-08-01,78,9,87
TURCO,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,2,3
UMALA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,6,8
UNCIA,vacunaciones en menores de 1 ano,bcg,2011-08-01,46,20,66
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2011-08-01,10,2,12
URUBICHA,vacunaciones en menores de 1 ano,bcg,2011-08-01,14,7,21
UYUNI,vacunaciones en menores de 1 ano,bcg,2011-08-01,49,7,56
VACAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,4,10,14
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2011-08-01,34,2,36
VIACHA,vacunaciones en menores de 1 ano,bcg,2011-08-01,80,3,83
VILA VILA,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,9,11
VILLA CHARCAS,vacunaciones en menores de 1 ano,bcg,2011-08-01,6,16,22
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2011-08-01,87,0,87
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2011-08-01,1,1,2
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2011-08-01,2,1,3
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2011-08-01,13,2,15
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2011-08-01,170,27,197
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2011-08-01,13,2,15
VILLAZON,vacunaciones en menores de 1 ano,bcg,2011-08-01,70,5,75
VINTO,vacunaciones en menores de 1 ano,bcg,2011-08-01,94,2,96
VITICHI,vacunaciones en menores de 1 ano,bcg,2011-08-01,11,18,29
WARNES,vacunaciones en menores de 1 ano,bcg,2011-08-01,135,4,139
YACO,vacunaciones en menores de 1 ano,bcg,2011-08-01,7,12,19
YACUIBA,vacunaciones en menores de 1 ano,bcg,2011-08-01,166,4,170
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,0,8
YANACACHI,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,0,8
YAPACANI,vacunaciones en menores de 1 ano,bcg,2011-08-01,88,11,99
YOCALLA,vacunaciones en menores de 1 ano,bcg,2011-08-01,8,2,10
YOTALA,vacunaciones en menores de 1 ano,bcg,2011-08-01,5,3,8
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,3,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2011-08-01,1,7,8
ACACIO,vacunaciones en menores de 1 ano,bcg,2011-09-01,1,2,3
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2011-09-01,55,19,74
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2011-09-01,3,4,7
AIQUILE,vacunaciones en menores de 1 ano,bcg,2011-09-01,34,8,42
ALALAY,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,3,3
ALCALA,vacunaciones en menores de 1 ano,bcg,2011-09-01,5,0,5
ALTO BENI,vacunaciones en menores de 1 ano,bcg,2011-09-01,19,3,22
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2011-09-01,14,14,28
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-09-01,2,5,7
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2011-09-01,1,1,2
ANZALDO,vacunaciones en menores de 1 ano,bcg,2011-09-01,12,5,17
APOLO,vacunaciones en menores de 1 ano,bcg,2011-09-01,22,12,34
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2011-09-01,1,7,8
ARANI,vacunaciones en menores de 1 ano,bcg,2011-09-01,15,7,22
ARBIETO,vacunaciones en menores de 1 ano,bcg,2011-09-01,5,8,13
ARQUE,vacunaciones en menores de 1 ano,bcg,2011-09-01,22,2,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2011-09-01,66,0,66
ATOCHA,vacunaciones en menores de 1 ano,bcg,2011-09-01,20,6,26
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2011-09-01,5,5,10
AYATA,vacunaciones en menores de 1 ano,bcg,2011-09-01,5,18,23
AYO AYO,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,13,13
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2011-09-01,18,27,45
AZURDUY,vacunaciones en menores de 1 ano,bcg,2011-09-01,8,10,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2011-09-01,13,11,24
BAURES,vacunaciones en menores de 1 ano,bcg,2011-09-01,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2011-09-01,48,10,58
BETANZOS,vacunaciones en menores de 1 ano,bcg,2011-09-01,35,28,63
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,4,4
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2011-09-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2011-09-01,13,1,14
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2011-09-01,7,2,9
CABEZAS,vacunaciones en menores de 1 ano,bcg,2011-09-01,15,8,23
CAIROMA,vacunaciones en menores de 1 ano,bcg,2011-09-01,6,23,29
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2011-09-01,1,5,6
CAJUATA,vacunaciones en menores de 1 ano,bcg,2011-09-01,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,4,4
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2011-09-01,3,10,13
CAMARGO,vacunaciones en menores de 1 ano,bcg,2011-09-01,26,4,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2011-09-01,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,bcg,2011-09-01,88,2,90
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2011-09-01,36,0,36
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2011-09-01,2,1,3
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2011-09-01,18,4,22
CARANAVI,vacunaciones en menores de 1 ano,bcg,2011-09-01,114,26,140
CARAPARI,vacunaciones en menores de 1 ano,bcg,2011-09-01,6,8,14
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,17,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2011-09-01,2,1,3
CATACORA,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,1,1
CHACARILLA,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2011-09-01,40,25,65
CHAQUI,vacunaciones en menores de 1 ano,bcg,2011-09-01,2,7,9
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2011-09-01,13,50,63
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,2,2
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2011-09-01,10,20,30
CHIMORE,vacunaciones en menores de 1 ano,bcg,2011-09-01,19,6,25
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2011-09-01,1,5,6
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2011-09-01,32,7,39
CHUMA,vacunaciones en menores de 1 ano,bcg,2011-09-01,10,16,26
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,bcg,2011-09-01,1,21,22
CKOCHAS,vacunaciones en menores de 1 ano,bcg,2011-09-01,39,12,51
CLIZA,vacunaciones en menores de 1 ano,bcg,2011-09-01,35,4,39
COBIJA,vacunaciones en menores de 1 ano,bcg,2011-09-01,139,3,142
COCAPATA,vacunaciones en menores de 1 ano,bcg,2011-09-01,6,38,44
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2011-09-01,1642,112,1754
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2011-09-01,86,0,86
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2011-09-01,17,5,22
COLLANA,vacunaciones en menores de 1 ano,bcg,2011-09-01,0,2,2
COLOMI,vacunaciones en menores de 1 ano,bcg,2011-09-01,28,8,36
