,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,36,14,50
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,6,14
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,34,2,36
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,9,15
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,22,6,28
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,4,9
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,21,24,45
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,116,16,132
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,33,10,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,9,16
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,10,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,0,5
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,3,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,4,12
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1540,57,1597
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,37,1,38
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,16,4,20
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,124,7,131
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,3,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,35,8,43
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,60,14,74
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,2,5
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,1,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,6,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,32,10,42
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,3,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,38,7,45
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,23,30
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,6,23
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,4,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,97,30,127
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,12,27
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,3,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,2,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,33,21,54
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,6,10
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,10,12
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,5,10
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,2,8
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,6,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,3,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,13,32
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,9,9
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,12,11,23
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,14,21
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,23,1,24
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,2,15
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,69,14,83
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,155,7,162
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1225,11,1236
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,7,11
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,8,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,58,45,103
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,19,21
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,5,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,1,9
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,16,3,19
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,24,38
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,0,19
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,1,20
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,11,30
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,68,19,87
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,38,31,69
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,12,26
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,2,7
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,38,10,48
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,312,5,317
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,24,31
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,6,7
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,23,32
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,29,8,37
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,6,12
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,540,21,561
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,21,5,26
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,3,17
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,59,40,99
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,14,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,43,10,53
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,2,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,3,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,3,11
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,39,7,46
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,4,10
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,3,10
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,28,34
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,12,10,22
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,22,15,37
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,1,18
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,28,38
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,15,28
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,46,1,47
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,7,16
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,3,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,418,19,437
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,5,6
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,35,20,55
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,11,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,12,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,7,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,3,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,29,15,44
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,6,20
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,36,11,47
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,98,10,108
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,21,18,39
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,56,5,61
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,189,12,201
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,5,14
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,0,2
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,25,40
REYES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,25,29,54
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,280,52,332
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,22,2,24
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,52,2,54
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,3,4
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,212,41,253
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,15,30
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,9,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,8,18
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,1,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,24,41
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,7,10
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,7,20
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,16,7,23
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,92,15,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,1,14
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,67,5,72
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,61,14,75
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,155,28,183
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,3,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,32,5,37
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,2,11
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,39,24,63
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,21,7,28
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,89,49,138
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,8,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,24,9,33
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,36,44,80
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,39,11,50
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,25,4,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,40,0,40
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,29,49,78
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,5,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,1,7
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,3,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,7,17
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,33,4,37
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,34,53
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3153,75,3228
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,11,28
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,34,9,43
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,6,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,5,8
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,11,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,1,4
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,5,12
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,9,17
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,0,9
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,54,2,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,9,23
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,5,12
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,76,3,79
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,5,14
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,13,19
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,15,22,37
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,546,8,554
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,7,18
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,15,23
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,5,12
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,0,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,20,22,42
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,19,14,33
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,6,9
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,2,16
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,356,5,361
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,15,25
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,14,8,22
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,11,16,27
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,23,20,43
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,20,3,23
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,93,23,116
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,26,17,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,0,4
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,4,9
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,6,2,8
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,13,10,23
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,7,10,17
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,12,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,22,6,28
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,277,43,320
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,70,18,88
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,0,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,5,9,14
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,30,20,50
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,3,20
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,16,3,19
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,38,6,44
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,8,22,30
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,25,2,27
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,100,5,105
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,2,1,3
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,20,5,25
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,103,10,113
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,17,2,19
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,8,17
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,143,31,174
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,12,5,17
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,63,8,71
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,91,8,99
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,10,6,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,0,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,187,25,212
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,3,11,14
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,169,44,213
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,4,2,6
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2011-07-01,9,1,10
