,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,53,37,90
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,36,22,58
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,9,21
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,10,36
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,37,29,66
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,8,16
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,6,14
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,4,12
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,7,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,7,19
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,18,7,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,0,7
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,52,3,55
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,37,2,39
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,9,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,27,9,36
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,85,21,106
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,9,23
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,14,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,2,5
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,40,17,57
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,10,15
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,36,49
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,4,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,11,8,19
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,36,5,41
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,29,8,37
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,6,14
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,15,29
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,23,13,36
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,111,9,120
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,23,31
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1229,23,1252
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,95,0,95
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,10,23
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,33,8,41
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,9,21
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,66,80
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,25,0,25
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,50,64
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,28,11,39
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,5,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,35,10,45
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,14,24
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,22,3,25
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,10,20
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,17,6,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,9,1,10
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,19,52,71
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,80,11,91
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,28,10,38
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,4,14
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,23,8,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,3,13
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,3,9
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1464,52,1516
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,20,0,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,15,3,18
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,118,6,124
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,25,8,33
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,51,9,60
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,9,2,11
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,1,4
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,10,13
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,36,16,52
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,6,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,52,8,60
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,19,20
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,13,27
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,7,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,66,23,89
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,18,28
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,11,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,4,5
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,28,16,44
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,1,6
HUARINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,4,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,1,2
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,6,6
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,2,8
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,17,10,27
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,13,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,11,12,23
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,0,8
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,2,10
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,83,7,90
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,173,9,182
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1215,32,1247
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,9,15
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,16,9,25
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,3,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,49,28,77
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,2,8
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,8,8
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,1,5
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,14,27
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,20,32
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,0,26
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,5,6
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,2,16
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,8,21
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,46,19,65
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,29,23,52
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,14,40
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,0,3
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,6,13
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,34,9,43
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,260,9,269
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,2,9
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,34,41
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,4,6
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,2,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,23,30
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,25,4,29
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,10,12
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,505,29,534
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,21,4,25
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,15,8,23
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,46,39,85
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,9,20,29
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,44,10,54
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,1,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,18,1,19
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,6,8
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,31,7,38
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,1,11
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,3,7
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,32,40
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,9,23
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,11,11,22
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,3,10
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,20,4,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,21,18,39
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,24,30
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,50,0,50
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,7,19
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,3,8
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,374,14,388
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,13,13
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,1,4
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,20,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,13,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,9,14,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,6,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,1,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,24,18,42
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,6,19
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,32,8,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,80,11,91
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,23,15,38
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,41,4,45
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,1,7
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,202,13,215
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,6,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,17,31
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,26,52
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,255,90,345
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,29,1,30
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,36,2,38
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,2,6
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,199,59,258
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,7,11
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,20,21,41
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,3,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,9,7,16
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,17,2,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,15,17,32
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,1,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,7,13
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,19,7,26
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,83,16,99
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,14,0,14
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,65,4,69
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,40,14,54
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,151,44,195
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,4,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,37,11,48
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,26,11,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,17,11,28
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,69,39,108
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,9,15
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,31,6,37
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,34,44,78
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,20,10,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,16,7,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,4,9
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,29,0,29
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,25,47,72
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,3,7,10
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,1,5
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,1,14
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2,11,13
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,30,1,31
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,18,39,57
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,2662,82,2744
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,7,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,22,6,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,9,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,6,7,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,8,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,3,10
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,10,4,14
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,1,5
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,38,4,42
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,18,10,28
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,0,7,7
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,69,6,75
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,5,5,10
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,12,6,18
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,13,27,40
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,540,23,563
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,4,1,5
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,8,4,12
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,11,8,19
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,7,8,15
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,35,26,61
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,21,19,40
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,1,0,1
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2011-07-01,16,1,17
