,group,variable,month,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 10 A 14,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 15 A 19,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 20 A 34,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 35 A 49,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS 50 Y +,NÚMERO DE MUJERES CON MUESTRAS DE PAP TOMADAS < A 10,TOTALES
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,0,1,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,4,1,0,11
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,14,12,5,0,32
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,5,18,16,5,0,44
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,8,5,3,0,18
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,14,8,9,0,34
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,11,11,3,0,27
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,2,1,2,0,5
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,24,10,2,0,39
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,8,55,61,29,0,153
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,4,6,4,0,14
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,57,23,12,0,92
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,22,22,7,0,52
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,3,6,6,0,16
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,39,20,10,0,73
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,19,159,105,48,0,331
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,18,14,12,0,46
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,17,11,6,0,37
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,7,16,9,0,0,32
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,1,0,0,0,2
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,0,1,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,7,42,26,6,0,81
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,9,3,1,0,16
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,5,20,11,3,0,39
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,4,3,1,0,10
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,10,49,30,7,0,96
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,8,0,0,0,8
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,4,2,1,0,9
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,6,7,0,19
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,12,14,13,0,41
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,4,3,0,13
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,7,3,1,0,12
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,5,10,13,5,0,33
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,17,14,5,0,39
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,8,10,170,123,35,0,346
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,23,13,4,0,44
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,38,349,1616,1493,682,0,4178
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,35,21,6,0,63
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,10,9,3,0,26
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,1,6,0,8
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,25,10,2,0,39
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,2,3,0,0,7
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,17,14,8,0,41
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,21,6,2,0,30
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,5,0,3,0,9
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,4,3,0,0,7
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,49,45,18,0,115
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,8,3,3,0,15
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,11,27,26,8,0,72
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,15,10,9,0,34
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,32,11,2,0,46
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,4,2,1,0,8
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,34,14,5,0,56
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,7,1,0,0,8
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,11,7,1,0,20
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,40,210,110,52,0,412
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,1,31,25,7,0,65
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,3,0,0,4
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,5,54,67,30,0,156
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,6,1,4,0,12
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,3,3,0,0,7
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,1,3,0,0,8
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,8,135,1478,1305,414,4,3344
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,5,3,2,0,10
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,23,12,1,0,36
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,7,6,2,0,15
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,25,106,80,27,0,238
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,1,2,4,0,9
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,35,35,21,0,92
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,20,18,6,0,47
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,3,8,1,0,12
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,0,1,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,2,1,1,0,4
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,39,23,4,0,69
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,5,15,8,4,0,33
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,4,10,4,0,18
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,31,16,8,0,58
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,4,5,4,0,14
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,50,36,18,0,107
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,3,2,0,6
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,5,63,62,40,16,3,189
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,2,23,17,10,0,53
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,22,14,21,0,57
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,8,3,4,0,15
HUACHACALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,0,0,1,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,28,26,10,0,64
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,13,10,1,0,24
HUATAJATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,2,1,0,0,4
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,3,1,1,0,5
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,8,11,1,0,23
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,1,0,0,0,1
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,7,11,4,0,26
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,15,11,5,0,34
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,1,3,0,10
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,12,9,4,0,25
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,5,7,0,0,12
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,19,18,3,0,42
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,7,74,44,12,0,137
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,43,359,155,57,0,614
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,62,1374,1933,1039,2,4411
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,2,18,13,6,39
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,10,11,5,0,29
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,3,2,10,4,0,19
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,0,1,0,7
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,13,120,76,16,0,225
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,1,1,1,0,4
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,11,2,0,0,13
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,3,2,0,0,6
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,15,32,29,13,0,89
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,2,9,8,4,0,23
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,4,4,3,0,11
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,25,99,36,19,0,179
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,6,4,0,16
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,4,50,24,6,0,84
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,2,41,18,14,0,76
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,3,0,3,0,6
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,1,29,16,2,0,48
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,7,85,52,22,0,166
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,1,11,165,203,142,5,527
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,2,2,3,0,7
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,6,2,2,0,10
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,5,7,1,2,0,15
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,0,3,6,5,0,14
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con muestras de pap tomadas,2024-07-01,0,7,18,16,7,0,48
