,group,variable,month,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 10 A 14,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 A 19,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 A 34,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 A 49,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,NÚMERO DE MUJERES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < A 10,TOTALES
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,7,42,12,2,0,63
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,26,35,59,86,40,0,246
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,5,2,7,8,2,0,24
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,9,42,8,0,0,60
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,3,38,9,0,0,51
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,2,3,9,2,0,17
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,2,4,31,7,3,0,47
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,15,94,25,0,0,134
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,2,0,0,0,2
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,4,38,10,1,0,54
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,7,27,20,6,0,60
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,15,35,11,0,0,62
CATACORA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,1,0,0,0,2
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,2,1,1,0,4
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,24,72,20,0,0,116
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,11,0,0,0,12
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,8,48,17,1,0,75
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,7,21,5,1,0,35
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,35,111,37,3,0,186
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,5,1,0,0,8
CHOQUE COTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,4,5,1,0,12
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,2,3,0,0,5
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,6,33,15,6,0,60
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,3,16,10,3,0,32
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,6,12,3,1,0,22
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,2,6,27,19,4,0,58
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,14,61,23,2,0,100
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,6,50,110,47,5,0,218
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,4,24,13,0,0,41
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,28,255,1160,565,81,4,2093
COIPASA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,1,0,0,0,2
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,3,26,152,85,6,0,272
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,8,42,12,2,0,64
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,7,3,5,0,15
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,14,78,34,2,0,128
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,5,5,5,0,0,15
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,11,16,5,1,0,33
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,19,7,2,0,29
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,5,26,1,0,0,32
COMANCHE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,0,1,0,0,1
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,12,104,71,18,0,205
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,3,4,1,1,0,9
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,1,0,0,0,3
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,21,9,9,0,40
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,12,3,0,0,17
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,8,3,0,0,12
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,5,23,9,0,0,38
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,15,1,0,0,17
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,2,15,67,27,1,0,112
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,25,51,14,0,0,90
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,3,43,20,4,0,70
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,4,0,0,0,4
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,5,17,11,0,0,33
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,80,73,58,25,2,4,242
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,9,3,0,0,13
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,12,6,0,0,19
DESAGUADERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,4,0,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,7,170,1266,553,86,2,2084
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,4,2,0,0,6
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,21,16,1,0,40
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,3,33,39,3,0,78
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,28,89,36,8,0,161
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,2,2,0,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,3,17,23,16,0,0,59
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,21,93,32,3,0,149
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,0,1,0,0,1
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,13,11,1,0,26
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,1,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,3,0,0,0,4
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,4,5,29,10,0,0,48
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,6,46,22,3,0,78
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,4,10,36,3,3,0,56
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,12,8,3,0,25
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,14,102,49,9,0,174
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,3,10,1,0,14
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,3,39,24,4,0,70
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,4,37,31,10,0,82
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,0,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,12,82,363,164,58,9,688
GUTIERREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,4,23,22,10,0,59
HUACARAJE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,22,19,0,0,43
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,14,41,29,2,0,86
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,10,13,21,11,4,0,59
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,23,4,1,0,30
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,19,2,0,0,23
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,10,1,0,0,12
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,5,10,12,1,0,28
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,0,6,0,0,0,6
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,45,71,9,9,1,0,135
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,32,60,52,19,5,0,168
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,2,3,0,0,0,6
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,15,0,0,0,17
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,30,10,2,0,44
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,5,7,6,1,0,19
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,13,3,0,0,18
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,16,92,36,0,0,144
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,58,344,69,27,0,498
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,129,851,571,82,0,1634
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,0,0,0,0,1
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,6,36,21,6,70
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,7,25,8,0,0,40
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,19,24,12,7,0,0,62
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,8,3,0,0,13
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,12,104,702,242,18,0,1078
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,9,18,9,3,0,39
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,1,1,9,8,0,0,19
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,2,9,1,0,0,12
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres que recibieron orientacion en anticoncepcion,2024-07-01,0,1,4,1,0,0,6
