,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) CONTINUAS (OS) < A 10,TOTALES
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,6,1,0,0,8
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,8,3,0,0,11
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,4,1,0,0,6
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,0,3,0,0,3
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,2,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,13,6,1,0,21
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,6,1,0,0,9
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,8,7,1,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,14,9,0,0,25
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,6,16,4,3,0,29
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,5,3,0,0,8
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,2,2,1,0,0,5
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,77,625,240,0,0,942
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,2,0,0,3
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,1,0,0,0,1
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,1,1,3,1,0,6
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-07-01,0,0,3,3,0,0,6
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,1,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,10,4,0,0,14
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,3,0,0,0,4
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,1,0,0,2
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,5,1,0,0,7
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,9,0,0,0,9
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,0,0,2
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,1,0,0,4
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,3,2,2,0,0,7
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,4,0,0,4
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,6,2,0,0,8
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,1,3,0,1,0,0,5
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,2,1,0,6
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,2,0,0,6
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,1,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,5,8,1,0,15
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,2,0,0,3
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,0,0,0,3
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,1,0,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,3,0,0,3
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,1,4,4,8,0,0,17
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,0,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,2,0,0,6
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,2,4,0,0,7
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,1,1,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,4,11,2,0,0,17
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,0,0,2
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,4,0,0,8
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,6,4,0,0,10
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,0,0,2
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,3,0,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,3,0,1,0,0,4
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,2,0,0,7
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,9,1,0,0,12
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,3,0,0,5
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,2,0,0,3
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,9,3,2,0,14
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,1,0,0,1
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,0,0,0,4
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,8,4,1,0,15
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,1,1,0,4
CHUQUIHUTA AYLLU JUCUMANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,2,0,0,7
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,2,1,0,0,4
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,1,10,125,17,14,0,167
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,10,0,0,0,12
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,11,96,28,6,0,141
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,2,0,0,4
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,5,6,1,0,13
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,0,0,0,3
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,5,4,0,0,9
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,0,0,0,3
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,9,3,0,0,13
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,5,0,0,0,5
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,1,1,0,0,4
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,4,1,0,10
CONCEPCION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,5,0,0,0,5
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,0,0,0,4
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,6,0,0,0,7
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,4,1,0,5
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,15,20,7,1,0,43
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,13,8,0,0,21
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,2,0,0,2
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,3,3,3,0,0,9
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,1,0,0,3
CURVA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,2,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,1,0,39,13,0,0,53
EL CHORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
EL PUENTE(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,2,0,0,6
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,5,7,1,0,13
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,2,32,19,13,0,0,66
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,1,1,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,16,6,0,0,24
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,3,0,0,8
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,1,1,0,0,4
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,0,0,0,5
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,1,0,0,2
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,0,0,0,1
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,1,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,2,0,0,4
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,1,0,0,2
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,0,1,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,32,8,1,0,42
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,2,4,1,0,0,7
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,4,0,0,0,5
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,1,0,0,2
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,0,0,2
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,2,0,1,0,3
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,1,0,1,0,0,2
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,6,4,0,0,10
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,4,2,0,0,6
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,0,1,0,2
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,1,1,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,3,3,0,0,6
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,0,16,12,0,0,28
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) continuas (os),2024-08-01,0,9,399,326,2,0,736
