,group,variable,month,PÍLDORA: USUARIAS NUEVAS 10 A 14,PÍLDORA: USUARIAS NUEVAS 15 A 19,PÍLDORA: USUARIAS NUEVAS 20 A 34,PÍLDORA: USUARIAS NUEVAS 35 A 49,PÍLDORA: USUARIAS NUEVAS 50 Y +,PÍLDORA: USUARIAS NUEVAS < A 10,TOTALES
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,0,0,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,4,0,0,0,4
PUERTO SILES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,1,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,4,16,4,0,0,24
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,1,0,0,2
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,3,2,0,0,5
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,1,9,22,5,0,0,37
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,0,0,0,2
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,1,0,0,2
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,2,4,10,2,0,0,18
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,2,0,0,0,5
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,9,36,13,0,0,58
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,4,0,0,0,4
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,0,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,1,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,5,13,7,0,0,25
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,6,0,0,0,7
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,8,0,0,0,9
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,5,7,4,0,0,16
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,1,2,2,2,0,0,7
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,3,1,0,0,6
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,7,4,0,0,11
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,6,1,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,7,7,0,0,16
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,0,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,2,0,0,0,3
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,4,1,0,0,6
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,0,0,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,4,0,0,0,5
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,1,0,0,0,2
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,4,0,0,0,5
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,1,0,2,0,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,1,0,0,2
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,5,2,0,0,7
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,1,31,147,46,0,0,225
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,5,0,0,6
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,4,8,5,0,0,17
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,4,0,0,0,4
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,4,1,2,0,0,7
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,1,1,0,0,3
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,0,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,18,5,0,0,26
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,0,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,8,68,21,0,0,97
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,3,1,0,0,4
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,2,3,0,0,6
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,0,1,0,0,2
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,12,0,0,13
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,5,1,0,0,9
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,1,0,0,2
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,2,0,0,0,3
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,7,29,9,1,0,46
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,5,0,0,0,0,5
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,4,8,0,0,14
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,2,0,0,0,4
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,2,0,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,3,0,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,1,3,12,3,0,0,19
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,7,2,0,0,12
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,8,0,0,0,9
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,1,0,0,2
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,7,0,0,0,8
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,3,0,0,0,3
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,4,10,2,0,0,16
VILA VILA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,0,1,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,1,3,1,0,0,5
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,10,5,0,0,18
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,6,1,0,0,7
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,5,27,5,0,0,37
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,5,0,0,0,5
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,5,11,2,0,0,18
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,9,3,0,0,14
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,3,2,0,0,5
WALDO BALLIVIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,12,67,26,3,0,108
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,2,1,0,0,3
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,3,18,5,0,0,26
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,5,3,0,0,10
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-08-01,0,2,0,0,0,0,2
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,11,3,0,0,14
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,3,0,0,0,5
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,2,0,0,0,4
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,8,1,0,0,9
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,5,4,0,0,10
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,4,1,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,4,4,4,0,0,12
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,2,0,0,0,3
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,3,0,0,0,4
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,7,0,0,0,9
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,0,0,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,3,2,0,0,5
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,5,1,0,0,7
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,4,1,1,0,0,6
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,4,2,0,0,6
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,2,0,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,2,3,0,0,6
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,0,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,1,0,0,3
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,4,0,0,0,4
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,12,2,0,0,15
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,2,0,0,4
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,7,0,0,0,8
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,1,0,0,3
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,2,6,2,0,0,10
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,3,0,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,1,17,82,22,1,0,123
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,1,0,0,0,2
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,3,8,2,0,0,13
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,4,0,0,0,5
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,1,0,0,2
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,2,2,0,0,4
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,4,0,0,0,4
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,6,1,0,0,8
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,1,5,2,0,0,8
COMBAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",pildora: usuarias nuevas,2024-09-01,0,0,1,0,0,0,1
