,group,variable,month,NÚMERO DE IMPLANTES INSERTADOS 10 A 14,NÚMERO DE IMPLANTES INSERTADOS 15 A 19,NÚMERO DE IMPLANTES INSERTADOS 20 A 34,NÚMERO DE IMPLANTES INSERTADOS 35 A 49,NÚMERO DE IMPLANTES INSERTADOS 50 Y +,NÚMERO DE IMPLANTES INSERTADOS < A 10,TOTALES
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,7,1,0,0,10
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,8,2,0,0,11
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,9,2,0,0,12
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,6,20,4,0,0,32
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,8,1,0,0,13
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,2,15,4,0,0,23
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,42,8,0,0,55
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,0,0,0,3
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,2,5,0,0,0,8
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,19,67,83,4,0,0,173
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,1,0,0,4
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,5,8,0,0,1,15
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,30,109,13,0,0,152
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,5,2,0,0,9
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,1,0,0,7
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,0,0,0,4
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,0,2,3,0,0,7
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,0,0,1,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,3,28,45,5,0,0,81
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,0,0,0,4
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,2,1,0,0,4
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,1,0,0,5
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,8,3,0,0,16
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,12,2,1,0,20
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,17,2,0,0,19
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,2,0,0,0,4
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,6,0,0,9
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,4,3,7,0,0,1,15
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,9,3,0,0,16
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,1,0,0,3
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,2,0,0,0,5
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,3,71,311,43,0,0,428
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,3,0,0,0,4
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,2,2,2,0,0,8
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,1,1,0,0,6
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,2,0,0,4
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,0,0,0,0,2
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,2,3,0,0,10
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,4,0,0,0,4
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,6,2,0,0,10
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,33,142,34,1,0,211
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,0,0,0,2
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,7,1,0,0,11
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,2,2,0,0,7
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,0,0,0,5
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,17,77,25,0,0,119
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,2,4,4,0,0,0,10
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,18,2,0,0,23
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,5,1,0,0,6
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,2,0,0,4
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,0,0,0,5
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,22,3,0,0,26
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,0,0,0,5
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,5,3,0,0,8
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,3,0,0,0,6
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,3,32,88,7,0,0,130
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,6,21,0,0,0,27
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,0,1,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,4,1,0,0,7
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,8,0,0,0,11
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,5,1,2,0,0,8
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,3,11,0,0,0,14
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,13,4,0,0,18
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,5,1,0,0,8
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,1,0,0,6
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,3,5,8,3,0,0,19
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,3,1,0,0,6
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,3,12,44,7,0,0,66
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,1,2,0,0,4
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,4,20,2,0,0,26
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,16,2,0,0,18
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,8,3,0,0,11
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,1,7,19,4,0,0,31
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,3,1,0,0,4
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,2,0,1,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,0,0,0,0,1
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,1,0,0,0,1
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,7,2,0,0,10
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,0,2,0,0,0,2
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-08-01,0,1,4,0,0,0,5
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,2,0,0,0,3
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,16,2,0,0,18
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,15,4,0,0,20
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,4,0,0,0,5
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,3,0,0,0,4
ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,0,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,1,3,1,1,0,0,6
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,1,1,0,0,2
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,3,0,0,0,3
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,3,16,0,0,0,19
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,6,0,0,0,8
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,1,0,0,3
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,3,3,0,0,6
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,3,1,0,0,5
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,4,1,0,0,5
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,2,2,1,0,0,5
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,2,1,0,0,0,0,3
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,0,0,0,0,1
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,3,18,3,0,0,24
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,1,0,0,0,2
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,7,0,0,0,0,7
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,1,3,0,0,0,4
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,10,1,0,0,11
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,4,2,0,0,6
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes insertados,2024-09-01,0,0,2,0,0,0,2
