,group,variable,month,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 10 A 14,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 15 A 19,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 20 A 34,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 35 A 49,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS 50 Y +,IMPLANTE SUBDÉRMICO: USUARIAS CONTINUAS < A 10,TOTALES
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,2,0,0,4
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,2,12,1,0,0,15
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,1,0,0,4
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,2,1,0,0,4
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,6,2,0,0,8
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,6,20,4,0,0,30
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,1,2,3,0,0,1,7
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,11,1,0,0,12
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,3,0,0,0,4
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,2,9,21,3,0,0,35
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,0,0,0,2
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,4,0,0,0,5
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,6,0,1,0,7
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,9,1,0,0,10
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,2,0,0,3
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,1,0,0,4
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,2,51,8,0,0,61
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,0,0,0,0,1
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,2,0,0,3
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,4,44,10,1,0,59
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,1,3,27,6,0,0,37
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,3,19,4,0,0,26
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,8,0,0,0,8
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,7,0,0,0,8
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,0,2,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,5,0,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,0,0,0,4
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,3,8,3,0,0,14
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,2,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,4,2,0,0,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,1,1,0,0,3
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,6,1,0,0,7
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,1,0,0,3
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,1,7,3,0,0,11
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,2,0,0,0,3
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,0,1,0,0,2
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,3,0,0,0,3
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,2,0,0,0,0,0,2
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,4,0,0,0,4
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,0,0,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,1,0,0,0,2
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,5,21,8,0,0,34
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,2,0,0,3
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,6,0,0,0,6
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,5,1,0,0,6
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,1,0,0,3
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,1,0,0,2
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,3,19,4,0,0,26
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,37,7,0,0,45
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,3,0,0,0,3
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COPACABANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,1,0,0,2
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,2,0,0,3
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,4,0,0,0,4
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,2,0,0,4
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,29,11,0,0,40
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,4,1,0,0,6
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,0,0,0,0,1
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,6,0,0,0,6
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,2,0,0,3
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,0,1,0,0,1
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,4,48,12,1,1,66
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,3,1,0,0,4
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,3,3,0,0,6
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,1,0,0,0,1
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,4,16,3,0,0,23
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,2,0,0,0,2
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,0,0,0,0,1
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,0,3,0,0,3
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,0,5,3,0,0,8
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",implante subdermico: usuarias continuas,2024-09-01,0,1,2,0,0,0,3
