,group,variable,month,NÚMERO DE CICLOS ENTREGADOS 10 A 14,NÚMERO DE CICLOS ENTREGADOS 15 A 19,NÚMERO DE CICLOS ENTREGADOS 20 A 34,NÚMERO DE CICLOS ENTREGADOS 35 A 49,NÚMERO DE CICLOS ENTREGADOS 50 Y +,NÚMERO DE CICLOS ENTREGADOS < A 10,TOTALES
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,37,36,24,3,0,100
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,15,57,27,0,0,99
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,8,27,4,0,0,39
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,51,36,6,0,102
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,30,27,3,0,66
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,15,0,0,0,18
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,21,6,0,0,27
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,60,39,0,0,105
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,6,0,0,0,15
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,6,0,0,0,12
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,0,0,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,90,546,174,15,0,825
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,39,3,0,0,45
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,27,45,18,0,0,90
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,3,0,0,6
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,28,28,0,0,56
SANTIVAÑES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,0,0,0,9
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,12,3,0,0,18
SHINAOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,18,3,0,0,27
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,3,0,0,12
SICAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,6,0,0,12
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,75,60,0,0,141
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,12,0,0,15
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,15,0,0,27
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,42,240,78,0,0,360
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,6,0,0,21
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,0,0,0,9
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,0,0,0,3
TAHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,3,3,0,0,12
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,28,71,3,0,0,102
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,0,0,0,12
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,9,0,0,9
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,9,0,0,12
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,27,111,67,3,0,208
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,3,0,0,12
TEOPONTE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,3,0,6
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,6,0,0,15
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,102,12,0,0,117
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,5,52,24,0,0,81
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,12,6,0,0,18
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,3,0,6
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,3,0,0,0,6
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,9,0,0,15
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,18,9,0,0,30
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,15,6,0,0,24
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,6,0,0,6
TRIGAL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,6,0,0,0,6
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,5313,2931,414,78,8685,17421
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,24,37,6,0,73
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,0,0,0,0,0,3
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,24,6,0,0,33
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,9,0,0,24
URUBICHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,6,6,0,12
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,15,15,0,0,33
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,30,9,2,0,47
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,12,0,0,27
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,3,0,0,12
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,42,36,0,0,84
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,3,3,9,3,0,0,18
VILLA RIVERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,0,6,0,0,9
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,30,6,0,0,39
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,99,51,9,0,168
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,21,9,0,0,36
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,9,36,12,3,0,60
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,12,45,15,0,0,72
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,0,0,0,9
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,204,561,210,12,0,987
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,6,12,0,0,21
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,30,48,12,0,0,90
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,6,0,0,0,0,6
YANACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,0,3,0,0,3
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,3,33,39,0,0,75
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,3,6,0,0,9
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,9,0,0,0,9
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-06-01,0,0,15,0,0,0,15
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,6,0,0,0,6
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,9,0,0,0,9
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,30,21,0,0,51
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,12,0,0,0,15
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,0,0,0,0,3
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,9,0,0,0,9
ANTEQUERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,9,0,0,0,9
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,0,0,0,3
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,18,15,0,0,33
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,6,0,0,9
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,3,6,3,0,15
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,6,30,12,0,0,48
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,6,3,6,0,0,15
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,21,57,9,0,0,87
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,9,6,3,0,18
AUCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,6,0,0,9
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,6,9,0,0,15
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,78,15,0,0,102
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,12,3,0,0,15
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,12,6,0,0,18
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,1,2,2,0,0,5
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,3,6,15,0,0,0,24
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,30,21,0,0,51
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,9,3,0,0,12
BOYUIBE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,3,0,0,6
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,30,18,3,0,51
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,45,21,0,0,75
CAIROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,0,0,0,0,3
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,3,9,12,3,3,0,30
CAJUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,21,18,0,0,39
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,0,0,0,3
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,6,6,0,0,15
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,18,3,0,0,21
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,0,3,0,0,3
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,21,3,0,0,27
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,18,0,0,0,18
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,0,3,0,0,3
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,12,0,0,0,12
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,42,9,3,0,57
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,3,6,60,21,0,0,90
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,15,3,0,0,18
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,21,6,0,0,27
CHACARILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,0,0,0,3
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,36,30,0,0,75
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,30,6,0,0,39
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,6,60,30,3,0,99
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,12,3,0,0,15
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,57,27,3,0,96
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,0,0,0,3
CHUA COCANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,3,6,0,0,9
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,6,0,0,0,6
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,6,0,0,0,6
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,6,15,6,3,0,30
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,6,27,21,0,0,54
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,21,58,31,0,0,110
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,0,6,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,4,87,303,98,3,0,495
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,30,6,0,0,39
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,3,39,24,0,0,66
COLLANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,6,3,0,0,9
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,33,12,0,0,54
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,9,6,9,0,0,24
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,12,9,3,0,24
COLQUENCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de ciclos entregados,2024-07-01,0,0,24,3,0,0,27
