,group,variable,month,NÚMERO DE IMPLANTES RETIRADOS 10 A 14,NÚMERO DE IMPLANTES RETIRADOS 15 A 19,NÚMERO DE IMPLANTES RETIRADOS 20 A 34,NÚMERO DE IMPLANTES RETIRADOS 35 A 49,NÚMERO DE IMPLANTES RETIRADOS 50 Y +,NÚMERO DE IMPLANTES RETIRADOS < A 10,TOTALES
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,5,0,0,0,6
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,5,3,0,0,10
CARAPARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,1,0,0,2
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,4,0,0,6
CHARAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,6,4,0,0,10
CHAYANTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
CHIMORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,3,0,0,0,4
CHIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,1,0,0,4
CHUMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,2,0,0,5
CKOCHAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,3,0,0,0,4
CLIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
COBIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,6,36,4,0,0,46
COCAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,1,0,0,6
COCHABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,115,33,0,0,150
COLCAPIRHUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,16,1,0,0,19
"COLCHA ""K""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,2,0,0,4
COLOMI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,6,2,0,0,8
COLPA BELGICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,0,0,0,1
COLQUECHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
COLQUIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,1,0,0,4
COMARAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
CORIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
CORO CORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
COROICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,11,3,0,0,14
CORQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
COTAGAITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,7,2,0,0,10
COTOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CUATRO CAÑADAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
CUEVO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
CULPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,4,1,0,0,6
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
EL ALTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,9,91,27,0,0,127
EL PUENTE(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,8,0,0,0,9
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,17,2,0,0,19
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,8,1,0,0,9
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
EXALTACION,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,1,0,0,5
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,3,7,6,0,0,16
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,1,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,6,0,0,0,7
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,7,0,0,0,7
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,1,1,0,0,3
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
HUMANATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,8,3,0,0,11
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,7,2,0,0,10
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,19,2,0,0,23
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,63,12,0,0,75
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,1,0,0,0,2
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,3,4,0,0,8
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,4,70,2,0,0,76
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,1,0,0,5
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,0,0,0,1
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,4,0,0,0,5
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,3,0,0,8
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,1,0,0,2
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,8,3,0,0,11
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,3,7,0,0,11
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,0,0,0,3
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,1,1,0,0,3
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,1,1,0,0,3
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,56,24,0,0,82
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,8,2,0,0,12
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,1,0,0,3
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,0,0,0,5
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,5,1,0,0,7
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,6,3,0,0,10
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,2,0,0,2
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,1,0,0,6
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,3,0,0,6
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,3,2,0,0,7
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,2,5,0,0,8
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,0,0,0,3
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,5,0,0,0,5
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,46,4,0,0,52
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,5,1,0,0,7
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,3,1,0,0,6
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,1,0,0,1
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,1,0,0,2
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,21,2,0,0,24
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,2,0,0,6
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,22,5,0,0,27
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,0,0,0,1
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,3,3,2,0,0,8
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,3,0,0,0,3
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,16,30,5,0,0,51
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,2,54,5,0,0,61
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,1,0,0,0,1
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,0,0,1,0,1
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,2,0,0,6
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,2,0,0,6
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,2,0,0,0,2
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,4,0,0,0,4
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,3,0,0,0,4
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,1,0,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,0,9,1,0,0,10
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,16,1,0,0,18
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,0,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de implantes retirados,2024-08-01,0,1,6,0,0,0,7
