,group,variable,month,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 10 A 14,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 15 A 19,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 20 A 34,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 35 A 49,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS 50 Y +,INYECTABLE TRIMESTRAL: USUARIAS CONTINUAS < A 10,TOTALES
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,7,8,2,0,19
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,22,31,0,0,57
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,1,0,0,0,3
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,16,7,0,0,24
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,15,14,0,0,29
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,11,6,0,0,18
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,7,10,0,0,18
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,57,44,0,0,104
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,45,25,1,0,72
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,6,89,70,0,0,165
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,1,3,0,7
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,29,26,0,0,58
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,4,0,0,10
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,4,1,0,0,5
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,52,17,0,0,73
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,5,5,0,0,10
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,5,3,0,0,9
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,1,13,3,0,17
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,2,3,0,0,5
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,5,2,0,0,8
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,14,9,0,0,23
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,18,9,0,0,28
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,4,0,0,0,5
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,1,18,7,0,0,27
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,11,0,0,17
MINEROS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,4,15,7,0,0,27
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,32,8,0,0,43
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,10,5,0,0,15
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,8,14,0,0,22
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,30,27,0,0,61
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,20,23,6,0,51
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,7,6,2,0,17
MOROCHATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,14,18,0,0,35
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,11,5,0,0,18
NAZACARA DE PACAJES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,2,0,0,0,2
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,6,0,0,0,7
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,19,11,0,0,32
OKINAWA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,14,9,0,0,24
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,11,9,1,0,22
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,23,258,103,0,0,385
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,51,39,1,0,93
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,1,21,22,3,0,48
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,7,34,7,0,0,48
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,33,14,0,0,47
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,7,42,24,1,0,74
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,1,1,0,0,2
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,12,6,0,0,18
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,7,4,0,0,12
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,8,9,0,0,18
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,11,3,0,0,14
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,5,2,0,0,7
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,23,5,0,0,28
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,24,17,0,0,44
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,5,34,25,2,0,66
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,31,22,1,0,57
POOPO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,8,2,0,0,11
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,14,4,0,0,20
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,6,19,29,0,0,54
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,5,16,10,0,0,31
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,18,3,0,0,25
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,7,5,0,0,13
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,0,4,2,0,0,7
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,23,322,97,0,0,442
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,8,12,0,0,22
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,3,2,0,0,6
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,65,16,0,0,84
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,1,6,0,0,7
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,10,10,0,0,20
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,9,5,0,0,18
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,1,2,0,0,3
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,12,5,0,0,18
PUERTO RICO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,4,41,7,0,0,53
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,8,3,0,0,11
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,6,64,23,0,0,93
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,9,14,0,0,26
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,28,17,0,0,47
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,4,4,0,0,9
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,74,33,0,0,107
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,17,6,0,0,23
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,4,5,0,0,9
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,9,13,0,0,25
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,20,12,0,0,36
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,1,5,0,0,8
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,18,69,21,0,0,108
ROBORE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,16,1,0,0,17
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,2,12,21,14,2,0,51
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,5,2,0,0,8
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,107,56,2,0,169
SACABAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,6,0,0,9
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,12,10,0,0,23
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,2,5,1,0,0,8
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,8,0,0,14
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,11,10,1,0,23
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,4,1,0,0,6
SAN ANDRES DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,2,0,0,5
SAN ANTONIO DE ESMORUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,0,1,0,0,1
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,17,7,0,0,25
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,13,64,22,0,0,99
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,13,7,0,0,20
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,1,29,13,4,0,48
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,5,25,11,1,0,42
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,18,131,69,1,0,219
SAN JAVIER(STC),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,7,26,11,0,0,44
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,1,0,0,7
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,8,5,1,0,14
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,1,4,48,17,0,0,70
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,23,8,0,0,35
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,2,4,39,22,0,0,67
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,13,71,56,1,0,141
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,23,6,0,0,30
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,12,58,37,0,0,107
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,10,4,0,0,15
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,5,5,0,0,11
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,6,41,27,0,0,74
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,9,3,0,0,12
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,38,18,0,0,57
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,5,0,0,11
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,6,0,0,0,6
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,1,21,20,0,0,42
SAN RAMON BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,0,0,0,3
SAN RAMON SCZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,4,15,10,0,0,29
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,3,0,0,6
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,23,197,72,11,0,303
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,3,4,2,0,0,9
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,10,32,16,0,0,58
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,3,2,0,0,5
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",inyectable trimestral: usuarias continuas,2024-08-01,0,0,2,2,0,0,4
