,group,variable,month,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 10 A 14,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 15 A 19,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 20 A 34,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 35 A 49,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) 50 Y +,CONDÓN MASCULINO: USUARIAS (OS) NUEVAS (OS) < A 10,TOTALES
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,1,0,0,1
SABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,4,0,0,0,4
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,14,101,29,1,0,145
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,3,6,4,2,0,16
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,1,0,0,0,2
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,4,5,3,0,0,12
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,1,0,0,0,2
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,10,1,0,1,13
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,16,2,0,0,20
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,4,1,0,0,6
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,5,0,0,0,6
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,0,0,0,2
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,13,1,0,0,15
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,1,0,0,0,2
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,4,0,0,0,5
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,2,67,28,15,0,0,112
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,1,0,0,0,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,7,0,0,0,10
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,4,3,0,0,10
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,5,164,4,0,0,0,173
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,3,2,0,0,6
SAN PEDRO DE QUEMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,1,0,0,1
SAN PEDRO DE TIQUINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,3,1,0,0,4
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,2,3,0,0,0,0,5
SAN RAFAEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,4,0,1,0,5
SANTA ANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,30,438,822,117,59,0,1466
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,7,2,0,0,9
SANTA ROSA DEL SARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,6,0,0,0,7
SANTIAGO DE HUARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,1,0,0,1
SANTIAGO DE HUATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,3,2,0,0,6
SAPAHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,1,0,0,2
SENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,4,0,0,0,6
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,4,0,0,0,4
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,3,0,0,0,4
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,3,9,0,0,0,0,12
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,1,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,14,291,864,264,21,0,1454
TACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
TACACOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,3,0,0,5
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,5,3,0,0,0,8
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,0,1,0,3
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,16,6,1,0,0,24
TARACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,1,0,0,1
TARATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,1,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,31,477,239,3,0,750
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,16,6,0,0,0,23
TIAHUANACU,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,1,3,0,0,6
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,4,1,1,2,0,8
TIPUANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,1,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,35,7,0,0,45
TIRAQUE (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,3,2,0,0,7
TITO YUPANQUI (PARQUIPUJIO),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,0,0,0,2
TOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,3,0,0,0,3
TODOS SANTOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,0,0,1,0,1
TOLATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,0,0,0,2
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,5,1,0,0,9
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,3,34,26,10,1,0,74
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,0,0,0,0,1
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,8,1,0,0,10
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,352,114,17,3,0,486
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,11,9,5,2,0,27
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,4,4,0,0,9
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,4,0,0,0,4
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,0,1,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,4,0,0,0,5
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,9,5,0,0,15
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,19,20,12,0,0,52
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,1,0,0,0,3
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,24,47,7,1,0,79
VILLA TUNARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,12,4,0,0,17
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,5,3,0,0,0,8
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,5,1,0,0,9
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,5,17,3,0,0,25
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,16,2,3,0,0,22
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,4,4,0,0,0,8
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,2,0,0,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,13,5,1,0,20
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,3,3,2,0,0,8
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,1,13,1,1,0,16
YOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,2,0,0,0,2
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,5,3,0,0,0,9
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-06-01,1,31,10,7,0,0,49
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,2,0,0,0,0,2
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,0,1,0,0,2
ACHOCALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,4,1,0,0,6
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,3,4,0,0,0,7
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,1,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,3,6,1,0,0,10
ALTO BENI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,1,1,0,0,2
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,1,0,0,1
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,1,0,0,0,1
APOLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,2,0,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,1,2,0,3
ARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,4,0,0,0,4
ARBIETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,1,1,5,3,0,0,10
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,1,0,1,2,0,0,4
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,9,2,0,0,11
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,1,0,0,0,1
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,4,2,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,5,13,2,0,0,20
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,1,5,2,3,0,0,11
BATALLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,1,0,1,0,2
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,1,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,1,0,0,1
BELLA FLOR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,3,1,0,0,4
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,6,1,0,0,8
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,2,8,1,0,0,11
BOLIVAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,2,2,0,0,4
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,0,2,0,0,2
BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,1,1,0,0,3
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,2,0,0,0,2
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,12,3,0,0,16
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,3,2,0,0,5
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,7,26,16,5,1,0,55
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,2,5,2,1,0,10
CAMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,3,3,0,0,6
CAPINOTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,2,1,0,0,3
CAQUIAVIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,0,0,0,0,1
CARACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,1,0,1,0,0,2
CARANAVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,6,44,10,1,0,61
CARANGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,1,0,0,0,1
CARIPUYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,4,2,0,0,0,6
CARMEN RIVERO TORREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,2,5,1,0,0,8
CHALLAPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,3,9,1,0,0,13
CHAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",condon masculino: usuarias (os) nuevas (os),2024-07-01,0,0,4,0,1,0,5
