,group,variable,month,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 10 A 14,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 15 A 19,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 20 A 34,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 35 A 49,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN 50 Y +,NÚMERO DE VARONES QUE RECIBIERON ORIENTACIÓN EN ANTICONCEPCIÓN < A 10,TOTALES
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,81,66,15,6,0,0,168
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,6,2,0,0,0,9
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,0,1,0,1
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,115,39,3,4,0,161
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,2,15,8,2,0,27
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,9,2,1,1,0,13
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,1,0,0,2
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,7,4,1,0,0,12
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,1,0,0,1
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,2,7,4,2,0,0,15
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,72,208,147,30,0,0,457
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,2,9,4,1,0,16
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,10,23,2,0,0,35
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,2,2,1,0,6
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,1,0,0,2
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,0,0,0,1
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,3,6,1,2,0,0,12
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,4,2,0,0,6
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,20,11,12,0,0,44
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,0,5,4,3,0,13
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,4,3,0,0,0,7
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,0,0,0,1
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,35,55,25,0,0,115
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,0,0,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,2,0,0,0,2
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,32,55,25,5,0,0,117
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,0,0,0,1
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,1,0,0,2
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,0,0,0,1
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,4,7,4,2,0,0,17
SAN PEDRO DE CURAHUARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,1,0,0,2
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,1,2,0,0,4
SAN PEDRO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,2,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,43,301,111,98,0,553
SANTA ROSA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,2,0,0,0,3
SANTIAGO DE CALLAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,0,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,1,0,0,2
SOPACHUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,39,51,17,14,16,0,137
SORACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,148,227,224,47,4,7,657
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,4,1,1,0,0,6
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,31,68,4,5,0,0,108
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,9,51,24,1,0,85
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,29,54,15,5,0,0,103
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,1,0,0,2
TIQUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,3,2,0,0,0,5
TODOS SANTOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,7,3,0,0,0,10
TOLEDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,0,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,2,1,0,0,3
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,32,18,4,0,0,0,54
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,2,0,2,0,5
TOTORA(ORR),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,126,76,24,9,0,235
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,14,5,10,1,0,31
TURCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,0,1,0,0,1
UMALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,0,0,0,0,1
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,6,6,4,1,0,17
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,7,3,0,0,10
UYUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,24,7,9,0,0,41
VACAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,1,0,0,0,2
VALLEGRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,0,0,0,1
VIACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,5,1,0,0,0,7
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,37,19,0,0,0,0,56
VILLA MONTES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,2,3,1,0,0,7
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,0,1,0,0,0,2
VILLA SERRANO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,5,4,0,0,0,9
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,19,9,1,0,0,0,29
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,1,1,1,1,0,4
VINTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,1,0,0,1,0,0,2
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,13,6,0,0,0,19
WARNES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,26,87,33,4,0,150
YACO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,0,1,1,0,0,2
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,5,4,0,1,0,10
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,17,12,1,0,0,10,40
YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,3,32,12,0,0,47
YOTALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,22,18,15,3,0,0,58
YUNCHARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,0,2,1,0,0,0,3
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-08-01,52,33,8,0,0,3,96
ACACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,4,0,0,0,0,4
ACHACACHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,3,2,0,0,0,5
AIQUILE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
ALALAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
ALCALA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,7,5,1,0,0,0,13
ANCORAIMES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,1,0,0,2
ANZALDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,1,0,0,1
ARAMPAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,4,0,0,1,0,5
ARQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,15,8,3,0,26
ATOCHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,2,0,0,0,2
AYATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,2,0,0,3
AYO AYO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,4,0,0,0,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,16,8,10,0,0,34
AZURDUY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,27,26,2,1,0,0,56
BAURES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,1,0,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,0,0,0,1
BERMEJO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,6,5,1,0,12
BETANZOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,14,3,1,0,0,18
BOLPEBRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,0,2,0,0,2
CABEZAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,0,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,5,13,2,0,0,20
CALACOTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,0,1,1,0,0,2
CALAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,0,1,0,1,0,0,2
CAMARGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,35,39,5,3,0,0,82
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de varones que recibieron orientacion en anticoncepcion,2024-09-01,9,6,1,0,0,0,16
