,group,variable,month,NÚMERO DE CONDONES ENTREGADOS 10 A 14,NÚMERO DE CONDONES ENTREGADOS 15 A 19,NÚMERO DE CONDONES ENTREGADOS 20 A 34,NÚMERO DE CONDONES ENTREGADOS 35 A 49,NÚMERO DE CONDONES ENTREGADOS 50 Y +,NÚMERO DE CONDONES ENTREGADOS < A 10,TOTALES
EL TORNO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,624,396,192,0,0,1236
EL VILLAR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,192,180,72,156,0,600
ENTRE RIOS TRJ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,70,204,112,0,0,398
ENTRE RIOS CBBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,72,204,72,0,0,348
ESCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,36,24,0,0,84
ESCOMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,12,12,0,0,36
ESMERALDA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
EUCALIPTUS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
FERNANDEZ ALONSO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,51,31,0,0,82
FILADELFIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,36,60,60,0,0,0,156
GAIOC JATUN AYLLU YURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,34,12,0,0,46
GENERAL SAAVEDRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,23,0,0,0,0,23
GIA-TIM,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,24,0,0,24
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,36,0,0,96
GUANAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,12,0,0,36
GUAQUI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,12,0,0,12
GUAYARAMERIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,159,1656,566,114,0,2495
HUACARETA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,108,60,0,0,180
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,96,168,24,0,0,300
HUANUNI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,0,0,0,72
HUARINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,12,24,0,0,48
HUAYLLAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
ICHOCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,0,12,0,36
ICLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,36,372,264,36,0,0,708
INCAHUASI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,312,156,60,0,0,540
INGAVI (HUMAITA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,12,0,0,0,24
INQUISIVI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,156,48,0,0,216
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,108,48,0,0,168
IXIAMAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,12,12,0,60
JESUS DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,72,24,0,0,108
LA ASUNTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,84,48,0,0,144
LA GUARDIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,276,24,0,0,312
LA PAZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,474,8601,6075,210,0,15360
LA RIVERA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
LAGUNILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,0,48,12,0,72
LAJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,36,12,0,0,60
LAS CARRERAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
LICOMA PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,108,48,0,0,180
LLALLAGUA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,552,2484,336,0,0,3396
LLICA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,84,60,0,0,0,144
LORETO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,12,12,12,0,60
LURIBAY,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,48,12,0,72
MACHACAMARCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,0,0,0,12
MACHARETI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,180,324,24,0,0,528
MAGDALENA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,77,68,60,0,0,205
MAIRANA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,72,0,0,0,84
MALLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,84,0,0,0,0,84
MAPIRI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,36,12,0,0,60
MECAPACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,3,63,24,0,0,90
MIZQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,48,0,0,120
MOCOMOCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,112,24,0,0,136
MOJINETE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,12,0,0,12
MOJOCOYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,120,48,48,0,0,216
MONTEAGUDO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,180,620,192,36,0,1028
MONTERO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,12,12,0,48
MORO MORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,24,0,0,24
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,12,0,0,72
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,0,0,15,0,27
OCURI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,24,60,156,60,0,0,300
OMEREQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,12,0,0,36
ORURO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,60,252,3574,1924,144,0,5954
PADCAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,104,72,24,0,236
PADILLA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,216,132,36,0,396
PAILON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,84,36,0,192
PALCA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,48,72,24,12,0,156
PALOS BLANCOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,48,132,36,0,0,228
PAMPA AULLAGAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,0,0,0,24
PAMPA GRANDE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,0,0,0,0,12
PAPEL PAMPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,24,24,0,0,60
PASORAPA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,12,12,0,36
PATACAMAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,22,12,9,12,0,55
PAZÑA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,36,0,0,0,0,0,36
PELECHUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,12,0,0,72
POCOATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,252,180,84,0,0,516
POCONA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,96,48,0,0,180
POJO (CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,60,48,12,0,132
PORCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,72,36,0,0,108
POROMA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,48,456,216,204,0,0,924
PORONGO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,60,36,0,0,132
PORTACHUELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,84,12,0,0,96
PORVENIR,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,252,168,12,0,0,444
POSTRER VALLE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,24,0,0,0,36
POTOSI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,108,1044,384,0,0,1536
PRESTO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,228,396,108,0,0,732
PUCARA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,36,0,0,48
PUCARANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,132,84,36,24,0,288
PUERTO ACOSTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,72,36,0,0,108
PUERTO CARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,84,0,12,0,96
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,24,48,24,0,0,108
PUERTO PEREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,0,0,0,24
PUERTO QUIJARRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,72,26,0,0,134
PUERTO SUAREZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,228,192,180,108,12,0,720
PUERTO VILLARROEL,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,204,2172,468,120,0,2976
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,156,156,48,12,0,372
PUNATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,60,0,0,120
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,24,0,0,48
QUILLACOLLO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,60,543,276,0,0,879
QUIME,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,24,12,0,72
QUIRUSILLAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,36,0,0,0,36
RAQAYPAMPA(ETA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,96,60,24,0,0,180
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,48,24,60,0,0,132
REYES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,8,0,20,0,0,28
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,84,1465,1614,258,90,0,3511
RURRENABAQUE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,72,0,0,0,72
SACABA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,72,504,2054,472,12,0,3114
SACACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,36,108,48,12,0,204
SAIPINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,12,12,0,0,24
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,120,48,0,0,168
SAMAIPATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,37,0,0,0,37
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,60,48,0,0,108
SAN ANDRES,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,36,66,24,24,0,0,150
SAN ANTONIO DE LOMERIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,0,0,12,0,36
SAN BENITO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,12,0,0,12
SAN BORJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,145,48,12,0,229
SAN BUENA VENTURA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,96,48,0,0,156
SAN CARLOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,0,12,0,0,12
SAN IGNACIO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,48,48,0,0,120
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,113,36,0,0,161
SAN JOSE DE CHIQUITOS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,15,9,0,0,24
SAN JUAN DE YAPACANI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,24,60,24,0,0,108
SAN JULIAN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,72,216,48,0,0,336
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,12,24,0,0,0,36
SAN LORENZO(TJA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,32,92,88,0,0,212
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,144,756,648,108,36,0,1692
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,48,0,0,0,48
SAN MIGUEL DE VELASCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,12,24,96,48,0,0,180
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,24,12,0,0,36
SAN PEDRO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de condones entregados,2024-08-01,0,0,72,24,12,0,108
