,group,variable,month,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 10 A 14,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 15 A 19,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 20 A 34,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 35 A 49,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA 50 Y +,NÚMERO DE MUJERES CON PÍLDORA ANTICONCEPTIVA ORAL DE EMERGENCIA < A 10,TOTALES
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
PUNA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,2,0,0,0,3
QUIABAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,1,0,0,0,2
RAVELO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,3,0,0,4
RIBERALTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,4,4,2,1,0,11
SALINAS DE GARCI MENDOZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,0,1,0,0,1
SAN AGUSTIN,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
SAN JAVIER(BNI),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,2,1,0,0,4
SAN LORENZO(PND),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,2,1,0,0,3
SAN MATIAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
SAN PABLO DE LIPEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,1,1,0,0,0,3
SAN PEDRO DE MACHA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,4,0,0,0,4
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,3,12,6,0,0,21
SANTIAGO DE MACHACA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
SICA SICA (VILLA AROMA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,1,0,0,2
SORATA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
SUCRE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,3,3,0,0,6
TACOBAMBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,4,0,0,0,4
TACOPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
TAPACARI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
TARABUCO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,2,0,0,0,2
TARIJA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,4,14,6,0,0,24
TARVITA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,6,2,0,0,0,8
TINGUIPAYA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,0,1,0,0,1
TOMAVE,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,6,1,0,0,8
TOMINA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,1,0,0,0,0,1
TORO TORO,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,9,4,2,0,0,15
TOTORA(CBBA),"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,0,0,0,0,0,1
TRINIDAD,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,2,1,1,1,0,5
TUPIZA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,2,16,4,0,0,23
UNCIA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,0,0,0,0,0,1
VILLA CHARCAS,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,1,0,3,0,0,0,4
VILLAZON,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
VITICHI,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,6,4,0,0,0,10
YACUIBA,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
YAMPARAEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de cancer de cuello uterino y mama",numero de mujeres con pildora anticonceptiva oral de emergencia,2024-12-01,0,0,1,0,0,0,1
