,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,26,7,10,69
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,2,2,3,9
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,4,2,1,11
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,6,11,2,24
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,204,236,5,5,450
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,1,1,3
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,2,0,0,6
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,5,2,2,16
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,1,1,4
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,1,0,3
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,9,6,3,24
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,6,5,3,19
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,1,2,0,4
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,8,0,0,16
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,165,138,9,8,320
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,3,1,7
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,10,1,0,23
TIAHUANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,7,1,1,18
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,5,3,8,20
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,5,1,2,12
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,26,31,17,9,83
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,8,7,4,6,25
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,7,1,2,13
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,0,1,0,5
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,4,3,0,9
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,8,3,1,19
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,8,4,1,14
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,5,6,17
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,7,6,4,2,19
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,0,7
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,1,0,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,102,93,2,5,202
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,27,24,6,4,61
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,2,0,0,5
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,1,0,2,0,3
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,14,5,3,6,28
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,5,1,2,13
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,5,0,0,9
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,29,22,0,1,52
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,0,1,0,5
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,13,16,0,0,29
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,34,48,6,4,92
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,1,1,2
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,12,5,3,2,22
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,31,26,9,5,71
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,4,2,6
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,4,1,1,11
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,5,3,2,13
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,44,47,5,6,102
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,9,5,0,0,14
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,30,30,1,1,62
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,25,22,19,14,80
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,6,3,2,0,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,1,0,1,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,133,109,3,3,248
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,4,0,0,0,4
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,59,58,2,6,125
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,1,2,0,5
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,5,2,0,0,7
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,36,32,20,23,111
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,1,1,8
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,3,3,3,0,9
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,0,0,2,1,3
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-06-01,2,5,1,1,9
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,3,0,3,7
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,15,13,2,6,36
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,10,0,1,25
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,11,11,3,4,29
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,0,0,2,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,0,1,0,2
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,5,1,1,15
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,7,1,2,14
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,0,1
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,1,3,1,6
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,10,7,3,28
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,2,1,1,5
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,0,6,5,17
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,10,7,8,2,27
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,10,5,3,26
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,42,18,0,0,60
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,3,1,1,11
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,3,2,2,9
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,2,0,3,8
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,2,0,1,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,8,8,8,32
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,4,5,1,12
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,7,9,0,1,17
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,1,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,2,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,3,4
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,1,3,8
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,36,39,4,1,80
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,13,14,4,4,35
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,4,0,2,10
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,3,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,12,9,1,2,24
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,20,6,8,48
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,7,4,1,2,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,3,2,1,15
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,8,1,0,17
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,1,0,2
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,8,3,1,18
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,10,5,2,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,1,4
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,32,32,2,2,68
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,16,16,0,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,3,1,2,8
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,7,4,7,22
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,30,36,3,3,72
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,16,1,0,26
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,0,0,0,3
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,1,1,0,7
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,21,16,7,8,52
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,5,0,0,6
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,27,30,19,20,96
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,0,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,3,3,3,13
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,32,23,1,6,62
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,3,0,1,4
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,5,0,0,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,8,1,0,15
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,4,1,0,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,5,2,1,10
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,6,4,2,16
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,19,14,4,1,38
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,52,48,12,8,120
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,15,6,9,6,36
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,668,637,3,12,1320
COIPASA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,36,31,4,3,74
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,5,1,1,13
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,1,4
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,10,18,4,0,32
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,7,5,0,0,12
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,20,10,7,10,47
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,11,1,2,23
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,8,6,10,38
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,17,2,0,33
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,0,1
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,19,17,8,7,51
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,5,0,2,11
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,16,17,0,0,33
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,1,2,7
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,9,1,3,21
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,4,0,1,9
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,11,7,3,30
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,96,71,5,11,183
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,17,0,1,32
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,0,0,4
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,5,1,2,11
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,11,7,0,3,21
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,0,1
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,3,1,0,6
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,0,0,0,2
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,548,527,191,184,1450
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,1,4
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,3,0,1,8
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,4,1,1,9
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,62,44,4,2,112
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,3,0,1,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,12,14,0,3,29
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,37,30,10,10,87
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,4,2,9
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,4,2,1,10
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,0,3
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,0,1,1,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,11,6,1,24
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,1,5,0,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,18,19,1,1,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,4,1,0,9
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,9,0,3,26
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,3,1,0,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,42,34,1,2,79
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,0,1,2,9
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,4,7,0,4,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,2,1,0,3
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,13,11,9,6,39
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,7,0,2,11
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,4,0,0,7
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,1,1,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,1,0,0,4
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,0,0,3,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,3,0,0,4
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,3,2,2,12
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,5,3,0,11
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,0,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,5,2,0,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,11,8,1,0,20
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,8,0,1,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,4,0,5,14
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,35,21,2,5,63
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,96,121,3,3,223
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,494,477,13,11,995
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,3,1,5,15
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,7,3,3,22
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,1,0,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,3,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,25,27,21,24,97
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,1,0,0,2
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,1,0,0,4
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,6,0,0,11
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,1,0,1,3
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,3,6,0,0,9
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,10,19,1,2,32
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,13,6,0,0,19
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,15,18,0,0,33
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,8,7,1,1,17
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,14,33,2,1,50
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,20,11,6,4,41
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,4,4,12
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,1,4,1,2,8
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,11,19,2,0,32
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,150,125,5,5,285
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,1,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,4,7,4,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,0,2,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,0,0,4,0,4
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,5,5,2,3,15
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,10,15,2,1,28
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,2,2,1,1,6
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,257,245,8,8,518
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,9,9,4,1,23
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,6,6,0,2,14
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,21,20,4,9,54
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,13,14,5,5,37
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2019-07-01,20,28,5,3,56
