,group,variable,month,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTAL 3.4 CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
SAN AGUSTIN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,3,0,3,3
SAN ANDRES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,5,1,5,1,6
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,23,11,23,11,34
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,3,1,3,1,4
SAN BENITO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,45,10,45,10,55
SAN BORJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,6,7,6,13
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,8,8,8,8,16
SAN CARLOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,10,15,10,15,25
SAN IGNACIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,4,9,4,13
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,72,69,72,69,141
SAN JAVIER(BNI),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,0,1,0,1
SAN JAVIER(STC),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,10,7,10,17
SAN JOAQUIN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,17,3,17,3,20
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,1,0,1,1
SAN JULIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,200,64,200,64,264
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,3,6,3,6,9
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,44,19,44,19,63
SAN LUCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,14,7,14,7,21
SAN MATIAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,1,4,1,5
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,18,13,18,13,31
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,1,1,1,2
SAN PEDRO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,6,9,6,15
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,10,9,10,19
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,48,21,48,21,69
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,13,19,13,19,32
SAN RAFAEL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,6,4,6,4,10
SAN RAMON SCZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,4,2,4,6
SANTA ANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,6,1,6,1,7
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,855,593,855,593,1448
SANTA ROSA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,8,3,8,3,11
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,9,9,9,18
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,3,4,3,7
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,30,45,30,45,75
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,19,35,19,35,54
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,12,9,12,9,21
SANTIVAÑES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,8,7,8,15
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,6,7,6,13
SAPAHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,27,15,27,15,42
SENA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,0,7,0,7
SHINAOTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,5,5,5,5,10
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,36,20,36,20,56
SICAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,1,1,1,2
SIPE SIPE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,40,72,40,72,112
SOPACHUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,5,1,5,6
SORACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,2,4,2,6
SORATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,12,6,12,6,18
SUCRE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,310,289,310,289,599
TACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,1,0,1,1
TACACOMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,0,4,0,4
TACOBAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,5,2,5,7
TACOPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,11,4,11,15
TAHUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,2,0,2,2
TAPACARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,51,44,51,44,95
TARABUCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,23,9,23,9,32
TARACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,30,26,30,26,56
TARATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,44,37,44,37,81
TARIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,527,692,527,692,1219
TARVITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,6,10,6,10,16
TEOPONTE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,3,24,3,24,27
TIAWANACU,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,17,29,17,29,46
TINGUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,3,9,3,12
TIPUANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,3,4,3,7
TIQUIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,16,8,16,8,24
TIRAQUE (CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,90,89,90,89,179
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,0,1,0,1
TOCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,7,9,7,9,16
TODOS SANTOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,0,1,0,1
TOLATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,8,6,8,6,14
TOLEDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,2,1,2,3
TOMAVE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,17,30,17,30,47
TOMINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,20,0,20,0,20
TORO TORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,10,10,10,10,20
TOTORA(CBBA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,4,7,4,7,11
TOTORA(ORR),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,5,27,5,27,32
TRIGAL,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,9,3,9,3,12
TRINIDAD,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,91,83,91,83,174
TUPIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,34,40,34,40,74
TURCO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,16,13,16,13,29
UMALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,21,17,21,17,38
UNCIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,29,12,29,12,41
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,16,18,16,18,34
UYUNI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,21,11,21,11,32
VACAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,5,16,5,16,21
VALLEGRANDE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,13,21,13,21,34
VIACHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,32,44,32,44,76
VILA VILA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,1,0,1,0,1
VILLA CHARCAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,2,2,2,4
VILLA MONTES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,20,21,20,21,41
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,0,2,0,2
VILLA RIVERO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,2,0,2,2
VILLA SERRANO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,10,0,10,10
VILLA TUNARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,40,17,40,17,57
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,11,1,11,1,12
VILLAZON,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,12,23,12,23,35
VINTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,11,10,11,10,21
VITICHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,18,34,18,34,52
WALDO BALLIVIAN,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,14,0,14,14
WARNES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,53,32,53,32,85
YACO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,0,3,0,3,3
YACUIBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,56,51,56,51,107
YAMPARAEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,3,11,3,11,14
YANACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,23,28,23,28,51
YAPACANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,35,36,35,36,71
YOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,15,17,15,17,32
YOTALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,6,4,6,4,10
YUNCHARA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,13,2,13,15
ZUDAÑEZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-08-01,2,1,2,1,3
ACACIO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,3,2,3,2,5
ACHACACHI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,100,93,100,93,193
ACHOCALLA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,5,1,5,6
AIQUILE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,12,22,12,22,34
ALALAY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,0,3,0,3,3
ALCALA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,7,2,7,9
ALTO BENI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,0,4,0,4
ANCORAIMES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,10,12,10,12,22
ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,11,8,11,19
ANTEQUERA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,6,6,6,12
ANZALDO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,15,19,15,19,34
APOLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,2,2,2,4
ARAMPAMPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,5,22,5,22,27
ARANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,5,9,5,9,14
ARBIETO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,10,7,10,7,17
ARQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,3,1,3,1,4
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,11,31,11,31,42
ATOCHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,18,13,18,13,31
AUCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,0,3,0,3,3
AYATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,2,6,2,8
AYO AYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,0,6,0,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,25,10,25,10,35
AZURDUY,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,12,20,12,20,32
BATALLAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,16,19,16,19,35
BAURES,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,2,2,2,4
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,15,4,15,19
BELEN DE URMIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,5,2,5,2,7
BERMEJO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,34,60,34,60,94
BETANZOS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,30,8,30,38
BOLIVAR,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,10,2,10,12
BOLPEBRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,0,1,0,1
BOYUIBE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,3,1,3,1,4
BUENA VISTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,32,2,32,34
CABEZAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,7,7,7,14
CAIROMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,49,53,49,53,102
"CAIZA ""D""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,5,17,5,17,22
CAJUATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,10,6,10,6,16
CALACOTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,14,6,14,20
CALAMARCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,26,24,26,24,50
CAMARGO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,17,8,17,8,25
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,5,2,5,7
CAMIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,43,62,43,62,105
CAPINOTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,19,7,19,26
CAQUIAVIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,24,13,24,13,37
CARACOLLO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,22,21,22,21,43
CARANAVI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,14,6,14,20
CARAPARI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,3,2,3,5
CARIPUYO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,2,1,2,3
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,1,1,1,2
CHALLAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,66,35,66,35,101
CHAQUI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,9,4,9,13
CHARAGUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,14,25,14,25,39
CHARAÑA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,4,4,4,8
CHAYANTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,27,40,27,40,67
CHIMORE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,0,6,0,6
CHIPAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,1,4,1,5
CHOQUE COTA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,5,6,5,11
CHUA COCANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,5,11,5,11,16
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,1,1,1,2
CHUMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,34,28,34,28,62
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,12,17,12,17,29
CKOCHAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,10,11,10,11,21
CLIZA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,21,75,21,75,96
COBIJA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,67,63,67,63,130
COCAPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,17,4,17,21
COCHABAMBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,441,400,441,400,841
COIPASA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,8,7,8,15
COLCAPIRHUA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,29,21,29,21,50
"COLCHA ""K""",atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,12,20,12,20,32
COLLANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,2,4,2,6
COLOMI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,15,7,15,22
COLPA BELGICA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,0,1,0,1
COLQUECHACA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,27,45,27,45,72
COLQUENCHA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,27,18,27,18,45
COLQUIRI,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,1,1,1,2
COMANCHE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,10,3,10,3,13
COMARAPA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,27,22,27,22,49
COMBAYA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,2,2,2,2,4
CONCEPCION,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,18,7,18,25
COPACABANA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,76,47,76,47,123
CORIPATA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,0,1,0,1,1
CORO CORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,12,6,12,6,18
COROICO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,26,16,26,16,42
CORQUE,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,11,18,11,18,29
COTAGAITA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,48,64,48,64,112
COTOCA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,15,4,15,19
CUATRO CAÑADAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,24,14,24,14,38
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,1,2,1,2,3
CUEVO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,4,6,4,6,10
CULPINA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,11,36,11,36,47
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,18,1,18,1,19
CURVA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,3,27,3,27,30
DESAGUADERO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,28,32,28,32,60
EL ALTO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,250,195,250,195,445
EL CHORO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,11,19,11,19,30
EL PUENTE(STC),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,22,7,22,7,29
EL PUENTE(TJA),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,9,14,9,14,23
EL TORNO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,71,56,71,56,127
EL VILLAR,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,3,1,3,1,4
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,7,8,7,15
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,8,8,8,16
ESCOMA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,6,8,6,8,14
EUCALIPTUS,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,7,7,7,14
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,7,10,7,10,17
FILADELFIA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,0,1,0,1,1
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,2,8,2,10
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas de 60 anos y mas,2014-09-01,8,20,8,20,28
