,group,variable,month,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTAL 3.9 PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
PALCA,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
PALOS BLANCOS,atencion odontologica, periodoncias,2014-08-01,3,2,3,2,5
PASORAPA,atencion odontologica, periodoncias,2014-08-01,2,0,2,0,2
PATACAMAYA,atencion odontologica, periodoncias,2014-08-01,3,3,3,3,6
PAZÑA,atencion odontologica, periodoncias,2014-08-01,2,1,2,1,3
PELECHUCO,atencion odontologica, periodoncias,2014-08-01,0,4,0,4,4
POCOATA,atencion odontologica, periodoncias,2014-08-01,3,13,3,13,16
POCONA,atencion odontologica, periodoncias,2014-08-01,5,9,5,9,14
POJO (CBBA),atencion odontologica, periodoncias,2014-08-01,9,31,9,31,40
POOPO,atencion odontologica, periodoncias,2014-08-01,3,4,3,4,7
PORCO,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
POROMA,atencion odontologica, periodoncias,2014-08-01,0,9,0,9,9
PORONGO,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
PORTACHUELO,atencion odontologica, periodoncias,2014-08-01,2,3,2,3,5
PORVENIR,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
POTOSI,atencion odontologica, periodoncias,2014-08-01,43,80,43,80,123
PRESTO,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-08-01,1,3,1,3,4
PUERTO GONZALO MORENO,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
PUERTO PEREZ,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
PUERTO RICO,atencion odontologica, periodoncias,2014-08-01,1,18,1,18,19
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-08-01,3,30,3,30,33
PUNA,atencion odontologica, periodoncias,2014-08-01,4,4,4,4,8
PUNATA,atencion odontologica, periodoncias,2014-08-01,22,21,22,21,43
QUILLACOLLO,atencion odontologica, periodoncias,2014-08-01,119,128,119,128,247
QUIME,atencion odontologica, periodoncias,2014-08-01,5,3,5,3,8
RAVELO,atencion odontologica, periodoncias,2014-08-01,2,7,2,7,9
REYES,atencion odontologica, periodoncias,2014-08-01,4,12,4,12,16
RIBERALTA,atencion odontologica, periodoncias,2014-08-01,39,51,39,51,90
ROBORE,atencion odontologica, periodoncias,2014-08-01,1,3,1,3,4
RURRENABAQUE,atencion odontologica, periodoncias,2014-08-01,3,7,3,7,10
SABAYA,atencion odontologica, periodoncias,2014-08-01,2,6,2,6,8
SACABA,atencion odontologica, periodoncias,2014-08-01,62,109,62,109,171
SACABAMBA,atencion odontologica, periodoncias,2014-08-01,2,7,2,7,9
SAIPINA,atencion odontologica, periodoncias,2014-08-01,2,2,2,2,4
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-08-01,0,4,0,4,4
SAMAIPATA,atencion odontologica, periodoncias,2014-08-01,3,7,3,7,10
SAN AGUSTIN,atencion odontologica, periodoncias,2014-08-01,1,7,1,7,8
SAN ANDRES,atencion odontologica, periodoncias,2014-08-01,3,6,3,6,9
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-08-01,5,4,5,4,9
SAN ANTONIO DE ESMORUCO,atencion odontologica, periodoncias,2014-08-01,1,3,1,3,4
SAN BENITO,atencion odontologica, periodoncias,2014-08-01,6,8,6,8,14
SAN BORJA,atencion odontologica, periodoncias,2014-08-01,0,22,0,22,22
SAN BUENA VENTURA,atencion odontologica, periodoncias,2014-08-01,0,4,0,4,4
SAN CARLOS,atencion odontologica, periodoncias,2014-08-01,4,5,4,5,9
SAN IGNACIO,atencion odontologica, periodoncias,2014-08-01,4,7,4,7,11
SAN IGNACIO DE VELASCO,atencion odontologica, periodoncias,2014-08-01,1,6,1,6,7
SAN JAVIER(STC),atencion odontologica, periodoncias,2014-08-01,3,4,3,4,7
SAN JOAQUIN,atencion odontologica, periodoncias,2014-08-01,3,0,3,0,3
SAN JULIAN,atencion odontologica, periodoncias,2014-08-01,12,49,12,49,61
SAN LORENZO(PND),atencion odontologica, periodoncias,2014-08-01,0,7,0,7,7
SAN LORENZO(TJA),atencion odontologica, periodoncias,2014-08-01,3,3,3,3,6
SAN LUCAS,atencion odontologica, periodoncias,2014-08-01,1,6,1,6,7
SAN MATIAS,atencion odontologica, periodoncias,2014-08-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,atencion odontologica, periodoncias,2014-08-01,0,6,0,6,6
SAN PEDRO,atencion odontologica, periodoncias,2014-08-01,5,9,5,9,14
SAN PEDRO DE BUENA VISTA,atencion odontologica, periodoncias,2014-08-01,2,3,2,3,5
SAN RAFAEL,atencion odontologica, periodoncias,2014-08-01,2,6,2,6,8
SAN RAMON SCZ,atencion odontologica, periodoncias,2014-08-01,3,4,3,4,7
SANTA CRUZ DE LA SIERRA,atencion odontologica, periodoncias,2014-08-01,676,1372,676,1372,2048
SANTA ROSA,atencion odontologica, periodoncias,2014-08-01,11,18,11,18,29
SANTA ROSA DEL SARA,atencion odontologica, periodoncias,2014-08-01,1,8,1,8,9
SANTIAGO DE HUARI,atencion odontologica, periodoncias,2014-08-01,14,20,14,20,34
SANTIAGO DE HUATA,atencion odontologica, periodoncias,2014-08-01,2,2,2,2,4
SANTIVAÑES,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica, periodoncias,2014-08-01,1,4,1,4,5
SAPAHAQUI,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
SENA,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
SHINAOTA,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
SICA SICA (VILLA AROMA),atencion odontologica, periodoncias,2014-08-01,1,0,1,0,1
SIPE SIPE,atencion odontologica, periodoncias,2014-08-01,1,29,1,29,30
SORACACHI,atencion odontologica, periodoncias,2014-08-01,0,6,0,6,6
SORATA,atencion odontologica, periodoncias,2014-08-01,3,0,3,0,3
SUCRE,atencion odontologica, periodoncias,2014-08-01,264,334,264,334,598
TACACHI,atencion odontologica, periodoncias,2014-08-01,1,5,1,5,6
TAHUA,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
TAPACARI,atencion odontologica, periodoncias,2014-08-01,10,13,10,13,23
TARABUCO,atencion odontologica, periodoncias,2014-08-01,0,10,0,10,10
TARATA,atencion odontologica, periodoncias,2014-08-01,15,19,15,19,34
TARIJA,atencion odontologica, periodoncias,2014-08-01,199,295,199,295,494
TARVITA,atencion odontologica, periodoncias,2014-08-01,0,8,0,8,8
TEOPONTE,atencion odontologica, periodoncias,2014-08-01,1,1,1,1,2
TIAWANACU,atencion odontologica, periodoncias,2014-08-01,3,11,3,11,14
TINGUIPAYA,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
TIQUIPAYA,atencion odontologica, periodoncias,2014-08-01,4,57,4,57,61
TIRAQUE (CBBA),atencion odontologica, periodoncias,2014-08-01,3,4,3,4,7
TOCO,atencion odontologica, periodoncias,2014-08-01,3,5,3,5,8
TOLATA,atencion odontologica, periodoncias,2014-08-01,3,5,3,5,8
TOLEDO,atencion odontologica, periodoncias,2014-08-01,3,3,3,3,6
TOMAVE,atencion odontologica, periodoncias,2014-08-01,2,3,2,3,5
TOMINA,atencion odontologica, periodoncias,2014-08-01,21,41,21,41,62
TORO TORO,atencion odontologica, periodoncias,2014-08-01,1,13,1,13,14
TOTORA(CBBA),atencion odontologica, periodoncias,2014-08-01,1,8,1,8,9
TOTORA(ORR),atencion odontologica, periodoncias,2014-08-01,0,5,0,5,5
TRIGAL,atencion odontologica, periodoncias,2014-08-01,1,0,1,0,1
TRINIDAD,atencion odontologica, periodoncias,2014-08-01,43,67,43,67,110
TUPIZA,atencion odontologica, periodoncias,2014-08-01,23,35,23,35,58
TURCO,atencion odontologica, periodoncias,2014-08-01,0,1,0,1,1
UMALA,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
UNCIA,atencion odontologica, periodoncias,2014-08-01,3,5,3,5,8
URIONDO (A. CONCEPCION),atencion odontologica, periodoncias,2014-08-01,1,8,1,8,9
URUBICHA,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
UYUNI,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
VACAS,atencion odontologica, periodoncias,2014-08-01,1,2,1,2,3
VALLEGRANDE,atencion odontologica, periodoncias,2014-08-01,3,11,3,11,14
VIACHA,atencion odontologica, periodoncias,2014-08-01,20,26,20,26,46
VILA VILA,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
VILLA CHARCAS,atencion odontologica, periodoncias,2014-08-01,1,2,1,2,3
VILLA MONTES,atencion odontologica, periodoncias,2014-08-01,45,49,45,49,94
VILLA NUEVA (LOMA ALTA),atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
VILLA RIVERO,atencion odontologica, periodoncias,2014-08-01,1,9,1,9,10
VILLA SERRANO,atencion odontologica, periodoncias,2014-08-01,1,16,1,16,17
VILLA TUNARI,atencion odontologica, periodoncias,2014-08-01,5,20,5,20,25
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, periodoncias,2014-08-01,3,4,3,4,7
VILLAZON,atencion odontologica, periodoncias,2014-08-01,2,4,2,4,6
VINTO,atencion odontologica, periodoncias,2014-08-01,4,24,4,24,28
VITICHI,atencion odontologica, periodoncias,2014-08-01,1,6,1,6,7
WARNES,atencion odontologica, periodoncias,2014-08-01,7,30,7,30,37
YACUIBA,atencion odontologica, periodoncias,2014-08-01,38,48,38,48,86
YAMPARAEZ,atencion odontologica, periodoncias,2014-08-01,0,16,0,16,16
YANACACHI,atencion odontologica, periodoncias,2014-08-01,3,2,3,2,5
YAPACANI,atencion odontologica, periodoncias,2014-08-01,10,36,10,36,46
YOCALLA,atencion odontologica, periodoncias,2014-08-01,2,1,2,1,3
YUNCHARA,atencion odontologica, periodoncias,2014-08-01,4,8,4,8,12
ZUDAÑEZ,atencion odontologica, periodoncias,2014-08-01,0,2,0,2,2
ACHACACHI,atencion odontologica, periodoncias,2014-09-01,12,12,12,12,24
ACHOCALLA,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
AIQUILE,atencion odontologica, periodoncias,2014-09-01,11,27,11,27,38
ALCALA,atencion odontologica, periodoncias,2014-09-01,6,9,6,9,15
ANCORAIMES,atencion odontologica, periodoncias,2014-09-01,0,7,0,7,7
ANDAMARCA,atencion odontologica, periodoncias,2014-09-01,2,2,2,2,4
ANTEQUERA,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
ANZALDO,atencion odontologica, periodoncias,2014-09-01,3,9,3,9,12
ARAMPAMPA,atencion odontologica, periodoncias,2014-09-01,1,8,1,8,9
ARANI,atencion odontologica, periodoncias,2014-09-01,1,6,1,6,7
ARBIETO,atencion odontologica, periodoncias,2014-09-01,0,14,0,14,14
ARQUE,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica, periodoncias,2014-09-01,8,14,8,14,22
ATOCHA,atencion odontologica, periodoncias,2014-09-01,17,29,17,29,46
AYATA,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
AYO AYO,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, periodoncias,2014-09-01,6,8,6,8,14
AZURDUY,atencion odontologica, periodoncias,2014-09-01,2,0,2,0,2
BELEN DE ANDAMARCA,atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
BELEN DE URMIRI,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
BELLA FLOR,atencion odontologica, periodoncias,2014-09-01,1,0,1,0,1
BERMEJO,atencion odontologica, periodoncias,2014-09-01,18,39,18,39,57
BETANZOS,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
BOLIVAR,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
BOLPEBRA,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
BOYUIBE,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
BUENA VISTA,atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
CABEZAS,atencion odontologica, periodoncias,2014-09-01,35,40,35,40,75
CAIROMA,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
"CAIZA ""D""",atencion odontologica, periodoncias,2014-09-01,0,5,0,5,5
CAJUATA,atencion odontologica, periodoncias,2014-09-01,0,14,0,14,14
CALACOTO,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
CALAMARCA,atencion odontologica, periodoncias,2014-09-01,2,4,2,4,6
CAMARGO,atencion odontologica, periodoncias,2014-09-01,4,9,4,9,13
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, periodoncias,2014-09-01,5,10,5,10,15
CAMIRI,atencion odontologica, periodoncias,2014-09-01,7,45,7,45,52
CAPINOTA,atencion odontologica, periodoncias,2014-09-01,12,17,12,17,29
CARACOLLO,atencion odontologica, periodoncias,2014-09-01,8,7,8,7,15
CARANAVI,atencion odontologica, periodoncias,2014-09-01,36,54,36,54,90
CARAPARI,atencion odontologica, periodoncias,2014-09-01,5,8,5,8,13
CARIPUYO,atencion odontologica, periodoncias,2014-09-01,2,5,2,5,7
CARMEN RIVERO TORREZ,atencion odontologica, periodoncias,2014-09-01,11,18,11,18,29
CHALLAPATA,atencion odontologica, periodoncias,2014-09-01,6,15,6,15,21
CHARAGUA,atencion odontologica, periodoncias,2014-09-01,10,15,10,15,25
CHAYANTA,atencion odontologica, periodoncias,2014-09-01,3,3,3,3,6
CHIMORE,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
CHOQUE COTA,atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
CHUA COCANI,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, periodoncias,2014-09-01,29,19,29,19,48
CHUMA,atencion odontologica, periodoncias,2014-09-01,4,5,4,5,9
CKOCHAS,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
CLIZA,atencion odontologica, periodoncias,2014-09-01,5,38,5,38,43
COBIJA,atencion odontologica, periodoncias,2014-09-01,13,37,13,37,50
COCAPATA,atencion odontologica, periodoncias,2014-09-01,4,18,4,18,22
COCHABAMBA,atencion odontologica, periodoncias,2014-09-01,732,1171,732,1171,1903
COIPASA,atencion odontologica, periodoncias,2014-09-01,2,6,2,6,8
COLCAPIRHUA,atencion odontologica, periodoncias,2014-09-01,2,22,2,22,24
"COLCHA ""K""",atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
COLLANA,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
COLOMI,atencion odontologica, periodoncias,2014-09-01,1,21,1,21,22
COLQUECHACA,atencion odontologica, periodoncias,2014-09-01,7,13,7,13,20
COLQUENCHA,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
COLQUIRI,atencion odontologica, periodoncias,2014-09-01,8,9,8,9,17
COMANCHE,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
COMARAPA,atencion odontologica, periodoncias,2014-09-01,3,18,3,18,21
COMBAYA,atencion odontologica, periodoncias,2014-09-01,2,3,2,3,5
CONCEPCION,atencion odontologica, periodoncias,2014-09-01,1,4,1,4,5
COPACABANA,atencion odontologica, periodoncias,2014-09-01,6,2,6,2,8
CORIPATA,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
CORO CORO,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
COROICO,atencion odontologica, periodoncias,2014-09-01,6,1,6,1,7
COTAGAITA,atencion odontologica, periodoncias,2014-09-01,22,19,22,19,41
COTOCA,atencion odontologica, periodoncias,2014-09-01,2,2,2,2,4
CUATRO CAÑADAS,atencion odontologica, periodoncias,2014-09-01,1,8,1,8,9
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
CUEVO,atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
CULPINA,atencion odontologica, periodoncias,2014-09-01,0,30,0,30,30
CURAHUARA DE CARANGAS,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
DESAGUADERO,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
EL ALTO,atencion odontologica, periodoncias,2014-09-01,259,460,259,460,719
EL CHORO,atencion odontologica, periodoncias,2014-09-01,2,3,2,3,5
EL PUENTE(STC),atencion odontologica, periodoncias,2014-09-01,2,0,2,0,2
EL PUENTE(TJA),atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
EL TORNO,atencion odontologica, periodoncias,2014-09-01,12,49,12,49,61
EL VILLAR,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
ENTRE RIOS TRJ,atencion odontologica, periodoncias,2014-09-01,4,5,4,5,9
ENTRE RIOS CBBA,atencion odontologica, periodoncias,2014-09-01,0,39,0,39,39
EUCALIPTUS,atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
FERNANDEZ ALONSO,atencion odontologica, periodoncias,2014-09-01,2,3,2,3,5
FILADELFIA,atencion odontologica, periodoncias,2014-09-01,1,0,1,0,1
GENERAL SAAVEDRA,atencion odontologica, periodoncias,2014-09-01,1,6,1,6,7
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, periodoncias,2014-09-01,9,11,9,11,20
GUANAY,atencion odontologica, periodoncias,2014-09-01,3,8,3,8,11
GUAQUI,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
GUAYARAMERIN,atencion odontologica, periodoncias,2014-09-01,24,75,24,75,99
GUTIERREZ,atencion odontologica, periodoncias,2014-09-01,1,9,1,9,10
HUACAYA (VILLA DE HUACAYA),atencion odontologica, periodoncias,2014-09-01,0,4,0,4,4
HUANUNI,atencion odontologica, periodoncias,2014-09-01,12,16,12,16,28
HUATAJATA,atencion odontologica, periodoncias,2014-09-01,1,3,1,3,4
HUAYLLAMARCA,atencion odontologica, periodoncias,2014-09-01,3,3,3,3,6
HUMANATA,atencion odontologica, periodoncias,2014-09-01,6,8,6,8,14
ICHOCA,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
ICLA,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica, periodoncias,2014-09-01,2,3,2,3,5
JESUS DE MACHACA,atencion odontologica, periodoncias,2014-09-01,2,19,2,19,21
LA ASUNTA,atencion odontologica, periodoncias,2014-09-01,4,4,4,4,8
LA GUARDIA,atencion odontologica, periodoncias,2014-09-01,0,28,0,28,28
LA PAZ,atencion odontologica, periodoncias,2014-09-01,623,1014,623,1014,1637
LAJA,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
LLALLAGUA,atencion odontologica, periodoncias,2014-09-01,7,33,7,33,40
MACHACAMARCA,atencion odontologica, periodoncias,2014-09-01,0,5,0,5,5
MAGDALENA,atencion odontologica, periodoncias,2014-09-01,5,6,5,6,11
MAIRANA,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
MAPIRI,atencion odontologica, periodoncias,2014-09-01,3,14,3,14,17
MECAPACA,atencion odontologica, periodoncias,2014-09-01,2,6,2,6,8
MINEROS,atencion odontologica, periodoncias,2014-09-01,2,0,2,0,2
MIZQUE,atencion odontologica, periodoncias,2014-09-01,1,6,1,6,7
MOJOCOYA,atencion odontologica, periodoncias,2014-09-01,2,1,2,1,3
MONTEAGUDO,atencion odontologica, periodoncias,2014-09-01,6,18,6,18,24
MONTERO,atencion odontologica, periodoncias,2014-09-01,19,35,19,35,54
MOROCHATA,atencion odontologica, periodoncias,2014-09-01,3,27,3,27,30
OCURI,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
OKINAWA,atencion odontologica, periodoncias,2014-09-01,0,5,0,5,5
OMEREQUE,atencion odontologica, periodoncias,2014-09-01,3,3,3,3,6
ORURO,atencion odontologica, periodoncias,2014-09-01,267,290,267,290,557
PADCAYA,atencion odontologica, periodoncias,2014-09-01,4,7,4,7,11
PADILLA,atencion odontologica, periodoncias,2014-09-01,2,6,2,6,8
PAILON,atencion odontologica, periodoncias,2014-09-01,2,3,2,3,5
PALCA,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
PALOS BLANCOS,atencion odontologica, periodoncias,2014-09-01,1,10,1,10,11
PAMPA AULLAGAS,atencion odontologica, periodoncias,2014-09-01,3,2,3,2,5
PAMPA GRANDE,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
PAPEL PAMPA,atencion odontologica, periodoncias,2014-09-01,1,4,1,4,5
PATACAMAYA,atencion odontologica, periodoncias,2014-09-01,3,10,3,10,13
PAZÑA,atencion odontologica, periodoncias,2014-09-01,4,2,4,2,6
PELECHUCO,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
POCOATA,atencion odontologica, periodoncias,2014-09-01,1,15,1,15,16
POCONA,atencion odontologica, periodoncias,2014-09-01,11,9,11,9,20
POJO (CBBA),atencion odontologica, periodoncias,2014-09-01,10,26,10,26,36
POOPO,atencion odontologica, periodoncias,2014-09-01,1,3,1,3,4
PORCO,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
POROMA,atencion odontologica, periodoncias,2014-09-01,1,12,1,12,13
PORONGO,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
PORTACHUELO,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
POSTRER VALLE,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
POTOSI,atencion odontologica, periodoncias,2014-09-01,52,102,52,102,154
PRESTO,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
PUCARANI,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
PUERTO ACOSTA,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica, periodoncias,2014-09-01,7,8,7,8,15
PUERTO GONZALO MORENO,atencion odontologica, periodoncias,2014-09-01,0,1,0,1,1
PUERTO QUIJARRO,atencion odontologica, periodoncias,2014-09-01,2,4,2,4,6
PUERTO RICO,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
PUERTO SUAREZ,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
PUERTO VILLARROEL,atencion odontologica, periodoncias,2014-09-01,5,30,5,30,35
PUNA,atencion odontologica, periodoncias,2014-09-01,1,3,1,3,4
PUNATA,atencion odontologica, periodoncias,2014-09-01,18,26,18,26,44
QUILLACOLLO,atencion odontologica, periodoncias,2014-09-01,80,162,80,162,242
QUIME,atencion odontologica, periodoncias,2014-09-01,5,1,5,1,6
QUIRUSILLAS,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
RAVELO,atencion odontologica, periodoncias,2014-09-01,2,7,2,7,9
REYES,atencion odontologica, periodoncias,2014-09-01,7,9,7,9,16
RIBERALTA,atencion odontologica, periodoncias,2014-09-01,14,103,14,103,117
ROBORE,atencion odontologica, periodoncias,2014-09-01,0,3,0,3,3
RURRENABAQUE,atencion odontologica, periodoncias,2014-09-01,1,1,1,1,2
SACABA,atencion odontologica, periodoncias,2014-09-01,27,73,27,73,100
SACABAMBA,atencion odontologica, periodoncias,2014-09-01,1,6,1,6,7
SALINAS DE GARCI MENDOZA,atencion odontologica, periodoncias,2014-09-01,2,2,2,2,4
SAMAIPATA,atencion odontologica, periodoncias,2014-09-01,2,4,2,4,6
SAN AGUSTIN,atencion odontologica, periodoncias,2014-09-01,1,2,1,2,3
SAN ANDRES,atencion odontologica, periodoncias,2014-09-01,2,7,2,7,9
SAN ANDRES DE MACHACA,atencion odontologica, periodoncias,2014-09-01,0,6,0,6,6
SAN ANTONIO DE ESMORUCO,atencion odontologica, periodoncias,2014-09-01,0,2,0,2,2
