,group,variable,month,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTAL 3.5 CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
MOCOMOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
MOJOCOYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,29,0,29,29
MONTEAGUDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,176,0,176,176
MONTERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,129,0,129,129
MORO MORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
MOROCHATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,77,0,77,77
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
OCURI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,16,0,16,16
OKINAWA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
OMEREQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
ORURO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,369,0,369,369
PADCAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4,0,4,4
PADILLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,53,0,53,53
PAILON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,69,0,69,69
PALCA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,44,0,44,44
PALOS BLANCOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,86,0,86,86
PAMPA AULLAGAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
PAMPA GRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,19,0,19,19
PAPEL PAMPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,57,0,57,57
PASORAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,26,0,26,26
PATACAMAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,52,0,52,52
PAZÑA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
PELECHUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,26,0,26,26
POCOATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,106,0,106,106
POCONA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,31,0,31,31
POJO (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,48,0,48,48
POOPO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,32,0,32,32
PORCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,34,0,34,34
POROMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,101,0,101,101
PORONGO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,41,0,41,41
PORTACHUELO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,24,0,24,24
PORVENIR,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,21,0,21,21
POSTRER VALLE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
POTOSI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,678,0,678,678
PRESTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,44,0,44,44
PUCARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
PUCARANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,43,0,43,43
PUERTO ACOSTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,25,0,25,25
PUERTO CARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
PUERTO GONZALO MORENO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
PUERTO PEREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,10,0,10,10
PUERTO QUIJARRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,36,0,36,36
PUERTO RICO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
PUERTO SILES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
PUERTO SUAREZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,86,0,86,86
PUERTO VILLARROEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,82,0,82,82
PUNA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,63,0,63,63
PUNATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,92,0,92,92
QUIABAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
QUILLACOLLO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,572,0,572,572
QUIME,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,25,0,25,25
QUIRUSILLAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,5,0,5,5
RAVELO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
REYES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
RIBERALTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,223,0,223,223
ROBORE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,5,0,5,5
RURRENABAQUE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,28,0,28,28
SABAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
SACABA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,401,0,401,401
SACABAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
SACACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
SAIPINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,106,0,106,106
SAMAIPATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,40,0,40,40
SAN ANDRES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,15,0,15,15
SAN BENITO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,49,0,49,49
SAN BORJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,42,0,42,42
SAN BUENA VENTURA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
SAN CARLOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,91,0,91,91
SAN IGNACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,40,0,40,40
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,35,0,35,35
SAN JAVIER(STC),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
SAN JULIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,190,0,190,190
SAN LORENZO(PND),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,10,0,10,10
SAN LUCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,103,0,103,103
SAN MATIAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,27,0,27,27
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
SAN PEDRO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,40,0,40,40
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
SAN RAMON SCZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,16,0,16,16
SANTA ANA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,67,0,67,67
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,4174,0,4174,4174
SANTA ROSA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,20,0,20,20
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,5,0,5,5
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
SANTIVAÑES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,14,0,14,14
SAPAHAQUI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,34,0,34,34
SENA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
SHINAOTA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,95,0,95,95
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
SICAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
SIPE SIPE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,147,0,147,147
SOPACHUY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,78,0,78,78
SORACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,12,0,12,12
SORATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,85,0,85,85
SUCRE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1683,0,1683,1683
TACACOMA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
TACOBAMBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
TACOPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,23,0,23,23
TAHUA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,2,0,2,2
TAPACARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,75,0,75,75
TARABUCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,66,0,66,66
TARACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,62,0,62,62
TARATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,59,0,59,59
TARIJA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,322,0,322,322
TARVITA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,54,0,54,54
TEOPONTE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,45,0,45,45
TIAWANACU,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,63,0,63,63
TINGUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,11,0,11,11
TIPUANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,19,0,19,19
TIQUIPAYA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,537,0,537,537
TIRAQUE (CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,32,0,32,32
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
TOCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,39,0,39,39
TOLATA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
TOLEDO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
TOMAVE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,38,0,38,38
TOMINA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,73,0,73,73
TORO TORO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,32,0,32,32
TOTORA(CBBA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,8,0,8,8
TOTORA(ORR),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,40,0,40,40
TRIGAL,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
TRINIDAD,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,241,0,241,241
TUPIZA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,69,0,69,69
TURCO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,13,0,13,13
UMALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,3,0,3,3
UNCIA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,19,0,19,19
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
URUBICHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,52,0,52,52
UYUNI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,17,0,17,17
VACAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,9,0,9,9
VALLEGRANDE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,43,0,43,43
VIACHA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,89,0,89,89
VILA VILA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,12,0,12,12
VILLA CHARCAS,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,56,0,56,56
VILLA MONTES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,59,0,59,59
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
VILLA RIVERO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,95,0,95,95
VILLA SERRANO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,42,0,42,42
VILLA TUNARI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,312,0,312,312
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,64,0,64,64
VILLAZON,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,106,0,106,106
VINTO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,177,0,177,177
VITICHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,21,0,21,21
WALDO BALLIVIAN,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,7,0,7,7
WARNES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,169,0,169,169
YACO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,1,0,1,1
YACUIBA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,24,0,24,24
YAMPARAEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,58,0,58,58
YANACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,6,0,6,6
YAPACANI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,203,0,203,203
YOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,22,0,22,22
YOTALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,71,0,71,71
YUNCHARA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,18,0,18,18
ZUDAÑEZ,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-07-01,0,45,0,45,45
ACACIO,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,29,0,29,29
ACHACACHI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,200,0,200,200
ACHOCALLA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,38,0,38,38
AIQUILE,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,99,0,99,99
ALALAY,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,10,0,10,10
ALCALA,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,25,0,25,25
ALTO BENI,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,3,0,3,3
ANCORAIMES,atencion odontologica, consultas nuevas a mujer embarazada o puerpera,2014-08-01,0,9,0,9,9
