,group,variable,month,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTAL 312 OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
SAN LORENZO(PND),atencion odontologica,otras acciones,2014-06-01,0.0,2.0,0.0,2.0,2.0
SAN LORENZO(TJA),atencion odontologica,otras acciones,2014-06-01,167.0,547.0,167.0,547.0,714.0
SAN LUCAS,atencion odontologica,otras acciones,2014-06-01,42.0,113.0,42.0,113.0,155.0
SAN MATIAS,atencion odontologica,otras acciones,2014-06-01,7.0,14.0,7.0,14.0,21.0
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2014-06-01,27.0,89.0,27.0,89.0,116.0
SAN PABLO DE LIPEZ,atencion odontologica,otras acciones,2014-06-01,5.0,1.0,5.0,1.0,6.0
SAN PEDRO,atencion odontologica,otras acciones,2014-06-01,35.0,48.0,35.0,48.0,83.0
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2014-06-01,11.0,23.0,11.0,23.0,34.0
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2014-06-01,0.0,7.0,0.0,7.0,7.0
SAN PEDRO DE QUEMES,atencion odontologica,otras acciones,2014-06-01,4.0,3.0,4.0,3.0,7.0
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2014-06-01,8.0,12.0,8.0,12.0,20.0
SAN RAFAEL,atencion odontologica,otras acciones,2014-06-01,2.0,6.0,2.0,6.0,8.0
SANTA ANA,atencion odontologica,otras acciones,2014-06-01,54.0,65.0,54.0,65.0,119.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2014-06-01,596.0,1037.0,596.0,1037.0,1633.0
SANTA ROSA,atencion odontologica,otras acciones,2014-06-01,1.0,2.0,1.0,2.0,3.0
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2014-06-01,1.0,3.0,1.0,3.0,4.0
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2014-06-01,3.0,8.0,3.0,8.0,11.0
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2014-06-01,43.0,65.0,43.0,65.0,108.0
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2014-06-01,4.0,4.0,4.0,4.0,8.0
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2014-06-01,2.0,7.0,2.0,7.0,9.0
SANTIVAÑES,atencion odontologica,otras acciones,2014-06-01,10.0,13.0,10.0,13.0,23.0
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2014-06-01,27.0,21.0,27.0,21.0,48.0
SENA,atencion odontologica,otras acciones,2014-06-01,0.0,3.0,0.0,3.0,3.0
SHINAOTA,atencion odontologica,otras acciones,2014-06-01,38.0,46.0,38.0,46.0,84.0
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2014-06-01,16.0,38.0,16.0,38.0,54.0
SICAYA,atencion odontologica,otras acciones,2014-06-01,2.0,3.0,2.0,3.0,5.0
SIPE SIPE,atencion odontologica,otras acciones,2014-06-01,7.0,19.0,7.0,19.0,26.0
SOPACHUY,atencion odontologica,otras acciones,2014-06-01,100.0,109.0,100.0,109.0,209.0
SORACACHI,atencion odontologica,otras acciones,2014-06-01,36.0,40.0,36.0,40.0,76.0
SORATA,atencion odontologica,otras acciones,2014-06-01,13.0,24.0,13.0,24.0,37.0
SUCRE,atencion odontologica,otras acciones,2014-06-01,853.0,1335.0,853.0,1335.0,2188.0
TACACHI,atencion odontologica,otras acciones,2014-06-01,1.0,2.0,1.0,2.0,3.0
TACOBAMBA,atencion odontologica,otras acciones,2014-06-01,6.0,9.0,6.0,9.0,15.0
TACOPAYA,atencion odontologica,otras acciones,2014-06-01,1.0,1.0,1.0,1.0,2.0
TAHUA,atencion odontologica,otras acciones,2014-06-01,0.0,5.0,0.0,5.0,5.0
TAPACARI,atencion odontologica,otras acciones,2014-06-01,24.0,48.0,24.0,48.0,72.0
TARABUCO,atencion odontologica,otras acciones,2014-06-01,15.0,28.0,15.0,28.0,43.0
TARACO,atencion odontologica,otras acciones,2014-06-01,27.0,24.0,27.0,24.0,51.0
TARATA,atencion odontologica,otras acciones,2014-06-01,6.0,40.0,6.0,40.0,46.0
TARIJA,atencion odontologica,otras acciones,2014-06-01,1131.0,2158.0,1131.0,2158.0,3289.0
TARVITA,atencion odontologica,otras acciones,2014-06-01,62.0,138.0,62.0,138.0,200.0
TEOPONTE,atencion odontologica,otras acciones,2014-06-01,1.0,2.0,1.0,2.0,3.0
TIAWANACU,atencion odontologica,otras acciones,2014-06-01,49.0,107.0,49.0,107.0,156.0
TINGUIPAYA,atencion odontologica,otras acciones,2014-06-01,17.0,43.0,17.0,43.0,60.0
TIPUANI,atencion odontologica,otras acciones,2014-06-01,7.0,15.0,7.0,15.0,22.0
TIQUIPAYA,atencion odontologica,otras acciones,2014-06-01,82.0,151.0,82.0,151.0,233.0
TIRAQUE (CBBA),atencion odontologica,otras acciones,2014-06-01,49.0,101.0,49.0,101.0,150.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2014-06-01,3.0,1.0,3.0,1.0,4.0
TOCO,atencion odontologica,otras acciones,2014-06-01,28.0,12.0,28.0,12.0,40.0
TOLATA,atencion odontologica,otras acciones,2014-06-01,15.0,95.0,15.0,95.0,110.0
TOMAVE,atencion odontologica,otras acciones,2014-06-01,28.0,101.0,28.0,101.0,129.0
TOMINA,atencion odontologica,otras acciones,2014-06-01,130.0,191.0,130.0,191.0,321.0
TORO TORO,atencion odontologica,otras acciones,2014-06-01,39.0,88.0,39.0,88.0,127.0
TOTORA(CBBA),atencion odontologica,otras acciones,2014-06-01,1.0,0.0,1.0,0.0,1.0
TOTORA(ORR),atencion odontologica,otras acciones,2014-06-01,30.0,36.0,30.0,36.0,66.0
TRINIDAD,atencion odontologica,otras acciones,2014-06-01,69.0,180.0,69.0,180.0,249.0
TUPIZA,atencion odontologica,otras acciones,2014-06-01,41.0,73.0,41.0,73.0,114.0
TURCO,atencion odontologica,otras acciones,2014-06-01,14.0,10.0,14.0,10.0,24.0
UMALA,atencion odontologica,otras acciones,2014-06-01,0.0,1.0,0.0,1.0,1.0
UNCIA,atencion odontologica,otras acciones,2014-06-01,45.0,51.0,45.0,51.0,96.0
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2014-06-01,75.0,134.0,75.0,134.0,209.0
URUBICHA,atencion odontologica,otras acciones,2014-06-01,14.0,10.0,14.0,10.0,24.0
UYUNI,atencion odontologica,otras acciones,2014-06-01,15.0,25.0,15.0,25.0,40.0
VACAS,atencion odontologica,otras acciones,2014-06-01,19.0,23.0,19.0,23.0,42.0
VALLEGRANDE,atencion odontologica,otras acciones,2014-06-01,58.0,89.0,58.0,89.0,147.0
VIACHA,atencion odontologica,otras acciones,2014-06-01,106.0,143.0,106.0,143.0,249.0
VILA VILA,atencion odontologica,otras acciones,2014-06-01,2.0,7.0,2.0,7.0,9.0
VILLA CHARCAS,atencion odontologica,otras acciones,2014-06-01,16.0,23.0,16.0,23.0,39.0
VILLA MONTES,atencion odontologica,otras acciones,2014-06-01,198.0,350.0,198.0,350.0,548.0
VILLA NUEVA (LOMA ALTA),atencion odontologica,otras acciones,2014-06-01,0.0,2.0,0.0,2.0,2.0
VILLA RIVERO,atencion odontologica,otras acciones,2014-06-01,2.0,5.0,2.0,5.0,7.0
VILLA SERRANO,atencion odontologica,otras acciones,2014-06-01,71.0,113.0,71.0,113.0,184.0
VILLA TUNARI,atencion odontologica,otras acciones,2014-06-01,11.0,14.0,11.0,14.0,25.0
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2014-06-01,67.0,64.0,67.0,64.0,131.0
VINTO,atencion odontologica,otras acciones,2014-06-01,35.0,37.0,35.0,37.0,72.0
VITICHI,atencion odontologica,otras acciones,2014-06-01,25.0,69.0,25.0,69.0,94.0
WALDO BALLIVIAN,atencion odontologica,otras acciones,2014-06-01,0.0,1.0,0.0,1.0,1.0
WARNES,atencion odontologica,otras acciones,2014-06-01,35.0,53.0,35.0,53.0,88.0
YACO,atencion odontologica,otras acciones,2014-06-01,10.0,13.0,10.0,13.0,23.0
YACUIBA,atencion odontologica,otras acciones,2014-06-01,65.0,49.0,65.0,49.0,114.0
YAMPARAEZ,atencion odontologica,otras acciones,2014-06-01,38.0,87.0,38.0,87.0,125.0
YAPACANI,atencion odontologica,otras acciones,2014-06-01,23.0,40.0,23.0,40.0,63.0
YOCALLA,atencion odontologica,otras acciones,2014-06-01,62.0,54.0,62.0,54.0,116.0
YOTALA,atencion odontologica,otras acciones,2014-06-01,18.0,40.0,18.0,40.0,58.0
YUNCHARA,atencion odontologica,otras acciones,2014-06-01,12.0,27.0,12.0,27.0,39.0
ZUDAÑEZ,atencion odontologica,otras acciones,2014-06-01,10.0,22.0,10.0,22.0,32.0
ACACIO,atencion odontologica,otras acciones,2014-07-01,3.0,3.0,3.0,3.0,6.0
ACHACACHI,atencion odontologica,otras acciones,2014-07-01,165.0,185.0,165.0,185.0,350.0
ACHOCALLA,atencion odontologica,otras acciones,2014-07-01,15.0,23.0,15.0,23.0,38.0
AIQUILE,atencion odontologica,otras acciones,2014-07-01,31.0,34.0,31.0,34.0,65.0
ALALAY,atencion odontologica,otras acciones,2014-07-01,1.0,5.0,1.0,5.0,6.0
ALCALA,atencion odontologica,otras acciones,2014-07-01,22.0,44.0,22.0,44.0,66.0
ALTO BENI,atencion odontologica,otras acciones,2014-07-01,3.0,3.0,3.0,3.0,6.0
ANCORAIMES,atencion odontologica,otras acciones,2014-07-01,9.0,5.0,9.0,5.0,14.0
ANDAMARCA,atencion odontologica,otras acciones,2014-07-01,17.0,25.0,17.0,25.0,42.0
ANTEQUERA,atencion odontologica,otras acciones,2014-07-01,23.0,32.0,23.0,32.0,55.0
ANZALDO,atencion odontologica,otras acciones,2014-07-01,4.0,5.0,4.0,5.0,9.0
APOLO,atencion odontologica,otras acciones,2014-07-01,3.0,5.0,3.0,5.0,8.0
ARAMPAMPA,atencion odontologica,otras acciones,2014-07-01,4.0,5.0,4.0,5.0,9.0
ARANI,atencion odontologica,otras acciones,2014-07-01,13.0,10.0,13.0,10.0,23.0
ARBIETO,atencion odontologica,otras acciones,2014-07-01,6.0,20.0,6.0,20.0,26.0
ARQUE,atencion odontologica,otras acciones,2014-07-01,5.0,15.0,5.0,15.0,20.0
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2014-07-01,15.0,0.0,15.0,0.0,15.0
ATOCHA,atencion odontologica,otras acciones,2014-07-01,80.0,118.0,80.0,118.0,198.0
AYATA,atencion odontologica,otras acciones,2014-07-01,3.0,5.0,3.0,5.0,8.0
AYO AYO,atencion odontologica,otras acciones,2014-07-01,13.0,25.0,13.0,25.0,38.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2014-07-01,22.0,38.0,22.0,38.0,60.0
AZURDUY,atencion odontologica,otras acciones,2014-07-01,38.0,37.0,38.0,37.0,75.0
BATALLAS,atencion odontologica,otras acciones,2014-07-01,2.0,7.0,2.0,7.0,9.0
BAURES,atencion odontologica,otras acciones,2014-07-01,30.0,9.0,30.0,9.0,39.0
BELEN DE ANDAMARCA,atencion odontologica,otras acciones,2014-07-01,17.0,26.0,17.0,26.0,43.0
BELEN DE URMIRI,atencion odontologica,otras acciones,2014-07-01,1.0,1.0,1.0,1.0,2.0
BERMEJO,atencion odontologica,otras acciones,2014-07-01,89.0,147.0,89.0,147.0,236.0
BOLIVAR,atencion odontologica,otras acciones,2014-07-01,7.0,3.0,7.0,3.0,10.0
BOLPEBRA,atencion odontologica,otras acciones,2014-07-01,9.0,4.0,9.0,4.0,13.0
BUENA VISTA,atencion odontologica,otras acciones,2014-07-01,10.0,41.0,10.0,41.0,51.0
CABEZAS,atencion odontologica,otras acciones,2014-07-01,32.0,47.0,32.0,47.0,79.0
CAIROMA,atencion odontologica,otras acciones,2014-07-01,2.0,9.0,2.0,9.0,11.0
"CAIZA ""D""",atencion odontologica,otras acciones,2014-07-01,20.0,65.0,20.0,65.0,85.0
CAJUATA,atencion odontologica,otras acciones,2014-07-01,8.0,8.0,8.0,8.0,16.0
CALACOTO,atencion odontologica,otras acciones,2014-07-01,5.0,5.0,5.0,5.0,10.0
CALAMARCA,atencion odontologica,otras acciones,2014-07-01,89.0,101.0,89.0,101.0,190.0
CAMARGO,atencion odontologica,otras acciones,2014-07-01,88.0,197.0,88.0,197.0,285.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2014-07-01,23.0,46.0,23.0,46.0,69.0
CAMIRI,atencion odontologica,otras acciones,2014-07-01,48.0,84.0,48.0,84.0,132.0
CAPINOTA,atencion odontologica,otras acciones,2014-07-01,27.0,39.0,27.0,39.0,66.0
CAQUIAVIRI,atencion odontologica,otras acciones,2014-07-01,16.0,25.0,16.0,25.0,41.0
CARACOLLO,atencion odontologica,otras acciones,2014-07-01,109.0,230.0,109.0,230.0,339.0
CARANAVI,atencion odontologica,otras acciones,2014-07-01,51.0,61.0,51.0,61.0,112.0
CARAPARI,atencion odontologica,otras acciones,2014-07-01,51.0,107.0,51.0,107.0,158.0
CARIPUYO,atencion odontologica,otras acciones,2014-07-01,30.0,31.0,30.0,31.0,61.0
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2014-07-01,5.0,8.0,5.0,8.0,13.0
CHALLAPATA,atencion odontologica,otras acciones,2014-07-01,102.0,119.0,102.0,119.0,221.0
CHAQUI,atencion odontologica,otras acciones,2014-07-01,21.0,23.0,21.0,23.0,44.0
CHARAGUA,atencion odontologica,otras acciones,2014-07-01,2.0,10.0,2.0,10.0,12.0
CHARAÑA,atencion odontologica,otras acciones,2014-07-01,0.0,1.0,0.0,1.0,1.0
CHAYANTA,atencion odontologica,otras acciones,2014-07-01,45.0,56.0,45.0,56.0,101.0
CHIMORE,atencion odontologica,otras acciones,2014-07-01,13.0,24.0,13.0,24.0,37.0
CHIPAYA,atencion odontologica,otras acciones,2014-07-01,5.0,21.0,5.0,21.0,26.0
CHOQUE COTA,atencion odontologica,otras acciones,2014-07-01,13.0,14.0,13.0,14.0,27.0
CHUA COCANI,atencion odontologica,otras acciones,2014-07-01,7.0,18.0,7.0,18.0,25.0
CHUMA,atencion odontologica,otras acciones,2014-07-01,7.0,20.0,7.0,20.0,27.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,otras acciones,2014-07-01,25.0,64.0,25.0,64.0,89.0
CKOCHAS,atencion odontologica,otras acciones,2014-07-01,35.0,58.0,35.0,58.0,93.0
CLIZA,atencion odontologica,otras acciones,2014-07-01,83.0,137.0,83.0,137.0,220.0
COBIJA,atencion odontologica,otras acciones,2014-07-01,214.0,337.0,214.0,337.0,551.0
COCAPATA,atencion odontologica,otras acciones,2014-07-01,17.0,30.0,17.0,30.0,47.0
COCHABAMBA,atencion odontologica,otras acciones,2014-07-01,2411.0,2980.0,2411.0,2980.0,5391.0
COIPASA,atencion odontologica,otras acciones,2014-07-01,3.0,3.0,3.0,3.0,6.0
COLCAPIRHUA,atencion odontologica,otras acciones,2014-07-01,33.0,67.0,33.0,67.0,100.0
"COLCHA ""K""",atencion odontologica,otras acciones,2014-07-01,25.0,50.0,25.0,50.0,75.0
COLLANA,atencion odontologica,otras acciones,2014-07-01,21.0,13.0,21.0,13.0,34.0
COLOMI,atencion odontologica,otras acciones,2014-07-01,4.0,7.0,4.0,7.0,11.0
COLQUECHACA,atencion odontologica,otras acciones,2014-07-01,95.0,130.0,95.0,130.0,225.0
COLQUENCHA,atencion odontologica,otras acciones,2014-07-01,13.0,29.0,13.0,29.0,42.0
COLQUIRI,atencion odontologica,otras acciones,2014-07-01,55.0,72.0,55.0,72.0,127.0
COMANCHE,atencion odontologica,otras acciones,2014-07-01,9.0,10.0,9.0,10.0,19.0
COMARAPA,atencion odontologica,otras acciones,2014-07-01,7.0,10.0,7.0,10.0,17.0
COPACABANA,atencion odontologica,otras acciones,2014-07-01,86.0,52.0,86.0,52.0,138.0
CORO CORO,atencion odontologica,otras acciones,2014-07-01,9.0,11.0,9.0,11.0,20.0
CORQUE,atencion odontologica,otras acciones,2014-07-01,13.0,12.0,13.0,12.0,25.0
COTAGAITA,atencion odontologica,otras acciones,2014-07-01,50.0,90.0,50.0,90.0,140.0
CUATRO CAÑADAS,atencion odontologica,otras acciones,2014-07-01,115.0,114.0,115.0,114.0,229.0
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2014-07-01,0.0,1.0,0.0,1.0,1.0
CUEVO,atencion odontologica,otras acciones,2014-07-01,16.0,81.0,16.0,81.0,97.0
CULPINA,atencion odontologica,otras acciones,2014-07-01,81.0,113.0,81.0,113.0,194.0
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2014-07-01,29.0,53.0,29.0,53.0,82.0
CURVA,atencion odontologica,otras acciones,2014-07-01,7.0,11.0,7.0,11.0,18.0
DESAGUADERO,atencion odontologica,otras acciones,2014-07-01,5.0,7.0,5.0,7.0,12.0
EL ALTO,atencion odontologica,otras acciones,2014-07-01,1487.0,1988.0,1487.0,1988.0,3475.0
EL CHORO,atencion odontologica,otras acciones,2014-07-01,6.0,12.0,6.0,12.0,18.0
EL PUENTE(STC),atencion odontologica,otras acciones,2014-07-01,12.0,18.0,12.0,18.0,30.0
EL PUENTE(TJA),atencion odontologica,otras acciones,2014-07-01,91.0,187.0,91.0,187.0,278.0
EL TORNO,atencion odontologica,otras acciones,2014-07-01,173.0,298.0,173.0,298.0,471.0
EL VILLAR,atencion odontologica,otras acciones,2014-07-01,6.0,35.0,6.0,35.0,41.0
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2014-07-01,27.0,119.0,27.0,119.0,146.0
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2014-07-01,54.0,106.0,54.0,106.0,160.0
ESCOMA,atencion odontologica,otras acciones,2014-07-01,2.0,3.0,2.0,3.0,5.0
EUCALIPTUS,atencion odontologica,otras acciones,2014-07-01,10.0,25.0,10.0,25.0,35.0
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2014-07-01,21.0,23.0,21.0,23.0,44.0
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2014-07-01,5.0,20.0,5.0,20.0,25.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2014-07-01,28.0,19.0,28.0,19.0,47.0
GUAQUI,atencion odontologica,otras acciones,2014-07-01,26.0,25.0,26.0,25.0,51.0
GUAYARAMERIN,atencion odontologica,otras acciones,2014-07-01,24.0,39.0,24.0,39.0,63.0
GUTIERREZ,atencion odontologica,otras acciones,2014-07-01,12.0,9.0,12.0,9.0,21.0
HUACARETA,atencion odontologica,otras acciones,2014-07-01,1.0,6.0,1.0,6.0,7.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2014-07-01,18.0,35.0,18.0,35.0,53.0
HUACHACALLA,atencion odontologica,otras acciones,2014-07-01,12.0,21.0,12.0,21.0,33.0
HUANUNI,atencion odontologica,otras acciones,2014-07-01,31.0,78.0,31.0,78.0,109.0
HUATAJATA,atencion odontologica,otras acciones,2014-07-01,13.0,16.0,13.0,16.0,29.0
HUAYLLAMARCA,atencion odontologica,otras acciones,2014-07-01,36.0,89.0,36.0,89.0,125.0
HUMANATA,atencion odontologica,otras acciones,2014-07-01,12.0,9.0,12.0,9.0,21.0
ICHOCA,atencion odontologica,otras acciones,2014-07-01,5.0,6.0,5.0,6.0,11.0
ICLA,atencion odontologica,otras acciones,2014-07-01,12.0,53.0,12.0,53.0,65.0
INCAHUASI,atencion odontologica,otras acciones,2014-07-01,70.0,117.0,70.0,117.0,187.0
INGAVI (HUMAITA),atencion odontologica,otras acciones,2014-07-01,10.0,6.0,10.0,6.0,16.0
INQUISIVI,atencion odontologica,otras acciones,2014-07-01,3.0,3.0,3.0,3.0,6.0
IXIAMAS,atencion odontologica,otras acciones,2014-07-01,34.0,56.0,34.0,56.0,90.0
JESUS DE MACHACA,atencion odontologica,otras acciones,2014-07-01,11.0,20.0,11.0,20.0,31.0
LA GUARDIA,atencion odontologica,otras acciones,2014-07-01,30.0,43.0,30.0,43.0,73.0
LA PAZ,atencion odontologica,otras acciones,2014-07-01,2085.0,2778.0,2085.0,2778.0,4863.0
LAJA,atencion odontologica,otras acciones,2014-07-01,5.0,6.0,5.0,6.0,11.0
LAS CARRERAS,atencion odontologica,otras acciones,2014-07-01,2.0,3.0,2.0,3.0,5.0
LICOMA PAMPA,atencion odontologica,otras acciones,2014-07-01,5.0,16.0,5.0,16.0,21.0
LLALLAGUA,atencion odontologica,otras acciones,2014-07-01,11.0,72.0,11.0,72.0,83.0
LLICA,atencion odontologica,otras acciones,2014-07-01,51.0,46.0,51.0,46.0,97.0
MACHACAMARCA,atencion odontologica,otras acciones,2014-07-01,31.0,46.0,31.0,46.0,77.0
MACHARETI,atencion odontologica,otras acciones,2014-07-01,37.0,84.0,37.0,84.0,121.0
MAGDALENA,atencion odontologica,otras acciones,2014-07-01,8.0,12.0,8.0,12.0,20.0
MAIRANA,atencion odontologica,otras acciones,2014-07-01,15.0,14.0,15.0,14.0,29.0
MAPIRI,atencion odontologica,otras acciones,2014-07-01,8.0,27.0,8.0,27.0,35.0
MECAPACA,atencion odontologica,otras acciones,2014-07-01,9.0,21.0,9.0,21.0,30.0
MINEROS,atencion odontologica,otras acciones,2014-07-01,85.0,87.0,85.0,87.0,172.0
MIZQUE,atencion odontologica,otras acciones,2014-07-01,44.0,23.0,44.0,23.0,67.0
MOCOMOCO,atencion odontologica,otras acciones,2014-07-01,6.0,7.0,6.0,7.0,13.0
MOJOCOYA,atencion odontologica,otras acciones,2014-07-01,13.0,11.0,13.0,11.0,24.0
MONTEAGUDO,atencion odontologica,otras acciones,2014-07-01,136.0,210.0,136.0,210.0,346.0
MONTERO,atencion odontologica,otras acciones,2014-07-01,29.0,50.0,29.0,50.0,79.0
MORO MORO,atencion odontologica,otras acciones,2014-07-01,1.0,0.0,1.0,0.0,1.0
MOROCHATA,atencion odontologica,otras acciones,2014-07-01,37.0,70.0,37.0,70.0,107.0
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2014-07-01,2.0,5.0,2.0,5.0,7.0
OCURI,atencion odontologica,otras acciones,2014-07-01,21.0,10.0,21.0,10.0,31.0
OMEREQUE,atencion odontologica,otras acciones,2014-07-01,21.0,49.0,21.0,49.0,70.0
ORURO,atencion odontologica,otras acciones,2014-07-01,1048.0,1713.0,1048.0,1713.0,2761.0
PADCAYA,atencion odontologica,otras acciones,2014-07-01,9.0,9.0,9.0,9.0,18.0
PADILLA,atencion odontologica,otras acciones,2014-07-01,29.0,30.0,29.0,30.0,59.0
PAILON,atencion odontologica,otras acciones,2014-07-01,16.0,19.0,16.0,19.0,35.0
PALCA,atencion odontologica,otras acciones,2014-07-01,6.0,11.0,6.0,11.0,17.0
PALOS BLANCOS,atencion odontologica,otras acciones,2014-07-01,21.0,24.0,21.0,24.0,45.0
PAMPA AULLAGAS,atencion odontologica,otras acciones,2014-07-01,17.0,27.0,17.0,27.0,44.0
PAMPA GRANDE,atencion odontologica,otras acciones,2014-07-01,12.0,17.0,12.0,17.0,29.0
PAPEL PAMPA,atencion odontologica,otras acciones,2014-07-01,13.0,27.0,13.0,27.0,40.0
PASORAPA,atencion odontologica,otras acciones,2014-07-01,6.0,4.0,6.0,4.0,10.0
PATACAMAYA,atencion odontologica,otras acciones,2014-07-01,58.0,101.0,58.0,101.0,159.0
PAZÑA,atencion odontologica,otras acciones,2014-07-01,25.0,48.0,25.0,48.0,73.0
POCOATA,atencion odontologica,otras acciones,2014-07-01,31.0,60.0,31.0,60.0,91.0
POCONA,atencion odontologica,otras acciones,2014-07-01,23.0,45.0,23.0,45.0,68.0
POJO (CBBA),atencion odontologica,otras acciones,2014-07-01,32.0,47.0,32.0,47.0,79.0
POOPO,atencion odontologica,otras acciones,2014-07-01,85.0,140.0,85.0,140.0,225.0
PORCO,atencion odontologica,otras acciones,2014-07-01,20.0,45.0,20.0,45.0,65.0
POROMA,atencion odontologica,otras acciones,2014-07-01,53.0,115.0,53.0,115.0,168.0
PORONGO,atencion odontologica,otras acciones,2014-07-01,1.0,4.0,1.0,4.0,5.0
PORTACHUELO,atencion odontologica,otras acciones,2014-07-01,19.0,40.0,19.0,40.0,59.0
PORVENIR,atencion odontologica,otras acciones,2014-07-01,20.0,34.0,20.0,34.0,54.0
POSTRER VALLE,atencion odontologica,otras acciones,2014-07-01,13.0,5.0,13.0,5.0,18.0
POTOSI,atencion odontologica,otras acciones,2014-07-01,801.0,1455.0,801.0,1455.0,2256.0
PRESTO,atencion odontologica,otras acciones,2014-07-01,13.0,32.0,13.0,32.0,45.0
PUCARA,atencion odontologica,otras acciones,2014-07-01,3.0,1.0,3.0,1.0,4.0
PUCARANI,atencion odontologica,otras acciones,2014-07-01,35.0,39.0,35.0,39.0,74.0
PUERTO ACOSTA,atencion odontologica,otras acciones,2014-07-01,8.0,7.0,8.0,7.0,15.0
PUERTO CARABUCO,atencion odontologica,otras acciones,2014-07-01,22.0,17.0,22.0,17.0,39.0
PUERTO GONZALO MORENO,atencion odontologica,otras acciones,2014-07-01,12.0,19.0,12.0,19.0,31.0
PUERTO QUIJARRO,atencion odontologica,otras acciones,2014-07-01,7.0,34.0,7.0,34.0,41.0
PUERTO RICO,atencion odontologica,otras acciones,2014-07-01,16.0,21.0,16.0,21.0,37.0
PUERTO SILES,atencion odontologica,otras acciones,2014-07-01,5.0,11.0,5.0,11.0,16.0
PUERTO SUAREZ,atencion odontologica,otras acciones,2014-07-01,7.0,44.0,7.0,44.0,51.0
PUERTO VILLARROEL,atencion odontologica,otras acciones,2014-07-01,28.0,73.0,28.0,73.0,101.0
PUNA,atencion odontologica,otras acciones,2014-07-01,145.0,258.0,145.0,258.0,403.0
PUNATA,atencion odontologica,otras acciones,2014-07-01,88.0,180.0,88.0,180.0,268.0
QUIABAYA,atencion odontologica,otras acciones,2014-07-01,0.0,1.0,0.0,1.0,1.0
QUILLACOLLO,atencion odontologica,otras acciones,2014-07-01,340.0,397.0,340.0,397.0,737.0
QUIME,atencion odontologica,otras acciones,2014-07-01,100.0,56.0,100.0,56.0,156.0
