,group,variable,month,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTAL 3.8 ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
MINEROS,atencion odontologica, endodoncias,2014-08-01,0,4,0,4,4
MIZQUE,atencion odontologica, endodoncias,2014-08-01,1,4,1,4,5
MOCOMOCO,atencion odontologica, endodoncias,2014-08-01,2,2,2,2,4
MOJOCOYA,atencion odontologica, endodoncias,2014-08-01,6,8,6,8,14
MONTEAGUDO,atencion odontologica, endodoncias,2014-08-01,15,26,15,26,41
MONTERO,atencion odontologica, endodoncias,2014-08-01,26,13,26,13,39
MORO MORO,atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
MOROCHATA,atencion odontologica, endodoncias,2014-08-01,9,14,9,14,23
OCURI,atencion odontologica, endodoncias,2014-08-01,2,3,2,3,5
OKINAWA,atencion odontologica, endodoncias,2014-08-01,2,4,2,4,6
OMEREQUE,atencion odontologica, endodoncias,2014-08-01,5,14,5,14,19
ORURO,atencion odontologica, endodoncias,2014-08-01,561,638,561,638,1199
PADCAYA,atencion odontologica, endodoncias,2014-08-01,7,14,7,14,21
PADILLA,atencion odontologica, endodoncias,2014-08-01,7,11,7,11,18
PAILON,atencion odontologica, endodoncias,2014-08-01,3,3,3,3,6
PALCA,atencion odontologica, endodoncias,2014-08-01,3,5,3,5,8
PALOS BLANCOS,atencion odontologica, endodoncias,2014-08-01,3,32,3,32,35
PAMPA AULLAGAS,atencion odontologica, endodoncias,2014-08-01,2,4,2,4,6
PAMPA GRANDE,atencion odontologica, endodoncias,2014-08-01,3,3,3,3,6
PAPEL PAMPA,atencion odontologica, endodoncias,2014-08-01,15,3,15,3,18
PATACAMAYA,atencion odontologica, endodoncias,2014-08-01,2,9,2,9,11
PAZÑA,atencion odontologica, endodoncias,2014-08-01,3,11,3,11,14
POCOATA,atencion odontologica, endodoncias,2014-08-01,2,2,2,2,4
POCONA,atencion odontologica, endodoncias,2014-08-01,4,18,4,18,22
POJO (CBBA),atencion odontologica, endodoncias,2014-08-01,4,11,4,11,15
POOPO,atencion odontologica, endodoncias,2014-08-01,8,12,8,12,20
PORCO,atencion odontologica, endodoncias,2014-08-01,5,11,5,11,16
POROMA,atencion odontologica, endodoncias,2014-08-01,3,5,3,5,8
PORONGO,atencion odontologica, endodoncias,2014-08-01,0,3,0,3,3
PORTACHUELO,atencion odontologica, endodoncias,2014-08-01,1,1,1,1,2
PORVENIR,atencion odontologica, endodoncias,2014-08-01,6,1,6,1,7
POSTRER VALLE,atencion odontologica, endodoncias,2014-08-01,1,0,1,0,1
POTOSI,atencion odontologica, endodoncias,2014-08-01,321,577,321,577,898
PRESTO,atencion odontologica, endodoncias,2014-08-01,10,11,10,11,21
PUCARA,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica, endodoncias,2014-08-01,5,15,5,15,20
PUERTO CARABUCO,atencion odontologica, endodoncias,2014-08-01,11,8,11,8,19
PUERTO GONZALO MORENO,atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
PUERTO QUIJARRO,atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
PUERTO RICO,atencion odontologica, endodoncias,2014-08-01,2,7,2,7,9
PUERTO VILLARROEL,atencion odontologica, endodoncias,2014-08-01,43,56,43,56,99
PUNA,atencion odontologica, endodoncias,2014-08-01,5,18,5,18,23
PUNATA,atencion odontologica, endodoncias,2014-08-01,15,12,15,12,27
QUIABAYA,atencion odontologica, endodoncias,2014-08-01,3,1,3,1,4
QUILLACOLLO,atencion odontologica, endodoncias,2014-08-01,191,235,191,235,426
QUIME,atencion odontologica, endodoncias,2014-08-01,17,15,17,15,32
QUIRUSILLAS,atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
RAVELO,atencion odontologica, endodoncias,2014-08-01,10,6,10,6,16
REYES,atencion odontologica, endodoncias,2014-08-01,3,4,3,4,7
RIBERALTA,atencion odontologica, endodoncias,2014-08-01,127,153,127,153,280
ROBORE,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
RURRENABAQUE,atencion odontologica, endodoncias,2014-08-01,1,1,1,1,2
SABAYA,atencion odontologica, endodoncias,2014-08-01,6,2,6,2,8
SACABA,atencion odontologica, endodoncias,2014-08-01,132,220,132,220,352
SACABAMBA,atencion odontologica, endodoncias,2014-08-01,0,3,0,3,3
SACACA,atencion odontologica, endodoncias,2014-08-01,2,2,2,2,4
SAIPINA,atencion odontologica, endodoncias,2014-08-01,2,2,2,2,4
SALINAS DE GARCI MENDOZA,atencion odontologica, endodoncias,2014-08-01,18,19,18,19,37
SAMAIPATA,atencion odontologica, endodoncias,2014-08-01,3,1,3,1,4
SAN AGUSTIN,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
SAN ANDRES,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica, endodoncias,2014-08-01,1,6,1,6,7
SAN ANTONIO DE ESMORUCO,atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
SAN BENITO,atencion odontologica, endodoncias,2014-08-01,7,4,7,4,11
SAN BORJA,atencion odontologica, endodoncias,2014-08-01,7,12,7,12,19
SAN BUENA VENTURA,atencion odontologica, endodoncias,2014-08-01,0,3,0,3,3
SAN CARLOS,atencion odontologica, endodoncias,2014-08-01,2,6,2,6,8
SAN IGNACIO,atencion odontologica, endodoncias,2014-08-01,2,7,2,7,9
SAN IGNACIO DE VELASCO,atencion odontologica, endodoncias,2014-08-01,9,6,9,6,15
SAN JAVIER(STC),atencion odontologica, endodoncias,2014-08-01,1,3,1,3,4
SAN JOAQUIN,atencion odontologica, endodoncias,2014-08-01,0,7,0,7,7
SAN JOSE DE CHIQUITOS,atencion odontologica, endodoncias,2014-08-01,4,5,4,5,9
SAN JUAN DE YAPACANI,atencion odontologica, endodoncias,2014-08-01,1,0,1,0,1
SAN JULIAN,atencion odontologica, endodoncias,2014-08-01,10,17,10,17,27
SAN LORENZO(PND),atencion odontologica, endodoncias,2014-08-01,0,2,0,2,2
SAN LORENZO(TJA),atencion odontologica, endodoncias,2014-08-01,29,66,29,66,95
SAN LUCAS,atencion odontologica, endodoncias,2014-08-01,8,25,8,25,33
SAN MATIAS,atencion odontologica, endodoncias,2014-08-01,7,1,7,1,8
SAN MIGUEL DE VELASCO,atencion odontologica, endodoncias,2014-08-01,5,3,5,3,8
SAN PEDRO,atencion odontologica, endodoncias,2014-08-01,12,10,12,10,22
SAN PEDRO DE BUENA VISTA,atencion odontologica, endodoncias,2014-08-01,7,5,7,5,12
SAN PEDRO DE CURAHUARA,atencion odontologica, endodoncias,2014-08-01,3,2,3,2,5
SAN PEDRO DE QUEMES,atencion odontologica, endodoncias,2014-08-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,atencion odontologica, endodoncias,2014-08-01,2,7,2,7,9
SAN RAFAEL,atencion odontologica, endodoncias,2014-08-01,3,3,3,3,6
SAN RAMON BENI,atencion odontologica, endodoncias,2014-08-01,0,6,0,6,6
SAN RAMON SCZ,atencion odontologica, endodoncias,2014-08-01,2,2,2,2,4
SANTA ANA,atencion odontologica, endodoncias,2014-08-01,18,36,18,36,54
SANTA CRUZ DE LA SIERRA,atencion odontologica, endodoncias,2014-08-01,929,1306,929,1306,2235
SANTA ROSA,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
SANTA ROSA DEL SARA,atencion odontologica, endodoncias,2014-08-01,8,28,8,28,36
SANTIAGO DE CALLAPA,atencion odontologica, endodoncias,2014-08-01,1,0,1,0,1
SANTIAGO DE HUARI,atencion odontologica, endodoncias,2014-08-01,9,7,9,7,16
SANTIAGO DE HUATA,atencion odontologica, endodoncias,2014-08-01,16,13,16,13,29
SANTIAGO DE MACHACA,atencion odontologica, endodoncias,2014-08-01,3,0,3,0,3
SANTIVAÑES,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
SANTUARIO DE QUILLACAS,atencion odontologica, endodoncias,2014-08-01,4,4,4,4,8
SAPAHAQUI,atencion odontologica, endodoncias,2014-08-01,4,9,4,9,13
SENA,atencion odontologica, endodoncias,2014-08-01,1,6,1,6,7
SHINAOTA,atencion odontologica, endodoncias,2014-08-01,21,15,21,15,36
SICA SICA (VILLA AROMA),atencion odontologica, endodoncias,2014-08-01,9,4,9,4,13
SIPE SIPE,atencion odontologica, endodoncias,2014-08-01,22,60,22,60,82
SOPACHUY,atencion odontologica, endodoncias,2014-08-01,10,18,10,18,28
SORACACHI,atencion odontologica, endodoncias,2014-08-01,5,17,5,17,22
SUCRE,atencion odontologica, endodoncias,2014-08-01,397,592,397,592,989
TACACOMA,atencion odontologica, endodoncias,2014-08-01,0,4,0,4,4
TACOBAMBA,atencion odontologica, endodoncias,2014-08-01,0,3,0,3,3
TACOPAYA,atencion odontologica, endodoncias,2014-08-01,1,11,1,11,12
TAHUA,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
TAPACARI,atencion odontologica, endodoncias,2014-08-01,7,12,7,12,19
TARABUCO,atencion odontologica, endodoncias,2014-08-01,5,14,5,14,19
TARATA,atencion odontologica, endodoncias,2014-08-01,29,31,29,31,60
TARIJA,atencion odontologica, endodoncias,2014-08-01,608,801,608,801,1409
TARVITA,atencion odontologica, endodoncias,2014-08-01,3,6,3,6,9
TIAWANACU,atencion odontologica, endodoncias,2014-08-01,4,12,4,12,16
TIPUANI,atencion odontologica, endodoncias,2014-08-01,2,11,2,11,13
TIQUIPAYA,atencion odontologica, endodoncias,2014-08-01,30,36,30,36,66
TIRAQUE (CBBA),atencion odontologica, endodoncias,2014-08-01,1,7,1,7,8
TOCO,atencion odontologica, endodoncias,2014-08-01,5,9,5,9,14
TOMAVE,atencion odontologica, endodoncias,2014-08-01,4,4,4,4,8
TOMINA,atencion odontologica, endodoncias,2014-08-01,6,7,6,7,13
TORO TORO,atencion odontologica, endodoncias,2014-08-01,4,5,4,5,9
TOTORA(CBBA),atencion odontologica, endodoncias,2014-08-01,0,6,0,6,6
TOTORA(ORR),atencion odontologica, endodoncias,2014-08-01,2,7,2,7,9
TRINIDAD,atencion odontologica, endodoncias,2014-08-01,120,99,120,99,219
TUPIZA,atencion odontologica, endodoncias,2014-08-01,78,121,78,121,199
TURCO,atencion odontologica, endodoncias,2014-08-01,3,0,3,0,3
UMALA,atencion odontologica, endodoncias,2014-08-01,0,7,0,7,7
UNCIA,atencion odontologica, endodoncias,2014-08-01,29,16,29,16,45
URIONDO (A. CONCEPCION),atencion odontologica, endodoncias,2014-08-01,25,64,25,64,89
URUBICHA,atencion odontologica, endodoncias,2014-08-01,0,4,0,4,4
UYUNI,atencion odontologica, endodoncias,2014-08-01,9,13,9,13,22
VACAS,atencion odontologica, endodoncias,2014-08-01,2,10,2,10,12
VALLEGRANDE,atencion odontologica, endodoncias,2014-08-01,37,49,37,49,86
VIACHA,atencion odontologica, endodoncias,2014-08-01,52,49,52,49,101
VILA VILA,atencion odontologica, endodoncias,2014-08-01,0,5,0,5,5
VILLA CHARCAS,atencion odontologica, endodoncias,2014-08-01,0,9,0,9,9
VILLA MONTES,atencion odontologica, endodoncias,2014-08-01,53,74,53,74,127
VILLA RIVERO,atencion odontologica, endodoncias,2014-08-01,4,1,4,1,5
VILLA SERRANO,atencion odontologica, endodoncias,2014-08-01,2,4,2,4,6
VILLA TUNARI,atencion odontologica, endodoncias,2014-08-01,25,50,25,50,75
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, endodoncias,2014-08-01,2,1,2,1,3
VILLAZON,atencion odontologica, endodoncias,2014-08-01,49,105,49,105,154
VINTO,atencion odontologica, endodoncias,2014-08-01,24,31,24,31,55
VITICHI,atencion odontologica, endodoncias,2014-08-01,17,27,17,27,44
WARNES,atencion odontologica, endodoncias,2014-08-01,3,4,3,4,7
YACUIBA,atencion odontologica, endodoncias,2014-08-01,65,91,65,91,156
YAMPARAEZ,atencion odontologica, endodoncias,2014-08-01,3,12,3,12,15
YANACACHI,atencion odontologica, endodoncias,2014-08-01,3,1,3,1,4
YAPACANI,atencion odontologica, endodoncias,2014-08-01,14,43,14,43,57
YOCALLA,atencion odontologica, endodoncias,2014-08-01,2,4,2,4,6
YOTALA,atencion odontologica, endodoncias,2014-08-01,0,5,0,5,5
YUNCHARA,atencion odontologica, endodoncias,2014-08-01,10,7,10,7,17
ZUDAÑEZ,atencion odontologica, endodoncias,2014-08-01,0,1,0,1,1
ACACIO,atencion odontologica, endodoncias,2014-09-01,0,8,0,8,8
ACHACACHI,atencion odontologica, endodoncias,2014-09-01,29,43,29,43,72
ACHOCALLA,atencion odontologica, endodoncias,2014-09-01,7,8,7,8,15
AIQUILE,atencion odontologica, endodoncias,2014-09-01,5,7,5,7,12
ALCALA,atencion odontologica, endodoncias,2014-09-01,3,7,3,7,10
ALTO BENI,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
ANDAMARCA,atencion odontologica, endodoncias,2014-09-01,6,3,6,3,9
ANTEQUERA,atencion odontologica, endodoncias,2014-09-01,1,3,1,3,4
ANZALDO,atencion odontologica, endodoncias,2014-09-01,4,4,4,4,8
APOLO,atencion odontologica, endodoncias,2014-09-01,1,2,1,2,3
ARAMPAMPA,atencion odontologica, endodoncias,2014-09-01,0,5,0,5,5
ARANI,atencion odontologica, endodoncias,2014-09-01,8,15,8,15,23
ARBIETO,atencion odontologica, endodoncias,2014-09-01,4,6,4,6,10
ARQUE,atencion odontologica, endodoncias,2014-09-01,3,7,3,7,10
ASCENCION DE GUARAYOS,atencion odontologica, endodoncias,2014-09-01,5,0,5,0,5
ATOCHA,atencion odontologica, endodoncias,2014-09-01,41,41,41,41,82
AUCAPATA,atencion odontologica, endodoncias,2014-09-01,0,2,0,2,2
AYATA,atencion odontologica, endodoncias,2014-09-01,2,0,2,0,2
AYO AYO,atencion odontologica, endodoncias,2014-09-01,1,8,1,8,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, endodoncias,2014-09-01,17,20,17,20,37
AZURDUY,atencion odontologica, endodoncias,2014-09-01,3,5,3,5,8
BATALLAS,atencion odontologica, endodoncias,2014-09-01,0,4,0,4,4
BAURES,atencion odontologica, endodoncias,2014-09-01,6,3,6,3,9
BELEN DE ANDAMARCA,atencion odontologica, endodoncias,2014-09-01,2,6,2,6,8
BELEN DE URMIRI,atencion odontologica, endodoncias,2014-09-01,1,0,1,0,1
BERMEJO,atencion odontologica, endodoncias,2014-09-01,24,53,24,53,77
BETANZOS,atencion odontologica, endodoncias,2014-09-01,20,32,20,32,52
BOLIVAR,atencion odontologica, endodoncias,2014-09-01,1,3,1,3,4
BOYUIBE,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
BUENA VISTA,atencion odontologica, endodoncias,2014-09-01,1,6,1,6,7
CABEZAS,atencion odontologica, endodoncias,2014-09-01,1,2,1,2,3
CAIROMA,atencion odontologica, endodoncias,2014-09-01,0,3,0,3,3
"CAIZA ""D""",atencion odontologica, endodoncias,2014-09-01,3,4,3,4,7
CAJUATA,atencion odontologica, endodoncias,2014-09-01,3,1,3,1,4
CALAMARCA,atencion odontologica, endodoncias,2014-09-01,7,11,7,11,18
CAMARGO,atencion odontologica, endodoncias,2014-09-01,24,12,24,12,36
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, endodoncias,2014-09-01,2,4,2,4,6
CAMIRI,atencion odontologica, endodoncias,2014-09-01,13,20,13,20,33
CAPINOTA,atencion odontologica, endodoncias,2014-09-01,16,28,16,28,44
CAQUIAVIRI,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
CARACOLLO,atencion odontologica, endodoncias,2014-09-01,22,22,22,22,44
CARANAVI,atencion odontologica, endodoncias,2014-09-01,44,28,44,28,72
CARAPARI,atencion odontologica, endodoncias,2014-09-01,13,24,13,24,37
CARIPUYO,atencion odontologica, endodoncias,2014-09-01,1,1,1,1,2
CARMEN RIVERO TORREZ,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
CHALLAPATA,atencion odontologica, endodoncias,2014-09-01,18,26,18,26,44
CHAQUI,atencion odontologica, endodoncias,2014-09-01,0,3,0,3,3
CHARAGUA,atencion odontologica, endodoncias,2014-09-01,13,13,13,13,26
CHAYANTA,atencion odontologica, endodoncias,2014-09-01,1,11,1,11,12
CHIMORE,atencion odontologica, endodoncias,2014-09-01,3,1,3,1,4
CHIPAYA,atencion odontologica, endodoncias,2014-09-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica, endodoncias,2014-09-01,3,3,3,3,6
CHUA COCANI,atencion odontologica, endodoncias,2014-09-01,6,11,6,11,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, endodoncias,2014-09-01,15,10,15,10,25
CHUMA,atencion odontologica, endodoncias,2014-09-01,8,10,8,10,18
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, endodoncias,2014-09-01,8,6,8,6,14
CKOCHAS,atencion odontologica, endodoncias,2014-09-01,2,2,2,2,4
CLIZA,atencion odontologica, endodoncias,2014-09-01,7,21,7,21,28
COBIJA,atencion odontologica, endodoncias,2014-09-01,11,26,11,26,37
COCAPATA,atencion odontologica, endodoncias,2014-09-01,1,4,1,4,5
COCHABAMBA,atencion odontologica, endodoncias,2014-09-01,628,691,628,691,1319
COIPASA,atencion odontologica, endodoncias,2014-09-01,1,1,1,1,2
COLCAPIRHUA,atencion odontologica, endodoncias,2014-09-01,25,18,25,18,43
"COLCHA ""K""",atencion odontologica, endodoncias,2014-09-01,4,12,4,12,16
COLLANA,atencion odontologica, endodoncias,2014-09-01,14,8,14,8,22
COLOMI,atencion odontologica, endodoncias,2014-09-01,9,16,9,16,25
COLPA BELGICA,atencion odontologica, endodoncias,2014-09-01,3,2,3,2,5
COLQUECHACA,atencion odontologica, endodoncias,2014-09-01,16,24,16,24,40
COLQUENCHA,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
COLQUIRI,atencion odontologica, endodoncias,2014-09-01,8,10,8,10,18
COMANCHE,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
COMARAPA,atencion odontologica, endodoncias,2014-09-01,35,22,35,22,57
CONCEPCION,atencion odontologica, endodoncias,2014-09-01,5,1,5,1,6
COPACABANA,atencion odontologica, endodoncias,2014-09-01,6,4,6,4,10
CORIPATA,atencion odontologica, endodoncias,2014-09-01,1,2,1,2,3
CORO CORO,atencion odontologica, endodoncias,2014-09-01,1,0,1,0,1
COROICO,atencion odontologica, endodoncias,2014-09-01,25,26,25,26,51
CORQUE,atencion odontologica, endodoncias,2014-09-01,2,6,2,6,8
COTAGAITA,atencion odontologica, endodoncias,2014-09-01,76,39,76,39,115
COTOCA,atencion odontologica, endodoncias,2014-09-01,3,9,3,9,12
CUATRO CAÑADAS,atencion odontologica, endodoncias,2014-09-01,7,14,7,14,21
CUEVO,atencion odontologica, endodoncias,2014-09-01,1,7,1,7,8
CULPINA,atencion odontologica, endodoncias,2014-09-01,6,12,6,12,18
CURAHUARA DE CARANGAS,atencion odontologica, endodoncias,2014-09-01,3,6,3,6,9
DESAGUADERO,atencion odontologica, endodoncias,2014-09-01,1,3,1,3,4
EL ALTO,atencion odontologica, endodoncias,2014-09-01,503,665,503,665,1168
EL CHORO,atencion odontologica, endodoncias,2014-09-01,3,4,3,4,7
EL PUENTE(STC),atencion odontologica, endodoncias,2014-09-01,1,3,1,3,4
EL PUENTE(TJA),atencion odontologica, endodoncias,2014-09-01,4,10,4,10,14
EL TORNO,atencion odontologica, endodoncias,2014-09-01,30,37,30,37,67
EL VILLAR,atencion odontologica, endodoncias,2014-09-01,1,1,1,1,2
ENTRE RIOS TRJ,atencion odontologica, endodoncias,2014-09-01,16,57,16,57,73
ENTRE RIOS CBBA,atencion odontologica, endodoncias,2014-09-01,4,24,4,24,28
ESCOMA,atencion odontologica, endodoncias,2014-09-01,3,4,3,4,7
EUCALIPTUS,atencion odontologica, endodoncias,2014-09-01,5,7,5,7,12
FERNANDEZ ALONSO,atencion odontologica, endodoncias,2014-09-01,5,7,5,7,12
GENERAL SAAVEDRA,atencion odontologica, endodoncias,2014-09-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, endodoncias,2014-09-01,6,1,6,1,7
GUANAY,atencion odontologica, endodoncias,2014-09-01,15,20,15,20,35
GUAQUI,atencion odontologica, endodoncias,2014-09-01,5,12,5,12,17
GUAYARAMERIN,atencion odontologica, endodoncias,2014-09-01,12,21,12,21,33
GUTIERREZ,atencion odontologica, endodoncias,2014-09-01,3,1,3,1,4
HUACARETA,atencion odontologica, endodoncias,2014-09-01,5,2,5,2,7
HUACAYA (VILLA DE HUACAYA),atencion odontologica, endodoncias,2014-09-01,4,5,4,5,9
HUANUNI,atencion odontologica, endodoncias,2014-09-01,35,59,35,59,94
HUATAJATA,atencion odontologica, endodoncias,2014-09-01,3,6,3,6,9
HUAYLLAMARCA,atencion odontologica, endodoncias,2014-09-01,5,10,5,10,15
HUMANATA,atencion odontologica, endodoncias,2014-09-01,5,3,5,3,8
ICHOCA,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
ICLA,atencion odontologica, endodoncias,2014-09-01,10,3,10,3,13
INCAHUASI,atencion odontologica, endodoncias,2014-09-01,8,5,8,5,13
IRUPANA (VILLA DE LANZA),atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
IXIAMAS,atencion odontologica, endodoncias,2014-09-01,5,7,5,7,12
JESUS DE MACHACA,atencion odontologica, endodoncias,2014-09-01,5,1,5,1,6
LA ASUNTA,atencion odontologica, endodoncias,2014-09-01,26,26,26,26,52
LA GUARDIA,atencion odontologica, endodoncias,2014-09-01,7,10,7,10,17
LA PAZ,atencion odontologica, endodoncias,2014-09-01,1534,1765,1534,1765,3299
LAGUNILLAS,atencion odontologica, endodoncias,2014-09-01,2,9,2,9,11
LAS CARRERAS,atencion odontologica, endodoncias,2014-09-01,5,10,5,10,15
LICOMA PAMPA,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
LLALLAGUA,atencion odontologica, endodoncias,2014-09-01,23,35,23,35,58
LLICA,atencion odontologica, endodoncias,2014-09-01,0,1,0,1,1
LORETO,atencion odontologica, endodoncias,2014-09-01,6,17,6,17,23
LURIBAY,atencion odontologica, endodoncias,2014-09-01,4,4,4,4,8
MACHACAMARCA,atencion odontologica, endodoncias,2014-09-01,5,2,5,2,7
MACHARETI,atencion odontologica, endodoncias,2014-09-01,0,2,0,2,2
MAGDALENA,atencion odontologica, endodoncias,2014-09-01,5,13,5,13,18
MAIRANA,atencion odontologica, endodoncias,2014-09-01,0,2,0,2,2
MAPIRI,atencion odontologica, endodoncias,2014-09-01,3,13,3,13,16
MECAPACA,atencion odontologica, endodoncias,2014-09-01,0,3,0,3,3
MIZQUE,atencion odontologica, endodoncias,2014-09-01,4,4,4,4,8
MOCOMOCO,atencion odontologica, endodoncias,2014-09-01,6,9,6,9,15
MOJOCOYA,atencion odontologica, endodoncias,2014-09-01,4,9,4,9,13
MONTEAGUDO,atencion odontologica, endodoncias,2014-09-01,17,30,17,30,47
MONTERO,atencion odontologica, endodoncias,2014-09-01,14,9,14,9,23
MOROCHATA,atencion odontologica, endodoncias,2014-09-01,6,15,6,15,21
OCURI,atencion odontologica, endodoncias,2014-09-01,1,4,1,4,5
OKINAWA,atencion odontologica, endodoncias,2014-09-01,2,5,2,5,7
OMEREQUE,atencion odontologica, endodoncias,2014-09-01,5,11,5,11,16
ORURO,atencion odontologica, endodoncias,2014-09-01,626,756,626,756,1382
PADCAYA,atencion odontologica, endodoncias,2014-09-01,18,21,18,21,39
PADILLA,atencion odontologica, endodoncias,2014-09-01,14,13,14,13,27
PAILON,atencion odontologica, endodoncias,2014-09-01,1,4,1,4,5
PALCA,atencion odontologica, endodoncias,2014-09-01,2,2,2,2,4
PALOS BLANCOS,atencion odontologica, endodoncias,2014-09-01,3,25,3,25,28
PAMPA AULLAGAS,atencion odontologica, endodoncias,2014-09-01,3,2,3,2,5
PAMPA GRANDE,atencion odontologica, endodoncias,2014-09-01,4,2,4,2,6
PAPEL PAMPA,atencion odontologica, endodoncias,2014-09-01,5,12,5,12,17
PATACAMAYA,atencion odontologica, endodoncias,2014-09-01,3,6,3,6,9
PAZÑA,atencion odontologica, endodoncias,2014-09-01,0,4,0,4,4
