,group,variable,month,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTAL 3.2 CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
TINGUIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,18,39,18,39,57
TIPUANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,64,100,64,100,164
TIQUIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,728,836,728,836,1564
TIRAQUE (CBBA),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,49,43,49,43,92
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,1,11,1,11,12
TOCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,44,17,44,17,61
TOLATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,9,25,9,25,34
TOLEDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,18,16,18,16,34
TOMAVE,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,55,41,55,41,96
TOMINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,24,26,24,26,50
TORO TORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,20,28,20,28,48
TOTORA(CBBA),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,16,28,16,28,44
TOTORA(ORR),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,74,71,74,71,145
TRIGAL,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,18,12,18,12,30
TRINIDAD,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,111,125,111,125,236
TUPIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,80,108,80,108,188
TURCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,15,16,15,16,31
UMALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,36,33,36,33,69
UNCIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,29,19,29,19,48
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,55,90,55,90,145
URUBICHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,4,11,4,11,15
UYUNI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,20,12,20,12,32
VACAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,24,8,24,8,32
VALLEGRANDE,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,185,241,185,241,426
VIACHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,215,224,215,224,439
VILA VILA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,1,0,1,0,1
VILLA CHARCAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,24,38,24,38,62
VILLA MONTES,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,54,57,54,57,111
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,6,10,6,10,16
VILLA RIVERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,8,25,8,25,33
VILLA SERRANO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,210,174,210,174,384
VILLA TUNARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,163,129,163,129,292
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,50,67,50,67,117
VILLAZON,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,181,177,181,177,358
VINTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,219,183,219,183,402
VITICHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,26,55,26,55,81
WALDO BALLIVIAN,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,2,5,2,5,7
WARNES,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,164,89,164,89,253
YACO,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,8,11,8,11,19
YACUIBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,34,25,34,25,59
YAMPARAEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,73,56,73,56,129
YANACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,4,14,4,14,18
YAPACANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,92,149,92,149,241
YOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,22,20,22,20,42
YOTALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,167,133,167,133,300
YUNCHARA,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,68,45,68,45,113
ZUDAÑEZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-06-01,17,32,17,32,49
ACACIO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2,3,2,3,5
ACHACACHI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,260,279,260,279,539
ACHOCALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,63,63,63,63,126
AIQUILE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,55,69,55,69,124
ALALAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,14,0,14,0,14
ALCALA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,64,64,64,64,128
ALTO BENI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,7,3,7,3,10
ANCORAIMES,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,33,38,33,38,71
ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,9,14,9,14,23
ANTEQUERA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,5,11,5,11,16
ANZALDO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,13,15,13,15,28
APOLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,20,33,20,33,53
ARAMPAMPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,20,20,20,20,40
ARANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,52,54,52,54,106
ARBIETO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,73,111,73,111,184
ARQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,1,12,1,12,13
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,25,35,25,35,60
ATOCHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,54,58,54,58,112
AUCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,4,4,4,4,8
AYATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,1,9,1,9,10
AYO AYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,12,16,12,16,28
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,104,75,104,75,179
AZURDUY,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,34,41,34,41,75
BATALLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,28,48,28,48,76
BAURES,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,4,6,4,6,10
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,20,6,20,6,26
BELEN DE URMIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,5,4,5,4,9
BELLA FLOR,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,1,6,1,6,7
BERMEJO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,62,59,62,59,121
BETANZOS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,56,51,56,51,107
BOLIVAR,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,11,28,11,28,39
BOLPEBRA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,49,34,49,34,83
BOYUIBE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,3,3,3,3,6
BUENA VISTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,11,11,11,11,22
CABEZAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,85,72,85,72,157
CAIROMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,35,31,35,31,66
"CAIZA ""D""",atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,30,37,30,37,67
CAJUATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,58,78,58,78,136
CALACOTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,5,6,5,6,11
CALAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,74,66,74,66,140
CAMARGO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,86,148,86,148,234
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,24,39,24,39,63
CAMIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,260,252,260,252,512
CAPINOTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,52,67,52,67,119
CAQUIAVIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,19,13,19,13,32
CARACOLLO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,43,58,43,58,101
CARANAVI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,114,103,114,103,217
CARAPARI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,7,19,7,19,26
CARIPUYO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,52,44,52,44,96
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,15,18,15,18,33
CATACORA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,8,0,8,0,8
CHALLAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,260,182,260,182,442
CHAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,4,2,4,2,6
CHARAGUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,103,97,103,97,200
CHARAÑA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,0,4,0,4,4
CHAYANTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,18,40,18,40,58
CHIMORE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,108,108,108,108,216
CHIPAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,1,0,1,0,1
CHOQUE COTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,0,1,0,1,1
CHUA COCANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,9,5,9,5,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,56,23,56,23,79
CHUMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,55,52,55,52,107
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,85,66,85,66,151
CKOCHAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,40,28,40,28,68
CLIZA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,123,91,123,91,214
COBIJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,392,447,392,447,839
COCAPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,69,37,69,37,106
COCHABAMBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2193,2437,2193,2437,4630
COIPASA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,6,8,6,8,14
COLCAPIRHUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,243,287,243,287,530
"COLCHA ""K""",atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,25,41,25,41,66
COLLANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,22,20,22,20,42
COLOMI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,90,33,90,33,123
COLPA BELGICA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,20,22,20,22,42
COLQUECHACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,71,62,71,62,133
COLQUENCHA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,19,19,19,19,38
COLQUIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,40,37,40,37,77
COMANCHE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,0,2,0,2,2
COMARAPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,62,37,62,37,99
COMBAYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,4,7,4,7,11
CONCEPCION,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,19,21,19,21,40
COPACABANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,73,42,73,42,115
CORIPATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,17,14,17,14,31
CORO CORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,11,5,11,5,16
COROICO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,21,25,21,25,46
CORQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,18,7,18,7,25
COTAGAITA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,51,38,51,38,89
COTOCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,159,164,159,164,323
CUATRO CAÑADAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,167,176,167,176,343
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,3,0,3,0,3
CUEVO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,12,11,12,11,23
CULPINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,60,72,60,72,132
CURAHUARA DE CARANGAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,17,24,17,24,41
CURVA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,31,39,31,39,70
DESAGUADERO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,15,18,15,18,33
EL ALTO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2400,2687,2400,2687,5087
EL CHORO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,18,27,18,27,45
EL PUENTE(STC),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,62,47,62,47,109
EL PUENTE(TJA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,10,8,10,8,18
EL TORNO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,165,204,165,204,369
EL VILLAR,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,19,17,19,17,36
ENTRE RIOS TRJ,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,34,68,34,68,102
ENTRE RIOS CBBA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,98,152,98,152,250
ESCOMA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,16,9,16,9,25
EUCALIPTUS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,13,7,13,7,20
FERNANDEZ ALONSO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,25,19,25,19,44
FILADELFIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,25,21,25,21,46
GENERAL SAAVEDRA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,40,50,40,50,90
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,167,184,167,184,351
GUANAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,5,3,5,3,8
GUAQUI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,13,16,13,16,29
GUAYARAMERIN,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,64,68,64,68,132
GUTIERREZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,61,70,61,70,131
HUACARETA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,12,30,12,30,42
HUACAYA (VILLA DE HUACAYA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,32,29,32,29,61
HUACHACALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,3,1,3,1,4
HUANUNI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,43,107,43,107,150
HUARACAJE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2,2,2,2,4
HUARINA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,26,22,26,22,48
HUATAJATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,30,40,30,40,70
HUAYLLAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,20,14,20,14,34
HUMANATA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,8,29,8,29,37
ICHOCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,37,44,37,44,81
ICLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,114,146,114,146,260
INCAHUASI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,71,55,71,55,126
INGAVI (HUMAITA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2,7,2,7,9
INQUISIVI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,7,7,7,7,14
IRUPANA (VILLA DE LANZA),atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,69,84,69,84,153
IXIAMAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,15,15,15,15,30
JESUS DE MACHACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,5,21,5,21,26
LA ASUNTA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,38,32,38,32,70
LA GUARDIA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,234,213,234,213,447
LA PAZ,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,3470,3736,3470,3736,7206
LAGUNILLAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,2,6,2,6,8
LAJA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,52,24,52,24,76
LAS CARRERAS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,9,5,9,5,14
LICOMA PAMPA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,13,34,13,34,47
LLALLAGUA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,295,273,295,273,568
LLICA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,4,11,4,11,15
LURIBAY,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,10,6,10,6,16
MACHACAMARCA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,11,12,11,12,23
MACHARETI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,62,37,62,37,99
MAGDALENA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,6,4,6,4,10
MAIRANA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,76,64,76,64,140
MALLA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,1,1,1,1,2
MAPIRI,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,11,28,11,28,39
MECAPACA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,50,41,50,41,91
MINEROS,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,112,112,112,112,224
MIZQUE,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,25,13,25,13,38
MOCOMOCO,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,9,31,9,31,40
MOJOCOYA,atencion odontologica, consultas nuevas menores de 5 anos,2014-07-01,45,43,45,43,88
