,group,variable,month,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTAL 3.3 CONSULTAS NUEVAS DE 5 A 59 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO SUAREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,7,100,7,100,107
PUERTO VILLARROEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,150,417,150,417,567
PUNA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,205,366,205,366,571
PUNATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,61,235,61,235,296
QUIABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,42,61,42,61,103
QUILLACOLLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,471,775,471,775,1246
QUIME,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,144,193,144,193,337
QUIRUSILLAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,14,11,14,11,25
RAVELO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,29,94,29,94,123
REYES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,32,59,32,59,91
RIBERALTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,412,445,412,445,857
ROBORE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,68,102,68,102,170
RURRENABAQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,113,194,113,194,307
SABAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,51,104,51,104,155
SACABA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,1553,2635,1553,2635,4188
SACABAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,29,34,29,34,63
SACACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,28,58,28,58,86
SAIPINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,34,96,34,96,130
SALINAS DE GARCI MENDOZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,139,135,139,135,274
SAMAIPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,18,58,18,58,76
SAN AGUSTIN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,7,8,7,8,15
SAN ANDRES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,36,60,36,60,96
SAN ANDRES DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,66,111,66,111,177
SAN ANTONIO DE ESMORUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,11,27,11,27,38
SAN ANTONIO DE LOMERIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,16,26,16,26,42
SAN BENITO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,61,201,61,201,262
SAN BORJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,55,107,55,107,162
SAN BUENA VENTURA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,64,76,64,76,140
SAN CARLOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,51,90,51,90,141
SAN IGNACIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,406,482,406,482,888
SAN IGNACIO DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,127,115,127,115,242
SAN JAVIER(BNI),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,19,37,19,37,56
SAN JAVIER(STC),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,35,50,35,50,85
SAN JOSE DE CHIQUITOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,84,168,84,168,252
SAN JUAN DE YAPACANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,28,73,28,73,101
SAN JULIAN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,110,247,110,247,357
SAN LORENZO(PND),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,20,43,20,43,63
SAN LORENZO(TJA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,448,1191,448,1191,1639
SAN LUCAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,97,250,97,250,347
SAN MATIAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,50,64,50,64,114
SAN MIGUEL DE VELASCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,59,96,59,96,155
SAN PABLO DE LIPEZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,9,16,9,16,25
SAN PEDRO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,140,283,140,283,423
SAN PEDRO DE BUENA VISTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,38,75,38,75,113
SAN PEDRO DE CURAHUARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,6,31,6,31,37
SAN PEDRO DE QUEMES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,2,10,2,10,12
SAN PEDRO DE TIQUINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,37,47,37,47,84
SAN RAFAEL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,5,8,5,8,13
SAN RAMON BENI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,45,25,45,70
SAN RAMON SCZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,34,45,34,45,79
SANTA ANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,156,353,156,353,509
SANTA CRUZ DE LA SIERRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,4297,8340,4297,8340,12637
SANTA ROSA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,342,289,342,289,631
SANTA ROSA DEL SARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,67,141,67,141,208
SANTIAGO DE CALLAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,2,7,2,7,9
SANTIAGO DE HUARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,184,168,184,168,352
SANTIAGO DE HUATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,16,20,16,20,36
SANTIAGO DE MACHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,20,41,20,41,61
SANTIVAÑES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,9,8,9,8,17
SANTUARIO DE QUILLACAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,15,36,15,36,51
SAPAHAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,73,25,73,98
SENA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,55,60,55,60,115
SICA SICA (VILLA AROMA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,63,108,63,108,171
SICAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,11,16,11,16,27
SIPE SIPE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,47,287,47,287,334
SOPACHUY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,65,152,65,152,217
SORACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,67,78,67,78,145
SORATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,51,157,51,157,208
SUCRE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,3050,5514,3050,5514,8564
TACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,7,5,7,5,12
TACACOMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,46,89,46,89,135
TACOBAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,5,14,5,14,19
TACOPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,10,57,10,57,67
TAHUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,8,13,8,13,21
TAPACARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,120,131,120,131,251
TARABUCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,57,173,57,173,230
TARACO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,35,96,35,96,131
TARATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,117,146,117,146,263
TARIJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,3710,6791,3710,6791,10501
TARVITA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,65,163,65,163,228
TEOPONTE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,67,121,67,121,188
TIAWANACU,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,113,215,113,215,328
TINGUIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,71,25,71,96
TIPUANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,45,69,45,69,114
TIQUIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,693,1209,693,1209,1902
TIRAQUE (CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,32,90,32,90,122
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,11,14,11,14,25
TOCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,20,45,20,45,65
TODOS SANTOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,1,0,1,0,1
TOLATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,112,114,112,114,226
TOLEDO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,3,3,3,3,6
TOMAVE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,41,111,41,111,152
TOMINA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,225,420,225,420,645
TORO TORO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,67,137,67,137,204
TOTORA(CBBA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,63,103,63,103,166
TOTORA(ORR),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,66,68,66,68,134
TRIGAL,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,3,33,3,33,36
TRINIDAD,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,773,1538,773,1538,2311
TUPIZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,203,442,203,442,645
TURCO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,32,42,32,42,74
UMALA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,14,39,14,39,53
UNCIA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,51,93,51,93,144
URIONDO (A. CONCEPCION),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,501,900,501,900,1401
URUBICHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,77,25,77,102
UYUNI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,116,144,116,144,260
VACAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,49,94,49,94,143
VALLEGRANDE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,172,242,172,242,414
VIACHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,300,506,300,506,806
VILA VILA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,2,35,2,35,37
VILLA CHARCAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,117,25,117,142
VILLA MONTES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,578,1124,578,1124,1702
VILLA NUEVA (LOMA ALTA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,79,108,79,108,187
VILLA RIVERO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,12,110,12,110,122
VILLA SERRANO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,23,61,23,61,84
VILLA TUNARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,154,259,154,259,413
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,56,142,56,142,198
VILLAZON,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,121,349,121,349,470
VINTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,52,202,52,202,254
VITICHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,63,122,63,122,185
WALDO BALLIVIAN,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,21,37,21,37,58
WARNES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,117,330,117,330,447
YACO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,13,10,13,10,23
YACUIBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,745,1053,745,1053,1798
YAMPARAEZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,31,110,31,110,141
YANACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,52,35,52,35,87
YAPACANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,79,151,79,151,230
YOCALLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,38,64,38,64,102
YOTALA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,25,113,25,113,138
YUNCHARA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,163,260,163,260,423
ZUDAÑEZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-07-01,38,92,38,92,130
ACACIO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,16,32,16,32,48
ACHACACHI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,159,503,159,503,662
ACHOCALLA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,38,99,38,99,137
AIQUILE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,33,62,33,62,95
ALALAY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,1,15,1,15,16
ALCALA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,39,88,39,88,127
ALTO BENI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,17,22,17,22,39
ANCORAIMES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,22,27,22,27,49
ANDAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,62,76,62,76,138
ANTEQUERA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,34,75,34,75,109
ANZALDO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,441,507,441,507,948
APOLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,37,87,37,87,124
ARAMPAMPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,24,43,24,43,67
ARANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,17,45,17,45,62
ARBIETO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,38,139,38,139,177
ARQUE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,132,140,132,140,272
ASCENCION DE GUARAYOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,14,20,14,20,34
ATOCHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,285,383,285,383,668
AUCAPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,41,90,41,90,131
AYATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,37,60,37,60,97
AYO AYO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,40,121,40,121,161
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,91,152,91,152,243
AZURDUY,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,14,33,14,33,47
BATALLAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,33,112,33,112,145
BAURES,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,22,47,22,47,69
BELEN DE ANDAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,14,34,14,34,48
BELEN DE URMIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,11,31,11,31,42
BELLA FLOR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,64,77,64,77,141
BERMEJO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,470,751,470,751,1221
BETANZOS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,83,144,83,144,227
BOLIVAR,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,34,57,34,57,91
BOLPEBRA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,5,20,5,20,25
BOYUIBE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,14,23,14,23,37
BUENA VISTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,17,19,17,19,36
CABEZAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,80,160,80,160,240
CAIROMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,46,81,46,81,127
"CAIZA ""D""",atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,34,60,34,60,94
CAJUATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,115,148,115,148,263
CALACOTO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,16,26,16,26,42
CALAMARCA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,254,323,254,323,577
CAMARGO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,63,144,63,144,207
CAMATAQUI (C. VILLA ABECIA),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,19,66,19,66,85
CAMIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,513,638,513,638,1151
CAPINOTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,53,165,53,165,218
CAQUIAVIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,46,113,46,113,159
CARACOLLO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,126,233,126,233,359
CARANAVI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,83,161,83,161,244
CARAPARI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,199,357,199,357,556
CARIPUYO,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,38,88,38,88,126
CARMEN RIVERO TORREZ,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,23,29,23,29,52
CATACORA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,6,36,6,36,42
CHALLAPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,447,643,447,643,1090
CHAQUI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,8,15,8,15,23
CHARAGUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,138,191,138,191,329
CHARAÑA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,1,7,1,7,8
CHAYANTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,63,127,63,127,190
CHIMORE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,50,34,50,34,84
CHIPAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,8,10,8,10,18
CHOQUE COTA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,15,20,15,20,35
CHUA COCANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,10,19,10,19,29
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,40,76,40,76,116
CHUMA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,111,137,111,137,248
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,16,35,16,35,51
CKOCHAS,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,40,40,40,40,80
CLIZA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,179,249,179,249,428
COBIJA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,624,1069,624,1069,1693
COCAPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,236,453,236,453,689
COCHABAMBA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,2228,3156,2228,3156,5384
COIPASA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,26,28,26,28,54
COLCAPIRHUA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,17,52,17,52,69
"COLCHA ""K""",atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,21,32,21,32,53
COLLANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,21,47,21,47,68
COLOMI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,28,38,28,38,66
COLPA BELGICA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,53,28,53,28,81
COLQUECHACA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,67,142,67,142,209
COLQUENCHA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,75,108,75,108,183
COLQUIRI,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,95,147,95,147,242
COMANCHE,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,20,24,20,24,44
COMARAPA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,67,95,67,95,162
COMBAYA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,0,3,0,3,3
CONCEPCION,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,102,61,102,61,163
COPACABANA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,29,48,29,48,77
CORIPATA,atencion odontologica, consultas nuevas de 5 a 59 anos,2014-08-01,24,24,24,24,48
