,group,variable,month,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTAL 311 ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
GUAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,8.0,11.0,8.0,11.0,19.0
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,1.0,1.0,1.0,2.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,4.0,6.0,4.0,10.0
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,29.0,35.0,29.0,35.0,64.0
HUARACAJE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,9.0,9.0,9.0,9.0,18.0
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,5.0,7.0,5.0,7.0,12.0
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,5.0,0.0,5.0,5.0
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,2.0,4.0,2.0,6.0
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,26.0,43.0,26.0,43.0,69.0
INGAVI (HUMAITA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,1.0,0.0,1.0,1.0
IXIAMAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,7.0,3.0,7.0,10.0
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,711.0,778.0,711.0,778.0,1489.0
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,385.0,530.0,385.0,530.0,915.0
LAJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,13.0,15.0,13.0,15.0,28.0
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,4.0,2.0,4.0,6.0
LORETO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,5.0,8.0,5.0,8.0,13.0
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,93.0,67.0,93.0,67.0,160.0
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,62.0,70.0,62.0,70.0,132.0
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,13.0,6.0,13.0,19.0
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,30.0,23.0,30.0,23.0,53.0
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,17.0,3.0,17.0,20.0
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,0.0,4.0,0.0,4.0
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,45.0,65.0,45.0,65.0,110.0
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,10.0,9.0,10.0,9.0,19.0
OMEREQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,30.0,47.0,30.0,47.0,77.0
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,37.0,70.0,37.0,70.0,107.0
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,14.0,28.0,14.0,28.0,42.0
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,1.0,4.0,1.0,5.0
PAILON,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,192.0,181.0,192.0,181.0,373.0
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,0.0,3.0,0.0,3.0
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,0.0,1.0,0.0,1.0
PAMPA AULLAGAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,8.0,0.0,8.0,8.0
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,5.0,0.0,5.0,0.0,5.0
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,65.0,68.0,65.0,68.0,133.0
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,43.0,40.0,43.0,40.0,83.0
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,149.0,148.0,149.0,148.0,297.0
POOPO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,1.0,0.0,1.0,1.0
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,61.0,78.0,61.0,78.0,139.0
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,168.0,165.0,168.0,165.0,333.0
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,82.0,72.0,82.0,72.0,154.0
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,26.0,42.0,26.0,42.0,68.0
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,28.0,32.0,28.0,32.0,60.0
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,18.0,13.0,18.0,13.0,31.0
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,25.0,51.0,25.0,51.0,76.0
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,10.0,13.0,10.0,13.0,23.0
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,157.0,208.0,157.0,208.0,365.0
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,10.0,6.0,10.0,16.0
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,58.0,78.0,58.0,78.0,136.0
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,121.0,202.0,121.0,202.0,323.0
QUIME,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,43.0,30.0,43.0,30.0,73.0
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,287.0,326.0,287.0,326.0,613.0
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,187.0,162.0,187.0,162.0,349.0
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,9.0,9.0,9.0,9.0,18.0
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,185.0,248.0,185.0,248.0,433.0
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,8.0,11.0,8.0,11.0,19.0
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,590.0,484.0,590.0,484.0,1074.0
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,8.0,29.0,8.0,29.0,37.0
SAN AGUSTIN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,16.0,19.0,16.0,19.0,35.0
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,19.0,8.0,19.0,8.0,27.0
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,19.0,14.0,19.0,14.0,33.0
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,4.0,9.0,4.0,9.0,13.0
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,89.0,102.0,89.0,102.0,191.0
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,16.0,16.0,16.0,16.0,32.0
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,189.0,195.0,189.0,195.0,384.0
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,155.0,154.0,155.0,154.0,309.0
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,189.0,146.0,189.0,146.0,335.0
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,107.0,93.0,107.0,93.0,200.0
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,1.0,1.0,1.0,2.0
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,274.0,330.0,274.0,330.0,604.0
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,5.0,9.0,5.0,9.0,14.0
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,15.0,11.0,15.0,11.0,26.0
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,45.0,70.0,45.0,70.0,115.0
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,2.0,3.0,2.0,5.0
SAN PABLO DE LIPEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,10.0,0.0,10.0,0.0,10.0
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,4.0,0.0,4.0,4.0
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,37.0,35.0,37.0,35.0,72.0
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,37.0,36.0,37.0,36.0,73.0
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1143.0,1466.0,1143.0,1466.0,2609.0
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,7.0,6.0,7.0,6.0,13.0
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,66.0,74.0,66.0,74.0,140.0
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,83.0,94.0,83.0,94.0,177.0
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,43.0,54.0,43.0,54.0,97.0
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,8.0,3.0,8.0,11.0
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,220.0,201.0,220.0,201.0,421.0
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,40.0,38.0,40.0,38.0,78.0
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,2.0,2.0,2.0,4.0
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,10.0,15.0,10.0,15.0,25.0
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,36.0,24.0,36.0,24.0,60.0
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,96.0,116.0,96.0,116.0,212.0
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,2.0,2.0,2.0,4.0
TIPUANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,626.0,724.0,626.0,724.0,1350.0
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,122.0,111.0,122.0,111.0,233.0
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,18.0,14.0,18.0,14.0,32.0
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,29.0,23.0,29.0,23.0,52.0
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,8.0,16.0,8.0,16.0,24.0
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,3.0,0.0,3.0,3.0
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,122.0,86.0,122.0,86.0,208.0
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,163.0,307.0,163.0,307.0,470.0
UNCIA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,12.0,10.0,12.0,10.0,22.0
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,0.0,1.0,0.0,1.0,1.0
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,27.0,21.0,27.0,21.0,48.0
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,30.0,38.0,30.0,38.0,68.0
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,44.0,25.0,44.0,25.0,69.0
VILA VILA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,3.0,7.0,3.0,7.0,10.0
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,9.0,16.0,9.0,16.0,25.0
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,15.0,2.0,15.0,2.0,17.0
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,33.0,31.0,33.0,31.0,64.0
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,30.0,30.0,30.0,30.0,60.0
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,1.0,3.0,1.0,3.0,4.0
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,85.0,82.0,85.0,82.0,167.0
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,6.0,3.0,6.0,3.0,9.0
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,69.0,58.0,69.0,58.0,127.0
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,92.0,103.0,92.0,103.0,195.0
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,2.0,0.0,2.0,0.0,2.0
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2014-09-01,15.0,24.0,15.0,24.0,39.0
