municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,3,3
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,17,17
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,3,3
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,1,1
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,37,37,54,54
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,6,6
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,6,6
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,4,4
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,15,15,25,25
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,18,18,1,1
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,10,10
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,13,13,14,14
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,13,13
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,39,39,4,4
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,43,43,60,60
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,16,16
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,6,6
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,34,34,9,9
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,253,253,3,3
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,26,26,59,59
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,1,1
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,51,51
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,3,3
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,2,2
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,576,576,10,10
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,22,22,16,16
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,16,16,2,2
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,38,38,2,2
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,31,31
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,43,43,29,29
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,3,3
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,9,9
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,6,6
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,42,42,14,14
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,5,5
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,10,10
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,61,61
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,28,28
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,32,32,13,13
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,2,2
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,30,30,0,0
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,15,15,14,14
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,13,13,6,6
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,55,55,6,6
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,4,4
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,0,0
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,501,501,10,10
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,13,13
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,25,25,39,39
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,24,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,40,40
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,10,10
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,11,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,13,13,11,11
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,5,5
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,0,0
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,28,28,0,0
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,113,113,28,28
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,31,31,39,39
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,59,59,5,5
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,219,219,4,4
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,14,14
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,0,0
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,34,34
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,20,20,6,6
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,254,254,20,20
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,26,26,3,3
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,44,44,14,14
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,0,0
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,168,168,3,3
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,6,6
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,16,16,42,42
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,4,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,7,7
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,13,13,1,1
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,7,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,6,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,4,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,6,6
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,11,11,6,6
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,81,81,40,40
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,19,19
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,53,53,3,3
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,39,39,18,18
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,124,124,38,38
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,10,10
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,30,30,0,0
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,41,41,17,17
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,18,18,3,3
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,98,98,34,34
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,10,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,8,8
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,45,45,38,38
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,22,22,10,10
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,24,24,2,2
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,36,36,7,7
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,80,80
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,11,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,3,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,4,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,9,9
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,1,1
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,3,3
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,14,14,0,0
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,47,47,0,0
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2421,2421,107,107
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,17,17
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,14,14,17,17
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,6,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,5,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,5,5
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,15,15
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,7,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,30,30
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,7,7
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,40,40,3,3
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,15,15,6,6
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,13,13
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,12,12,34,34
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,478,478,23,23
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,2,2
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,15,15
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,19,19
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,32,32,27,27
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,33,33,23,23
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,1,1,9,9
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,9,9,8,8
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,370,370,2,2
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,37,37,23,23
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,20,20
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,8,8
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,44,44
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,13,13,9,9
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,54,54,2,2
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,102,102,12,12
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,3,3
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,3,3,18,18
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,7,7,4,4
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,8,8,26,26
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,39,39,18,18
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,7,7
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,2,2
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,273,273,2,2
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,41,41,14,14
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,2,2,5,5
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,12,12
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,37,37,40,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,16,16,1,1
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,17,17,1,1
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,38,38,18,18
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,4,4,6,6
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,29,29,0,0
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,55,55,24,24
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,6,6,7,7
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,54,54,3,3
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,0,0,10,10
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,5,5,2,2
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,10,10,15,15
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2007-08-01,112,112,37,37
