,group,variable,month,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO VILLARROEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,25,31,25,31,56
PUNA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,6,9,6,9,15
PUNATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,13,23,13,23,36
QUIABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,4,4,4,4,8
QUILLACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,5,1,5,6
QUIME,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,2,2,2,4
QUIRUSILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,0,1,0,1
RAVELO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,5,0,5,5
REYES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,0,5,0,5
RIBERALTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,57,31,57,31,88
ROBORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
RURRENABAQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,3,9,3,12
SABAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,0,2,0,2
SACABA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,47,27,47,27,74
SACABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
SACACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,4,3,4,7
SAIPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,3,2,3,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,4,0,4,4
SAMAIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,2,1,2,3
SAN ANDRES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,1,0,1,1
SAN ANDRES DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,2,2,2,4
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,1,0,1,1
SAN BENITO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,1,1,1,2
SAN BORJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,24,20,24,20,44
SAN BUENA VENTURA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,10,5,10,15
SAN CARLOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,10,5,10,5,15
SAN IGNACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,10,9,10,19
SAN IGNACIO DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,66,53,66,53,119
SAN JAVIER(BNI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
SAN JOAQUIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,8,8,8,8,16
SAN JUAN DE YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,2,3,2,5
SAN JULIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,60,37,60,37,97
SAN LORENZO(PND),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,1,0,1,1
SAN LORENZO(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,6,3,6,3,9
SAN LUCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,13,24,13,24,37
SAN MATIAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,0,3,0,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,12,5,12,5,17
SAN PABLO DE LIPEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,2,0,2,2
SAN PEDRO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,12,14,12,14,26
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,7,10,7,10,17
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,4,0,4,0,4
SAN RAFAEL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,1,3,1,4
SAN RAMON SCZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,8,5,8,5,13
SANTA ANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,7,2,7,2,9
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,642,315,642,315,957
SANTA ROSA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,2,2,2,4
SANTA ROSA DEL SARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,11,14,11,14,25
SANTIAGO DE HUARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
SANTIAGO DE HUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,0,2,0,2
SANTIAGO DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,2,5,2,7
SANTIVAÑES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
SANTUARIO DE QUILLACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,0,3,0,3
SAPAHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,7,13,7,13,20
SENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,7,3,7,3,10
SHINAOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,8,9,8,17
SICA SICA (VILLA AROMA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,2,3,2,5
SICAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,3,5,3,8
SIPE SIPE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,14,5,14,19
SOPACHUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,2,3,2,5
SORACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,7,4,7,4,11
SORATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,19,10,19,10,29
SUCRE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,174,201,174,201,375
TACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,0,1,0,1
TACACOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,3,3,3,6
TACOBAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,5,1,5,6
TACOPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,2,3,2,5
TAHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,0,1,0,1
TAPACARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,17,12,17,12,29
TARABUCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,6,10,6,10,16
TARACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,1,0,1,1
TARATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,4,0,4,4
TARIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,87,85,87,85,172
TARVITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,13,25,13,25,38
TEOPONTE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,3,3,3,6
TIAWANACU,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,4,9,4,9,13
TINGUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,4,5,4,9
TIPUANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,21,12,21,12,33
TIQUIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,22,22,22,22,44
TIRAQUE (CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,4,5,4,5,9
TOLATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,1,1,1,2
TOLEDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,2,1,2,3
TOMAVE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,3,3,3,6
TOMINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,11,5,11,5,16
TORO TORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,7,2,7,9
TOTORA(CBBA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,4,9,4,13
TOTORA(ORR),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,0,1,0,1
TRIGAL,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,1,1,1,2
TRINIDAD,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,61,39,61,39,100
TUPIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,9,9,9,18
TURCO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,5,2,5,2,7
UNCIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,4,2,4,2,6
URIONDO (A. CONCEPCION),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,11,18,11,18,29
URUBICHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,2,3,2,5
UYUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,12,5,12,5,17
VACAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,5,3,5,8
VALLEGRANDE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,5,3,5,8
VIACHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,9,9,9,18
VILA VILA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,1,0,1,1
VILLA CHARCAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,10,9,10,19
VILLA MONTES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,19,18,19,18,37
VILLA RIVERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,1,1,1,2
VILLA SERRANO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,17,25,17,25,42
VILLA TUNARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,58,43,58,43,101
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,10,4,10,4,14
VILLAZON,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,12,13,12,13,25
VINTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,10,9,10,9,19
VITICHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,9,12,9,12,21
WALDO BALLIVIAN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,0,1,0,1
WARNES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,29,36,29,36,65
YACO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,1,2,1,2,3
YACUIBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,74,78,74,78,152
YAMPARAEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
YANACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,2,1,2,1,3
YAPACANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,67,57,67,57,124
YOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,0,3,0,3
YOTALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,0,3,0,3,3
YUNCHARA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,13,22,13,22,35
ZUDAÑEZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-08-01,3,6,3,6,9
ACACIO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,1,2,1,3
ACHACACHI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,8,7,8,7,15
ACHOCALLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,3,3,3,6
AIQUILE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,5,6,5,11
ALALAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,1,0,1,1
ALCALA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,2,0,2,2
ALTO BENI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,5,4,5,4,9
ANCORAIMES,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,2,4,2,6
ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,3,3,3,6
ANTEQUERA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,1,3,1,4
ANZALDO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,2,2,2,4
APOLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,10,1,10,1,11
ARAMPAMPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,3,0,3,3
ARBIETO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,2,2,2,4
ARQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,7,3,7,3,10
ASCENCION DE GUARAYOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,7,13,7,20
ATOCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,0,2,0,2
AUCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,2,2,2,4
AYATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
AYO AYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,11,5,11,5,16
AZURDUY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,21,13,21,34
BATALLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,7,3,7,3,10
BELEN DE ANDAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
BELEN DE URMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,1,0,1,1
BERMEJO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,42,39,42,39,81
BETANZOS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,9,9,9,9,18
BOLIVAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,3,6,3,9
BOLPEBRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,1,0,1,1
BOYUIBE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
BUENA VISTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,5,2,5,7
CABEZAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,13,13,13,26
CAIROMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
"CAIZA ""D""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,6,4,6,10
CAJUATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,1,0,1,1
CALAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
CAMARGO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,8,8,8,8,16
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
CAMIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,10,9,10,9,19
CAPINOTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,8,8,8,8,16
CAQUIAVIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
CARACOLLO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,12,9,12,9,21
CARANAVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,51,50,51,50,101
CARAPARI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,9,4,9,13
CARIPUYO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,5,4,5,4,9
CHALLAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,19,17,19,17,36
CHAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,0,4,0,4
CHARAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,10,11,10,11,21
CHARAÑA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,1,2,1,3
CHAYANTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,3,6,3,9
CHIMORE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,10,6,10,16
CHIPAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
CHOQUE COTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,21,14,21,14,35
CHUMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,2,3,2,5
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,7,1,7,1,8
CKOCHAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,2,4,2,6
CLIZA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,6,6,6,12
COBIJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,33,18,33,18,51
COCAPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,6,4,6,10
COCHABAMBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,151,142,151,142,293
COLCAPIRHUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,16,23,16,23,39
"COLCHA ""K""",tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,5,4,5,9
COLLANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
COLOMI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,3,2,3,5
COLPA BELGICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,1,3,1,4
COLQUECHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,15,13,15,28
COLQUENCHA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,0,3,0,3
COLQUIRI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,10,11,10,11,21
COMANCHE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
COMARAPA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,8,6,8,14
COMBAYA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
CONCEPCION,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,6,6,6,12
COPACABANA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,3,2,3,5
CORIPATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,9,13,9,13,22
CORO CORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,0,2,0,2,2
COROICO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,21,23,21,23,44
CORQUE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,1,4,1,5
COTAGAITA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,9,6,9,15
COTOCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,18,24,18,24,42
CRUZ DE MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
CUATRO CAÑADAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,20,8,20,8,28
CUEVO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,6,3,6,9
CULPINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,5,5,5,5,10
CURVA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
DESAGUADERO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,0,2,0,2
EL ALTO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,273,276,273,276,549
EL CHORO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,1,1,1,2
EL PUENTE(STC),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,2,2,2,4
EL PUENTE(TJA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,11,1,11,12
EL TORNO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,34,52,34,52,86
EL VILLAR,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,3,2,3,5
ENTRE RIOS TRJ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,7,7,7,7,14
ENTRE RIOS CBBA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,17,13,17,13,30
ESCOMA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,2,6,2,8
EUCALIPTUS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,3,4,3,7
FERNANDEZ ALONSO,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,8,9,8,9,17
FILADELFIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
GENERAL SAAVEDRA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,7,6,7,6,13
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,2,3,2,5
GUANAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,7,6,7,13
GUAQUI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
GUAYARAMERIN,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,9,13,9,22
GUTIERREZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,8,5,8,5,13
HUACARETA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,1,4,1,5
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,4,2,4,6
HUANUNI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,15,4,15,4,19
HUARACAJE,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
HUARINA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,2,1,2,3
HUMANATA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,1,1,1,2
ICLA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,6,4,6,10
INCAHUASI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,13,8,13,8,21
INQUISIVI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,5,2,5,7
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,9,3,9,3,12
IXIAMAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
JESUS DE MACHACA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,10,3,10,13
LA ASUNTA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,32,35,32,35,67
LA GUARDIA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,26,40,26,40,66
LA PAZ,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,354,347,354,347,701
LAGUNILLAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,3,3,3,6
LAJA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,3,5,3,5,8
LAS CARRERAS,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,1,2,1,3
LLALLAGUA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,19,8,19,8,27
LLICA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,2,3,2,3,5
LURIBAY,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
MACHACAMARCA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,4,1,4,1,5
MACHARETI,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,6,11,6,11,17
MAGDALENA,tuberculosis y lepra,n de sintomaticos respiratorios,2010-09-01,1,0,1,0,1
