municipality,group,variable,month,Pentavalentes 1ra dosis -DENTRO,TOTAL DENTRO,Pentavalentes 1ra dosis -FUERA,TOTAL FUERA
CURVA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,8,8
DESAGUADERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,7,7
EL ALTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1394,1394,56,56
EL CHORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,5,5
EL PUENTE(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,18,18,14,14
EL PUENTE(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,6,6,5,5
EL TORNO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,96,96,9,9
EL VILLAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,2,2
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,20,20,23,23
ENTRE RIOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,65,65,29,29
EUCALIPTUS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,5,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,6,6
EXALTACION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,14,14
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,33,33,8,8
FILADELFIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,4,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,33,33,18,18
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,16,16
GUANAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,15,15,7,7
GUAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,11,11
GUAYARAMERIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,71,71,29,29
GUTIERREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,12,12
HUACARETA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,6,6,9,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,6,6
HUACHACALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,0,0
HUANUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,45,45,27,27
HUARACAJE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,13,13
HUAYLLAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,7,7
ICHOCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,16,16
ICLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,14,14
INCAHUASI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,36,36,49,49
INGAVI (HUMAITA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,36,36
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,14,14
IXIAMAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,12,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,11,11,3,3
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,39,39,29,29
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,101,101,12,12
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1411,1411,22,22
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,4,4
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,14,14
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,8,8
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,26,26,127,127
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,4,4
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,9,9,13,13
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,13,13
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,0,0
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,10,10
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,20,20,34,34
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,16,16,2,2
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,1,1
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,12,12,6,6
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,10,10
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,61,61,8,8
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,17,17,48,48
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,24,24
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,7,7
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,36,36,18,18
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,183,183,13,13
MORO MORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,3,3
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,28,28,78,78
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,3,3
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,17,17,58,58
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,23,23,13,13
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,13,13
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,490,490,21,21
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,20,20,10,10
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,13,13
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,41,41,14,14
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,21,21
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,25,25,30,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,3,3
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,18,18,2,2
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,6,6
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,9,9
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,30,30,19,19
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,2,2
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,10,10
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,37,37
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,16,16,19,19
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,11,11,10,10
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,1,1
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,8,8,13,13
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,40,40
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,5,5
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,32,32,4,4
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,9,9,4,4
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,0,0
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,316,316,39,39
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,15,15
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,2,2
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,14,14,26,26
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,9,9,24,24
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,31,31
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,5,5
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,13,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,17,17,13,13
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,7,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,29,29,7,7
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,95,95,23,23
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,15,15,70,70
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,35,35,4,4
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,6,6
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,191,191,61,61
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,5,5,2,2
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,2,2,2,2
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,14,14,52,52
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,19,19,22,22
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,179,179,118,118
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,17,17,5,5
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,27,27,5,5
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,3,3,4,4
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,147,147,90,90
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,6,6
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,13,13,54,54
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,6,6,9,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,10,10
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,6,6,10,10
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,21,21,12,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,1,1,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,0,0
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,9,9,8,8
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,90,90,77,77
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,12,12
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,27,27,11,11
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,27,27,96,96
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,107,107,37,37
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,9,9,4,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,25,25,6,6
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,13,13,7,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,14,14,18,18
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,14,14
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,60,60,62,62
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,7,7,12,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,15,15,24,24
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,32,32,62,62
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,27,27,1,1
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,16,16,5,5
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,10,10,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,37,37,3,3
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,12,12,60,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,0,0,19,19
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,4,4,0,0
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,pentavalentes 1ra dosis,2005-08-01,8,8,0,0
