municipality,group,variable,month,Polio 2da dosis -DENTRO,TOTAL DENTRO,Polio 2da dosis -FUERA,TOTAL FUERA
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,28,28,19,19
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,2,2,19,19
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,5,5,3,3
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,2,2,4,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,2,2
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,8,8,9,9
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,2,2,1,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,3,3,28,28
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,4,4,3,3
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,34,34,31,31
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,15,15
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,3,3,6,6
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,20,20
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,484,484,87,87
TACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,3,3,1,1
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,5,5,4,4
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,3,3,23,23
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,13,13,11,11
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,17,17,46,46
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,14,14,26,26
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,2,2,4,4
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,13,13,5,5
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,262,262,16,16
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,17,17,25,25
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,4,4,4,4
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,4,4,9,9
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,15,15,65,65
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,23,23,0,0
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,70,70,32,32
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,61,61,19,19
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,2,2
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,2,2,5,5
TODOS SANTOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,2,2
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,0,0
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,5,5,7,7
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,10,10
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,9,9
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,29,29
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,24,24,17,17
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,12,12
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,2,2
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,156,156,4,4
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,30,30,31,31
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,5,5,5,5
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,8,8
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,8,8,74,74
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,13,13,11,11
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,12,12,2,2
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,18,18,30,30
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,8,8,11,11
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,16,16,4,4
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,33,33,41,41
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,5,5,6,6
VILLA MONTES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,56,56,15,15
VILLA RIVERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,3,3,1,1
VILLA SERRANO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,15,15,17,17
VILLA TUNARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,71,71,38,38
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,10,10
VILLAZON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,41,41,34,34
VINTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,32,32,48,48
VITICHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,13,13,17,17
WALDO BALLIVIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,6,6
WARNES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,83,83,40,40
YACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,16,16
YACUIBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,104,104,37,37
YAMPARAEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,13,13,10,10
YANACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,3,3
YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,59,59,14,14
YOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,1,1,8,8
YOTALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,12,12,8,8
YUNCHARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,0,0,4,4
ZUDAÑEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-06-01,7,7,7,7
ACACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,10,10
ACHACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,17,17,63,63
ACHOCALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,4,4,25,25
AIQUILE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,24,24,27,27
ALALAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,20,20
ALCALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,4,4,1,1
ANCORAIMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,1,1,24,24
ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,1,1,4,4
ANTEQUERA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,3,3
ANZALDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,5,5
APOLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,12,12,39,39
ARAMPAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,7,7
ARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,5,5
ARBIETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,3,3,3,3
ARQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,12,12,22,22
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,21,21,6,6
ATOCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,14,14,3,3
AUCAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,3,3,13,13
AYATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,3,3,24,24
AYO AYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,1,1,7,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,17,17,38,38
AZURDUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,13,13,8,8
BATALLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,12,12,12,12
BAURES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,6,6,1,1
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,2,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,1,1,0,0
BELLA FLOR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,6,6
BERMEJO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,57,57,10,10
BETANZOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,25,25,45,45
BOLIVAR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,7,7,26,26
BOYUIBE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,1,1,2,2
BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,22,22,8,8
CABEZAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,22,22,11,11
CAIROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,22,22
"CAIZA ""D""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,12,12
CAJUATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,15,15,3,3
CALACOTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,21,21
CALAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,9,9
CAMARGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,17,17,24,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,2,2
CAMIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,41,41,12,12
CAPINOTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,21,21,14,14
CAQUIAVIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,19,19
CARACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,13,13,11,11
CARANAVI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,63,63,46,46
CARAPARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,4,4
CARIPUYO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,4,4,13,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,10,10,0,0
CATACORA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,3,3
CHACARILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,35,35
CHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,7,7,9,9
CHARAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,35,35,37,37
CHARAÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,7,7
CHAYANTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,7,7,15,15
CHIMORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,31,31,10,10
CHIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,4,4,0,0
CHOQUE COTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,8,8
CHUMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,4,4,28,28
CLIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,19,19,9,9
COBIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,71,71,22,22
COCHABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,933,933,32,32
COLCAPIRHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,81,81,41,41
"COLCHA ""K""",vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,9,9,4,4
COLLANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,3,3
COLOMI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,30,30,16,16
COLPA BELGICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,15,15,0,0
COLQUECHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,7,7,105,105
COLQUENCHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,7,7
COLQUIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,11,11,20,20
COMANCHE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,7,7
COMARAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,28,28,12,12
COMBAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,2,2
CONCEPCION,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,44,44,2,2
COPACABANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,10,10,11,11
CORIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,2,2,9,9
CORO CORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,17,17
COROICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,8,8,18,18
CORQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,polio 2da dosis,2005-07-01,0,0,4,4
