municipality,group,variable,month,Total Días camas disponibles maternidad,TOTAL
HUARACAJE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
HUATAJATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
HUAYLLAMARCA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
HUMANATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
ICLA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,390,390
INCAHUASI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,279,279
INQUISIVI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
IXIAMAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
JESUS DE MACHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
LA ASUNTA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
LA GUARDIA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,713,713
LA PAZ,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,17179,17179
LAGUNILLAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
LAJA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
LAS CARRERAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,90,90
LICOMA PAMPA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,60,60
LLALLAGUA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,372,372
LLICA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
MACHACAMARCA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
MACHARETI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
MAGDALENA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
MAIRANA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
MAPIRI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
MECAPACA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
MIZQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,775,775
MOJOCOYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,277,277
MONTEAGUDO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
MONTERO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,2006,2006
MORO MORO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,60,60
MOROCHATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,372,372
NACEBE (SANTA ROSA DEL ABUNA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,60,60
OCURI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,248,248
OMEREQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,217,217
ORURO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,3977,3977
PADILLA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,341,341
PAILON,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,271,271
PALCA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
PALOS BLANCOS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,341,341
PAMPA AULLAGAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
PAMPA GRANDE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,90,90
PAPEL PAMPA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
PASORAPA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
PATACAMAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,240,240
PAZÑA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
POCOATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
POCONA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,496,496
POJO (CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,310,310
POOPO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
POROMA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,744,744
PORONGO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,273,273
PORTACHUELO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,372,372
PORVENIR,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,183,183
POTOSI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1860,1860
PRESTO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,235,235
PUCARANI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
PUERTO ACOSTA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
PUERTO CARABUCO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
PUERTO PEREZ,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
PUERTO QUIJARRO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,60,60
PUERTO RICO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,96,96
PUERTO VILLARROEL,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1116,1116
PUNA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,184,184
PUNATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,651,651
QUIABAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
QUILLACOLLO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1265,1265
RAVELO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
REYES,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
RIBERALTA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1395,1395
ROBORE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,220,220
RURRENABAQUE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,248,248
SACABA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1364,1364
SACABAMBA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
SACACA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
SAIPINA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,149,149
SALINAS DE GARCI MENDOZA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,279,279
SAMAIPATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
SAN ANDRES DE MACHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
SAN ANTONIO DE LOMERIO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,84,84
SAN BENITO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
SAN BORJA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,527,527
SAN BUENA VENTURA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
SAN CARLOS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,217,217
SAN IGNACIO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,496,496
SAN IGNACIO DE VELASCO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1302,1302
SAN JAVIER(BNI),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,2,2
SAN JAVIER(STC),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,310,310
SAN JOAQUIN,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
SAN JOSE DE CHIQUITOS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,713,713
SAN JUAN DE YAPACANI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,136,136
SAN JULIAN,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,689,689
SAN LORENZO(PND),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,89,89
SAN LUCAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,992,992
SAN MATIAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,312,312
SAN MIGUEL DE VELASCO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
SAN PEDRO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,30,30
SAN PEDRO DE BUENA VISTA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
SAN PEDRO DE CURAHUARA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
SAN RAFAEL,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
SAN RAMON BENI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
SAN RAMON SCZ,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,186,186
SANTA ANA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,248,248
SANTA CRUZ DE LA SIERRA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,14677,14677
SANTA ROSA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,186,186
SANTA ROSA DEL SARA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,403,403
SANTIAGO DE HUARI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,186,186
SANTIAGO DE MACHACA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
SANTIVAÑES,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,60,60
SANTUARIO DE QUILLACAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
SAPAHAQUI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
SENA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,81,81
SHINAOTA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,488,488
SICA SICA (VILLA AROMA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,56,56
SICAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,92,92
SIPE SIPE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,273,273
SOPACHUY,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,338,338
SORACACHI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
SORATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
SUCRE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,3725,3725
TACOPAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
TAPACARI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,525,525
TARABUCO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,558,558
TARATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,110,110
TARIJA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1648,1648
TARVITA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,775,775
TEOPONTE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
TIAWANACU,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
TIPUANI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,152,152
TIQUIPAYA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,682,682
TIRAQUE (CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,558,558
TOCO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
TOLATA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,62,62
TOMINA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,589,589
TORO TORO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
TOTORA(CBBA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,341,341
TOTORA(ORR),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,124,124
TRINIDAD,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1200,1200
TUPIZA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,527,527
UMALA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,31,31
UNCIA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,155,155
URUBICHA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,36,36
UYUNI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,527,527
VACAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,217,217
VALLEGRANDE,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,251,251
VIACHA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,496,496
VILA VILA,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,93,93
VILLA CHARCAS,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,515,515
VILLA MONTES,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,372,372
VILLA RIVERO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,216,216
VILLA SERRANO,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,434,434
VILLA TUNARI,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,1176,1176
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,248,248
VILLAZON,internaciones dias camas,total dias camas disponibles maternidad,2015-08-01,186,186
