,group,variable,month,L 16.2 REUMÁTICAS CANTIDAD,L 16.2 REUMÁTICAS CANTIDAD,TOTALES
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,15,16,31
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,12,18
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,43,21,64
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,6,8
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,3,6
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,12,22,34
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,4,7
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,5,10
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,8,14,22
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,1,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,7,9
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,169,403,572
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,6,13
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,3,8
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,1,6
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,3,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,12,15
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,2,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,17,9,26
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,1,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,20,30,50
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,17,19
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,2,9
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,6,7
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,4,8
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,89,226,315
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,9,16
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,15,19,34
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,2,5
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,67,66,133
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,6,7
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,6,6
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,19,30
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,1,2
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,7,8
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,12,16
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,27,59,86
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,14,24
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,16,31,47
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,26,32,58
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,15,10,25
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,32,26,58
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,13,22
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,16,25
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,18,29
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,3,13
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,47,55,102
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,27,37
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,5,9
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,13,24
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,5,12
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,17,6,23
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,5,12
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,28,30
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,7,14
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,2,8
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,2,4
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,0,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,7,9
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,8,14
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,21,21,42
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,6,7
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,18,30,48
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,6,8
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,15,24
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,12,21,33
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,46,84,130
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,5,9
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,3,8
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,12,4,16
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,8,8
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,1,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,7,10
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,193,543,736
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,30,21,51
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,8,11,19
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,20,10,30
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,10,14
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,8,14
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,9,12
SANTIVAÑES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,5,8
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,3,3
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,38,34,72
SENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,1,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,1,3
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,24,43,67
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,17,29,46
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,7,10
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,13,12,25
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,614,1108,1722
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,3,5
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,6,7
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,15,13,28
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,46,75,121
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,20,39,59
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,9,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,13,13,26
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,11,19,30
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,15,21
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,3,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,4,7
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,2,6
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,3,4
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,17,20,37
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,3,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,0,1
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,21,31
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,7,36,43
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,15,21
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,3,4
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,9,13,22
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,3,6
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,12,16
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,0,2,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,23,38,61
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,21,31
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,1,5
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,20,28,48
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,5,6,11
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,24,35,59
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,10,8,18
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,6,12
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,3,4
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,2,5,7
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,17,23
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,2,6
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,36,57,93
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,2,6
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,3,9
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,1,2,3
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,4,3,7
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,3,3,6
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-08-01,6,10,16
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,25,38,63
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,5,11,16
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,7,16,23
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,43,39,82
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,0,4,4
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,0,3,3
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,1,2,3
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.2        reumaticas,2012-09-01,0,3,3
