,group,variable,month,L 16.5 DIABETES MELLITUS I - II CANTIDAD,L 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,4,20,24
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,3,2,5
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,40,58,98
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,6,21,27
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,26,38,64
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,4,5,9
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,1,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,5,1,6
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,14,25,39
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,6,7,13
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,7,12,19
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,3,8,11
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,17,39,56
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,0,1
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,6,11,17
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,1,2
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,2,4
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,5,7
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,2,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,5,7
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,4,6
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,1,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,14,17,31
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,688,1151,1839
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,16,20,36
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,5,6,11
SENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,0,1
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,4,1,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,1,3
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,3,3
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,3,1,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,269,638,907
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,4,4,8
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,3,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,75,102,177
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,3,6,9
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,7,9
TITO YUPANQUI (PARQUIPUJIO),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,2,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,0,2
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,158,446,604
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,61,43,104
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,0,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,19,29,48
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,11,40,51
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,28,18,46
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,11,11,22
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,3,5,8
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,9,19,28
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,13,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,7,8
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,5,7,12
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,15,11,26
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,47,66,113
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,2,3
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,2,0,2
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-08-01,1,5,6
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,2,4
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,4,5,9
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,1,4
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,0,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,3,3
AYOPAYA (V. DE INDEPENDENCIA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,3,3
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,4,4
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,32,39,71
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,8,9
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,5,3,8
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,5,9,14
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,1,3
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,40,59,99
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,1,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,0,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,5,7
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,9,12
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,21,42,63
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,210,257,467
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,13,7,20
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,7,10
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,4,8,12
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,5,6
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,7,21,28
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,0,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,85,165,250
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,8,10
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,36,42,78
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,8,10
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,7,23,30
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,5,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,3,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,2,5
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,10,8,18
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,270,382,652
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,0,2
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,3,6
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,2,3,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,0,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,4,20,24
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,52,92,144
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,109,200,309
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,8,11
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,0,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,17,26,43
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,30,54,84
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,2,2
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,16,16,32
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,18,32,50
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,3,2,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,0,3,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,40,14,54
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,3,4
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,1,5,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.5        diabetes mellitus i - ii,2012-09-01,6,12,18
