,group,variable,month,L 16.1 CARDIOVASCULARES CANTIDAD,L 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,1,2
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,6,9
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,12,18,30
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,10,5,15
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,3,7
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,40,43,83
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,3,3
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,2,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,7,9,16
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,113,190,303
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,16,19
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,3,6
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
CULPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,123,107,230
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,13,13,26
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,2,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,10,11,21
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,18,8,26
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,3,4
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,3,5
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,5,3,8
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,350,454,804
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,1,2
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,2,4
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,12,11,23
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,57,81,138
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,10,5,15
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,49,36,85
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,0,2
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,0,2
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,22,15,37
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,3,6
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,47,30,77
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,1,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,6,5,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,1,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,0,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,4,7
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,3,7
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,3,5
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,14,12,26
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,2,6
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,5,7,12
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,8,6,14
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,13,16
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,3,7
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,15,1,16
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,1,3
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,13,21,34
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,423,829,1252
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,8,8,16
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,177,317,494
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,0,3
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,11,13,24
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,2,4
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,17,7,24
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,10,14
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,1,2
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,3,7
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,0,2
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,18,0,18
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,38,34,72
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,2,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,2,3
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,5,2,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,22,24,46
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,13,13,26
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,5,13,18
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,3,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,4,6,10
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,3,1,4
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,7,5,12
YACO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,12,16,28
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,1,3,4
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.1        cardiovasculares,2012-12-01,2,5,7
