,group,variable,month,L 16.6 HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,L 16.6 HIPERTENSIÓN ARTERIAL SISTÉMICA EN MAYORES DE 5 AÑOS CANTIDAD,TOTALES
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,2,3
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,1,3
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,1,3
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,12,22,34
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,1,3
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,0,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,12,30,42
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,7,11,18
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,0,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,6,10
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,15,13,28
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,7,11,18
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,6,12
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,5,6,11
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,168,309,477
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,9,18,27
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,18,34,52
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,1,7
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,11,26,37
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,17,24,41
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,10,21,31
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,17,18,35
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,10,29,39
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,0,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,16,16,32
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,0,3
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,1,2
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,3,7
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,8,14
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,11,21,32
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,758,1159,1917
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,5,10,15
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,5,3,8
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,1,5
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,5,9,14
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,4,8
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,6,9
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,9,13
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,4,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,5,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,7,26,33
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,106,207,313
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
NACEBE (SANTA ROSA DEL ABUNA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,1,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,4,5
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,76,100,176
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,11,13,24
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,13,16
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,5,11
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,0,1
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,7,11
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,2,6
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,3,4
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,79,106,185
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,37,63,100
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,3,4
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,2,4
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,8,10
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,2,0,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,2,3
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,30,30,60
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,8,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,36,56,92
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,9,20,29
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,18,31,49
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,7,10
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,1,4
REYES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,3,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,95,44,139
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,19,39,58
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,39,52,91
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,7,10
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,9,22,31
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,2,5
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,2,8
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,4,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,9,10,19
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,4,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,9,37,46
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,4,4,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,6,21,27
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,10,33,43
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,60,65,125
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,5,3,8
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,7,9,16
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,3,2,5
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,10,12,22
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,3,3
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",l 16.6        hipertension arterial sistemica en mayores de 5 anos,2012-08-01,1,7,8
