municipality,group,variable,month,Controles nuevos en niños de 2 años a < de 5 a NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
PUNATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,38,38,34,72
QUIABAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
QUILLACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,84,84,89,173
QUIME,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,3,3,7,10
RIBERALTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,41,41,37,78
ROBORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,8,8,7,15
RURRENABAQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,11,11,9,20
SABAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
SACABA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,118,118,107,225
SACABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,7,7,7,14
SACACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,8,8,8,16
SAIPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,1,2
SAN ANDRES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,42,42,61,103
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,5,5,6,11
SAN BENITO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,7,7,10,17
SAN BORJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,25,25,27,52
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,6,6,11,17
SAN IGNACIO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,44,44,26,70
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,138,138,130,268
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,8,8,4,12
SAN JAVIER(STC),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,2,2,6,8
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,2,2,2,4
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,2,3
SAN JULIAN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,75,75,83,158
SAN LORENZO(PND),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,2,2,0,2
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,22,22,11,33
SAN LUCAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,11,11,17,28
SAN MATIAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,11,11,9,20
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,3,3,5,8
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
SAN PEDRO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,3,4
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,6,6,4,10
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,2,2
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
SAN PEDRO(PND),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,7,7,4,11
SAN RAFAEL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
SAN RAMON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,3,3
SANTA ANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,3,3,3,6
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1055,1055,1053,2108
SANTA ROSA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,1,2
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,17,17,22,39
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,5,5,2,7
SAPAHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,5,5,2,7
SIPE SIPE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,75,75,62,137
SORATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,14,14,16,30
SUCRE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,217,217,224,441
TACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,2,2,0,2
TACACOMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,4,4,4,8
TACOBAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,1,2
TAPACARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,20,20,30,50
TARABUCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,10,10,8,18
TARACO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
TARATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,2,2,0,2
TARIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,307,307,287,594
TIAWANACU,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,3,3,9,12
TINGUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
TIQUIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,56,56,48,104
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,147,147,133,280
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
TOLATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,7,7,11,18
TOMAVE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
TOMINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,2,3
TORO TORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,15,15,30,45
TOTORA(CBBA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,6,6,5,11
TOTORA(ORR),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,3,3,3,6
TRIGAL,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,2,2
TRINIDAD,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,131,131,140,271
TUPIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,68,68,79,147
TURCO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
UMALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,7,7,4,11
UNCIA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,13,13,13,26
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,10,10,12,22
VACAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,9,9,9,18
VALLEGRANDE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,11,11,19,30
VIACHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,20,20,24,44
VILA VILA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,6,6,3,9
VILLA MONTES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,9,9,7,16
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,0,1
VILLA RIVERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,1,2
VILLA TUNARI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,286,286,243,529
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
VILLAZON,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,4,4,3,7
VINTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,25,25,25,50
VITICHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,45,45,48,93
WARNES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,83,83,97,180
YACO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,9,9,6,15
YACUIBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,6,6,14,20
YAMPARAEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,4,5
YANACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,4,4,1,5
YOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,1,1
YOTALA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,1,1,1,2
ZUDAÑEZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-07-01,0,0,3,3
ACHACACHI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,39,39,35,74
ACHOCALLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
AIQUILE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,28,28,20,48
ALALAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,5,7
ANCORAIMES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,4,4,7,11
ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,0,1
ANTEQUERA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,6,6,9,15
ANZALDO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,59,59,47,106
APOLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,20,20,13,33
ARAMPAMPA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,4,4
ARANI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,12,12,14,26
ARBIETO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,13,13,16,29
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
ATOCHA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,0,1
AUCAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,4,5
AYATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,14,14,14,28
AYO AYO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,21,21,37,58
AZURDUY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,3,3,5,8
BATALLAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,3,5
BAURES,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,2,3
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,3,3,2,5
BELLA FLOR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
BERMEJO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,25,25,24,49
BETANZOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,3,5
BOLIVAR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
BOYUIBE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,7,7,4,11
BUENA VISTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,82,82,56,138
CABEZAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,54,54,32,86
"CAIZA ""D""",nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,6,6,6,12
CAJUATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,10,10,13,23
CALACOTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,12,12,10,22
CALAMARCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,0,1
CAMARGO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,0,1
CAMIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,29,29,57,86
CAPINOTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,4,6
CAQUIAVIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,24,24,15,39
CARACOLLO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,23,23,30,53
CARANAVI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,55,55,57,112
CARIPUYO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,0,2
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,2,2
CHACARILLA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
CHALLAPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,36,36,33,69
CHAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
CHARAGUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,17,17,19,36
CHARAÑA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,2,2
CHAYANTA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,4,6
CHIMORE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,24,24,31,55
CHIPAYA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,7,7,3,10
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,6,6,12,18
CHUMA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,4,4,4,8
CLIZA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,98,98,73,171
COBIJA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,48,48,47,95
COCHABAMBA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,777,777,840,1617
COLCAPIRHUA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,205,205,191,396
"COLCHA ""K""",nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
COLOMI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,46,46,74,120
COLPA BELGICA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,4,6
COLQUECHACA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,3,5
COLQUIRI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,5,5,2,7
CONCEPCION,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,8,10
COPACABANA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,9,9,8,17
CORIPATA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,20,20,12,32
CORO CORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,3,3,3,6
COROICO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,29,29,23,52
CORQUE,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,3,5
COTAGAITA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,2,2
COTOCA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,6,6,4,10
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,33,33,36,69
CULPINA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,7,7,10,17
DESAGUADERO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
EL ALTO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1864,1864,2098,3962
EL CHORO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
EL PUENTE(STC),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
EL PUENTE(TJA),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,0,2
EL TORNO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,13,13,18,31
EL VILLAR,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,1,1,1,2
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,19,19,18,37
ENTRE RIOS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,42,42,40,82
EUCALIPTUS,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,2,2,1,3
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,15,15,12,27
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,57,57,22,79
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,11,11,11,22
GUANAY,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,32,32,22,54
GUAQUI,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,0,0,1,1
GUAYARAMERIN,nutricion y desarrollo infantil,controles nuevos en ninos de 2 anos a < de 5 a,2005-08-01,115,115,115,230
