,group,variable,month,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 1ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
TOTORA(ORR),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,0,0,0,0,0,0,0,0,0,0,1
TRIGAL,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
TRINIDAD,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,1,30,0,93,0,38,0,6,0,0,0,169
TUPIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,2,0,30,0,7,0,3,0,0,0,43
TURCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
UMALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,3,0,0,0,0,0,6
UNCIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,21,1,5,1,0,0,0,0,30
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,13,0,0,0,0,0,14
URUBICHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,0,0,1,0,0,0,0,0,2
UYUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,5,0,20,1,6,0,5,0,0,0,37
VACAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,0,0,0,0,0,0,5
VALLEGRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,15,0,4,0,0,0,0,0,22
VIACHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,3,0,26,0,14,0,6,0,0,0,49
VILLA CHARCAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,4,0,2,0,0,0,0,0,7
VILLA MONTES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,5,0,33,0,9,0,0,0,0,0,47
VILLA NUEVA (LOMA ALTA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,1,0,0,0,0,0,0,0,3
VILLA SERRANO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,5,0,0,0,0,0,0,0,7
VILLA TUNARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,10,0,74,0,23,1,0,0,0,0,108
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,4,0,0,0,0,0,0,0,4
VILLAZON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,2,0,30,1,7,0,0,0,0,0,40
VINTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,0,36,6,3,1,0,0,0,0,52
VITICHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,1,0,0,0,0,4
WARNES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,1,0,17,0,128,0,32,1,0,0,0,0,179
YACO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
YACUIBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,6,0,58,1,12,0,0,0,0,0,77
YAMPARAEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
YANACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,1,0,1,0,0,0,0,0,2
YAPACANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,1,8,2,28,21,13,2,0,0,0,0,75
YOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,2,0,1,0,0,0,0,0,4
YOTALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
YUNCHARA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,0,1,2,1,0,0,0,0,0,0,4
ZUDAÑEZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-07-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ACACIO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,1,0,2,0,0,1,0,0,0,0,5
ACHACACHI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,23,0,6,0,0,0,0,0,33
ACHOCALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,26,0,4,0,0,0,0,0,33
AIQUILE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,1,13,0,4,0,0,0,0,0,22
ALCALA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,6,0,0,0,0,0,0,0,6
ANCORAIMES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,4,1,0,0,0,0,0,0,5
ANTEQUERA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ANZALDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,16,1,6,0,0,0,0,0,27
ARAMPAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,6,0,4,0,0,0,11
ARBIETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,2,0,19,0,3,0,0,0,0,0,25
ARQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,7,1,1,0,0,0,0,0,11
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,29,1,92,0,18,0,0,0,0,0,141
ATOCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,5,1,3,0,0,0,0,0,10
AUCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,4,0,0,0,0,0,0,0,5
AYATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,3,0,0,0,0,0,0,0,5
AYO AYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,8,1,0,0,0,0,0,0,10
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,8,0,1,0,0,0,0,0,10
AZURDUY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,3,1,1,0,0,0,0,0,7
BATALLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,12,0,1,0,0,0,0,0,13
BAURES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,5,0,1,0,0,0,0,0,8
BELEN DE ANDAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
BELEN DE URMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,1,0,0,0,0,5
BERMEJO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,12,0,34,0,8,0,0,0,0,0,54
BETANZOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,13,2,5,0,0,0,0,0,23
BOLIVAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
BOLPEBRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
BUENA VISTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,15,1,3,0,0,0,0,0,22
CABEZAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,15,4,3,0,0,0,0,0,26
CAIROMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,1,0,4,0,0,0,0,0,0,0,6
"CAIZA ""D""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,12,0,2,0,0,0,0,0,16
CAJUATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,6,0,3,0,0,0,0,0,10
CALACOTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,0,1,1,2,0,0,0,0,0,0,5
CALAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,9,0,3,0,0,0,0,0,12
CAMARGO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,7,0,2,1,0,0,0,0,11
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,7,0,10,0,2,0,0,0,0,0,20
CAPINOTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,10,0,4,0,0,0,0,0,15
CAQUIAVIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,8,0,3,0,0,0,0,0,11
CARACOLLO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,16,0,1,0,0,0,0,0,19
CARANAVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,10,1,47,0,4,0,0,0,0,0,62
CARAPARI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,7,1,3,0,0,0,0,0,11
CARIPUYO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,1,2,0,0,0,0,0,5
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,6,0,2,0,0,0,0,0,9
CATACORA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHACARILLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,15,0,2,0,0,0,0,0,20
CHAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,2,0,0,0,0,0,4
CHARAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,7,0,15,0,4,0,0,0,0,0,26
CHAYANTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,1,0,1,1,0,0,0,0,0,5
CHIMORE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,5,0,24,0,3,0,0,0,0,0,33
CHUA COCANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,12,0,2,0,0,0,0,0,14
CHUMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,2,1,2,0,0,0,0,0,7
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,4,1,0,0,0,0,0,0,7
CKOCHAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,1,5,1,2,0,0,0,0,0,11
CLIZA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,19,0,1,0,0,0,0,0,22
COBIJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,15,0,68,0,17,0,0,0,0,0,101
COCAPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,3,4,0,0,0,0,0,0,11
COCHABAMBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,39,0,454,3,157,1,0,0,0,0,655
COLCAPIRHUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,28,3,2,0,0,0,0,0,35
"COLCHA ""K""",consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,3,0,0,0,0,0,6
COLOMI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,1,10,0,2,0,0,0,0,0,17
COLPA BELGICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,3,0,9,0,0,0,0,0,0,0,13
COLQUECHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,9,1,14,0,2,0,0,0,0,0,27
COLQUENCHA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,5,0,1,0,0,0,0,0,8
COLQUIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,15,0,0,0,0,0,0,0,16
COMANCHE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COMARAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,18,0,8,0,0,0,0,0,29
COMBAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CONCEPCION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,24,1,0,0,0,0,0,0,28
COPACABANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,10,0,1,0,0,0,0,0,14
CORIPATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,10,0,1,0,0,0,0,0,13
CORO CORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,1,1,0,0,0,0,0,3
COROICO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,7,2,4,0,0,0,0,0,13
CORQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,2,0,0,0,0,0,4
COTAGAITA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,8,0,6,0,0,0,0,0,14
COTOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,2,0,8,0,54,0,7,0,0,0,0,0,71
CUATRO CAÑADAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,7,0,0,0,0,0,0,0,10
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CUEVO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,2
CULPINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,10,0,2,0,0,0,0,0,15
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,1,1,0,0,0,0,0,2
DESAGUADERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,3,0,0,0,0,0,3
EL ALTO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,3,0,36,22,422,162,105,23,0,0,0,0,773
EL CHORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL PUENTE(STC),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,5,0,0,0,0,0,0,0,6
EL PUENTE(TJA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,1,3,0,1,1,0,0,0,0,6
EL TORNO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,2,0,10,0,57,0,10,0,0,0,0,0,79
EL VILLAR,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,7,0,3,0,0,0,0,0,11
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,5,0,36,0,10,0,0,0,0,0,51
ESCOMA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,6,0,3,0,0,0,0,0,11
FILADELFIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
GAIOC JATUN AYLLU YURA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,3,1,1,0,0,0,0,0,5
GIA-TIM,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,1,4,1,0,0,0,0,0,0,8
GUANAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,11,0,3,0,0,0,1,0,18
GUAQUI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,4,0,1,0,0,0,0,0,5
GUAYARAMERIN,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,11,0,47,0,14,0,1,0,0,0,73
GUTIERREZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,5,0,8,0,0,0,0,0,0,0,13
HUACARAJE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUACARETA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,3,1,0,0,0,0,0,0,5
HUANUNI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,10,0,5,0,0,0,0,0,17
HUARINA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,3,1,2,0,0,0,0,0,7
HUATAJATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
ICHOCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
ICLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
INCAHUASI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,1,5,2,2,0,0,0,0,0,11
INGAVI (HUMAITA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,3,0,1,0,0,0,0,0,6
INQUISIVI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,4,0,2,0,0,0,0,0,7
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,11,0,4,0,0,0,0,0,17
IXIAMAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,1,6,1,1,0,0,0,0,0,11
JESUS DE MACHACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,3,0,0,0,0,0,6
LA ASUNTA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,7,0,59,0,8,0,0,0,0,0,74
LA GUARDIA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,16,0,162,0,23,0,0,0,0,0,201
LA PAZ,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,25,0,349,2,97,0,2,0,0,0,475
LAGUNILLAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,2,0,0,0,0,0,6
LAJA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,5,0,18,0,3,0,0,0,0,0,26
LAS CARRERAS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
LICOMA PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
LLALLAGUA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,30,0,4,0,0,0,0,0,38
LLICA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,0,0,2,0,0,0,0,0,0,0,3
LORETO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,2
LURIBAY,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
MACHACAMARCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,2,0,0,0,0,0,0,0,4
MACHARETI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MAGDALENA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,3,0,9,0,1,0,0,0,0,0,13
MAIRANA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,9,0,1,0,0,0,0,0,12
MALLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,1,1,0,0,0,0,0,0,3
MAPIRI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,7,0,25,0,3,0,0,0,0,0,35
MECAPACA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,10,1,2,0,0,0,0,0,14
MINEROS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,16,0,0,0,0,0,0,0,18
MIZQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,15,0,1,1,0,0,0,0,19
MOCOMOCO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,4,0,1,0,0,0,0,0,9
MOJINETE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MOJOCOYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
MONTEAGUDO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,11,1,6,0,0,0,0,0,18
MONTERO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,8,0,79,0,30,0,6,0,0,0,123
MORO MORO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MOROCHATA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,1,0,2,1,0,0,0,0,0,0,4
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
NAZACARA DE PACAJES,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,0,0,0,0,1,0,0,0,0,0,2
OCURI,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,8,1,0,1,0,0,0,0,14
OKINAWA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,12,0,1,0,0,0,0,0,13
OMEREQUE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,3,1,1,0,0,0,0,0,5
ORURO,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,27,3,256,6,66,1,0,0,0,0,359
PADCAYA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,5,0,0,0,0,0,0,0,5
PADILLA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,2,0,2,0,0,0,0,0,0,0,4
PAILON,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,10,0,24,0,2,0,0,0,0,0,36
PALCA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,4,0,28,1,1,0,0,0,0,0,34
PALOS BLANCOS,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,8,0,28,2,7,0,0,0,0,0,46
PAMPA GRANDE,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,2,0,10,0,2,0,0,0,0,0,15
PAPEL PAMPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,1,0,1,0,2,0,1,0,0,0,0,0,5
PASORAPA,consultas prenatales,nuevas en el 1er trimestre del embarazo,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,1
