,group,variable,month,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 2DO TRIMESTRE DEL EMBARAZO < A 10,TOTALES
PORONGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,1,1,0,0,0,0,0,4
PORTACHUELO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
PORVENIR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
POTOSI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,23,2,107,3,17,0,0,0,0,0,152
PUCARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,13,0,4,0,0,0,0,0,17
PUERTO ACOSTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,7,0,1,0,0,0,0,0,10
PUERTO PEREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,2
PUERTO QUIJARRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,11,0,20,0,7,0,0,0,0,0,38
PUERTO SUAREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,8,0,1,0,0,0,0,0,11
PUERTO VILLARROEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,8,0,25,0,3,0,0,0,0,0,36
PUNA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,3,0,1,0,0,0,0,0,6
PUNATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
QUILLACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,10,0,24,0,13,0,0,0,0,0,47
QUIME,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,1,0,4,0,0,0,0,0,0,0,6
REYES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,9,0,1,0,0,0,0,0,10
RIBERALTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,20,1,42,0,4,0,0,0,0,0,67
ROBORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,5,0,10,1,0,0,0,0,0,0,16
RURRENABAQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,5,1,10,0,0,0,0,0,0,0,17
SABAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SACABA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,15,1,58,6,16,2,1,0,0,0,100
SACABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,2
SACACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAIPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAMAIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN AGUSTIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN ANDRES DE MACHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN BORJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,11,1,23,6,3,1,0,0,0,0,45
SAN BUENA VENTURA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,2,0,5,0,3,0,0,0,0,0,11
SAN CARLOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN IGNACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,4,0,14,0,0,0,0,0,0,0,19
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,19,0,6,0,0,0,0,0,28
SAN JAVIER(STC),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,10,0,0,0,0,0,0,0,11
SAN JOAQUIN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,1,0,0,0,0,0,0,3
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SAN JULIAN,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,15,0,2,0,0,0,0,0,19
SAN LORENZO(TJA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN LUCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,1,0,0,1,0,0,0,0,0,4
SAN MATIAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,1,0,3,0,1,0,0,0,0,0,6
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN PEDRO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,7,0,3,0,0,0,0,0,11
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,3,0,1,0,0,0,0,0,7
SAN PEDRO DE TIQUINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
SAN RAFAEL,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAN RAMON BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN RAMON SCZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
SANTA ANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,5,0,29,1,3,0,0,0,0,0,38
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,3,2,67,4,589,6,177,7,7,0,0,0,862
SANTA ROSA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SANTA ROSA DEL SARA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,3,0,1,0,0,0,0,0,6
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,1,0,0,0,0,0,0,4
SANTIAGO DE HUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTIVAÑES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAPAHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,1,5,0,1,0,0,0,0,0,7
SENA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,2,1,0,0,0,0,0,0,5
SHINAOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,1,1,0,0,0,0,0,0,5
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,5,0,0,0,0,0,0,0,6
SICAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,0,18,1,3,0,0,0,0,0,26
SORACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
SORATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,7,0,1,0,0,0,0,0,9
SUCRE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,7,0,49,2,15,0,0,0,0,0,73
TACACOMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TACOBAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,2,1,0,0,0,0,0,3
TAHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TAPACARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,1,1,1,2,0,0,0,8
TARABUCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,4,0,1,0,0,0,0,0,0,0,6
TARACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TARATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
TARIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,8,1,65,0,24,2,0,0,0,0,100
TEOPONTE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,1,1,0,0,0,0,0,0,0,4
TINGUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,2,2,0,0,1,0,0,0,0,5
TIPUANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
TIQUIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
TIRAQUE (CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,2,1,0,0,0,0,0,0,5
TOCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TOLATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TORO TORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,1,1,1,2,0,0,0,0,0,7
TOTORA(CBBA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,8,1,1,0,0,0,0,0,10
TOTORA(ORR),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
TRINIDAD,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,12,2,54,0,5,0,0,0,0,0,74
TUPIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,11,0,2,0,0,0,0,0,15
TURCO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
UNCIA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,8,0,19,0,0,0,0,0,28
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,6,1,0,0,0,0,0,0,7
URUBICHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,1,0,0,0,3
UYUNI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,0,10,0,4,0,0,0,0,0,16
VALLEGRANDE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,4,0,0,0,0,0,0,0,5
VIACHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,9,0,61,0,24,0,2,0,0,0,96
VILA VILA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,1,0,1,0,0,0,1,0,0,0,0,0,3
VILLA CHARCAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,3
VILLA MONTES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,3,0,14,0,4,0,0,0,0,0,21
VILLA RIVERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
VILLA TUNARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,7,0,30,0,7,0,0,0,0,0,44
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
VILLAZON,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,12,0,5,0,0,0,0,0,17
VINTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,4,1,16,6,5,0,0,0,0,0,32
VITICHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
WARNES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,8,1,33,1,4,0,0,0,0,0,47
YACO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,1,1,1,0,0,0,0,0,4
YACUIBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,1,12,0,3,0,0,0,0,0,17
YAMPARAEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,2,2,11,4,2,0,0,0,0,0,21
YOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ZUDAÑEZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ACACIO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,16,0,2,0,0,0,0,0,20
ACHOCALLA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,13,0,5,0,0,0,0,0,20
AIQUILE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,3,0,1,0,0,0,0,0,6
ALTO BENI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,1,0,0,0,0,0,0,0,3
ANCORAIMES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,1,2,0,2,0,0,0,0,0,0,0,6
ARAMPAMPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
ARANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ARBIETO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,4,1,0,0,0,0,0,0,5
ARQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,2,0,19,0,44,0,6,0,0,0,0,0,71
ATOCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,8,0,0,0,0,0,0,0,9
AUCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AYATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
AYO AYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,6,0,0,0,0,0,0,0,8
AZURDUY,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,0,0,1,0,0,0,0,0,0,0,2
BATALLAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,6,1,0,0,0,0,0,0,7
BAURES,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BELLA FLOR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
BERMEJO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,4,0,4,1,0,0,0,0,10
BETANZOS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,4,0,8,1,4,0,0,0,0,0,17
BOLIVAR,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,1,0,0,0,0,0,0,4
BOYUIBE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
BUENA VISTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
CABEZAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,7,0,4,0,0,0,0,0,13
CAIROMA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,1,0,0,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAJUATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CALACOTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMARGO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CAMIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,5,1,10,1,0,0,0,0,0,0,17
CAPINOTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,6,0,2,0,0,0,0,0,11
CAQUIAVIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CARACOLLO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,2,0,0,0,0,0,5
CARANAVI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,11,0,1,0,0,0,0,0,14
CARANGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARAPARI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,0,1,0,0,0,0,0,5
CARIPUYO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,0,0,0,0,0,1
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,6,0,0,0,0,0,0,0,7
CHALLAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,5,0,3,0,0,0,0,0,8
CHAQUI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
CHARAGUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,8,1,4,0,0,0,0,0,13
CHARAÑA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CHAYANTA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1
CHIMORE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,4,1,9,0,3,0,0,0,0,0,17
CHIPAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHUA COCANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,6,0,2,0,0,0,0,0,9
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CKOCHAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,3,1,1,0,0,0,0,0,6
CLIZA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,4,0,0,0,0,0,0,0,6
COBIJA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,5,0,20,0,4,0,0,0,0,0,30
COCAPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,2,0,6,0,1,0,0,0,0,0,9
COCHABAMBA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,2,0,27,0,349,1,131,1,0,0,0,0,511
COLCAPIRHUA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,7,0,2,0,0,0,0,0,12
"COLCHA ""K""",consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLLANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
COLOMI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,11,0,1,0,0,0,0,0,15
COLPA BELGICA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,0,0,0,0,0,0,2
COLQUENCHA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,1,0,0,0,0,0,3
COLQUIRI,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1
COMANCHE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COMARAPA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,1,0,11,0,5,0,0,0,0,0,18
COMBAYA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,2,0,0,0,0,0,0,3
CONCEPCION,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,7,0,15,0,1,0,0,0,0,0,23
COPACABANA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CORIPATA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,4,0,0,0,0,0,0,0,4
CORO CORO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,1,0,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,3,0,1,0,0,0,0,0,4
CORQUE,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
COTAGAITA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,7,0,2,0,0,0,0,0,9
COTOCA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,6,1,24,0,1,0,0,0,0,0,32
CUATRO CAÑADAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,3,0,1,0,1,0,0,0,0,0,5
CULPINA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,1,0,1,1,0,0,0,0,4
CURAHUARA DE CARANGAS,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,1,1,0,1,0,0,0,0,0,3
CURVA,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,1,0,2,1,0,0,0,0,0,0,4
DESAGUADERO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2
EL ALTO,consultas prenatales,nuevas en el 2do trimestre del embarazo,2024-09-01,1,0,31,5,423,56,103,12,0,0,0,0,631
