,group,variable,month,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 10 A 14,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 15 A 19,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 20 A 34,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 35 A 49,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO 50 Y +,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,NUEVAS EN EL 3ER TRIMESTRE DEL EMBARAZO < A 10,TOTALES
CABEZAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
"CAIZA ""D""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CALAMARCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
CAMIRI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,2,0,0,0,0,0,0,0,5
CAPINOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,1,0,0,0,0,0,5
CARACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
CARANAVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,5,0,0,0,0,0,0,0,5
CARAPARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CARIPUYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,2
CARMEN RIVERO TORREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
CHARAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,7,0,0,0,0,0,0,0,7
CHAYANTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,2,0,1,0,0,0,0,0,4
CHIMORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
CHUMA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,0,1,0,0,0,0,0,0,2
COBIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,6,0,3,0,0,0,0,0,9
COCAPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,1,2,1,0,0,0,0,0,0,5
COCHABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,8,0,575,8,172,0,0,0,0,0,763
COLCAPIRHUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
"COLCHA ""K""",consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,1
COLOMI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COLPA BELGICA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
COLQUECHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COMARAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,14,0,1,0,0,0,0,0,16
CONCEPCION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
COPACABANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
CORIPATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
COROICO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CORQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
COTAGAITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,1,0,0,0,0,0,0,3
COTOCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,4,0,12,0,3,0,0,0,0,0,19
CUATRO CAÑADAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
DESAGUADERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EL ALTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,1,27,1,141,20,31,5,0,0,1,0,228
EL PUENTE(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
EL TORNO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,2,0,0,0,0,0,0,0,4
ENTRE RIOS TRJ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,1,1,0,0,0,0,0,4
ENTRE RIOS CBBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
EUCALIPTUS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EUREKA (SANTOS MERCADO),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
FERNANDEZ ALONSO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
FILADELFIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
GENERAL SAAVEDRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GIA-TIM,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,3,0,1,0,0,0,0,0,7
GUAYARAMERIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,8,0,27,0,12,0,0,0,0,0,48
GUTIERREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,6,0,0,0,0,0,0,0,7
HUACAYA (VILLA DE HUACAYA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUANUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
HUARINA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
INCAHUASI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
INQUISIVI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
IRUPANA (VILLA DE LANZA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
IXIAMAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
JESUS DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,1,0,0,0,1,0,0,0,0,3
LA ASUNTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,1,5,2,3,0,0,0,0,0,12
LA GUARDIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,22,0,89,1,12,0,0,0,0,0,124
LA PAZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,2,0,11,0,363,0,192,0,0,0,0,0,568
LAGUNILLAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
LAJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,0,0,2,0,0,0,0,0,0,0,3
LICOMA PAMPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
LLALLAGUA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,7,1,13,0,0,0,0,0,24
LLICA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MACHARETI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MAGDALENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,1,0,1,0,0,0,0,0,5
MAIRANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MINEROS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,5,0,1,0,0,0,0,0,7
MIZQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
MOCOMOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,1
MONTEAGUDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
MONTERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,11,0,6,0,1,0,0,0,20
MOROCHATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,2
OCURI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,2
ORURO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,8,0,212,7,103,1,0,0,0,0,331
PADCAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,2,0,0,0,0,0,3
PAILON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,6,0,2,0,0,0,0,0,10
PALCA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
PALOS BLANCOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,0,0,2,0,0,0,0,0,0,0,3
PAMPA AULLAGAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PATACAMAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
PELECHUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,8,0,0,0,0,0,0,0,11
POCOATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
POCONA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
POJO (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,2,1,0,0,0,0,6
PORCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PORTACHUELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
POTOSI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,10,0,40,0,16,0,3,0,0,0,69
PUCARANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,1,0,0,0,0,0,4
PUERTO ACOSTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
PUERTO CARABUCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,5,0,0,0,0,0,0,0,5
PUERTO PEREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,5,0,11,1,3,0,0,0,0,0,20
PUERTO SILES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
PUERTO SUAREZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,2,0,1,0,0,0,0,0,5
PUERTO VILLARROEL,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,7,0,9,0,0,0,0,0,18
PUNA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
PUNATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,6,0,1,0,0,0,0,0,8
QUILLACOLLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,9,2,3,0,0,0,0,0,17
QUIME,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,2
RAQAYPAMPA(ETA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
RAVELO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,1
REYES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
RIBERALTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,6,0,31,0,0,0,0,0,0,0,37
ROBORE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,5,0,11,0,1,0,0,0,0,0,17
RURRENABAQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,4,0,17,0,1,0,0,0,0,0,22
SABAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SACABA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,1,26,4,10,0,0,0,0,0,44
SACABAMBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SACACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,1,0,0,1,0,0,0,0,3
SAN AGUSTIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN ANDRES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN BORJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,1,6,1,1,0,0,0,0,0,12
SAN BUENA VENTURA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN CARLOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,4,0,0,0,0,0,4
SAN IGNACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,19,0,1,0,0,0,0,0,23
SAN IGNACIO DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,5,0,12,0,0,0,0,0,0,0,18
SAN JAVIER(BNI),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JAVIER(STC),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
SAN JOAQUIN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,6,0,7,0,2,0,0,0,0,0,15
SAN JOSE DE CHIQUITOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,6,0,1,0,0,0,0,0,8
SAN JUAN DE YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN JULIAN,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,3,0,6,0,3,0,0,0,0,0,12
SAN LUCAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,1,0,1,1,0,0,0,0,0,0,4
SAN MATIAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,0,0,0,0,0,0,0,3
SAN MIGUEL DE VELASCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SAN PABLO DE LIPEZ,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,2,0,0,0,1,0,0,0,0,0,4
SAN PEDRO DE MACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,1,0,0,0,0,0,3
SAN RAMON BENI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTA ANA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,4,1,2,0,0,0,0,0,9
SANTA CRUZ DE LA SIERRA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,2,3,31,6,338,4,116,2,19,0,0,0,521
SANTIAGO DE CALLAPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,2
SANTIAGO DE MACHACA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAPAHAQUI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SENA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SHINAOTA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SICA SICA (VILLA AROMA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
SIPE SIPE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,2,2,3,0,2,0,0,0,0,0,10
SORATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
SUCRE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,1,0,1,0,17,0,5,0,0,0,0,0,24
TACOPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,2
TAPACARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,4,1,1,0,0,0,0,0,7
TARACO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TARATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
TARIJA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,44,2,17,0,0,0,0,0,65
TARVITA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
TIAHUANACU,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,1
TINGUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,1
TIQUIPAYA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,13,0,2,0,0,0,0,0,15
TIRAQUE (CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,1,0,0,0,0,2
TOCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,2,0,1,0,0,0,0,0,3
TOLATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,1
TORO TORO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOTORA(CBBA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,4,0,56,0,8,0,0,0,0,0,68
TUPIZA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,5,2,1,0,0,0,0,0,9
TURCO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
UMALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
UNCIA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,18,0,63,0,0,0,0,0,81
URIONDO (A. CONCEPCION),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,1,0,0,0,0,0,0,0,3
UYUNI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,6,0,2,0,0,0,0,0,8
VACAS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
VIACHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,7,0,62,0,24,0,0,0,0,0,93
VILLA MONTES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,2,0,3,0,0,0,0,0,7
VILLA RIVERO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,2,1,1,0,0,0,0,0,5
VILLA TUNARI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,14,0,47,0,78,0,20,0,0,0,0,0,159
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
VILLAZON,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,3,0,2,0,0,0,0,0,5
VINTO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,1,3,0,2,0,0,0,0,0,8
VITICHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,2
WARNES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,5,0,1,0,0,0,0,0,6
YACUIBA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,2,0,13,0,1,0,0,0,0,0,16
YANACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
YAPACANI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,2,0,9,0,41,0,2,1,0,0,0,0,55
YOTALA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACACIO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,1,3,7,1,1,0,0,0,0,0,13
ACHOCALLA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,2,0,0,0,0,0,0,0,2
ANCORAIMES,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,1,0,2,0,0,0,0,0,0,0,3
ANTEQUERA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,1
ANZALDO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,1
APOLO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ARAMPAMPA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,1,0,0,0,0,1,0,0,0,0,2
ARBIETO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,1,0,0,0,0,0,0,2
ARQUE,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,1,0,0,0,0,3
ASCENCION DE GUARAYOS,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,3,0,9,0,28,0,4,0,0,0,0,0,44
ATOCHA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,1,0,4,0,1,0,0,0,0,0,6
AYATA,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1
AYO AYO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,2,0,1,0,0,0,0,0,3
BERMEJO,consultas prenatales,nuevas en el 3er trimestre del embarazo,2024-09-01,0,0,0,0,1,0,1,0,0,0,0,0,2
