,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 10 A 14,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 15 A 19,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 20 A 34,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 35 A 49,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL 50 Y +,MUJERES CON 4TA CONSULTA PRENATAL < A 10,MUJERES CON 4TA CONSULTA PRENATAL < A 10,TOTALES
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
RAQAYPAMPA(ETA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,0,0,0,0,0,0,3
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,1,0,0,2,1,0,0,0,0,5
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,9,0,0,0,0,0,0,0,11
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,24,0,70,0,37,1,0,0,0,0,133
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,6,0,2,0,0,0,0,0,9
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,12,0,6,0,0,0,0,0,19
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,2,0,14,2,135,8,35,0,0,0,0,0,196
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,4,4,1,1,0,0,0,0,13
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,6,0,0,0,0,0,0,0,7
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,1,0,1,0,0,0,0,4
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,10,0,0,0,0,0,0,0,12
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,8,0,1,0,0,0,0,0,12
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,2,0,0,0,0,0,2
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,2,0,0,0,0,0,0,7
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,0,0,0,0,0,0,7
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,10,0,30,3,5,0,0,0,0,0,48
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,8,0,2,0,0,0,0,0,11
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,14,0,4,0,3,0,0,0,23
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,1,1,29,0,4,0,0,0,0,0,36
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,0,40,1,4,1,0,0,0,0,55
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,7,0,0,0,0,0,0,0,11
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,1,3,10,0,0,0,0,0,0,14
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,12,0,2,0,0,0,0,0,16
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,0,0,0,0,0,0,6
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,0,32,0,6,0,0,0,0,0,44
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,5,0,3,0,0,0,0,0,8
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,4,1,18,1,2,0,0,0,0,0,27
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,3,27,3,5,1,0,0,0,0,45
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,8,0,19,0,0,0,0,0,0,0,28
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,2,4,1,0,0,0,0,11
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,6,0,3,0,0,0,0,0,11
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,6,0,10,2,3,0,0,0,0,0,22
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,0,0,0,0,0,0,0,5
SAN PEDRO DE MACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,9,0,3,0,0,0,0,0,14
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,1,0,0,0,0,0,3
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,8,0,0,0,0,0,0,0,10
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,14,0,4,0,0,0,0,0,20
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,109,4,920,13,307,4,68,0,0,0,1425
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,6,0,1,0,0,0,0,0,8
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,0,0,0,0,0,0,6
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,1,1,0,0,0,0,4
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,1,0,0,0,0,0,4
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,0,3,0,0,0,0,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,2,0,0,0,0,0,0,3
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,2,0,0,0,0,0,9
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,8,0,4,0,0,0,0,0,15
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,38,1,3,0,0,0,0,0,46
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,14,2,0,0,0,0,0,0,17
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,1,0,0,0,0,0,2
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,7,0,24,1,7,0,0,0,0,0,39
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,1,1,0,0,0,0,0,0,4
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,1,0,0,1,0,0,0,0,4
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,12,0,1,0,0,0,0,0,17
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,2,0,33,0,228,0,77,1,0,0,0,0,341
TACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,4,0,0,0,0,0,0,0,6
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,2,0,0,0,0,0,0,4
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,0,0,0,0,0,0,0,0,2
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,10,0,4,0,0,0,0,0,16
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,1,3,1,0,1,0,0,0,0,10
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,4,0,0,0,0,0,0,0,5
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,7,0,1,0,0,0,0,0,12
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,19,0,145,3,68,0,0,0,0,0,235
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,3,5,0,1,0,0,0,0,0,10
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,15,0,1,0,0,0,0,0,19
TIAHUANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,5,0,1,0,0,0,0,0,6
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,3,1,3,2,0,1,0,0,12
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,8,0,1,0,0,0,0,0,10
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,0,51,3,2,0,0,0,0,0,65
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,8,0,1,0,0,0,0,0,11
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,0,0,0,0,0,0,0,1
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,2,0,1,0,0,0,0,0,4
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,1,0,0,0,0,0,7
TOLEDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,1,1,0,0,0,0,0,0,2
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,10,0,1,0,0,0,0,0,12
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,1,1,2,0,0,0,0,0,6
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,7,0,0,0,0,0,0,0,7
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,9,1,61,2,20,1,2,0,0,0,97
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,0,23,1,8,1,2,0,0,0,41
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,2,1,1,0,0,0,0,4
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,3,0,22,2,8,0,0,0,0,0,35
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,8,0,9,0,2,0,0,0,0,0,19
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,3,0,0,0,0,0,0,0,3
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,6,0,12,0,6,0,0,0,0,0,24
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,2,0,0,0,0,0,0,0,2
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,8,0,0,0,0,0,0,0,8
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,10,0,39,0,14,0,1,0,0,0,64
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,0,0,3,0,2,0,0,0,0,0,6
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,2,0,1,0,0,0,0,10
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,10,1,37,0,6,0,0,0,0,0,54
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,1,0,8,0,0,0,0,0,0,0,10
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,1,1,2,0,0,0,0,11
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,14,0,68,0,16,0,0,0,0,0,98
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,1,0,5,0,0,0,0,0,0,0,7
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,0,24,2,1,0,0,0,0,0,36
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,9,4,58,6,7,0,0,0,0,0,84
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,3,0,0,0,0,0,0,0,4
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,1,0,0,0,0,0,0,0,2
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,18,0,93,0,21,0,0,0,0,0,133
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,2,0,5,0,1,0,0,0,0,0,8
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,11,0,41,2,5,0,0,0,0,0,60
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,1,4,0,0,0,0,0,0,0,5
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,0,0,0,0,1,0,0,0,0,0,1
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,15,1,83,17,5,2,0,0,0,0,124
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,1,0,1,0,2,0,0,0,0,0,0,0,4
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,5,0,2,0,0,0,0,0,8
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,1,0,0,1,1,1,0,0,0,0,4
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-06-01,0,0,4,0,3,1,1,0,0,0,0,0,9
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,1
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,6,0,25,1,4,1,0,0,0,0,37
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,21,0,3,0,0,0,0,0,26
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,1,1,0,5,0,1,1,0,0,0,0,9
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,1
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,3,0,0,0,0,0,0,0,4
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,7,0,1,0,0,0,0,0,10
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,1,0,0,0,0,0,0,0,2
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,4,0,14,3,3,0,0,0,0,0,24
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,0,2,0,0,0,0,0,0,3
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,3,0,0,0,0,0,0,0,4
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,10,0,3,0,0,0,0,0,14
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,2,0,2,0,1,0,0,0,0,0,6
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,3,0,9,0,25,0,7,0,0,0,0,0,44
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,5,0,2,1,0,0,0,0,9
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,3,0,1,0,0,0,0,0,6
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,2,0,0,0,0,0,0,0,3
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,3,0,6,1,1,0,0,0,0,0,11
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,8,0,12,0,1,0,0,0,0,0,21
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,4,0,1,3,1,0,0,0,0,0,10
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,6,0,1,0,0,0,0,0,8
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,2,0,1,0,0,0,0,0,3
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,0,0,0,1,0,0,0,0,1
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,4,0,17,0,10,0,0,0,0,0,31
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,24,3,3,0,0,0,0,0,32
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,0,0,0,0,0,0,0,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,1,1,3,1,0,0,0,0,0,0,7
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,5,0,2,0,0,0,0,0,9
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,11,6,3,4,0,0,0,0,25
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,8,0,1,1,0,0,0,0,11
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,4,0,2,0,2,0,0,0,0,0,8
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,4,0,1,0,0,0,0,0,7
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,1,0,0,0,0,0,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,6,0,0,0,0,0,0,0,8
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,7,2,5,0,0,0,0,0,15
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,6,0,12,0,5,0,0,0,0,0,23
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,2,6,1,0,0,0,0,0,11
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,6,0,0,0,0,0,0,0,7
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,9,0,3,0,0,0,0,0,14
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,2,0,37,0,4,0,0,0,0,0,44
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,8,0,4,0,0,0,0,0,14
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,1,1,0,0,0,0,0,0,4
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,1,4,0,0,0,0,0,0,0,6
CHACARILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,16,1,17,3,4,0,0,0,0,0,42
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,1,3,1,0,0,0,0,0,0,6
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,3,1,7,2,1,2,0,0,0,0,17
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,3,0,5,0,1,1,0,0,0,0,10
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,5,0,17,0,4,0,0,0,0,0,26
CHIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,1,0,1,0,0,0,0,0,3
CHUA COCANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,8,0,0,0,0,0,0,0,9
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,2,2,0,0,0,0,0,0,4
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,5,0,3,0,0,0,0,0,9
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,1,2,0,1,0,0,0,0,0,4
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,12,6,17,2,3,0,0,0,0,0,40
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,10,0,73,2,16,0,0,0,0,0,101
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,4,5,8,2,1,1,0,0,0,0,21
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,49,1,426,5,120,0,0,0,0,0,601
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,13,1,4,1,0,0,0,0,20
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,4,1,0,0,0,0,0,0,7
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,3,0,0,0,0,0,0,0,3
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,1,0,3,0,9,0,5,0,0,0,0,0,18
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,3,0,5,0,0,0,0,0,0,0,8
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,5,0,13,3,1,2,0,0,0,0,24
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,5,0,1,0,0,0,0,0,7
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,1,3,0,0,0,0,0,0,5
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,6,0,3,0,0,0,0,0,9
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,0,0,1,0,0,0,0,0,1
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,9,0,24,1,4,0,0,0,0,0,38
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,10,0,0,0,0,0,0,0,11
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,0,10,0,1,0,0,0,0,0,13
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,2,1,6,0,0,0,0,0,0,0,9
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,1,0,12,0,1,0,0,0,0,0,14
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,0,0,6,0,0,0,0,0,0,0,6
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,4,0,11,0,1,0,0,0,0,0,16
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2024-07-01,0,0,18,0,63,0,10,0,0,0,0,0,91
