,group,variable,month,REPETIDAS 10 A 14,REPETIDAS 10 A 14,REPETIDAS 15 A 19,REPETIDAS 15 A 19,REPETIDAS 20 A 34,REPETIDAS 20 A 34,REPETIDAS 35 A 49,REPETIDAS 35 A 49,REPETIDAS 50 Y +,REPETIDAS 50 Y +,REPETIDAS < A 10,REPETIDAS < A 10,TOTALES
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,1
EXALTACION,consultas prenatales,repetidas,2024-08-01,2,0,0,0,1,0,1,0,0,0,0,0,4
FERNANDEZ ALONSO,consultas prenatales,repetidas,2024-08-01,1,0,7,0,35,1,10,0,0,0,0,0,54
FILADELFIA,consultas prenatales,repetidas,2024-08-01,1,0,7,0,17,0,1,0,0,0,0,0,26
GAIOC JATUN AYLLU YURA,consultas prenatales,repetidas,2024-08-01,0,0,3,1,10,5,1,1,0,0,0,0,21
GENERAL SAAVEDRA,consultas prenatales,repetidas,2024-08-01,4,0,11,0,29,0,2,0,0,0,0,0,46
GIA-TIM,consultas prenatales,repetidas,2024-08-01,0,0,1,0,3,0,1,0,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2024-08-01,0,0,4,1,14,4,2,1,0,0,0,0,26
GUANAY,consultas prenatales,repetidas,2024-08-01,0,0,9,0,54,2,1,2,0,0,0,0,68
GUAQUI,consultas prenatales,repetidas,2024-08-01,0,0,1,0,15,0,2,0,0,0,0,0,18
GUAYARAMERIN,consultas prenatales,repetidas,2024-08-01,5,0,28,0,179,0,49,0,4,0,0,0,265
GUTIERREZ,consultas prenatales,repetidas,2024-08-01,1,0,12,1,53,1,8,0,0,0,0,0,76
HUACARAJE,consultas prenatales,repetidas,2024-08-01,0,0,0,0,9,0,3,0,0,0,0,0,12
HUACARETA,consultas prenatales,repetidas,2024-08-01,1,0,9,0,18,1,4,0,0,0,0,0,33
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2024-08-01,0,0,3,1,2,0,0,0,0,0,0,0,6
HUACHACALLA,consultas prenatales,repetidas,2024-08-01,0,0,0,0,1,0,1,0,0,0,0,0,2
HUANUNI,consultas prenatales,repetidas,2024-08-01,0,0,14,0,72,0,15,0,0,0,0,0,101
HUARINA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,18,0,5,0,0,0,0,0,24
HUATAJATA,consultas prenatales,repetidas,2024-08-01,0,0,0,0,4,0,1,0,0,0,0,0,5
HUAYLLAMARCA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,4,1,2,0,0,0,0,0,8
HUMANATA,consultas prenatales,repetidas,2024-08-01,0,0,2,0,5,0,4,0,0,0,0,0,11
ICHOCA,consultas prenatales,repetidas,2024-08-01,0,0,1,2,11,6,1,0,0,0,0,0,21
ICLA,consultas prenatales,repetidas,2024-08-01,0,0,6,2,8,0,2,1,0,0,0,0,19
INCAHUASI,consultas prenatales,repetidas,2024-08-01,1,0,7,4,24,10,8,4,0,0,0,0,58
INGAVI (HUMAITA),consultas prenatales,repetidas,2024-08-01,0,0,2,0,4,0,1,0,0,0,0,0,7
INQUISIVI,consultas prenatales,repetidas,2024-08-01,0,0,12,4,22,8,3,2,0,0,0,0,51
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2024-08-01,0,0,7,1,28,3,5,1,0,0,0,0,45
IXIAMAS,consultas prenatales,repetidas,2024-08-01,2,0,13,0,33,1,4,0,0,0,0,0,53
JESUS DE MACHACA,consultas prenatales,repetidas,2024-08-01,0,0,6,0,28,1,9,2,0,0,0,0,46
LA ASUNTA,consultas prenatales,repetidas,2024-08-01,0,0,26,1,161,2,22,1,0,0,0,0,213
LA GUARDIA,consultas prenatales,repetidas,2024-08-01,2,0,43,0,328,0,73,0,0,0,0,0,446
LA PAZ,consultas prenatales,repetidas,2024-08-01,3,0,184,1,3182,1,1180,0,2,0,0,0,4553
LAGUNILLAS,consultas prenatales,repetidas,2024-08-01,0,0,4,1,14,6,4,3,1,0,0,0,33
LAJA,consultas prenatales,repetidas,2024-08-01,1,0,14,0,65,0,5,0,0,0,0,0,85
LAS CARRERAS,consultas prenatales,repetidas,2024-08-01,0,0,3,0,6,0,2,1,0,0,0,0,12
LICOMA PAMPA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,12,0,2,0,0,0,0,0,15
LLALLAGUA,consultas prenatales,repetidas,2024-08-01,2,0,55,1,297,4,61,1,0,0,0,0,421
LLICA,consultas prenatales,repetidas,2024-08-01,0,0,3,2,9,1,1,0,0,0,0,0,16
LORETO,consultas prenatales,repetidas,2024-08-01,0,0,0,0,6,0,0,0,0,0,0,0,6
LURIBAY,consultas prenatales,repetidas,2024-08-01,1,0,1,0,9,1,5,0,0,0,0,0,17
MACHACAMARCA,consultas prenatales,repetidas,2024-08-01,0,0,4,0,13,0,1,0,0,0,0,0,18
MACHARETI,consultas prenatales,repetidas,2024-08-01,0,0,6,0,15,0,4,0,0,0,0,0,25
MAGDALENA,consultas prenatales,repetidas,2024-08-01,0,0,10,0,37,0,6,0,0,0,0,0,53
MAIRANA,consultas prenatales,repetidas,2024-08-01,0,0,15,0,56,4,13,1,0,0,0,0,89
MALLA,consultas prenatales,repetidas,2024-08-01,0,0,0,1,1,2,0,1,0,0,0,0,5
MAPIRI,consultas prenatales,repetidas,2024-08-01,0,0,20,0,94,0,14,0,1,0,0,0,129
MECAPACA,consultas prenatales,repetidas,2024-08-01,0,0,3,1,47,0,7,1,0,0,0,0,59
MINEROS,consultas prenatales,repetidas,2024-08-01,0,0,12,0,54,0,10,0,0,0,0,0,76
MIZQUE,consultas prenatales,repetidas,2024-08-01,0,0,13,1,60,0,8,0,0,0,0,0,82
MOCOMOCO,consultas prenatales,repetidas,2024-08-01,0,0,13,1,27,2,5,0,0,0,0,0,48
MOJINETE,consultas prenatales,repetidas,2024-08-01,0,0,0,0,2,0,0,1,0,0,0,0,3
MOJOCOYA,consultas prenatales,repetidas,2024-08-01,0,0,2,0,17,0,1,0,0,0,0,0,20
MONTEAGUDO,consultas prenatales,repetidas,2024-08-01,1,0,14,0,85,1,35,0,0,0,0,0,136
MONTERO,consultas prenatales,repetidas,2024-08-01,1,0,77,0,444,0,210,0,15,0,0,0,747
MORO MORO,consultas prenatales,repetidas,2024-08-01,0,0,0,0,7,3,0,0,0,0,0,0,10
MOROCHATA,consultas prenatales,repetidas,2024-08-01,0,0,7,4,9,2,5,4,0,0,0,0,31
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2024-08-01,1,0,3,1,12,0,0,0,0,0,0,0,17
NAZACARA DE PACAJES,consultas prenatales,repetidas,2024-08-01,0,0,1,0,3,0,0,0,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
OCURI,consultas prenatales,repetidas,2024-08-01,0,0,17,2,25,6,4,1,0,0,0,0,55
OKINAWA,consultas prenatales,repetidas,2024-08-01,0,0,8,1,34,2,3,0,0,0,1,0,49
OMEREQUE,consultas prenatales,repetidas,2024-08-01,0,0,4,0,16,2,2,1,0,0,0,0,25
ORURO,consultas prenatales,repetidas,2024-08-01,5,0,248,11,2160,37,533,10,0,0,0,0,3004
PADCAYA,consultas prenatales,repetidas,2024-08-01,2,0,8,0,32,0,11,1,0,0,0,0,54
PADILLA,consultas prenatales,repetidas,2024-08-01,0,0,7,1,32,2,1,2,0,0,0,0,45
PAILON,consultas prenatales,repetidas,2024-08-01,2,0,25,0,86,0,16,0,0,0,0,0,129
PALCA,consultas prenatales,repetidas,2024-08-01,1,0,18,0,72,0,4,1,0,0,0,0,96
PALOS BLANCOS,consultas prenatales,repetidas,2024-08-01,0,0,28,1,103,3,23,1,0,0,0,0,159
PAMPA AULLAGAS,consultas prenatales,repetidas,2024-08-01,0,0,3,0,2,0,2,0,0,0,0,0,7
PAMPA GRANDE,consultas prenatales,repetidas,2024-08-01,0,0,11,0,17,0,4,0,0,0,0,0,32
PAPEL PAMPA,consultas prenatales,repetidas,2024-08-01,0,0,0,1,9,0,1,0,0,0,0,0,11
PASORAPA,consultas prenatales,repetidas,2024-08-01,0,0,0,0,5,1,0,0,0,0,0,0,6
PATACAMAYA,consultas prenatales,repetidas,2024-08-01,0,0,16,0,117,1,26,0,0,0,0,0,160
PAZÑA,consultas prenatales,repetidas,2024-08-01,0,0,3,0,9,0,0,0,0,0,0,0,12
PELECHUCO,consultas prenatales,repetidas,2024-08-01,0,0,5,0,23,1,3,0,0,0,0,0,32
POCOATA,consultas prenatales,repetidas,2024-08-01,0,0,19,6,46,11,9,2,0,0,0,0,93
POCONA,consultas prenatales,repetidas,2024-08-01,0,0,9,0,24,0,5,0,0,0,0,0,38
POJO (CBBA),consultas prenatales,repetidas,2024-08-01,1,0,1,0,22,0,8,0,0,0,0,0,32
POOPO,consultas prenatales,repetidas,2024-08-01,0,0,2,0,23,0,0,0,0,0,0,0,25
PORCO,consultas prenatales,repetidas,2024-08-01,16,0,56,3,25,7,3,0,0,0,0,0,110
POROMA,consultas prenatales,repetidas,2024-08-01,0,0,18,3,18,10,11,3,0,0,1,0,64
PORONGO,consultas prenatales,repetidas,2024-08-01,1,0,5,0,33,0,3,0,0,0,0,0,42
PORTACHUELO,consultas prenatales,repetidas,2024-08-01,0,0,6,0,20,0,1,0,0,0,0,0,27
PORVENIR,consultas prenatales,repetidas,2024-08-01,0,0,4,0,8,0,1,0,0,0,0,0,13
POTOSI,consultas prenatales,repetidas,2024-08-01,3,4,183,28,1324,27,262,2,11,0,0,0,1844
PRESTO,consultas prenatales,repetidas,2024-08-01,0,0,6,3,9,2,3,3,0,0,0,0,26
PUCARANI,consultas prenatales,repetidas,2024-08-01,0,0,12,0,97,0,11,0,0,0,0,0,120
PUERTO ACOSTA,consultas prenatales,repetidas,2024-08-01,0,0,4,0,14,3,3,0,0,0,0,0,24
PUERTO CARABUCO,consultas prenatales,repetidas,2024-08-01,0,0,3,0,34,1,4,0,0,0,0,0,42
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2024-08-01,1,0,4,0,26,1,2,0,0,0,0,0,34
PUERTO PEREZ,consultas prenatales,repetidas,2024-08-01,0,0,3,0,10,0,1,0,0,0,0,0,14
PUERTO QUIJARRO,consultas prenatales,repetidas,2024-08-01,0,0,2,0,18,0,1,0,0,0,0,0,21
PUERTO RICO,consultas prenatales,repetidas,2024-08-01,2,0,9,0,19,0,2,0,0,0,0,0,32
PUERTO SILES,consultas prenatales,repetidas,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
PUERTO SUAREZ,consultas prenatales,repetidas,2024-08-01,0,0,12,0,36,0,11,0,0,0,0,0,59
PUERTO VILLARROEL,consultas prenatales,repetidas,2024-08-01,2,0,74,0,387,2,44,0,0,0,0,0,509
PUNA,consultas prenatales,repetidas,2024-08-01,1,0,7,1,28,4,6,0,0,0,0,0,47
PUNATA,consultas prenatales,repetidas,2024-08-01,2,0,16,5,167,41,50,4,0,0,0,0,285
QUIABAYA,consultas prenatales,repetidas,2024-08-01,0,0,0,1,6,1,2,0,0,0,0,0,10
QUILLACOLLO,consultas prenatales,repetidas,2024-08-01,1,0,48,12,457,105,158,20,0,0,0,0,801
QUIME,consultas prenatales,repetidas,2024-08-01,0,0,2,0,30,1,5,0,0,0,0,0,38
QUIRUSILLAS,consultas prenatales,repetidas,2024-08-01,0,0,0,0,4,0,0,0,0,0,0,0,4
RAQAYPAMPA(ETA),consultas prenatales,repetidas,2024-08-01,0,0,6,2,9,2,5,0,0,0,0,0,24
RAVELO,consultas prenatales,repetidas,2024-08-01,1,0,5,4,14,2,3,5,0,0,0,0,34
REYES,consultas prenatales,repetidas,2024-08-01,1,0,15,1,30,0,2,0,0,0,0,0,49
RIBERALTA,consultas prenatales,repetidas,2024-08-01,8,0,162,0,491,0,70,6,0,0,0,0,737
ROBORE,consultas prenatales,repetidas,2024-08-01,0,0,5,0,30,0,14,0,0,0,0,0,49
RURRENABAQUE,consultas prenatales,repetidas,2024-08-01,5,0,21,1,36,0,7,0,0,0,0,0,70
SABAYA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,9,0,3,0,0,0,0,0,13
SACABA,consultas prenatales,repetidas,2024-08-01,2,0,100,5,607,65,116,12,2,0,0,0,909
SACABAMBA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,11,0,0,0,0,0,0,0,12
SACACA,consultas prenatales,repetidas,2024-08-01,1,0,14,4,33,16,9,5,0,0,0,0,82
SAIPINA,consultas prenatales,repetidas,2024-08-01,0,0,6,0,20,0,3,1,0,0,0,0,30
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2024-08-01,0,0,0,0,20,3,5,3,0,0,0,0,31
SAMAIPATA,consultas prenatales,repetidas,2024-08-01,0,0,8,0,34,0,9,0,0,0,0,0,51
SAN AGUSTIN,consultas prenatales,repetidas,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN ANDRES,consultas prenatales,repetidas,2024-08-01,1,0,1,0,6,0,4,0,0,0,0,0,12
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,5,1,5,0,0,0,0,0,12
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2024-08-01,0,0,0,0,3,0,0,0,0,0,0,0,3
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2024-08-01,0,0,4,2,11,1,4,1,0,0,0,0,23
SAN BENITO,consultas prenatales,repetidas,2024-08-01,0,0,2,0,31,0,3,0,0,0,0,0,36
SAN BORJA,consultas prenatales,repetidas,2024-08-01,2,0,41,8,130,8,32,0,1,0,0,0,222
SAN BUENA VENTURA,consultas prenatales,repetidas,2024-08-01,0,0,8,0,33,1,9,0,0,0,0,0,51
SAN CARLOS,consultas prenatales,repetidas,2024-08-01,0,0,10,0,52,0,28,0,3,0,0,0,93
SAN IGNACIO,consultas prenatales,repetidas,2024-08-01,3,0,12,1,35,0,10,0,0,0,0,0,61
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2024-08-01,5,0,52,4,189,11,28,0,0,1,0,0,290
SAN JAVIER(BNI),consultas prenatales,repetidas,2024-08-01,0,0,0,0,2,0,0,0,0,0,0,0,2
SAN JAVIER(STC),consultas prenatales,repetidas,2024-08-01,0,0,18,0,41,0,7,0,0,0,0,0,66
SAN JOAQUIN,consultas prenatales,repetidas,2024-08-01,0,0,0,0,6,0,0,0,0,0,0,0,6
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2024-08-01,0,0,1,0,11,0,2,0,0,0,0,0,14
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2024-08-01,0,0,3,0,17,0,5,0,0,0,0,0,25
SAN JULIAN,consultas prenatales,repetidas,2024-08-01,1,0,28,1,176,2,30,0,0,0,0,0,238
SAN LORENZO(PND),consultas prenatales,repetidas,2024-08-01,1,0,11,0,17,0,4,0,0,0,0,0,33
SAN LORENZO(TJA),consultas prenatales,repetidas,2024-08-01,2,0,13,0,82,2,11,0,0,0,0,0,110
SAN LUCAS,consultas prenatales,repetidas,2024-08-01,0,0,35,12,85,22,20,5,0,0,0,0,179
SAN MATIAS,consultas prenatales,repetidas,2024-08-01,1,0,11,0,64,0,5,0,0,0,0,0,81
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2024-08-01,0,0,12,0,34,2,8,2,0,0,0,0,58
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2024-08-01,0,0,0,0,4,1,0,0,0,0,0,0,5
SAN PEDRO,consultas prenatales,repetidas,2024-08-01,3,0,7,0,43,0,4,0,0,0,0,0,57
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2024-08-01,1,0,31,9,44,6,12,6,0,0,0,0,109
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2024-08-01,1,0,0,0,5,0,3,0,0,0,0,0,9
SAN PEDRO DE MACHA,consultas prenatales,repetidas,2024-08-01,0,0,16,1,27,2,8,0,0,0,0,0,54
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,3,0,1,0,0,0,0,0,5
SAN PEDRO(PND),consultas prenatales,repetidas,2024-08-01,1,0,4,0,5,1,1,0,0,0,0,0,12
SAN RAFAEL,consultas prenatales,repetidas,2024-08-01,0,0,8,0,25,0,5,0,0,0,0,0,38
SAN RAMON BENI,consultas prenatales,repetidas,2024-08-01,0,0,5,0,14,0,2,0,0,0,0,0,21
SAN RAMON SCZ,consultas prenatales,repetidas,2024-08-01,2,0,9,0,30,0,5,0,0,0,0,0,46
SANTA ANA,consultas prenatales,repetidas,2024-08-01,1,0,13,0,67,0,11,0,0,0,0,0,92
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2024-08-01,6,0,554,2,5168,19,1135,5,25,0,1,0,6915
SANTA ROSA,consultas prenatales,repetidas,2024-08-01,1,0,6,0,20,0,3,0,0,0,0,0,30
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2024-08-01,1,0,17,0,44,1,6,0,0,0,0,0,69
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2024-08-01,0,0,2,0,5,0,1,0,0,0,0,0,8
SANTIAGO DE HUARI,consultas prenatales,repetidas,2024-08-01,0,0,1,0,22,7,1,3,0,0,0,0,34
SANTIAGO DE HUATA,consultas prenatales,repetidas,2024-08-01,0,0,3,0,9,0,1,0,0,0,0,0,13
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2024-08-01,0,0,2,0,10,2,0,0,0,0,0,0,14
SANTIVAÑES,consultas prenatales,repetidas,2024-08-01,0,0,2,0,27,1,5,0,0,0,0,0,35
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2024-08-01,0,0,0,0,3,2,1,0,0,0,0,0,6
SAPAHAQUI,consultas prenatales,repetidas,2024-08-01,0,0,2,0,27,3,1,0,0,0,0,0,33
SENA,consultas prenatales,repetidas,2024-08-01,1,0,8,0,32,0,2,0,0,0,0,0,43
SHINAOTA,consultas prenatales,repetidas,2024-08-01,0,0,27,1,172,1,28,0,0,0,0,0,229
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2024-08-01,0,0,7,0,49,1,9,0,0,0,0,0,66
SICAYA,consultas prenatales,repetidas,2024-08-01,3,0,12,0,5,0,0,0,0,0,0,0,20
SIPE SIPE,consultas prenatales,repetidas,2024-08-01,0,0,51,0,286,6,47,0,0,0,0,0,390
SOPACHUY,consultas prenatales,repetidas,2024-08-01,0,0,6,2,11,1,5,1,0,0,0,0,26
SORACACHI,consultas prenatales,repetidas,2024-08-01,2,0,9,0,21,3,3,2,0,0,0,0,40
SORATA,consultas prenatales,repetidas,2024-08-01,0,0,12,0,65,4,8,0,0,0,0,0,89
SUCRE,consultas prenatales,repetidas,2024-08-01,4,0,153,0,1112,2,265,0,0,0,0,0,1536
TACACHI,consultas prenatales,repetidas,2024-08-01,0,0,0,0,3,0,1,0,0,0,0,0,4
TACACOMA,consultas prenatales,repetidas,2024-08-01,7,0,1,0,43,0,3,0,0,0,0,0,54
TACOBAMBA,consultas prenatales,repetidas,2024-08-01,0,0,9,4,7,7,2,2,0,0,0,0,31
TACOPAYA,consultas prenatales,repetidas,2024-08-01,1,0,7,2,8,3,4,2,0,0,0,0,27
TAHUA,consultas prenatales,repetidas,2024-08-01,0,0,0,0,1,1,2,2,0,0,0,0,6
TAPACARI,consultas prenatales,repetidas,2024-08-01,2,0,14,3,45,2,10,2,0,0,0,0,78
TARABUCO,consultas prenatales,repetidas,2024-08-01,1,0,18,3,39,5,3,1,0,0,0,0,70
TARACO,consultas prenatales,repetidas,2024-08-01,0,0,1,0,18,2,0,0,0,0,0,0,21
TARATA,consultas prenatales,repetidas,2024-08-01,0,0,9,0,63,0,12,0,0,0,0,0,84
TARIJA,consultas prenatales,repetidas,2024-08-01,5,0,73,6,915,28,285,2,0,0,0,0,1314
TARVITA,consultas prenatales,repetidas,2024-08-01,0,0,11,0,18,4,7,1,0,0,0,0,41
TEOPONTE,consultas prenatales,repetidas,2024-08-01,0,0,13,0,30,2,6,1,0,0,0,0,52
TIAHUANACU,consultas prenatales,repetidas,2024-08-01,0,0,2,0,28,0,2,0,0,0,0,0,32
TINGUIPAYA,consultas prenatales,repetidas,2024-08-01,0,0,6,4,15,9,2,4,0,0,0,0,40
TIPUANI,consultas prenatales,repetidas,2024-08-01,0,0,2,0,32,0,5,0,0,0,0,0,39
TIQUIPAYA,consultas prenatales,repetidas,2024-08-01,0,0,22,4,154,7,36,4,0,0,0,0,227
TIRAQUE (CBBA),consultas prenatales,repetidas,2024-08-01,0,0,28,0,56,4,10,2,0,0,0,0,100
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2024-08-01,0,0,0,0,1,0,3,0,0,0,0,0,4
TOCO,consultas prenatales,repetidas,2024-08-01,4,0,10,0,9,0,2,0,0,0,0,0,25
TOLATA,consultas prenatales,repetidas,2024-08-01,0,0,7,0,22,0,6,0,0,0,0,0,35
TOLEDO,consultas prenatales,repetidas,2024-08-01,1,0,2,0,6,0,1,0,0,0,0,0,10
TOMAVE,consultas prenatales,repetidas,2024-08-01,0,0,1,0,11,5,4,2,0,0,0,0,23
TOMINA,consultas prenatales,repetidas,2024-08-01,0,0,4,0,16,1,5,0,0,0,0,0,26
TORO TORO,consultas prenatales,repetidas,2024-08-01,0,0,10,1,15,5,5,1,0,0,0,0,37
TOTORA(CBBA),consultas prenatales,repetidas,2024-08-01,5,0,27,1,52,3,5,2,0,0,0,0,95
TOTORA(ORR),consultas prenatales,repetidas,2024-08-01,1,0,2,0,1,0,0,1,0,0,0,0,5
TRIGAL,consultas prenatales,repetidas,2024-08-01,0,0,1,0,2,0,1,0,0,0,0,0,4
TRINIDAD,consultas prenatales,repetidas,2024-08-01,4,0,32,0,188,1,31,0,0,0,0,0,256
TUPIZA,consultas prenatales,repetidas,2024-08-01,2,0,27,1,170,6,37,1,4,0,1,0,249
TURCO,consultas prenatales,repetidas,2024-08-01,0,0,0,0,12,0,3,1,0,0,0,0,16
UMALA,consultas prenatales,repetidas,2024-08-01,0,0,6,0,8,0,1,0,0,0,0,0,15
UNCIA,consultas prenatales,repetidas,2024-08-01,1,0,13,2,104,7,90,4,0,0,0,0,221
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2024-08-01,0,0,10,0,41,1,10,0,0,0,0,0,62
URUBICHA,consultas prenatales,repetidas,2024-08-01,0,0,1,0,6,0,6,0,0,0,0,0,13
UYUNI,consultas prenatales,repetidas,2024-08-01,0,0,21,0,143,5,33,0,3,0,0,0,205
VACAS,consultas prenatales,repetidas,2024-08-01,0,0,4,0,18,0,3,0,0,0,0,0,25
VALLEGRANDE,consultas prenatales,repetidas,2024-08-01,0,0,7,0,58,1,17,1,0,0,0,0,84
VIACHA,consultas prenatales,repetidas,2024-08-01,0,0,42,0,351,2,83,1,0,0,0,0,479
VILA VILA,consultas prenatales,repetidas,2024-08-01,0,0,6,0,8,3,1,1,0,0,0,0,19
VILLA CHARCAS,consultas prenatales,repetidas,2024-08-01,0,0,7,7,24,7,2,6,0,0,0,0,53
VILLA MONTES,consultas prenatales,repetidas,2024-08-01,1,0,35,3,157,4,41,0,0,0,0,0,241
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2024-08-01,1,0,6,1,5,1,0,0,0,0,0,0,14
VILLA RIVERO,consultas prenatales,repetidas,2024-08-01,0,0,10,0,18,0,1,0,0,0,0,0,29
VILLA SERRANO,consultas prenatales,repetidas,2024-08-01,0,0,11,2,25,11,4,4,0,0,0,0,57
VILLA TUNARI,consultas prenatales,repetidas,2024-08-01,8,0,80,1,366,7,73,1,0,0,0,0,536
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2024-08-01,1,0,5,1,22,0,6,1,0,0,0,0,36
VILLAZON,consultas prenatales,repetidas,2024-08-01,3,0,32,0,182,3,35,1,0,0,0,0,256
VINTO,consultas prenatales,repetidas,2024-08-01,1,1,63,7,355,29,50,9,1,0,0,0,516
VITICHI,consultas prenatales,repetidas,2024-08-01,0,0,4,0,18,1,2,1,0,0,0,0,26
WALDO BALLIVIAN,consultas prenatales,repetidas,2024-08-01,0,0,5,0,11,0,1,0,0,0,0,0,17
WARNES,consultas prenatales,repetidas,2024-08-01,3,0,91,0,531,3,93,0,0,0,0,0,721
YACO,consultas prenatales,repetidas,2024-08-01,0,0,2,1,15,1,2,0,0,0,0,0,21
YACUIBA,consultas prenatales,repetidas,2024-08-01,4,0,38,16,335,4,60,2,0,0,0,0,459
YAMPARAEZ,consultas prenatales,repetidas,2024-08-01,0,0,3,3,11,1,0,0,0,0,0,0,18
YANACACHI,consultas prenatales,repetidas,2024-08-01,0,0,1,0,8,0,3,0,0,0,0,0,12
YAPACANI,consultas prenatales,repetidas,2024-08-01,2,0,24,10,90,73,24,4,0,0,0,0,227
YOCALLA,consultas prenatales,repetidas,2024-08-01,0,0,5,0,17,4,0,2,0,0,0,0,28
YOTALA,consultas prenatales,repetidas,2024-08-01,0,0,4,0,19,0,5,1,0,0,0,0,29
YUNCHARA,consultas prenatales,repetidas,2024-08-01,0,0,1,1,8,5,3,0,0,0,0,0,18
ZUDAÑEZ,consultas prenatales,repetidas,2024-08-01,1,0,12,0,14,1,5,0,0,0,0,0,33
ACACIO,consultas prenatales,repetidas,2024-09-01,0,0,2,0,9,2,2,2,0,0,0,0,17
ACHACACHI,consultas prenatales,repetidas,2024-09-01,0,0,15,1,69,3,12,0,0,0,0,0,100
ACHOCALLA,consultas prenatales,repetidas,2024-09-01,0,0,15,0,126,0,18,0,0,0,0,0,159
AIQUILE,consultas prenatales,repetidas,2024-09-01,0,0,14,1,58,4,13,0,0,0,0,0,90
ALALAY,consultas prenatales,repetidas,2024-09-01,0,0,2,1,3,0,1,1,0,0,0,0,8
ALCALA,consultas prenatales,repetidas,2024-09-01,0,0,2,0,9,0,2,0,0,0,0,0,13
ALTO BENI,consultas prenatales,repetidas,2024-09-01,0,0,5,0,27,0,5,0,0,0,0,0,37
ANCORAIMES,consultas prenatales,repetidas,2024-09-01,0,0,1,0,25,0,4,0,0,0,0,0,30
ANDAMARCA,consultas prenatales,repetidas,2024-09-01,0,0,1,0,2,1,2,1,0,0,0,0,7
ANTEQUERA,consultas prenatales,repetidas,2024-09-01,0,0,1,0,8,0,1,0,0,0,0,0,10
ANZALDO,consultas prenatales,repetidas,2024-09-01,1,0,3,3,16,0,1,0,0,0,0,0,24
APOLO,consultas prenatales,repetidas,2024-09-01,3,0,18,0,70,3,19,0,0,0,0,0,113
ARAMPAMPA,consultas prenatales,repetidas,2024-09-01,0,0,2,1,4,3,1,2,0,0,0,0,13
ARANI,consultas prenatales,repetidas,2024-09-01,0,0,4,2,25,0,11,1,0,0,0,0,43
ARBIETO,consultas prenatales,repetidas,2024-09-01,1,0,11,0,100,0,22,0,0,0,0,0,134
ARQUE,consultas prenatales,repetidas,2024-09-01,1,0,14,1,28,0,5,0,0,0,0,0,49
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2024-09-01,5,0,41,1,84,0,14,0,0,0,0,0,145
ATOCHA,consultas prenatales,repetidas,2024-09-01,0,0,2,0,51,0,14,0,1,0,0,0,68
AUCAPATA,consultas prenatales,repetidas,2024-09-01,0,0,3,0,23,0,1,0,0,0,0,0,27
AYATA,consultas prenatales,repetidas,2024-09-01,0,0,8,0,17,1,3,0,0,0,0,0,29
AYO AYO,consultas prenatales,repetidas,2024-09-01,0,0,8,0,32,4,1,1,0,0,0,0,46
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2024-09-01,0,0,22,1,51,4,11,1,1,0,0,0,91
