municipality,group,variable,month,DPT (1ra o 2da o 3ra o refuerzos),TOTAL
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,7,7
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,218,218
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,6,6
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,31,31
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
MECAPACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,3,3
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,8,8
MOCOMOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,9,9
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,18,18
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,92,92
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,70,70
PADCAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,7,7
PADILLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,13,13
PAMPA GRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
PELECHUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,3,3
POOPO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
PORONGO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,6,6
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,45,45
POSTRER VALLE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,55,55
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,6,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,15,15
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,10,10
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,7,7
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,44,44
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,7,7
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,14,14
ROBORE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,86,86
SAIPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAMAIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,19,19
SAN BENITO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,3,3
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,115,115
SAN BUENA VENTURA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,25,25
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,14,14
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
SAN JOAQUIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,15,15
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,6,6
SAN LUCAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,25,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,10,10
SAN PEDRO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,7,7
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,36,36
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1370,1370
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,81,81
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,9,9
SIPE SIPE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,24,24
TAPACARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,12,12
TARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,3,3
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,161,161
TEOPONTE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,4,4
TIPUANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,85,85
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,45,45
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,8,8
TRIGAL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,8,8
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,147,147
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
UMALA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,5,5
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,5,5
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,75,75
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,1,1
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,14,14
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,161,161
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,13,13
YUNCHARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-08-01,2,2
AIQUILE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
ALCALA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,38,38
ANTEQUERA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
AYO AYO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,5,5
BAURES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
BELLA FLOR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,14,14
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
BOYUIBE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
CALAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CAMARGO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,12,12
CAPINOTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,26,26
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,5,5
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,36,36
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,13,13
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
CHARAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
CHIMORE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,9,9
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CHUMA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CLIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,12,12
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,48,48
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,464,464
COLCAPIRHUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,101,101
COLOMI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,39,39
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,8,8
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,51,51
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,13,13
CORIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,8,8
CULPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,696,696
EL CHORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,34,34
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,19,19
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,24,24
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,7,7
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,25,25
ICLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
INCAHUASI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,14,14
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
IXIAMAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,29,29
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,468,468
LAJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,20,20
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,19,19
MACHACAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,5,5
MALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
MECAPACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,7,7
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,61,61
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,78,78
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,4,4
OCURI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,90,90
PADCAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,7,7
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,61,61
PELECHUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,17,17
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,22,22
POROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,13,13
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,5,5
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,43,43
PUERTO CARABUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,6,6
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,2,2
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,27,27
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,37,37
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,12,12
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,3,3
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,326,326
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,21,21
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2006-09-01,1,1
