,group,variable,month,BCG,BCG,TOTALES,TOTALES,TOTALES
PRESTO,vacunaciones en menores de 1 ano,bcg,2009-08-01,10,13,10,13,23
PUCARA,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,bcg,2009-08-01,14,17,14,17,31
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2009-08-01,8,24,8,24,32
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,25,0,25,25
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,4,3,4,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,2,1,2,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2009-08-01,9,7,9,7,16
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,4,4,4,8
PUERTO SILES,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2009-08-01,25,0,25,0,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2009-08-01,118,2,118,2,120
PUNA,vacunaciones en menores de 1 ano,bcg,2009-08-01,36,27,36,27,63
PUNATA,vacunaciones en menores de 1 ano,bcg,2009-08-01,87,0,87,0,87
QUIABAYA,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,6,2,6,8
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2009-08-01,175,0,175,0,175
QUIME,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,14,1,14,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,2,1,2,3
RAVELO,vacunaciones en menores de 1 ano,bcg,2009-08-01,9,26,9,26,35
REYES,vacunaciones en menores de 1 ano,bcg,2009-08-01,24,11,24,11,35
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2009-08-01,232,12,232,12,244
ROBORE,vacunaciones en menores de 1 ano,bcg,2009-08-01,15,17,15,17,32
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2009-08-01,26,11,26,11,37
SABAYA,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,3,3,3,6
SACABA,vacunaciones en menores de 1 ano,bcg,2009-08-01,233,14,233,14,247
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2009-08-01,10,2,10,2,12
SACACA,vacunaciones en menores de 1 ano,bcg,2009-08-01,21,23,21,23,44
SAIPINA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2009-08-01,5,4,5,4,9
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2009-08-01,7,5,7,5,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2009-08-01,6,0,6,0,6
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2009-08-01,5,2,5,2,7
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,2,3,2,5
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2009-08-01,18,5,18,5,23
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2009-08-01,76,32,76,32,108
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2009-08-01,8,7,8,7,15
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2009-08-01,38,0,38,0,38
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2009-08-01,26,22,26,22,48
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,113,10,113,10,123
SAN JAVIER(STC),vacunaciones en menores de 1 ano,bcg,2009-08-01,16,0,16,0,16
SAN JOAQUIN,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,4,3,4,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,bcg,2009-08-01,19,30,19,30,49
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-08-01,9,0,9,0,9
SAN JULIAN,vacunaciones en menores de 1 ano,bcg,2009-08-01,44,19,44,19,63
SAN LORENZO(PND),vacunaciones en menores de 1 ano,bcg,2009-08-01,0,7,0,7,7
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,bcg,2009-08-01,17,4,17,4,21
SAN LUCAS,vacunaciones en menores de 1 ano,bcg,2009-08-01,21,46,21,46,67
SAN MATIAS,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,28,4,28,32
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,12,0,12,0,12
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,0,4,0,4
SAN PEDRO,vacunaciones en menores de 1 ano,bcg,2009-08-01,12,0,12,0,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-08-01,25,35,25,35,60
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,8,3,8,11
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,3,2,3,5
SAN RAFAEL,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,1,4,1,5
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-08-01,13,9,13,9,22
SAN RAMON,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,10,0,10,10
SANTA ANA,vacunaciones en menores de 1 ano,bcg,2009-08-01,39,0,39,0,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,bcg,2009-08-01,2702,83,2702,83,2785
SANTA ROSA,vacunaciones en menores de 1 ano,bcg,2009-08-01,13,14,13,14,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,bcg,2009-08-01,18,14,18,14,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,10,0,10,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,4,4,4,8
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2009-08-01,7,0,7,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,2,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2009-08-01,5,14,5,14,19
SENA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,7,0,7,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2009-08-01,14,18,14,18,32
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2009-08-01,60,7,60,7,67
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2009-08-01,7,2,7,2,9
SORACACHI,vacunaciones en menores de 1 ano,bcg,2009-08-01,6,15,6,15,21
SORATA,vacunaciones en menores de 1 ano,bcg,2009-08-01,17,25,17,25,42
SUCRE,vacunaciones en menores de 1 ano,bcg,2009-08-01,534,13,534,13,547
TACACHI,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,0,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,bcg,2009-08-01,9,10,9,10,19
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2009-08-01,8,12,8,12,20
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2009-08-01,11,9,11,9,20
TAHUA,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,1,2,1,3
TAPACARI,vacunaciones en menores de 1 ano,bcg,2009-08-01,17,32,17,32,49
TARABUCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,33,4,33,4,37
TARACO,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,4,0,4,4
TARATA,vacunaciones en menores de 1 ano,bcg,2009-08-01,10,1,10,1,11
TARIJA,vacunaciones en menores de 1 ano,bcg,2009-08-01,323,3,323,3,326
TARVITA,vacunaciones en menores de 1 ano,bcg,2009-08-01,12,12,12,12,24
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2009-08-01,6,7,6,7,13
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2009-08-01,10,11,10,11,21
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-08-01,9,37,9,37,46
TIPUANI,vacunaciones en menores de 1 ano,bcg,2009-08-01,15,0,15,0,15
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2009-08-01,99,11,99,11,110
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2009-08-01,75,2,75,2,77
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2009-08-01,0,1,0,1,1
TOCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,3,1,3,4
TODOS SANTOS,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,1,0,1,1
TOLATA,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,3,3,3,6
TOLEDO,vacunaciones en menores de 1 ano,bcg,2009-08-01,5,2,5,2,7
TOMAVE,vacunaciones en menores de 1 ano,bcg,2009-08-01,6,16,6,16,22
TOMINA,vacunaciones en menores de 1 ano,bcg,2009-08-01,13,3,13,3,16
TORO TORO,vacunaciones en menores de 1 ano,bcg,2009-08-01,8,21,8,21,29
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2009-08-01,30,12,30,12,42
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2009-08-01,1,5,1,5,6
TRIGAL,vacunaciones en menores de 1 ano,bcg,2009-08-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2009-08-01,259,1,259,1,260
TUPIZA,vacunaciones en menores de 1 ano,bcg,2009-08-01,76,10,76,10,86
TURCO,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,8,1,8,9
UMALA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,10,0,10,10
UNCIA,vacunaciones en menores de 1 ano,bcg,2009-08-01,46,22,46,22,68
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2009-08-01,11,5,11,5,16
URUBICHA,vacunaciones en menores de 1 ano,bcg,2009-08-01,0,12,0,12,12
UYUNI,vacunaciones en menores de 1 ano,bcg,2009-08-01,37,8,37,8,45
VACAS,vacunaciones en menores de 1 ano,bcg,2009-08-01,5,13,5,13,18
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2009-08-01,37,0,37,0,37
VIACHA,vacunaciones en menores de 1 ano,bcg,2009-08-01,62,3,62,3,65
VILA VILA,vacunaciones en menores de 1 ano,bcg,2009-08-01,15,1,15,1,16
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2009-08-01,57,2,57,2,59
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2009-08-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,1,1,1,2
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2009-08-01,12,12,12,12,24
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2009-08-01,127,17,127,17,144
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2009-08-01,10,7,10,7,17
VILLAZON,vacunaciones en menores de 1 ano,bcg,2009-08-01,66,2,66,2,68
VINTO,vacunaciones en menores de 1 ano,bcg,2009-08-01,78,2,78,2,80
VITICHI,vacunaciones en menores de 1 ano,bcg,2009-08-01,15,7,15,7,22
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,0,1,0,1
WARNES,vacunaciones en menores de 1 ano,bcg,2009-08-01,111,14,111,14,125
YACO,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,12,3,12,15
YACUIBA,vacunaciones en menores de 1 ano,bcg,2009-08-01,176,7,176,7,183
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2009-08-01,3,10,3,10,13
YANACACHI,vacunaciones en menores de 1 ano,bcg,2009-08-01,10,1,10,1,11
YAPACANI,vacunaciones en menores de 1 ano,bcg,2009-08-01,67,9,67,9,76
YOCALLA,vacunaciones en menores de 1 ano,bcg,2009-08-01,4,4,4,4,8
YOTALA,vacunaciones en menores de 1 ano,bcg,2009-08-01,11,1,11,1,12
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2009-08-01,1,11,1,11,12
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2009-08-01,6,4,6,4,10
ACACIO,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,9,1,9,10
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2009-09-01,40,53,40,53,93
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,16,3,16,19
AIQUILE,vacunaciones en menores de 1 ano,bcg,2009-09-01,50,7,50,7,57
ALALAY,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,9,2,9,11
ALCALA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,2,2,2,4
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,38,2,38,40
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,2,2,2,4
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,3,3,3,6
ANZALDO,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,11,5,11,16
APOLO,vacunaciones en menores de 1 ano,bcg,2009-09-01,21,11,21,11,32
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2009-09-01,8,3,8,3,11
ARANI,vacunaciones en menores de 1 ano,bcg,2009-09-01,11,4,11,4,15
ARBIETO,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,8,1,8,9
ARQUE,vacunaciones en menores de 1 ano,bcg,2009-09-01,21,11,21,11,32
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2009-09-01,47,0,47,0,47
ATOCHA,vacunaciones en menores de 1 ano,bcg,2009-09-01,10,4,10,4,14
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,8,0,8,8
AYATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,8,1,8,9
AYO AYO,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,0,7,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2009-09-01,22,32,22,32,54
AZURDUY,vacunaciones en menores de 1 ano,bcg,2009-09-01,23,9,23,9,32
BATALLAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,15,8,15,8,23
BAURES,vacunaciones en menores de 1 ano,bcg,2009-09-01,11,0,11,0,11
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,bcg,2009-09-01,51,5,51,5,56
BETANZOS,vacunaciones en menores de 1 ano,bcg,2009-09-01,20,32,20,32,52
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2009-09-01,13,6,13,6,19
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,11,0,11,11
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2009-09-01,12,4,12,4,16
CABEZAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,20,50,20,50,70
CAIROMA,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,5,5,5,10
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2009-09-01,3,10,3,10,13
CAJUATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,10,4,10,4,14
CALACOTO,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,8,0,8,8
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,8,1,8,9
CAMARGO,vacunaciones en menores de 1 ano,bcg,2009-09-01,25,1,25,1,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2009-09-01,4,3,4,3,7
CAMIRI,vacunaciones en menores de 1 ano,bcg,2009-09-01,78,0,78,0,78
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2009-09-01,26,3,26,3,29
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,13,3,13,16
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2009-09-01,29,10,29,10,39
CARANAVI,vacunaciones en menores de 1 ano,bcg,2009-09-01,125,51,125,51,176
CARAPARI,vacunaciones en menores de 1 ano,bcg,2009-09-01,12,1,12,1,13
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,40,3,40,43
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2009-09-01,6,1,6,1,7
CATACORA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,4,0,4,4
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,46,25,46,25,71
CHAQUI,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,5,2,5,7
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2009-09-01,14,64,14,64,78
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,1,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2009-09-01,25,16,25,16,41
CHIMORE,vacunaciones en menores de 1 ano,bcg,2009-09-01,19,2,19,2,21
CHIPAYA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,0,2,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2009-09-01,33,9,33,9,42
CHUMA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,13,1,13,14
CLIZA,vacunaciones en menores de 1 ano,bcg,2009-09-01,33,8,33,8,41
COBIJA,vacunaciones en menores de 1 ano,bcg,2009-09-01,95,0,95,0,95
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1710,24,1710,24,1734
COIPASA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,77,1,77,78
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2009-09-01,16,5,16,5,21
COLLANA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,1,2,1,3
COLOMI,vacunaciones en menores de 1 ano,bcg,2009-09-01,28,14,28,14,42
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,2,5,2,7
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2009-09-01,18,81,18,81,99
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2009-09-01,6,8,6,8,14
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2009-09-01,14,35,14,35,49
COMANCHE,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,4,0,4,4
COMARAPA,vacunaciones en menores de 1 ano,bcg,2009-09-01,31,5,31,5,36
COMBAYA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,4,0,4,4
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2009-09-01,35,1,35,1,36
COPACABANA,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,8,5,8,13
CORIPATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,11,9,11,9,20
CORO CORO,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,11,0,11,11
COROICO,vacunaciones en menores de 1 ano,bcg,2009-09-01,27,5,27,5,32
CORQUE,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,9,1,9,10
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,31,1,31,32
COTOCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,70,10,70,10,80
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,14,0,14,0,14
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2009-09-01,0,2,0,2,2
CUEVO,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,3,3,3,6
CULPINA,vacunaciones en menores de 1 ano,bcg,2009-09-01,31,19,31,19,50
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,6,5,6,5,11
CURVA,vacunaciones en menores de 1 ano,bcg,2009-09-01,4,8,4,8,12
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,5,1,5,6
EL ALTO,vacunaciones en menores de 1 ano,bcg,2009-09-01,1700,1,1700,1,1701
EL CHORO,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,3,2,3,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2009-09-01,14,4,14,4,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2009-09-01,9,11,9,11,20
EL TORNO,vacunaciones en menores de 1 ano,bcg,2009-09-01,59,4,59,4,63
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,3,3,3,6
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-09-01,28,6,28,6,34
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2009-09-01,18,8,18,8,26
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,1,7,1,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2009-09-01,2,4,2,4,6
EXALTACION,vacunaciones en menores de 1 ano,bcg,2009-09-01,4,3,4,3,7
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2009-09-01,10,10,10,10,20
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,0,3,0,3
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2009-09-01,15,5,15,5,20
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2009-09-01,3,18,3,18,21
GUANAY,vacunaciones en menores de 1 ano,bcg,2009-09-01,17,5,17,5,22
GUAQUI,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,8,2,8,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2009-09-01,92,4,92,4,96
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2009-09-01,12,13,12,13,25
HUACARETA,vacunaciones en menores de 1 ano,bcg,2009-09-01,8,4,8,4,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2009-09-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2009-09-01,33,2,33,2,35
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,2,5,2,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,0,3,0,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,9,7,9,16
ICLA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,2,7,2,9
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2009-09-01,27,36,27,36,63
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,25,2,25,27
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2009-09-01,8,15,8,15,23
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,13,4,13,4,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2009-09-01,10,9,10,9,19
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2009-09-01,77,8,77,8,85
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2009-09-01,76,2,76,2,78
LA PAZ,vacunaciones en menores de 1 ano,bcg,2009-09-01,1892,1,1892,1,1893
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,0,3,0,3
LAJA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,13,7,13,20
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,6,1,6,1,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2009-09-01,24,49,24,49,73
LLICA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,14,7,14,21
LORETO,vacunaciones en menores de 1 ano,bcg,2009-09-01,1,7,1,7,8
LURIBAY,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,5,5,5,10
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,3,2,3,5
MACHARETI,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,5,0,5,5
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2009-09-01,15,11,15,11,26
MAIRANA,vacunaciones en menores de 1 ano,bcg,2009-09-01,11,1,11,1,12
MALLA,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,3,2,3,5
MAPIRI,vacunaciones en menores de 1 ano,bcg,2009-09-01,13,14,13,14,27
MECAPACA,vacunaciones en menores de 1 ano,bcg,2009-09-01,8,7,8,7,15
MINEROS,vacunaciones en menores de 1 ano,bcg,2009-09-01,27,4,27,4,31
MIZQUE,vacunaciones en menores de 1 ano,bcg,2009-09-01,28,19,28,19,47
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2009-09-01,12,12,12,12,24
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2009-09-01,9,2,9,2,11
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2009-09-01,47,7,47,7,54
MONTERO,vacunaciones en menores de 1 ano,bcg,2009-09-01,237,0,237,0,237
MORO MORO,vacunaciones en menores de 1 ano,bcg,2009-09-01,2,0,2,0,2
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,14,52,14,52,66
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2009-09-01,3,0,3,0,3
OCURI,vacunaciones en menores de 1 ano,bcg,2009-09-01,12,27,12,27,39
OKINAWA,vacunaciones en menores de 1 ano,bcg,2009-09-01,25,2,25,2,27
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,6,3,6,9
ORURO,vacunaciones en menores de 1 ano,bcg,2009-09-01,667,3,667,3,670
PADCAYA,vacunaciones en menores de 1 ano,bcg,2009-09-01,10,2,10,2,12
PADILLA,vacunaciones en menores de 1 ano,bcg,2009-09-01,20,1,20,1,21
PAILON,vacunaciones en menores de 1 ano,bcg,2009-09-01,22,31,22,31,53
PALCA,vacunaciones en menores de 1 ano,bcg,2009-09-01,6,21,6,21,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2009-09-01,36,7,36,7,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2009-09-01,3,3,3,3,6
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2009-09-01,8,1,8,1,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,15,0,15,15
PASORAPA,vacunaciones en menores de 1 ano,bcg,2009-09-01,0,1,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2009-09-01,25,7,25,7,32
PAZÑA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,3,7,3,10
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2009-09-01,5,12,5,12,17
POCOATA,vacunaciones en menores de 1 ano,bcg,2009-09-01,4,55,4,55,59
POCONA,vacunaciones en menores de 1 ano,bcg,2009-09-01,7,5,7,5,12
