,group,variable,month,PENTAVALENTE 2DA. DOSIS,PENTAVALENTE 2DA. DOSIS,TOTALES,TOTALES,TOTALES
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,110,31,110,31,141
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,4,3,4,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,25,4,25,4,29
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,2,6,2,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,32,0,32,0,32
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,19,5,19,5,24
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,69,43,69,43,112
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,9,15,9,15,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,19,13,19,13,32
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,35,51,35,51,86
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,31,3,31,3,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,19,4,19,4,23
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,3,4,3,7
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,4,33,4,37
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,25,56,25,56,81
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,3,8,3,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,1,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,6,13,6,19
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,23,1,23,1,24
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,9,4,9,13
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,25,14,25,14,39
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2814,79,2814,79,2893
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,9,12,9,21
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,20,6,20,6,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,9,1,9,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,9,1,9,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,1,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,3,6,3,9
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,14,4,14,18
SENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,0,7,0,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,17,17,17,17,34
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,3,4,3,7
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,63,24,63,24,87
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,3,4,3,7
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,9,13,9,13,22
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,42,10,42,52
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,507,25,507,25,532
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,1,1,1,2
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,8,8,8,16
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,13,13,13,13,26
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,11,7,11,18
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,3,2,3,5
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,33,35,33,35,68
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,14,12,14,12,26
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,3,0,3,3
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,1,10,1,11
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,321,6,321,6,327
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,13,10,13,23
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,5,12,5,17
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,16,8,16,24
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,22,33,22,33,55
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,20,1,20,1,21
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,101,5,101,5,106
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,82,26,82,26,108
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,1,0,1,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,6,2,6,8
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,0,1,0,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,3,10,3,13
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,3,11,3,14
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,17,11,17,28
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,5,8,5,13
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,10,13,10,13,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,15,22,15,22,37
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,3,5,3,8
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,248,7,248,7,255
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,56,30,56,30,86
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,4,1,4,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,38,0,38,38
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,57,51,57,51,108
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,12,4,12,4,16
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,0,23,0,23,23
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,38,18,38,18,56
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,9,3,9,12
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,25,8,25,8,33
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,97,12,97,12,109
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,4,4,4,8
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,71,24,71,24,95
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,1,5,1,5,6
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,6,9,6,9,15
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,5,7,5,12
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,101,48,101,48,149
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,7,4,7,4,11
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,74,7,74,7,81
VINTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,88,7,88,7,95
VITICHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,11,2,11,2,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,1,4,1,5
WARNES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,126,51,126,51,177
YACO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,8,3,8,11
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,145,11,145,11,156
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,2,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,5,2,5,2,7
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,79,22,79,22,101
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,3,13,3,13,16
YOTALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,8,9,8,9,17
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,2,7,2,7,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-07-01,4,6,4,6,10
ACACIO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,6,11,6,11,17
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,45,67,45,67,112
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,13,13,13,13,26
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,31,11,31,11,42
ALALAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,1,1,1,2
ALCALA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,1,1,1,2
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,10,16,10,16,26
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,3,4,3,7
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,10,5,10,15
APOLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,26,16,26,16,42
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,11,1,11,12
ARANI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,7,16,7,16,23
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,18,24,18,24,42
ARQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,13,7,13,7,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,73,7,73,7,80
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,6,4,6,10
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,10,1,10,11
AYATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,10,0,10,10
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,15,6,15,6,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,29,19,29,19,48
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,8,10,8,10,18
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,14,14,14,14,28
BAURES,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,12,1,12,1,13
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,63,10,63,10,73
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,25,15,25,15,40
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,2,3,2,5
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,0,9,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,13,14,13,14,27
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,30,12,30,12,42
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,12,15,12,15,27
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,16,5,16,21
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,1,16,1,17
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,5,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,8,9,8,17
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,13,16,13,29
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,0,3,0,3
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,62,7,62,7,69
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,24,6,24,6,30
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,13,4,13,17
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,15,23,15,23,38
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,97,45,97,45,142
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,24,5,24,5,29
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,6,14,6,14,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,6,2,6,2,8
CATACORA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,0,2,0,2
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,45,25,45,25,70
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,3,9,3,12
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,23,44,23,44,67
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,13,20,13,20,33
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,31,1,31,1,32
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,10,16,10,26
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,13,2,13,15
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,25,8,25,8,33
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,118,1,118,1,119
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1180,11,1180,11,1191
COIPASA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,80,3,80,3,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,10,8,10,8,18
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,0,1,0,1
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,21,5,21,5,26
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,8,9,8,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,27,62,27,62,89
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,7,4,7,4,11
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,21,35,21,35,56
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,1,3,1,4
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,29,13,29,13,42
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,43,18,43,18,61
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,10,16,10,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,14,7,14,7,21
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,9,4,9,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,19,6,19,6,25
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,4,3,4,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,24,22,24,22,46
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,106,22,106,22,128
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,26,18,26,18,44
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,2,1,2,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,1,4,1,5
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,17,17,17,17,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,11,5,11,5,16
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,6,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,8,2,8,2,10
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1615,15,1615,15,1630
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,9,3,9,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,21,17,21,17,38
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,10,2,10,2,12
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,105,4,105,4,109
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,2,5,2,7
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,58,29,58,29,87
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,32,14,32,14,46
ESCARA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,4,4,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,0,1,0,1
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,4,2,4,6
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,27,5,27,5,32
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,6,5,6,11
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,29,11,29,11,40
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,15,17,15,17,32
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,11,9,11,9,20
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,7,9,7,16
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,68,12,68,12,80
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,19,10,19,10,29
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,5,16,5,21
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,43,13,43,13,56
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,11,0,11,0,11
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,5,2,5,7
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,12,2,12,14
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,7,5,7,5,12
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,30,27,30,27,57
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,0,1,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,19,5,19,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,17,9,17,26
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,19,1,19,1,20
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,20,5,20,5,25
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,79,34,79,34,113
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,127,8,127,8,135
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1268,19,1268,19,1287
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,6,10,6,10,16
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,16,6,16,6,22
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,4,5,4,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,32,45,32,45,77
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,3,3,3,3,6
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,7,3,7,3,10
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,5,3,5,3,8
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,6,2,6,2,8
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,11,6,11,6,17
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,25,10,25,10,35
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,13,0,13,0,13
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,2,1,2,1,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,14,10,14,10,24
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da. dosis,2009-08-01,9,6,9,6,15
