,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
TAHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,33,61,33,61,94
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,13,14,13,14,27
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,2,5,2,5,7
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,9,9,9,9,18
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,320,19,320,19,339
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,13,16,13,16,29
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,8,13,8,13,21
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,9,21,9,21,30
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,15,36,15,36,51
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,12,2,12,2,14
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,105,14,105,14,119
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,96,30,96,30,126
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,1,0,1,0,1
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,7,8,7,8,15
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,2,0,2,0,2
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,6,4,6,4,10
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,3,0,3,0,3
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,10,20,10,20,30
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,9,10,9,10,19
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,7,16,7,16,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,15,38,15,38,53
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,4,3,4,3,7
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,3,1,3,1,4
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,192,4,192,4,196
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,61,21,61,21,82
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,4,2,4,2,6
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,0,35,0,35,35
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,47,48,47,48,95
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,22,10,22,10,32
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,0,21,0,21,21
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,29,21,29,21,50
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,10,23,10,23,33
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,18,7,18,7,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,107,12,107,12,119
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,4,13,4,13,17
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,53,17,53,17,70
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,2,1,2,1,3
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,8,8,8,8,16
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,17,15,17,15,32
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,96,61,96,61,157
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,4,3,4,3,7
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,77,14,77,14,91
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,77,8,77,8,85
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,18,3,18,3,21
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,1,2,1,2,3
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,113,39,113,39,152
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,2,14,2,14,16
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,170,17,170,17,187
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,5,2,5,2,7
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,10,2,10,2,12
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,91,22,91,22,113
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,5,10,5,10,15
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,7,7,7,7,14
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-07-01,8,8,8,8,16
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,11,2,11,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,39,85,39,85,124
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,15,25,15,25,40
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,26,13,26,13,39
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,7,3,7,10
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,0,3,0,3
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,15,2,15,17
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,4,1,4,5
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,7,1,7,1,8
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,18,2,18,20
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,22,22,22,22,44
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,6,7,6,7,13
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,8,8,8,16
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,17,1,17,18
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,13,14,13,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,71,8,71,8,79
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,4,8,4,12
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,7,1,7,8
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,13,1,13,14
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,5,9,5,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,22,25,22,25,47
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,9,10,9,19
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,8,14,8,22
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,2,3,2,5
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,2,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,59,16,59,16,75
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,43,20,43,20,63
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,4,5,4,9
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,1,4,1,5
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,17,18,17,18,35
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,38,16,38,16,54
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,11,12,11,12,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,20,4,20,24
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,17,6,17,6,23
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,5,4,5,9
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,13,14,13,14,27
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,17,9,17,9,26
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,1,0,1,1
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,40,2,40,2,42
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,43,4,43,4,47
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,12,3,12,15
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,18,27,18,27,45
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,78,44,78,44,122
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,9,10,9,19
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,14,5,14,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,4,1,4,5
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,1,2,1,3
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,37,17,37,17,54
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,3,4,3,7
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,23,36,23,36,59
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,0,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,24,14,24,38
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,37,4,37,4,41
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,26,16,26,16,42
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,11,8,11,19
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,19,11,19,11,30
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,84,6,84,6,90
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1119,13,1119,13,1132
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,54,1,54,1,55
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,11,10,11,21
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,2,3,2,5
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,28,5,28,5,33
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,7,10,7,10,17
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,25,65,25,65,90
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,1,8,1,9
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,26,14,26,40
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,2,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,22,7,22,7,29
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,6,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,28,12,28,12,40
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,16,18,16,18,34
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,13,12,13,12,25
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,10,1,10,11
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,10,20,10,30
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,9,5,9,14
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,17,35,17,35,52
COTOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,92,22,92,22,114
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,26,24,26,24,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,0,4,0,4
CUEVO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,8,1,8,9
CULPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,21,23,21,23,44
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,5,2,5,7
CURVA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,4,1,4,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,6,5,6,11
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1562,16,1562,16,1578
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,4,4,4,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,21,20,21,41
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,15,5,15,5,20
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,92,3,92,3,95
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,6,3,6,3,9
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,43,20,43,20,63
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,22,10,22,10,32
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,2,10,2,12
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,1,3,1,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,6,20,6,26
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,5,9,5,14
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,23,8,23,8,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,25,8,25,33
GUANAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,10,9,10,19
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,6,6,6,6,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,59,19,59,19,78
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,10,20,10,30
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,17,5,17,5,22
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,41,8,41,8,49
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,1,14,1,15
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,4,1,4,5
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,6,3,6,9
ICLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,15,9,15,24
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,32,29,32,29,61
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,4,0,4,4
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,4,21,4,21,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,7,10,7,10,17
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,1,10,1,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,21,4,21,4,25
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,70,27,70,27,97
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,127,14,127,14,141
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1339,33,1339,33,1372
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,6,9,6,15
LAJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,26,10,26,10,36
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,2,2,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,0,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,28,58,28,58,86
LLICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,0,5,0,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,4,9,4,13
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,5,8,5,13
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,5,9,5,14
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,10,14,10,24
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,14,0,14,0,14
MALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,0,1,0,1
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,18,18,18,18,36
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,15,9,15,9,24
MINEROS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,41,7,41,7,48
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,38,24,38,24,62
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,12,24,12,24,36
MOJINETE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,7,5,7,12
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,23,3,23,3,26
MONTERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,206,26,206,26,232
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,70,8,70,78
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,2,2,2,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,44,8,44,52
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,21,8,21,8,29
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,6,2,6,8
ORURO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,493,83,493,83,576
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,18,14,18,14,32
PADILLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,8,11,8,11,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,40,57,40,57,97
PALCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,19,36,19,36,55
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,35,6,35,6,41
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,2,1,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,12,1,12,1,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,8,3,8,11
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,1,2,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,25,8,25,8,33
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,7,1,7,1,8
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,14,3,14,17
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,5,46,5,46,51
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,12,8,12,8,20
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,15,20,15,35
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,2,9,2,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,12,3,12,3,15
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,22,22,22,22,44
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,11,10,11,21
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,31,5,31,5,36
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,6,5,6,5,11
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,1,2,1,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,351,20,351,20,371
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,22,9,22,31
PUCARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,45,19,45,19,64
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,20,27,20,27,47
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,10,13,10,13,23
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,2,7,2,7,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,13,3,13,16
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,41,11,41,11,52
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,9,4,9,4,13
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2009-08-01,3,0,3,0,3
