,group,variable,month,ANTIROTAVIRUS 1RA. DOSIS,ANTIROTAVIRUS 1RA. DOSIS,TOTALES,TOTALES,TOTALES
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,22,5,22,5,27
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,45,0,45,0,45
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,1,6,1,7
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,2,1,2,3
AYATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,12,7,12,19
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,14,0,14,0,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,23,15,23,38
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,12,4,12,16
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,18,1,18,1,19
BAURES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,4,13,4,17
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,7,0,7,7
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,51,15,51,15,66
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,26,26,26,26,52
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,5,5,5,10
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,3,0,3,3
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,2,7,2,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,16,9,16,25
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,48,35,48,35,83
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,5,6,5,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,12,0,12,12
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,10,2,10,2,12
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,5,3,5,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,6,9,6,15
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,1,2,1,3
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,61,8,61,8,69
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,28,9,28,9,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,7,0,7,7
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,20,17,20,37
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,83,35,83,35,118
CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,1,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,8,13,8,21
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,15,4,15,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,11,4,11,4,15
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,49,16,49,16,65
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,10,7,10,7,17
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,44,23,44,67
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,3,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,16,15,16,31
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,9,23,9,32
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,0,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,24,15,24,15,39
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,11,5,11,16
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,25,12,25,12,37
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,84,0,84,0,84
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1260,0,1260,0,1260
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,5,0,5,5
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,77,0,77,0,77
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,1,9,1,10
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,3,0,3,3
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,43,2,43,2,45
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,8,1,8,1,9
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,16,62,16,62,78
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,0,5,0,5
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,14,25,14,25,39
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,3,2,3,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,30,2,30,2,32
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,6,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,20,8,20,8,28
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,10,7,10,7,17
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,20,8,20,8,28
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,10,5,10,15
COROICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,5,17,5,22
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,2,3,2,5
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,11,33,11,33,44
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,90,15,90,15,105
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,10,23,10,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,10,0,10,10
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,14,13,14,13,27
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,6,4,6,10
CURVA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,2,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,3,4,3,7
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1528,1,1528,1,1529
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,5,7,5,12
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,6,15,6,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,4,6,4,10
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,79,4,79,4,83
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,3,3,3,6
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,70,2,70,2,72
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,30,10,30,10,40
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,2,5,2,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,3,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,24,0,24,0,24
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,3,1,3,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,24,1,24,1,25
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,12,6,12,18
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,21,7,21,7,28
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,4,1,4,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,77,21,77,21,98
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,21,9,21,9,30
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,12,4,12,4,16
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,7,0,7,7
HUACHACALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,50,9,50,9,59
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,0,7,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,6,4,6,10
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,17,0,17,17
ICLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,7,6,7,13
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,22,17,22,17,39
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,21,4,21,25
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,13,5,13,18
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,2,9,2,11
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,5,4,5,4,9
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,48,6,48,6,54
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,143,14,143,14,157
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1198,1,1198,1,1199
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,6,7,6,13
LAJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,20,9,20,9,29
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,1,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,0,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,53,39,53,39,92
LLICA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,2,7,2,9
LORETO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,19,3,19,22
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,3,6,3,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,11,4,11,4,15
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,5,17,5,22
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,0,23,0,23
MALLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,4,4,4,8
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,19,3,19,3,22
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,7,7,7,14
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,40,11,40,11,51
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,29,24,29,24,53
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,12,22,12,22,34
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,8,2,8,2,10
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,35,7,35,7,42
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,256,16,256,16,272
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,14,40,14,40,54
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,1,0,1,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,1,0,1,1
OCURI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,10,40,10,40,50
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,20,6,20,6,26
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,1,6,1,7
ORURO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,538,45,538,45,583
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,19,6,19,6,25
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,2,15,2,17
PAILON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,56,5,56,5,61
PALCA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,10,10,10,10,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,38,13,38,13,51
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,0,9,0,9
PAPEL PAMPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,3,0,3,3
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,4,1,4,5
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,38,5,38,5,43
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,3,9,3,12
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,6,6,6,12
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,42,6,42,48
POCONA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,11,9,11,20
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,16,13,16,29
POOPO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,0,6,0,6
PORCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,16,2,16,2,18
POROMA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,12,18,12,18,30
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,8,13,8,21
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,29,2,29,2,31
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,1,9,1,10
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,2,1,2,3
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,352,9,352,9,361
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,8,2,8,10
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,8,23,8,31
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,22,15,22,37
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,7,7,7,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,13,1,13,14
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,5,1,5,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,30,14,30,14,44
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,8,2,8,2,10
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,25,3,25,3,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,110,10,110,10,120
PUNA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,23,44,23,44,67
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,46,1,46,1,47
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,187,0,187,0,187
QUIME,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,8,1,8,1,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,40,13,40,53
REYES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,0,17,0,17
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,231,15,231,15,246
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,37,7,37,7,44
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,27,10,27,10,37
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,206,15,206,15,221
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,5,2,5,7
SACACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,16,13,16,29
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,5,7,5,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,4,10,4,10,14
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,12,3,12,3,15
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,9,6,9,6,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,2,0,2,2
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,8,3,8,11
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,16,3,16,3,19
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,70,80,70,80,150
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,4,17,4,21
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,64,0,64,0,64
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,34,8,34,8,42
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,93,24,93,24,117
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,7,1,7,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,33,3,33,3,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,11,1,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,36,2,36,2,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,0,15,0,15
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,57,31,57,31,88
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,9,1,9,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,16,10,16,10,26
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,25,37,25,37,62
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,37,0,37,0,37
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,13,3,13,3,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,2,0,2,2
SAN PEDRO,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,24,1,24,1,25
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,19,36,19,36,55
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,1,1,1,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,0,1,0,1
SAN RAFAEL,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,14,2,14,2,16
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,16,1,16,1,17
SAN RAMON,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,7,11,7,11,18
SANTA ANA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,15,9,15,9,24
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2465,35,2465,35,2500
SANTA ROSA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,12,6,12,6,18
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,26,2,26,2,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,10,3,10,13
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,1,12,1,12,13
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,0,6,0,6,6
SANTIVAÑES,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,1,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,2,1,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,11,6,11,17
SENA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,11,1,11,1,12
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,17,15,17,15,32
SICAYA,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,3,6,3,6,9
SIPE SIPE,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,54,4,54,4,58
SOPACHUY,vacunaciones en menores de 1 ano,antirotavirus 1ra. dosis,2009-07-01,6,4,6,4,10
