,group,variable,month,ANTIROTAVIRUS 2RA. DOSIS,ANTIROTAVIRUS 2RA. DOSIS,TOTALES,TOTALES,TOTALES
VILLA SERRANO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,4,6,4,10
VILLA TUNARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,94,27,94,27,121
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,3,6,3,9
VILLAZON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,62,3,62,3,65
VINTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,60,2,60,2,62
VITICHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,8,2,8,2,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,1,2,1,3
WARNES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,111,34,111,34,145
YACO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,0,8,0,8,8
YACUIBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,133,8,133,8,141
YAMPARAEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,6,5,6,5,11
YANACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,3,2,3,2,5
YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,61,12,61,12,73
YOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,13,4,13,17
YOTALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,5,7,5,7,12
YUNCHARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,2,6,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-07-01,4,7,4,7,11
ACACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,6,7,6,13
ACHACACHI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,32,54,32,54,86
ACHOCALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,9,9,9,18
AIQUILE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,26,13,26,13,39
ALALAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
ALCALA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,2,1,2,3
ANCORAIMES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,12,8,12,20
ANDAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,4,3,4,7
ANTEQUERA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,11,2,11,13
APOLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,23,10,23,10,33
ARAMPAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,11,1,11,12
ARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,16,7,16,23
ARBIETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,19,16,19,35
ARQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,12,6,12,6,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,66,0,66,0,66
ATOCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,5,3,5,8
AUCAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,7,0,7,7
AYATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,10,0,10,10
AYO AYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,0,9,0,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,23,18,23,18,41
AZURDUY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,7,6,7,13
BATALLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,5,14,5,19
BAURES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,0,10,0,10
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,52,12,52,12,64
BETANZOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,27,14,27,14,41
BOLIVAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,3,4,3,7
BOLPEBRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,2,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,0,9,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,11,6,11,17
CABEZAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,29,6,29,6,35
CAIROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,15,9,15,24
"CAIZA ""D""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,12,4,12,16
CAJUATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,4,14,4,18
CALACOTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,6,2,6,8
CALAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,7,6,7,13
CAMARGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,11,14,11,25
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,54,6,54,6,60
CAPINOTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,25,3,25,3,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,12,4,12,16
CARACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,18,14,18,32
CARANAVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,88,38,88,38,126
CARAPARI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,19,8,19,8,27
CARIPUYO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,13,6,13,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,1,5,1,6
CATACORA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,1,1,1,2
CHACARILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,40,21,40,21,61
CHAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,7,6,7,13
CHARAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,19,19,19,19,38
CHARAÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,2,1,2,3
CHAYANTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,14,16,14,30
CHIMORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,26,4,26,4,30
CHIPAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,18,8,18,8,26
CHUMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,8,1,8,9
CLIZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,24,6,24,6,30
COBIJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,106,0,106,0,106
COCHABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1062,1,1062,1,1063
COIPASA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,71,1,71,1,72
"COLCHA ""K""",vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,13,0,13,0,13
COLLANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,21,5,21,5,26
COLPA BELGICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,9,7,9,16
COLQUECHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,22,50,22,50,72
COLQUENCHA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,4,7,4,11
COLQUIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,15,21,15,21,36
COMANCHE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,1,4,1,5
COMARAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,25,11,25,11,36
COMBAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,5,0,5,5
CONCEPCION,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,42,14,42,14,56
COPACABANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,7,14,7,21
CORIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,3,10,3,13
CORO CORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,10,3,10,13
COROICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,4,16,4,20
CORQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,4,2,4,6
COTAGAITA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,16,16,16,32
COTOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,107,19,107,19,126
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,34,11,34,11,45
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,2,0,2,2
CUEVO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,2,1,2,3
CULPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,13,9,13,9,22
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,5,8,5,13
CURVA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,4,0,4,4
DESAGUADERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,1,4,1,5
EL ALTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1280,0,1280,0,1280
EL CHORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,9,2,9,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,17,11,17,11,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,1,10,1,11
EL TORNO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,101,1,101,1,102
EL VILLAR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,2,5,2,7
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,74,11,74,11,85
ENTRE RIOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,32,12,32,12,44
EUCALIPTUS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,4,5,4,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,25,8,25,8,33
FILADELFIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,1,3,1,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,34,5,34,5,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,13,15,13,15,28
GUANAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,12,9,12,9,21
GUAQUI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,4,7,4,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,56,8,56,8,64
GUTIERREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,18,9,18,9,27
HUACARETA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,7,16,7,23
HUANUNI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,38,7,38,7,45
HUARACAJE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,0,9,0,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,3,2,3,5
ICHOCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,11,2,11,13
ICLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,11,11,11,11,22
INCAHUASI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,30,50,30,50,80
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,9,9,9,18
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,16,8,16,24
IXIAMAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,1,16,1,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,17,2,17,2,19
LA ASUNTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,58,7,58,7,65
LA GUARDIA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,136,6,136,6,142
LA PAZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1105,0,1105,0,1105
LAGUNILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,10,3,10,13
LAJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,5,10,5,15
LAS CARRERAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,4,6,4,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,34,38,34,38,72
LLICA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,2,2,2,4
LORETO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,2,6,2,8
LURIBAY,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,0,5,0,5
MACHACAMARCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,1,6,1,7
MACHARETI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,6,8,6,14
MAGDALENA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,20,6,20,6,26
MAIRANA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,11,0,11,0,11
MALLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
MAPIRI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,7,14,7,21
MECAPACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,4,9,4,13
MINEROS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,35,10,35,10,45
MIZQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,24,12,24,12,36
MOCOMOCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,18,8,18,26
MOJINETE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,4,10,4,14
MONTEAGUDO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,32,1,32,1,33
MONTERO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,196,1,196,1,197
MORO MORO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,2,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,27,10,27,37
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,3,0,3,3
OCURI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,24,5,24,29
OKINAWA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,27,4,27,4,31
OMEREQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,7,1,7,8
ORURO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,405,18,405,18,423
PADCAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,20,14,20,34
PADILLA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,5,10,5,15
PAILON,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,33,13,33,13,46
PALCA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,6,4,6,10
PALOS BLANCOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,36,4,36,4,40
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,2,9,2,11
PASORAPA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,1,3,1,4
PATACAMAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,25,4,25,4,29
PAZÑA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,0,3,0,3
PELECHUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,6,4,6,10
POCOATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,44,6,44,50
POCONA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,9,5,9,14
POJO (CBBA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,16,10,16,26
POOPO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
PORCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,12,1,12,1,13
POROMA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,11,17,11,17,28
PORONGO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,12,7,12,7,19
PORTACHUELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,30,1,30,1,31
PORVENIR,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,9,4,9,13
POSTRER VALLE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
POTOSI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,296,3,296,3,299
PRESTO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,15,6,15,21
PUCARA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,1,2,1,3
PUCARANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,29,11,29,11,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,13,10,13,23
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,11,7,11,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,6,2,6,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,7,1,7,8
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,30,11,30,11,41
PUERTO RICO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,9,3,9,3,12
PUERTO SILES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,0,7,0,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,29,6,29,6,35
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,113,10,113,10,123
PUNA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,29,48,29,48,77
PUNATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,42,3,42,3,45
QUIABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,1,0,1,0,1
QUILLACOLLO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,151,2,151,2,153
QUIME,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,16,6,16,6,22
QUIRUSILLAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,0,3,0,3
RAVELO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,5,28,5,28,33
REYES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,22,9,22,9,31
RIBERALTA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,184,31,184,31,215
ROBORE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,26,0,26,0,26
RURRENABAQUE,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,28,8,28,8,36
SABAYA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,3,3,3,6
SACABA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,150,6,150,6,156
SACABAMBA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,4,3,4,7
SACACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,13,9,13,9,22
SAIPINA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,10,6,10,6,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,3,2,3,5
SAMAIPATA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,10,2,10,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,13,10,13,10,23
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,3,1,3,1,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,4,5,4,5,9
SAN BENITO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,5,14,5,19
SAN BORJA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,68,20,68,20,88
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,10,14,10,24
SAN CARLOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,53,0,53,0,53
SAN IGNACIO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,30,25,30,25,55
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,85,33,85,33,118
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,2,0,2,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,22,3,22,3,25
SAN JOAQUIN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,7,1,7,1,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,28,10,28,10,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,15,0,15,0,15
SAN JULIAN,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,45,30,45,30,75
SAN LORENZO(PND),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,6,6,6,6,12
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,23,10,23,10,33
SAN LUCAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,29,35,29,35,64
SAN MATIAS,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,8,26,8,26,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,antirotavirus 2ra. dosis,2009-08-01,14,7,14,7,21
