,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
PUERTO CARABUCO,atencion odontologica,endodoncia,2016-08-01,4,1,3,2,0,5,2,2,2,0,0,0,0,0,11,10,21
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO PEREZ,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO RICO,atencion odontologica,endodoncia,2016-08-01,1,0,0,1,1,0,5,6,0,0,0,0,0,0,7,7,14
PUERTO SUAREZ,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
PUERTO VILLARROEL,atencion odontologica,endodoncia,2016-08-01,38,26,0,1,1,12,10,24,2,0,0,0,0,0,51,63,114
PUNA,atencion odontologica,endodoncia,2016-08-01,0,0,0,1,1,0,1,6,1,3,0,0,0,0,3,10,13
PUNATA,atencion odontologica,endodoncia,2016-08-01,3,0,9,18,0,7,6,34,9,6,0,0,0,0,27,65,92
QUIABAYA,atencion odontologica,endodoncia,2016-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
QUILLACOLLO,atencion odontologica,endodoncia,2016-08-01,58,70,114,46,49,61,76,75,60,52,0,0,0,0,357,304,661
QUIME,atencion odontologica,endodoncia,2016-08-01,1,0,2,0,0,0,0,7,0,2,0,0,0,0,3,9,12
RAVELO,atencion odontologica,endodoncia,2016-08-01,2,5,0,0,0,1,1,6,4,4,0,0,0,0,7,16,23
REYES,atencion odontologica,endodoncia,2016-08-01,0,0,1,4,0,0,0,6,0,0,0,0,0,0,1,10,11
RIBERALTA,atencion odontologica,endodoncia,2016-08-01,2,6,3,14,18,28,8,36,2,0,0,0,0,0,33,84,117
RURRENABAQUE,atencion odontologica,endodoncia,2016-08-01,13,15,8,12,0,1,0,0,0,0,0,0,0,0,21,28,49
SABAYA,atencion odontologica,endodoncia,2016-08-01,0,3,24,1,0,0,0,0,2,0,0,0,0,0,26,4,30
SACABA,atencion odontologica,endodoncia,2016-08-01,53,40,71,79,7,21,21,40,10,3,0,0,0,0,162,183,345
SACACA,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAIPINA,atencion odontologica,endodoncia,2016-08-01,0,2,1,0,2,1,0,4,2,0,0,0,0,0,5,7,12
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2016-08-01,1,0,2,4,2,1,3,10,1,4,0,0,0,0,9,19,28
SAMAIPATA,atencion odontologica,endodoncia,2016-08-01,0,1,8,3,0,2,2,6,0,4,0,0,0,0,10,16,26
SAN ANDRES,atencion odontologica,endodoncia,2016-08-01,1,0,1,5,0,2,1,4,0,0,0,0,0,0,3,11,14
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2016-08-01,0,1,0,2,3,11,10,14,3,3,0,0,0,0,16,31,47
SAN BENITO,atencion odontologica,endodoncia,2016-08-01,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3
SAN BORJA,atencion odontologica,endodoncia,2016-08-01,1,4,1,3,0,6,1,9,3,1,0,0,0,0,6,23,29
SAN BUENA VENTURA,atencion odontologica,endodoncia,2016-08-01,1,0,1,0,0,2,1,10,2,0,0,0,0,0,5,12,17
SAN CARLOS,atencion odontologica,endodoncia,2016-08-01,6,13,1,1,1,3,10,2,0,0,0,0,0,0,18,19,37
SAN IGNACIO,atencion odontologica,endodoncia,2016-08-01,0,0,5,5,0,3,2,10,0,0,0,0,0,0,7,18,25
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,2,1,3,6,1,0,0,0,0,0,6,8,14
SAN JAVIER(STC),atencion odontologica,endodoncia,2016-08-01,0,1,2,0,1,3,3,7,2,1,0,0,0,0,8,12,20
SAN JOAQUIN,atencion odontologica,endodoncia,2016-08-01,0,0,3,3,2,0,6,6,0,0,0,0,0,0,11,9,20
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2016-08-01,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,2,5
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2016-08-01,4,3,2,0,0,0,1,0,0,0,0,0,0,0,7,3,10
SAN JULIAN,atencion odontologica,endodoncia,2016-08-01,16,11,0,10,0,5,0,10,9,2,0,0,0,0,25,38,63
SAN LORENZO(TJA),atencion odontologica,endodoncia,2016-08-01,4,3,7,2,4,12,2,27,0,1,0,0,0,0,17,45,62
SAN LUCAS,atencion odontologica,endodoncia,2016-08-01,10,3,5,6,8,6,14,18,1,1,0,0,0,0,38,34,72
SAN MATIAS,atencion odontologica,endodoncia,2016-08-01,7,8,7,0,0,0,3,8,1,0,0,0,0,0,18,16,34
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2016-08-01,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,6,6
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2016-08-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
SAN PEDRO,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,7,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2016-08-01,0,2,0,1,1,3,1,2,0,0,0,0,0,0,2,8,10
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2016-08-01,1,3,2,2,0,0,1,0,1,1,0,0,0,0,5,6,11
SAN PEDRO DE QUEMES,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,endodoncia,2016-08-01,1,0,0,2,0,0,0,6,0,0,0,0,0,0,1,8,9
SAN RAMON SCZ,atencion odontologica,endodoncia,2016-08-01,5,5,0,0,0,0,1,1,0,0,0,0,0,0,6,6,12
SANTA ANA,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,2,1,3,0,0,0,0,0,5,1,6
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2016-08-01,224,184,68,68,103,155,348,675,146,87,0,0,0,0,889,1169,2058
SANTA ROSA,atencion odontologica,endodoncia,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2016-08-01,2,4,5,5,0,0,3,5,1,2,0,0,0,0,11,16,27
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2016-08-01,3,3,2,0,5,0,5,7,4,7,0,0,0,0,19,17,36
SANTIAGO DE MACHACA,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,5
SANTIVAÑES,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,0,0,3,4,1,2,0,0,0,0,4,7,11
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2016-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
SAPAHAQUI,atencion odontologica,endodoncia,2016-08-01,0,3,0,0,1,3,0,3,3,0,0,0,0,0,4,9,13
SENA,atencion odontologica,endodoncia,2016-08-01,3,2,0,0,0,0,0,2,0,0,0,0,0,0,3,4,7
SHINAOTA,atencion odontologica,endodoncia,2016-08-01,4,2,0,0,0,0,0,2,0,1,0,0,0,0,4,5,9
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2016-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SICAYA,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,atencion odontologica,endodoncia,2016-08-01,23,16,11,10,1,13,6,21,6,4,0,0,0,0,47,64,111
SOPACHUY,atencion odontologica,endodoncia,2016-08-01,1,5,2,7,1,2,2,14,1,0,0,0,0,0,7,28,35
SORACACHI,atencion odontologica,endodoncia,2016-08-01,1,1,1,0,0,0,2,7,0,0,0,0,0,0,4,8,12
SORATA,atencion odontologica,endodoncia,2016-08-01,1,4,0,0,0,3,2,1,2,0,0,0,0,0,5,8,13
SUCRE,atencion odontologica,endodoncia,2016-08-01,213,211,140,224,52,76,117,257,32,21,0,0,0,0,554,789,1343
TACACOMA,atencion odontologica,endodoncia,2016-08-01,0,0,1,1,2,2,4,7,4,2,0,0,0,0,11,12,23
TACOPAYA,atencion odontologica,endodoncia,2016-08-01,1,1,0,0,1,1,0,1,3,0,0,0,0,0,5,3,8
TAPACARI,atencion odontologica,endodoncia,2016-08-01,0,0,1,3,0,0,1,2,2,3,0,0,0,0,4,8,12
TARABUCO,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,2,1,0,9,0,0,0,0,0,0,2,10,12
TARATA,atencion odontologica,endodoncia,2016-08-01,6,1,0,2,0,0,1,5,2,0,0,0,0,0,9,8,17
TARIJA,atencion odontologica,endodoncia,2016-08-01,9,15,78,82,39,67,172,277,34,18,0,0,0,0,332,459,791
TARVITA,atencion odontologica,endodoncia,2016-08-01,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,4,6
TEOPONTE,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,3
TIAWANACU,atencion odontologica,endodoncia,2016-08-01,1,1,1,1,2,3,2,5,0,0,0,0,0,0,6,10,16
TINGUIPAYA,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
TIPUANI,atencion odontologica,endodoncia,2016-08-01,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,6,6
TIQUIPAYA,atencion odontologica,endodoncia,2016-08-01,22,18,1,3,0,2,2,6,0,1,0,0,0,0,25,30,55
TIRAQUE (CBBA),atencion odontologica,endodoncia,2016-08-01,3,2,0,0,2,1,1,2,0,0,0,0,0,0,6,5,11
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,endodoncia,2016-08-01,0,3,1,0,0,1,1,0,0,0,0,0,0,0,2,4,6
TOCO,atencion odontologica,endodoncia,2016-08-01,3,0,2,1,0,0,0,2,0,0,0,0,0,0,5,3,8
TOLATA,atencion odontologica,endodoncia,2016-08-01,1,0,1,0,0,1,2,0,0,1,0,0,0,0,4,2,6
TOLEDO,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,2,4,2,0,0,0,0,0,4,4,8
TOMAVE,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,4,5
TOMINA,atencion odontologica,endodoncia,2016-08-01,0,3,0,0,0,1,2,4,0,0,0,0,0,0,2,8,10
TORO TORO,atencion odontologica,endodoncia,2016-08-01,0,0,2,0,3,1,1,2,1,0,0,0,0,0,7,3,10
TOTORA(CBBA),atencion odontologica,endodoncia,2016-08-01,3,4,0,0,0,1,2,2,0,0,0,0,0,0,5,7,12
TOTORA(ORR),atencion odontologica,endodoncia,2016-08-01,1,1,1,2,0,0,2,3,0,0,0,0,0,0,4,6,10
TRIGAL,atencion odontologica,endodoncia,2016-08-01,0,1,0,0,1,0,0,1,3,2,0,0,0,0,4,4,8
TRINIDAD,atencion odontologica,endodoncia,2016-08-01,7,0,15,12,17,27,76,89,14,13,0,0,0,0,129,141,270
TUPIZA,atencion odontologica,endodoncia,2016-08-01,6,12,21,20,5,24,37,94,19,35,0,0,0,0,88,185,273
TURCO,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,2,3,1,1,0,0,0,0,3,4,7
UMALA,atencion odontologica,endodoncia,2016-08-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
UNCIA,atencion odontologica,endodoncia,2016-08-01,4,7,1,3,0,1,4,4,0,4,0,0,0,0,9,19,28
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2016-08-01,1,1,1,4,1,6,9,3,0,0,0,0,0,0,12,14,26
UYUNI,atencion odontologica,endodoncia,2016-08-01,9,6,9,15,4,18,36,11,11,9,0,0,0,0,69,59,128
VACAS,atencion odontologica,endodoncia,2016-08-01,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,3,4
VALLEGRANDE,atencion odontologica,endodoncia,2016-08-01,0,4,0,3,3,3,0,4,2,8,0,0,0,0,5,22,27
VIACHA,atencion odontologica,endodoncia,2016-08-01,26,16,0,4,1,8,2,22,2,3,0,0,0,0,31,53,84
VILLA CHARCAS,atencion odontologica,endodoncia,2016-08-01,3,0,0,0,0,0,0,5,0,1,0,0,0,0,3,6,9
VILLA MONTES,atencion odontologica,endodoncia,2016-08-01,4,4,3,10,4,2,11,26,0,1,0,0,0,0,22,43,65
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2016-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA RIVERO,atencion odontologica,endodoncia,2016-08-01,7,1,0,0,2,3,0,4,0,1,0,0,0,0,9,9,18
VILLA SERRANO,atencion odontologica,endodoncia,2016-08-01,0,0,2,0,2,0,0,6,0,0,0,0,0,0,4,6,10
VILLA TUNARI,atencion odontologica,endodoncia,2016-08-01,10,22,4,10,4,27,6,150,7,4,0,0,0,0,31,213,244
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2016-08-01,1,4,0,1,1,1,2,6,0,1,0,0,0,0,4,13,17
VILLAZON,atencion odontologica,endodoncia,2016-08-01,19,21,6,21,7,4,2,38,0,1,0,0,0,0,34,85,119
VINTO,atencion odontologica,endodoncia,2016-08-01,16,12,3,2,0,9,0,9,9,4,0,0,0,0,28,36,64
VITICHI,atencion odontologica,endodoncia,2016-08-01,1,2,2,2,2,6,3,18,0,0,0,0,0,0,8,28,36
WALDO BALLIVIAN,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,atencion odontologica,endodoncia,2016-08-01,0,2,0,1,0,0,1,4,7,7,0,0,0,0,8,14,22
YACO,atencion odontologica,endodoncia,2016-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
YACUIBA,atencion odontologica,endodoncia,2016-08-01,2,3,15,15,3,11,28,23,14,0,0,0,0,0,62,52,114
YAMPARAEZ,atencion odontologica,endodoncia,2016-08-01,2,2,0,1,0,5,0,7,0,0,0,0,0,0,2,15,17
YANACACHI,atencion odontologica,endodoncia,2016-08-01,2,1,3,1,0,0,0,0,0,0,0,0,0,0,5,2,7
YAPACANI,atencion odontologica,endodoncia,2016-08-01,10,8,2,1,13,42,13,121,16,10,0,0,0,0,54,182,236
YOCALLA,atencion odontologica,endodoncia,2016-08-01,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,2,5
YOTALA,atencion odontologica,endodoncia,2016-08-01,2,4,3,2,5,0,2,17,0,11,0,0,0,0,12,34,46
YUNCHARA,atencion odontologica,endodoncia,2016-08-01,0,0,4,1,0,0,3,6,0,0,0,0,0,0,7,7,14
ZUDAÑEZ,atencion odontologica,endodoncia,2016-08-01,5,0,1,3,0,2,1,3,2,0,0,0,0,0,9,8,17
ACACIO,atencion odontologica,endodoncia,2016-09-01,1,0,3,2,1,0,0,1,0,0,0,0,0,0,5,3,8
ACHACACHI,atencion odontologica,endodoncia,2016-09-01,9,1,2,1,1,2,0,3,2,5,0,0,0,0,14,12,26
ACHOCALLA,atencion odontologica,endodoncia,2016-09-01,0,2,2,1,0,0,2,5,0,2,0,0,0,0,4,10,14
AIQUILE,atencion odontologica,endodoncia,2016-09-01,0,1,3,7,0,2,3,19,0,0,0,0,0,0,6,29,35
ALCALA,atencion odontologica,endodoncia,2016-09-01,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,5
ALTO BENI,atencion odontologica,endodoncia,2016-09-01,5,3,0,1,0,5,1,6,2,0,0,0,0,0,8,15,23
ANCORAIMES,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ANDAMARCA,atencion odontologica,endodoncia,2016-09-01,0,1,1,1,1,2,3,5,0,2,0,0,0,0,5,11,16
ANTEQUERA,atencion odontologica,endodoncia,2016-09-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
ANZALDO,atencion odontologica,endodoncia,2016-09-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
ARAMPAMPA,atencion odontologica,endodoncia,2016-09-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
ARANI,atencion odontologica,endodoncia,2016-09-01,2,1,0,0,0,0,1,3,0,0,0,0,0,0,3,4,7
ARBIETO,atencion odontologica,endodoncia,2016-09-01,4,7,1,1,0,1,0,9,2,1,0,0,0,0,7,19,26
ARQUE,atencion odontologica,endodoncia,2016-09-01,0,0,2,0,0,1,0,11,1,1,0,0,0,0,3,13,16
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2016-09-01,6,7,0,0,0,2,0,9,0,0,0,0,0,0,6,18,24
ATOCHA,atencion odontologica,endodoncia,2016-09-01,13,9,12,9,7,7,24,34,1,1,0,0,0,0,57,60,117
AUCAPATA,atencion odontologica,endodoncia,2016-09-01,0,0,0,1,1,0,3,4,0,0,0,0,0,0,4,5,9
AYATA,atencion odontologica,endodoncia,2016-09-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
AYO AYO,atencion odontologica,endodoncia,2016-09-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2016-09-01,3,4,12,14,4,8,15,22,3,0,0,0,0,0,37,48,85
AZURDUY,atencion odontologica,endodoncia,2016-09-01,0,0,1,2,0,0,0,3,0,0,0,0,0,0,1,5,6
BATALLAS,atencion odontologica,endodoncia,2016-09-01,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,2,4
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2016-09-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
BELEN DE URMIRI,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BELLA FLOR,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
BERMEJO,atencion odontologica,endodoncia,2016-09-01,1,3,3,2,2,2,17,24,1,0,0,0,0,0,24,31,55
BETANZOS,atencion odontologica,endodoncia,2016-09-01,5,3,8,0,3,4,7,21,0,2,0,0,0,0,23,30,53
BOLIVAR,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
BOYUIBE,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,1,2,2,3,0,0,0,0,0,5,3,8
BUENA VISTA,atencion odontologica,endodoncia,2016-09-01,5,9,0,3,0,2,1,8,0,0,0,0,0,0,6,22,28
CABEZAS,atencion odontologica,endodoncia,2016-09-01,1,1,0,0,0,0,0,0,3,0,0,0,0,0,4,1,5
CAIROMA,atencion odontologica,endodoncia,2016-09-01,0,0,4,0,0,0,3,2,0,0,0,0,0,0,7,2,9
"CAIZA ""D""",atencion odontologica,endodoncia,2016-09-01,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4
CAJUATA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
CALAMARCA,atencion odontologica,endodoncia,2016-09-01,1,1,0,0,0,1,3,7,1,1,0,0,0,0,5,10,15
CAMARGO,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1,7,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2016-09-01,0,0,0,3,0,1,1,0,0,0,0,0,0,0,1,4,5
CAMIRI,atencion odontologica,endodoncia,2016-09-01,9,7,0,2,1,7,5,17,4,0,0,0,0,0,19,33,52
CAPINOTA,atencion odontologica,endodoncia,2016-09-01,2,3,2,1,0,0,11,1,3,1,0,0,0,0,18,6,24
CARACOLLO,atencion odontologica,endodoncia,2016-09-01,4,6,1,0,0,2,4,13,0,2,0,0,0,0,9,23,32
CARANAVI,atencion odontologica,endodoncia,2016-09-01,14,12,1,4,0,2,2,36,12,7,0,0,0,0,29,61,90
CARAPARI,atencion odontologica,endodoncia,2016-09-01,3,4,9,13,7,10,5,13,0,0,0,0,0,0,24,40,64
CARIPUYO,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHALLAPATA,atencion odontologica,endodoncia,2016-09-01,9,6,5,5,1,2,1,10,2,0,0,0,0,0,18,23,41
CHAQUI,atencion odontologica,endodoncia,2016-09-01,0,1,0,1,1,3,1,3,0,0,0,0,0,0,2,8,10
CHARAGUA,atencion odontologica,endodoncia,2016-09-01,5,2,0,1,2,2,0,9,0,0,0,0,0,0,7,14,21
CHAYANTA,atencion odontologica,endodoncia,2016-09-01,3,0,0,0,0,4,1,1,0,0,0,0,0,0,4,5,9
CHIMORE,atencion odontologica,endodoncia,2016-09-01,5,2,1,1,0,2,1,4,0,0,0,0,0,0,7,9,16
CHIPAYA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
CHOQUE COTA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,3
CHUA COCANI,atencion odontologica,endodoncia,2016-09-01,0,0,1,0,0,1,3,11,0,1,0,0,0,0,4,13,17
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2016-09-01,24,3,2,3,0,0,2,5,0,0,0,0,0,0,28,11,39
CHUMA,atencion odontologica,endodoncia,2016-09-01,0,1,2,0,0,3,6,12,3,0,0,0,0,0,11,16,27
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2016-09-01,6,0,0,0,0,0,0,1,0,1,0,0,0,0,6,2,8
CKOCHAS,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLIZA,atencion odontologica,endodoncia,2016-09-01,4,3,0,1,1,2,0,2,2,1,0,0,0,0,7,9,16
COBIJA,atencion odontologica,endodoncia,2016-09-01,11,8,2,8,0,2,12,11,2,0,0,0,0,0,27,29,56
COCAPATA,atencion odontologica,endodoncia,2016-09-01,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4
COCHABAMBA,atencion odontologica,endodoncia,2016-09-01,204,147,201,202,82,135,306,464,91,81,0,0,0,0,884,1029,1913
COIPASA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
COLCAPIRHUA,atencion odontologica,endodoncia,2016-09-01,11,13,0,2,0,1,4,3,3,1,0,0,0,0,18,20,38
"COLCHA ""K""",atencion odontologica,endodoncia,2016-09-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COLLANA,atencion odontologica,endodoncia,2016-09-01,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3
COLOMI,atencion odontologica,endodoncia,2016-09-01,10,1,1,0,1,0,0,0,0,0,0,0,0,0,12,1,13
COLQUECHACA,atencion odontologica,endodoncia,2016-09-01,6,3,0,0,3,4,1,18,2,4,0,0,0,0,12,29,41
COLQUENCHA,atencion odontologica,endodoncia,2016-09-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
COLQUIRI,atencion odontologica,endodoncia,2016-09-01,5,1,3,3,0,2,5,20,3,2,0,0,0,0,16,28,44
COMARAPA,atencion odontologica,endodoncia,2016-09-01,14,7,6,3,11,20,16,47,6,1,0,0,0,0,53,78,131
CONCEPCION,atencion odontologica,endodoncia,2016-09-01,1,3,1,4,1,1,1,0,3,0,0,0,0,0,7,8,15
COPACABANA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
CORIPATA,atencion odontologica,endodoncia,2016-09-01,0,2,4,4,0,4,1,11,1,0,0,0,0,0,6,21,27
COROICO,atencion odontologica,endodoncia,2016-09-01,4,3,3,2,3,10,6,15,0,0,0,0,0,0,16,30,46
CORQUE,atencion odontologica,endodoncia,2016-09-01,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,4
COTAGAITA,atencion odontologica,endodoncia,2016-09-01,5,6,19,29,19,22,35,70,8,13,0,0,0,0,86,140,226
COTOCA,atencion odontologica,endodoncia,2016-09-01,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,4,5
CUATRO CAÑADAS,atencion odontologica,endodoncia,2016-09-01,4,2,0,2,0,3,0,2,0,1,0,0,0,0,4,10,14
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncia,2016-09-01,0,0,1,0,0,0,2,0,0,1,0,0,0,0,3,1,4
CUEVO,atencion odontologica,endodoncia,2016-09-01,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,7,7
CULPINA,atencion odontologica,endodoncia,2016-09-01,7,3,1,0,2,0,6,10,1,2,0,0,0,0,17,15,32
CURAHUARA DE CARANGAS,atencion odontologica,endodoncia,2016-09-01,1,3,0,0,0,2,1,2,0,0,0,0,0,0,2,7,9
CURVA,atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,atencion odontologica,endodoncia,2016-09-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL ALTO,atencion odontologica,endodoncia,2016-09-01,205,143,247,271,112,127,191,300,38,17,0,0,0,0,793,858,1651
EL CHORO,atencion odontologica,endodoncia,2016-09-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
EL PUENTE(STC),atencion odontologica,endodoncia,2016-09-01,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,8,8
EL PUENTE(TJA),atencion odontologica,endodoncia,2016-09-01,1,0,0,0,1,2,4,11,0,2,0,0,0,0,6,15,21
EL TORNO,atencion odontologica,endodoncia,2016-09-01,5,8,13,13,21,17,19,23,14,5,0,0,0,0,72,66,138
EL VILLAR,atencion odontologica,endodoncia,2016-09-01,2,0,2,0,1,0,2,3,0,0,0,0,0,0,7,3,10
ENTRE RIOS TRJ,atencion odontologica,endodoncia,2016-09-01,2,0,0,2,4,4,8,15,0,0,0,0,0,0,14,21,35
ENTRE RIOS CBBA,atencion odontologica,endodoncia,2016-09-01,4,5,3,0,2,1,1,2,0,0,0,0,0,0,10,8,18
ESCARA,atencion odontologica,endodoncia,2016-09-01,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3
ESCOMA,atencion odontologica,endodoncia,2016-09-01,1,0,1,1,1,1,1,0,3,1,0,0,0,0,7,3,10
EUCALIPTUS,atencion odontologica,endodoncia,2016-09-01,3,1,1,0,0,0,1,3,0,0,0,0,0,0,5,4,9
